u,v,key,osmid,highway,oneway,reversed,length,name,access,geometry,width
6163158418,5263985212,0,658096484,residential,False,False,74.93,,,"LINESTRING (116.3384936 39.9913363, 116.3385937 39.9914061, 116.3387151 39.9914497, 116.3390641 39.9914671, 116.339193 39.9914177, 116.3392422 39.991337)",
6163158423,6163158427,0,544569998,residential,False,False,98.306,,,"LINESTRING (116.3386548 39.9896661, 116.3386004 39.9905492)",
6163158423,6163185320,0,244249229,residential,False,False,48.231,主马路,no,"LINESTRING (116.3386548 39.9896661, 116.3388882 39.9896713, 116.3392207 39.9896786)",
6163158423,328544333,0,244249229,residential,False,True,113.78899999999999,主马路,no,"LINESTRING (116.3386548 39.9896661, 116.337417 39.9896388, 116.3373197 39.9896367)",
6163158424,6163158417,0,29813003,residential,False,False,36.102,,,"LINESTRING (116.3372363 39.9909801, 116.3372161 39.9913044)",
6163158424,5263985923,0,29813003,residential,False,True,26.606,,,"LINESTRING (116.3372363 39.9909801, 116.3372511 39.9907411)",
6163158424,5263985926,0,658096485,residential,False,False,93.803,,,"LINESTRING (116.3372363 39.9909801, 116.3383366 39.9910118)",
6163158425,6163158418,0,544569998,residential,False,False,35.601,,,"LINESTRING (116.3385308 39.9910174, 116.3384936 39.9913363)",
6163158425,5263985924,0,544569998,residential,False,True,27.698,,,"LINESTRING (116.3385308 39.9910174, 116.3385598 39.9907693)",
6163158425,5263985926,0,658096485,residential,False,True,16.556,,,"LINESTRING (116.3385308 39.9910174, 116.3383366 39.9910118)",
6163158425,11020118254,0,658096485,residential,False,False,62.406000000000006,,,"LINESTRING (116.3385308 39.9910174, 116.3386008 39.9910188, 116.3392631 39.991032)",
6163158426,5263985923,0,29813003,residential,False,False,24.78,,,"LINESTRING (116.3372649 39.9905185, 116.3372511 39.9907411)",
6163158426,328544333,0,29813003,residential,False,True,98.163,,,"LINESTRING (116.3372649 39.9905185, 116.3373197 39.9896367)",
6163158426,6163158427,0,658096486,residential,False,False,113.825,,,"LINESTRING (116.3372649 39.9905185, 116.3386004 39.9905492)",
6163158427,5263985924,0,544569998,residential,False,False,24.717,,,"LINESTRING (116.3386004 39.9905492, 116.3385598 39.9907693)",
6163158427,6163158423,0,544569998,residential,False,True,98.306,,,"LINESTRING (116.3386004 39.9905492, 116.3386548 39.9896661)",
6163158427,6163158426,0,658096486,residential,False,True,113.825,,,"LINESTRING (116.3386004 39.9905492, 116.3372649 39.9905185)",
6163185313,5263985208,0,244249229,residential,False,False,16.338,主马路,no,"LINESTRING (116.3409238 39.9897162, 116.3411155 39.9897204)",
6163185313,5263985218,0,244249229,residential,False,True,128.431,主马路,no,"LINESTRING (116.3409238 39.9897162, 116.3394169 39.9896829)",
6163185313,6163185320,0,658100016,residential,False,False,300.553,,,"LINESTRING (116.3409238 39.9897162, 116.3409807 39.9891123, 116.3409807 39.9890368, 116.3409086 39.988999, 116.339361 39.9889554, 116.3392775 39.9889903, 116.3392396 39.9890455, 116.3392207 39.9896786)",
6163185320,5263985218,0,244249229,residential,False,False,16.722,主马路,no,"LINESTRING (116.3392207 39.9896786, 116.3394169 39.9896829)",
6163185320,6163158423,0,244249229,residential,False,True,48.231,主马路,no,"LINESTRING (116.3392207 39.9896786, 116.3388882 39.9896713, 116.3386548 39.9896661)",
6163185320,6163185313,0,658100016,residential,False,True,300.553,,,"LINESTRING (116.3392207 39.9896786, 116.3392396 39.9890455, 116.3392775 39.9889903, 116.339361 39.9889554, 116.3409086 39.988999, 116.3409807 39.9890368, 116.3409807 39.9891123, 116.3409238 39.9897162)",
6482076818,2269053371,0,609319221,path,False,True,65.108,,,"LINESTRING (116.3378356 39.9885698, 116.3370716 39.9885554)",
6482076818,6482076822,0,690857095,residential,False,False,44.525,,,"LINESTRING (116.3378356 39.9885698, 116.3378483 39.9881695)",
6482076818,5771614602,0,609319221,path,False,False,67.787,,,"LINESTRING (116.3378356 39.9885698, 116.3381835 39.9885763, 116.3386311 39.9885821)",
6482076820,6482076824,0,690857097,residential,False,True,71.473,,,"LINESTRING (116.3379079 39.9877626, 116.3370695 39.9877397)",
6482076820,2059690946,0,690857095,residential,False,False,100.49300000000001,,,"LINESTRING (116.3379079 39.9877626, 116.3379117 39.9875155, 116.3371909 39.9874865, 116.3370912 39.9874165)",
6482076820,6482076822,0,690857095,residential,False,True,46.184,,,"LINESTRING (116.3379079 39.9877626, 116.3378586 39.9878439, 116.3378483 39.9881695)",
6482076820,6482076823,0,"[868296016, 690857097]","['residential', 'unclassified']",False,False,117.451,,,"LINESTRING (116.3379079 39.9877626, 116.3387689 39.9877945, 116.338738 39.9881896)",
6482076822,6482076818,0,690857095,residential,False,True,44.525,,,"LINESTRING (116.3378483 39.9881695, 116.3378356 39.9885698)",
6482076822,6482076823,0,690857096,unclassified,False,False,75.831,,,"LINESTRING (116.3378483 39.9881695, 116.338738 39.9881896)",
6482076822,2269053372,0,690857096,unclassified,False,True,63.604,,,"LINESTRING (116.3378483 39.9881695, 116.3371037 39.988128)",
