element_type,osmid,nodes,amenity,geometry
way,969785335,"[8974366647, 8974366646, 8974366645, 8974366644, 8974366647]",parking,"POLYGON ((116.3326107 39.9493905, 116.3332831 39.9495187, 116.3333183 39.94941, 116.332646 39.9492818, 116.3326107 39.9493905))"
way,969785336,"[8974366651, 8974366650, 8974366649, 8974366648, 8974366651]",parking,"POLYGON ((116.3308121 39.9497591, 116.3310146 39.9498372, 116.3311071 39.9496963, 116.3309046 39.9496182, 116.3308121 39.9497591))"
way,969785337,"[8974366655, 8974366654, 8974366653, 8974366652, 8974366655]",parking,"POLYGON ((116.3414333 39.9500867, 116.3414925 39.9498814, 116.3417069 39.9499178, 116.3416476 39.950123, 116.3414333 39.9500867))"
way,969785338,"[8974366661, 8974366660, 8974366659, 8974366658, 8974366657, 8974366656, 8974366661]",parking,"POLYGON ((116.3405006 39.9516747, 116.3409394 39.9517507, 116.3410561 39.951355, 116.340943 39.9513354, 116.3408745 39.9515674, 116.3405489 39.9515109, 116.3405006 39.9516747))"
way,969785339,"[8974366665, 8974366664, 8974366663, 8974366662, 8974366665]",parking,"POLYGON ((116.3373391 39.9481994, 116.3379883 39.9483321, 116.3379147 39.9485438, 116.3372654 39.9484111, 116.3373391 39.9481994))"
way,969785340,"[2718732084, 8974366671, 8974366670, 8974366669, 8974366668, 8974366667, 8974366666, 4419317409, 4419317412, 2718732082, 2718732084]",parking,"POLYGON ((116.330218 39.9507783, 116.3304238 39.9508093, 116.3305593 39.9502613, 116.3306987 39.9502191, 116.3312258 39.9503168, 116.3312781 39.9501266, 116.3306947 39.9500187, 116.3305007 39.9500636, 116.3303837 39.9502943, 116.3302789 39.9505864, 116.330218 39.9507783))"
way,1205710519,"[11173536508, 11173536509, 11173536510, 11173536511, 11173536508]",parking,"POLYGON ((116.3347606 39.9481576, 116.3347923 39.9480413, 116.3351071 39.9480951, 116.3350754 39.9482063, 116.3347606 39.9481576))"
