u,v,key,osmid,highway,oneway,reversed,length,name,geometry
746856564,2720479572,0,526224704,residential,False,True,73.831,红果园路,"LINESTRING (116.3365912 39.9501622, 116.3367818 39.9495145)"
746856564,2081852685,0,60110831,residential,False,True,37.472,银杏大道,"LINESTRING (116.3365912 39.9501622, 116.3366134 39.9501662, 116.33702 39.9502364)"
746856580,746856318,0,60110710,residential,False,True,165.392,,"LINESTRING (116.3381531 39.9503951, 116.3400448 39.9507258)"
746856580,5117734206,0,60110831,residential,False,False,28.819,银杏大道,"LINESTRING (116.3381531 39.9503951, 116.3378199 39.9503512)"
746856580,2720479577,0,60110704,residential,False,False,60.868,芳华路,"LINESTRING (116.3381531 39.9503951, 116.3381585 39.9503722, 116.3382813 39.9498566)"
746856603,5117734217,0,266509131,service,False,True,90.602,思源路,"LINESTRING (116.3352419 39.9480478, 116.3351181 39.9485746, 116.3350535 39.9488497)"
746856603,746856485,0,526224706,residential,False,False,166.05499999999998,天佑大道,"LINESTRING (116.3352419 39.9480478, 116.3354495 39.9480048, 116.3371389 39.9483007)"
746856603,2720469978,0,"[60110801, 526224706]",residential,False,True,185.418,"['积秀路', '天佑大道']","LINESTRING (116.3352419 39.9480478, 116.3338723 39.9477911, 116.3336987 39.9483624)"
746856612,746856533,0,60110798,residential,False,True,85.451,银杏大道,"LINESTRING (116.3342816 39.9498448, 116.3333116 39.9496509)"
746856612,2720469554,0,60110831,residential,False,True,10.405,银杏大道,"LINESTRING (116.3342816 39.9498448, 116.3343089 39.9497536)"
746856612,11173604233,0,266509121,unclassified,False,True,41.909,传习路,"LINESTRING (116.3342816 39.9498448, 116.3341606 39.9502101)"
746856694,11173604232,0,60110801,residential,False,False,44.056,积秀路,"LINESTRING (116.3331092 39.9504205, 116.3332113 39.9500321)"
746856694,4419317407,0,266509119,residential,False,False,85.355,知行大道,"LINESTRING (116.3331092 39.9504205, 116.3321357 39.9502408)"
746856694,2720469549,0,266509119,residential,False,True,81.277,知行大道,"LINESTRING (116.3331092 39.9504205, 116.3334345 39.950501, 116.3340166 39.950645)"
746856698,2081857364,0,933209326,residential,False,False,48.476,红果园路,"LINESTRING (116.3366482 39.9518443, 116.3367299 39.9514502, 116.3367426 39.9514146)"
746856718,746856360,0,60110794,residential,False,True,81.087,,"LINESTRING (116.3366445 39.9522226, 116.3375625 39.9524138)"
746856718,2720469549,0,"[60110794, 266509118]",residential,False,"[False, True]",377.767,传习路,"LINESTRING (116.3366445 39.9522226, 116.3337122 39.9517118, 116.3339114 39.9510562, 116.3340166 39.950645)"
2081852683,746856564,0,60110831,residential,False,True,36.661,银杏大道,"LINESTRING (116.3361724 39.9500872, 116.3365912 39.9501622)"
2081852683,746856478,0,197993816,residential,False,True,103.391,明湖路,"LINESTRING (116.3361724 39.9500872, 116.3359184 39.9509964)"
2081852683,2720498148,0,60110831,residential,False,False,79.685,银杏大道,"LINESTRING (116.3361724 39.9500872, 116.3360978 39.9500738, 116.3352621 39.9499242)"
2081852685,746856372,0,60110826,residential,False,True,103.008,红果园路,"LINESTRING (116.33702 39.9502364, 116.3367619 39.9511414)"
2081852685,746856564,0,60110831,residential,False,False,37.472,银杏大道,"LINESTRING (116.33702 39.9502364, 116.3366134 39.9501662, 116.3365912 39.9501622)"
2081852685,5117734206,0,60110831,residential,False,True,69.36999999999999,银杏大道,"LINESTRING (116.33702 39.9502364, 116.3370525 39.9502417, 116.3378199 39.9503512)"
2081857351,2720469549,0,60110782,residential,False,False,84.353,知行大道,"LINESTRING (116.3349746 39.9508351, 116.3340166 39.950645)"
2081857351,2720498147,0,197993953,residential,False,True,36.863,京院路,"LINESTRING (116.3349746 39.9508351, 116.3350753 39.9505127)"
2081857351,746856478,0,60110782,residential,False,True,82.444,知行大道,"LINESTRING (116.3349746 39.9508351, 116.3358501 39.9509806, 116.3359184 39.9509964)"
2081857351,2081857357,0,197993953,residential,False,False,48.239000000000004,京院路,"LINESTRING (116.3349746 39.9508351, 116.3348805 39.9511352, 116.3348423 39.9512569)"
2081857357,2081857351,0,197993953,residential,False,True,48.239000000000004,京院路,"LINESTRING (116.3348423 39.9512569, 116.3348805 39.9511352, 116.3349746 39.9508351)"
2081857364,6318274272,0,933209325,residential,False,True,30.752,红果园路,"LINESTRING (116.3367426 39.9514146, 116.3368269 39.9511457)"
2081857364,746856478,0,197993954,residential,False,False,115.31099999999998,,"LINESTRING (116.3367426 39.9514146, 116.3365808 39.951464, 116.3359139 39.9513437, 116.3358462 39.9513051, 116.3359184 39.9509964)"
2081857364,746856698,0,933209326,residential,False,True,48.476,红果园路,"LINESTRING (116.3367426 39.9514146, 116.3367299 39.9514502, 116.3366482 39.9518443)"
2720469549,2081857351,0,60110782,residential,False,True,84.353,知行大道,"LINESTRING (116.3340166 39.950645, 116.3349746 39.9508351)"
2720469549,2720498146,0,266509121,unclassified,False,False,34.474,传习路,"LINESTRING (116.3340166 39.950645, 116.3341161 39.9503445)"
2720469549,746856718,0,"[60110794, 266509118]",residential,False,"[False, True]",377.767,传习路,"LINESTRING (116.3340166 39.950645, 116.3339114 39.9510562, 116.3337122 39.9517118, 116.3366445 39.9522226)"
2720469549,746856694,0,266509119,residential,False,False,81.277,知行大道,"LINESTRING (116.3340166 39.950645, 116.3334345 39.950501, 116.3331092 39.9504205)"
2720469554,746856612,0,60110831,residential,False,False,10.405,银杏大道,"LINESTRING (116.3343089 39.9497536, 116.3342816 39.9498448)"
2720469554,2720470485,0,266509124,unclassified,False,False,54.759,传习路,"LINESTRING (116.3343089 39.9497536, 116.3344449 39.9492723)"
2720469554,2720469568,0,60110831,residential,False,True,73.049,银杏大道,"LINESTRING (116.3343089 39.9497536, 116.3347143 39.9498262, 116.3351434 39.949903)"
2720469555,5117734218,0,266509124,unclassified,False,True,14.867,传习路,"LINESTRING (116.3346212 39.9487109, 116.3345893 39.9487918, 116.3345753 39.9488398)"
2720469561,2720469569,0,266509126,unclassified,False,True,42.113,梧桐大道,"LINESTRING (116.3359276 39.948985, 116.3354409 39.94892)"
2720469561,2720469564,0,266509126,unclassified,False,False,31.802,梧桐大道,"LINESTRING (116.3359276 39.948985, 116.3359084 39.9490549, 116.3360908 39.9490807, 116.3361148 39.9490107)"
2720469561,2720469564,1,266509127,unclassified,False,False,29.433999999999997,梧桐大道,"LINESTRING (116.3359276 39.948985, 116.3359468 39.9489261, 116.3361244 39.9489445, 116.3361148 39.9490107)"
2720469564,2720469565,0,266509126,unclassified,False,False,67.786,梧桐大道,"LINESTRING (116.3361148 39.9490107, 116.3368916 39.9491411)"
2720469564,2720469561,0,266509126,unclassified,False,True,31.802,梧桐大道,"LINESTRING (116.3361148 39.9490107, 116.3360908 39.9490807, 116.3359084 39.9490549, 116.3359276 39.948985)"
2720469564,2720469561,1,266509127,unclassified,False,True,29.434,梧桐大道,"LINESTRING (116.3361148 39.9490107, 116.3361244 39.9489445, 116.3359468 39.9489261, 116.3359276 39.948985)"
2720469565,2720469564,0,266509126,unclassified,False,True,67.786,梧桐大道,"LINESTRING (116.3368916 39.9491411, 116.3361148 39.9490107)"
2720469565,2720479572,0,526224704,residential,False,False,42.562,红果园路,"LINESTRING (116.3368916 39.9491411, 116.3367818 39.9495145)"
2720469565,2720479569,0,526224704,residential,False,True,56.288,红果园路,"LINESTRING (116.3368916 39.9491411, 116.3370369 39.9486473)"
2720469568,2720498148,0,60110831,residential,False,True,10.389,银杏大道,"LINESTRING (116.3351434 39.949903, 116.3352621 39.9499242)"
2720469568,2720469554,0,60110831,residential,False,False,73.049,银杏大道,"LINESTRING (116.3351434 39.949903, 116.3347143 39.9498262, 116.3343089 39.9497536)"
2720469568,2720469569,0,266509128,unclassified,False,False,112.208,京院路,"LINESTRING (116.3351434 39.949903, 116.3352897 39.9494197, 116.3354409 39.94892)"
2720469569,2720469561,0,266509126,unclassified,False,False,42.113,梧桐大道,"LINESTRING (116.3354409 39.94892, 116.3359276 39.948985)"
2720469569,5117734217,0,266509126,unclassified,False,True,33.936,梧桐大道,"LINESTRING (116.3354409 39.94892, 116.3350535 39.9488497)"
2720469569,2720469568,0,266509128,unclassified,False,True,112.208,京院路,"LINESTRING (116.3354409 39.94892, 116.3352897 39.9494197, 116.3351434 39.949903)"
2720469572,746856472,0,60110705,residential,False,False,75.499,,"LINESTRING (116.3404496 39.9516991, 116.3406424 39.9510364)"
2720469572,4177637281,0,60110732,residential,False,False,73.613,知行大道,"LINESTRING (116.3404496 39.9516991, 116.3401538 39.9516542, 116.3397133 39.9515792, 116.3396049 39.9515616)"
2720469976,2720470486,0,60110701,residential,False,True,76.351,鲲鹏路,"LINESTRING (116.3326405 39.9485416, 116.332451 39.9492127)"
2720469976,2720469977,0,266509190,unclassified,False,False,83.437,,"LINESTRING (116.3326405 39.9485416, 116.3335963 39.9487033)"
2720469976,2720469978,0,"[60110701, 266509191]","['unclassified', 'residential']",False,False,122.734,鲲鹏路,"LINESTRING (116.3326405 39.9485416, 116.3327234 39.9482074, 116.3336987 39.9483624)"
2720469977,2720469978,0,60110801,residential,False,False,38.898,积秀路,"LINESTRING (116.3335963 39.9487033, 116.3336987 39.9483624)"
2720469977,2720470482,0,60110801,residential,False,True,9.504,积秀路,"LINESTRING (116.3335963 39.9487033, 116.333575 39.9487872)"
2720469977,2720469976,0,266509190,unclassified,False,True,83.437,,"LINESTRING (116.3335963 39.9487033, 116.3326405 39.9485416)"
2720469978,2720469977,0,60110801,residential,False,True,38.898,积秀路,"LINESTRING (116.3336987 39.9483624, 116.3335963 39.9487033)"
2720469978,746856603,0,"[60110801, 526224706]",residential,False,False,185.418,"['积秀路', '天佑大道']","LINESTRING (116.3336987 39.9483624, 116.3338723 39.9477911, 116.3352419 39.9480478)"
2720469978,2720469976,0,"[60110701, 266509191]","['unclassified', 'residential']",False,True,122.734,鲲鹏路,"LINESTRING (116.3336987 39.9483624, 116.3327234 39.9482074, 116.3326405 39.9485416)"
2720470482,2720469977,0,60110801,residential,False,False,9.504,积秀路,"LINESTRING (116.333575 39.9487872, 116.3335963 39.9487033)"
2720470482,2720470484,0,60110801,residential,False,True,37.799,积秀路,"LINESTRING (116.333575 39.9487872, 116.3334889 39.9490695, 116.333474 39.9491182)"
2720470482,2720470483,0,266509286,unclassified,False,False,84.496,,"LINESTRING (116.333575 39.9487872, 116.334449 39.9489326, 116.3345437 39.9489483)"
2720470483,5117734218,0,266509124,unclassified,False,False,12.362,传习路,"LINESTRING (116.3345437 39.9489483, 116.3345753 39.9488398)"
2720470483,2720470485,0,266509124,unclassified,False,True,36.999,传习路,"LINESTRING (116.3345437 39.9489483, 116.3344449 39.9492723)"
2720470483,2720470482,0,266509286,unclassified,False,True,84.496,,"LINESTRING (116.3345437 39.9489483, 116.334449 39.9489326, 116.333575 39.9487872)"
2720470484,2720470487,0,60110801,residential,False,True,30.375,积秀路,"LINESTRING (116.333474 39.9491182, 116.3333929 39.9493842)"
2720470484,2720470485,0,266509287,unclassified,False,False,84.518,,"LINESTRING (116.333474 39.9491182, 116.3344449 39.9492723)"
2720470484,2720470482,0,60110801,residential,False,False,37.799,积秀路,"LINESTRING (116.333474 39.9491182, 116.3334889 39.9490695, 116.333575 39.9487872)"
2720470485,2720470483,0,266509124,unclassified,False,False,36.999,传习路,"LINESTRING (116.3344449 39.9492723, 116.3345437 39.9489483)"
2720470485,2720469554,0,266509124,unclassified,False,True,54.759,传习路,"LINESTRING (116.3344449 39.9492723, 116.3343089 39.9497536)"
2720470485,2720470484,0,266509287,unclassified,False,True,84.518,,"LINESTRING (116.3344449 39.9492723, 116.333474 39.9491182)"
2720470486,2720469976,0,60110701,residential,False,False,76.351,鲲鹏路,"LINESTRING (116.332451 39.9492127, 116.3326405 39.9485416)"
2720470486,11173604234,0,60110701,residential,False,True,74.35,鲲鹏路,"LINESTRING (116.332451 39.9492127, 116.3322514 39.9498636)"
2720470486,2720470487,0,266509288,unclassified,False,False,82.525,,"LINESTRING (116.332451 39.9492127, 116.3333929 39.9493842)"
2720470487,2720470484,0,60110801,residential,False,False,30.375,积秀路,"LINESTRING (116.3333929 39.9493842, 116.333474 39.9491182)"
2720470487,746856533,0,60110801,residential,False,True,30.455,积秀路,"LINESTRING (116.3333929 39.9493842, 116.3333116 39.9496509)"
2720470487,2720470486,0,266509288,unclassified,False,True,82.525,,"LINESTRING (116.3333929 39.9493842, 116.332451 39.9492127)"
2720479568,2720479570,0,266510291,unclassified,False,True,20.989,天佑大道,"LINESTRING (116.3378966 39.949003, 116.3379521 39.9488191)"
2720479568,2720479573,0,266510294,unclassified,False,False,74.702,,"LINESTRING (116.3378966 39.949003, 116.3376945 39.9496567)"
2720479568,746856493,0,266510291,unclassified,False,False,53.155,天佑大道,"LINESTRING (116.3378966 39.949003, 116.3380248 39.9490266, 116.3385029 39.9491147)"
2720479569,2720469565,0,526224704,residential,False,False,56.288,红果园路,"LINESTRING (116.3370369 39.9486473, 116.3368916 39.9491411)"
2720479569,746856485,0,526224704,residential,False,True,39.509,红果园路,"LINESTRING (116.3370369 39.9486473, 116.3371389 39.9483007)"
2720479569,2720479570,0,266510292,unclassified,False,False,80.321,,"LINESTRING (116.3370369 39.9486473, 116.3374046 39.9487163, 116.3379521 39.9488191)"
2720479570,2720479568,0,266510291,unclassified,False,False,20.989,天佑大道,"LINESTRING (116.3379521 39.9488191, 116.3378966 39.949003)"
2720479570,746856485,0,266510291,unclassified,False,True,120.042,天佑大道,"LINESTRING (116.3379521 39.9488191, 116.3380569 39.9484734, 116.3372236 39.9483166, 116.3371389 39.9483007)"
2720479570,2720479569,0,266510292,unclassified,False,True,80.321,,"LINESTRING (116.3379521 39.9488191, 116.3374046 39.9487163, 116.3370369 39.9486473)"
2720479571,2720479574,0,60110704,residential,False,False,22.059,芳华路,"LINESTRING (116.3383076 39.9497561, 116.3383717 39.9495639)"
2720479571,2720479577,0,60110704,residential,False,True,11.398,芳华路,"LINESTRING (116.3383076 39.9497561, 116.3382813 39.9498566)"
2720479571,2720479573,0,266510293,unclassified,False,False,53.418,,"LINESTRING (116.3383076 39.9497561, 116.3382728 39.9497505, 116.3376945 39.9496567)"
2720479572,746856564,0,526224704,residential,False,False,73.831,红果园路,"LINESTRING (116.3367818 39.9495145, 116.3365912 39.9501622)"
2720479572,2720469565,0,526224704,residential,False,True,42.562,红果园路,"LINESTRING (116.3367818 39.9495145, 116.3368916 39.9491411)"
2720479572,2720479573,0,266510293,unclassified,False,True,79.392,,"LINESTRING (116.3367818 39.9495145, 116.3368077 39.9495185, 116.3376945 39.9496567)"
2720479573,2720479568,0,266510294,unclassified,False,True,74.702,,"LINESTRING (116.3376945 39.9496567, 116.3378966 39.949003)"
2720479573,2720479572,0,266510293,unclassified,False,False,79.392,,"LINESTRING (116.3376945 39.9496567, 116.3368077 39.9495185, 116.3367818 39.9495145)"
2720479573,2720479571,0,266510293,unclassified,False,True,53.418,,"LINESTRING (116.3376945 39.9496567, 116.3382728 39.9497505, 116.3383076 39.9497561)"
2720479574,746856493,0,60110704,residential,False,False,51.186,芳华路,"LINESTRING (116.3383717 39.9495639, 116.3385029 39.9491147)"
2720479574,2720479571,0,60110704,residential,False,True,22.059,芳华路,"LINESTRING (116.3383717 39.9495639, 116.3383076 39.9497561)"
2720479574,2720479575,0,266510295,unclassified,False,False,75.03,,"LINESTRING (116.3383717 39.9495639, 116.3392286 39.9497181)"
2720479575,2720479576,0,266510295,unclassified,False,False,52.623,,"LINESTRING (116.3392286 39.9497181, 116.3393588 39.9492555)"
2720479575,2720479574,0,266510295,unclassified,False,True,75.03,,"LINESTRING (116.3392286 39.9497181, 116.3383717 39.9495639)"
2720479575,2720479578,0,266510296,unclassified,False,True,30.45,,"LINESTRING (116.3392286 39.9497181, 116.3391558 39.9499862)"
2720479576,746856493,0,60110704,residential,False,True,74.621,芳华路,"LINESTRING (116.3393588 39.9492555, 116.3385029 39.9491147)"
2720479576,2720479575,0,266510295,unclassified,False,True,52.623,,"LINESTRING (116.3393588 39.9492555, 116.3392286 39.9497181)"
2720479576,2720479580,0,"[60110704, 60110776]",residential,False,"[False, True]",197.023,"['芳华路', '科苑路']","LINESTRING (116.3393588 39.9492555, 116.3404325 39.949432, 116.340141 39.9503348)"
2720479577,2720479571,0,60110704,residential,False,False,11.398,芳华路,"LINESTRING (116.3382813 39.9498566, 116.3383076 39.9497561)"
2720479577,746856580,0,60110704,residential,False,True,60.868,芳华路,"LINESTRING (116.3382813 39.9498566, 116.3381585 39.9503722, 116.3381531 39.9503951)"
2720479577,2720479578,0,266510296,unclassified,False,False,75.943,,"LINESTRING (116.3382813 39.9498566, 116.3384424 39.949881, 116.3389088 39.9499433, 116.3391558 39.9499862)"
2720479578,2720479575,0,266510296,unclassified,False,False,30.45,,"LINESTRING (116.3391558 39.9499862, 116.3392286 39.9497181)"
2720479578,2720479577,0,266510296,unclassified,False,True,75.943,,"LINESTRING (116.3391558 39.9499862, 116.3389088 39.9499433, 116.3384424 39.949881, 116.3382813 39.9498566)"
2720479578,2720479580,0,266510297,unclassified,False,False,109.371,,"LINESTRING (116.3391558 39.9499862, 116.3391121 39.9501583, 116.340141 39.9503348)"
2720479580,746856318,0,60110776,residential,False,True,44.244,科苑路,"LINESTRING (116.340141 39.9503348, 116.3400448 39.9507258)"
2720479580,2720479576,0,"[60110776, 60110704]",residential,False,"[False, True]",197.023,"['芳华路', '科苑路']","LINESTRING (116.340141 39.9503348, 116.3404325 39.949432, 116.3393588 39.9492555)"
2720479580,2720479578,0,266510297,unclassified,False,True,109.371,,"LINESTRING (116.340141 39.9503348, 116.3391121 39.9501583, 116.3391558 39.9499862)"
2720498146,11173604233,0,266509121,unclassified,False,False,15.419,传习路,"LINESTRING (116.3341161 39.9503445, 116.3341606 39.9502101)"
2720498146,2720469549,0,266509121,unclassified,False,True,34.474,传习路,"LINESTRING (116.3341161 39.9503445, 116.3340166 39.950645)"
2720498146,2720498147,0,266512461,unclassified,False,False,83.876,,"LINESTRING (116.3341161 39.9503445, 116.3350753 39.9505127)"
2720498147,2081857351,0,197993953,residential,False,False,36.863,京院路,"LINESTRING (116.3350753 39.9505127, 116.3349746 39.9508351)"
2720498147,2720498148,0,197993953,residential,False,True,67.348,京院路,"LINESTRING (116.3350753 39.9505127, 116.3352621 39.9499242)"
2720498147,2720498146,0,266512461,unclassified,False,True,83.876,,"LINESTRING (116.3350753 39.9505127, 116.3341161 39.9503445)"
2720498148,2720469568,0,60110831,residential,False,False,10.389,银杏大道,"LINESTRING (116.3352621 39.9499242, 116.3351434 39.949903)"
2720498148,2720498147,0,197993953,residential,False,False,67.348,京院路,"LINESTRING (116.3352621 39.9499242, 116.3350753 39.9505127)"
2720498148,2081852683,0,60110831,residential,False,True,79.685,银杏大道,"LINESTRING (116.3352621 39.9499242, 116.3360978 39.9500738, 116.3361724 39.9500872)"
4177637246,746856431,0,60110732,residential,False,False,84.688,知行大道,"LINESTRING (116.3388635 39.9514411, 116.3378916 39.9512831)"
4177637246,4177637281,0,60110732,residential,False,True,64.602,知行大道,"LINESTRING (116.3388635 39.9514411, 116.3396049 39.9515616)"
4177637281,4177637246,0,60110732,residential,False,False,64.602,知行大道,"LINESTRING (116.3396049 39.9515616, 116.3388635 39.9514411)"
4177637281,2720469572,0,60110732,residential,False,True,73.613,知行大道,"LINESTRING (116.3396049 39.9515616, 116.3397133 39.9515792, 116.3401538 39.9516542, 116.3404496 39.9516991)"
4419317407,11173604234,0,60110701,residential,False,False,43.087,鲲鹏路,"LINESTRING (116.3321357 39.9502408, 116.3322514 39.9498636)"
4419317407,9037731256,0,266509119,residential,False,False,119.725,知行大道,"LINESTRING (116.3321357 39.9502408, 116.3307712 39.9499856)"
4419317407,746856694,0,266509119,residential,False,True,85.355,知行大道,"LINESTRING (116.3321357 39.9502408, 116.3331092 39.9504205)"
5117734206,746856580,0,60110831,residential,False,True,28.819,银杏大道,"LINESTRING (116.3378199 39.9503512, 116.3381531 39.9503951)"
5117734206,2081852685,0,60110831,residential,False,False,69.36999999999999,银杏大道,"LINESTRING (116.3378199 39.9503512, 116.3370525 39.9502417, 116.33702 39.9502364)"
5117734206,5117734209,0,526224703,cycleway,False,False,112.71600000000001,芳华路,"LINESTRING (116.3378199 39.9503512, 116.3377075 39.9508646, 116.337336 39.9510469, 116.337296 39.9511988)"
5117734209,746856431,0,933209327,residential,False,True,51.628,知行大道,"LINESTRING (116.337296 39.9511988, 116.3378916 39.9512831)"
5117734209,5117734206,0,526224703,cycleway,False,True,112.71600000000001,芳华路,"LINESTRING (116.337296 39.9511988, 116.337336 39.9510469, 116.3377075 39.9508646, 116.3378199 39.9503512)"
5117734209,6318274272,0,933209327,residential,False,False,40.421,知行大道,"LINESTRING (116.337296 39.9511988, 116.3371846 39.9511862, 116.3368269 39.9511457)"
5117734217,2720469569,0,266509126,unclassified,False,False,33.936,梧桐大道,"LINESTRING (116.3350535 39.9488497, 116.3354409 39.94892)"
5117734217,5117734218,0,266509126,unclassified,False,True,42.281,梧桐大道,"LINESTRING (116.3350535 39.9488497, 116.3349206 39.9488922, 116.3345753 39.9488398)"
5117734217,746856603,0,266509131,service,False,False,90.602,思源路,"LINESTRING (116.3350535 39.9488497, 116.3351181 39.9485746, 116.3352419 39.9480478)"
5117734218,2720470483,0,266509124,unclassified,False,True,12.362,传习路,"LINESTRING (116.3345753 39.9488398, 116.3345437 39.9489483)"
5117734218,2720469555,0,266509124,unclassified,False,False,14.867,传习路,"LINESTRING (116.3345753 39.9488398, 116.3345893 39.9487918, 116.3346212 39.9487109)"
5117734218,5117734217,0,266509126,unclassified,False,False,42.281,梧桐大道,"LINESTRING (116.3345753 39.9488398, 116.3349206 39.9488922, 116.3350535 39.9488497)"
6318274272,2081857364,0,933209325,residential,False,False,30.752,红果园路,"LINESTRING (116.3368269 39.9511457, 116.3367426 39.9514146)"
6318274272,746856372,0,933209327,residential,False,False,5.561,知行大道,"LINESTRING (116.3368269 39.9511457, 116.3367619 39.9511414)"
6318274272,5117734209,0,933209327,residential,False,True,40.421,知行大道,"LINESTRING (116.3368269 39.9511457, 116.3371846 39.9511862, 116.337296 39.9511988)"
9037731246,9037731255,0,976647878,service,False,False,134.167,,"LINESTRING (116.3309146 39.9508689, 116.3303272 39.950764, 116.3304721 39.9502849, 116.3305056 39.9502274, 116.3305271 39.9501914, 116.3305914 39.9501503, 116.3306504 39.9501379, 116.3307001 39.9501451)"
9037731250,9037731255,0,976647877,service,False,True,37.595,,"LINESTRING (116.3311292 39.9502232, 116.3307685 39.9501585, 116.3307001 39.9501451)"
9037731255,9037731256,0,976647879,service,False,True,18.743,,"LINESTRING (116.3307001 39.9501451, 116.3307712 39.9499856)"
9037731255,9037731250,0,976647877,service,False,False,37.595,,"LINESTRING (116.3307001 39.9501451, 116.3307685 39.9501585, 116.3311292 39.9502232)"
9037731255,9037731246,0,976647878,service,False,True,134.167,,"LINESTRING (116.3307001 39.9501451, 116.3306504 39.9501379, 116.3305914 39.9501503, 116.3305271 39.9501914, 116.3305056 39.9502274, 116.3304721 39.9502849, 116.3303272 39.950764, 116.3309146 39.9508689)"
9037731256,4419317407,0,266509119,residential,False,True,119.725,知行大道,"LINESTRING (116.3307712 39.9499856, 116.3321357 39.9502408)"
9037731256,9037731255,0,976647879,service,False,False,18.743,,"LINESTRING (116.3307712 39.9499856, 116.3307001 39.9501451)"
11173604232,746856533,0,60110801,residential,False,False,43.241,积秀路,"LINESTRING (116.3332113 39.9500321, 116.3333116 39.9496509)"
11173604232,746856694,0,60110801,residential,False,True,44.056,积秀路,"LINESTRING (116.3332113 39.9500321, 116.3331092 39.9504205)"
