element_type,osmid,nodes,amenity,geometry
way,1061288341,"[9751019230, 9751019229, 9751019228, 9751019227, 9751019226, 9751019225, 9751019224, 9751019223, 9751019222, 9751019221, 9751019220, 9751019219, 9751019218, 9751019217, 9751019230]",library,"POLYGON ((116.3121384 40.02116, 116.3121531 40.0210442, 116.3126126 40.0210785, 116.31261 40.021099, 116.3129218 40.0211222, 116.3129095 40.0212186, 116.312603 40.0211957, 116.3125739 40.0214242, 116.312647 40.0214297, 116.3126371 40.0215076, 116.3123462 40.0214859, 116.3123561 40.0214077, 116.3124318 40.0214133, 116.312461 40.0211841, 116.3121384 40.02116))"
