element_type,osmid,nodes,amenity,building,geometry
way,1061295008,"[9751067813, 9751067812, 9751067811, 9751067810, 9751067809, 9751067808, 9751067807, 9751067806, 9751067805, 9751067804, 9751067803, 9751067802, 9751067801, 9751067800, 9751067813]",restaurant,yes,"POLYGON ((116.3150346 40.0218182, 116.3150775 40.0217627, 116.3151044 40.0217134, 116.3151258 40.02166, 116.3151526 40.0214752, 116.3151446 40.0214279, 116.3151285 40.0213786, 116.315107 40.021315, 116.3157266 40.0213622, 116.315724 40.021391, 116.3158795 40.0214033, 116.3158178 40.0218531, 116.3156623 40.0218408, 116.3156596 40.0218654, 116.3150346 40.0218182))"
