element_type,osmid,geometry,nodes,building,leisure,name,source,addr:city,addr:district,addr:postcode,addr:province,addr:street,amenity,building:levels,name:en,fast_food,tourism,operator,layer,ways,type
way,826346234,"POLYGON ((112.9452094 28.1846495, 112.9453548 28.1846545, 112.945391 28.1839901, 112.9453189 28.1838156, 112.9452019 28.1838565, 112.9452649 28.1840102, 112.9452247 28.1841686, 112.9452094 28.1846495))","[7715323331, 7715323332, 7715323333, 7715323334, 7715323335, 7715323336, 7715323337, 7715323331]",yes,,D3栋,,,,,,,,,,,,,,,
way,826353700,"POLYGON ((112.944228 28.1868476, 112.9442811 28.1868677, 112.9444328 28.1866972, 112.9445428 28.1864297, 112.9446452 28.1861656, 112.9444746 28.1861121, 112.9443645 28.1863796, 112.9442811 28.1866169, 112.944228 28.1868476))","[7715414062, 7715414063, 7715414064, 7715414065, 7715414066, 7715414067, 7715414068, 7715414069, 7715414062]",yes,,汉堡王,,,,,,,,,,,,,,,
way,826353701,"POLYGON ((112.9444443 28.1860529, 112.9445768 28.1860909, 112.9447555 28.1856075, 112.944623 28.1855858, 112.9444443 28.1860529))","[7715414070, 7715414071, 7715414072, 7715414073, 7715414070]",yes,,B3栋,,,,,,,,,,,,,,,
way,1150591611,"POLYGON ((112.9418305 28.1809427, 112.9423282 28.1809453, 112.9423327 28.1807233, 112.941832 28.1807166, 112.9418305 28.1809427))","[10703182724, 10703182725, 10703182726, 10703182727, 10703182724]",university,,工训中心A栋,,,,,,,,,,,,,,,
way,1150591612,"POLYGON ((112.9418442 28.1801562, 112.9423494 28.1801576, 112.9423494 28.1805682, 112.9418396 28.1805682, 112.9418442 28.1801562))","[10703182728, 10703182729, 10703182730, 10703182731, 10703182728]",university,,工训中心B栋,,,,,,,,,,,,,,,
way,1150591613,"POLYGON ((112.9418442 28.1801308, 112.9423525 28.1801389, 112.942357 28.1799409, 112.9418487 28.1799382, 112.9418442 28.1801308))","[10703182732, 10703182733, 10703182734, 10703182735, 10703182732]",university,,工训中心C栋,,,,,,,,,,,,,,,
way,1150591614,"POLYGON ((112.9425412 28.180947, 112.9430374 28.1809454, 112.9430338 28.1803314, 112.942543 28.1803171, 112.9425412 28.180947))","[10703182738, 10703182739, 10703182740, 10703182741, 10703182738]",university,,工训中心D栋,,,,,,,,,,,,,,,
way,1150591615,"POLYGON ((112.9424937 28.1799206, 112.9426469 28.179922, 112.9426591 28.1797922, 112.9424967 28.1797842, 112.9424937 28.1799206))","[10703182742, 10703182743, 10703182744, 10703182745, 10703182742]",university,,工训中心F栋,,,,,,,,,,,,,,,
way,1150591616,"POLYGON ((112.9425441 28.1802043, 112.9428337 28.1802032, 112.9428299 28.1799816, 112.942553 28.179976, 112.9425441 28.1802043))","[10703182746, 10703182747, 10703182748, 10703182749, 10703182746]",university,,工训中心E栋,,,,,,,,,,,,,,,
way,1150591617,"POLYGON ((112.9431486 28.1809494, 112.9432549 28.1809508, 112.9432473 28.1805669, 112.9431881 28.1805642, 112.9431775 28.180373, 112.9430819 28.1803676, 112.9430728 28.1806084, 112.9431471 28.1806097, 112.9431486 28.1809494))","[10703182750, 10703182751, 10703182752, 10703182753, 10703182754, 10703182755, 10703182756, 10703182757, 10703182750]",university,,,,,,,,,,,,,,,,,
way,1150591618,"POLYGON ((112.9425194 28.1809984, 112.9425239 28.1810803, 112.9432213 28.1810707, 112.943224 28.1810198, 112.9428172 28.1810326, 112.9428199 28.180996, 112.9425194 28.1809984))","[10703182758, 10703182759, 10703182760, 10703182761, 10703182762, 10703182763, 10703182758]",university,,,,,,,,,,,,,,,,,
way,1150591619,"POLYGON ((112.9420966 28.1810133, 112.9418231 28.1810133, 112.9418209 28.1810843, 112.9420999 28.1810843, 112.9420966 28.1810133))","[10703182764, 10703182765, 10703182766, 10703182767, 10703182764]",university,,,,,,,,,,,,,,,,,
way,1150592749,"POLYGON ((112.9435228 28.1809207, 112.9435904 28.1809218, 112.9435942 28.1808768, 112.9436453 28.180878, 112.9436427 28.1809241, 112.943709 28.1809241, 112.9437116 28.180833, 112.9436542 28.1808318, 112.9436567 28.1808071, 112.9435764 28.1808049, 112.9435751 28.1808498, 112.9435266 28.1808487, 112.9435228 28.1809207))","[10703195539, 10703195540, 10703195541, 10703195542, 10703195543, 10703195544, 10703195545, 10703195546, 10703195547, 10703195548, 10703195549, 10703195550, 10703195539]",yes,,,,,,,,,,,,,,,,,
way,1150592750,"POLYGON ((112.9436739 28.1807342, 112.9437576 28.1807333, 112.9437608 28.1806964, 112.9437973 28.1806955, 112.9437973 28.1807333, 112.9438756 28.1807314, 112.9438778 28.180652, 112.9438274 28.1806529, 112.9438295 28.1806151, 112.9437351 28.1806141, 112.9437319 28.1806444, 112.9436814 28.1806425, 112.9436739 28.1807342))","[10703195551, 10703195552, 10703195553, 10703195554, 10703195555, 10703195556, 10703195557, 10703195558, 10703195559, 10703195560, 10703195561, 10703195562, 10703195551]",yes,,,,,,,,,,,,,,,,,
way,1150592751,"POLYGON ((112.9433993 28.1806595, 112.9435345 28.1806633, 112.9435366 28.1806141, 112.9436675 28.1806132, 112.9436718 28.1805186, 112.9435366 28.1805177, 112.9435355 28.1805763, 112.9434014 28.1805763, 112.9433993 28.1806595))","[10703195563, 10703195564, 10703195565, 10703195566, 10703195567, 10703195568, 10703195569, 10703195570, 10703195563]",yes,,,,,,,,,,,,,,,,,
way,1150592752,"POLYGON ((112.9432861 28.1804065, 112.9436306 28.1804032, 112.9436318 28.1803256, 112.9434698 28.1803211, 112.9434723 28.1802648, 112.9432886 28.1802682, 112.9432861 28.1804065))","[10703195571, 10703195572, 10703195573, 10703195574, 10703195575, 10703195576, 10703195571]",yes,,,,,,,,,,,,,,,,,
way,1150592753,"POLYGON ((112.9431018 28.1799895, 112.9430428 28.1799214, 112.9431468 28.179859, 112.9432069 28.1799413, 112.9431018 28.1799895))","[10703195577, 10703195578, 10703195579, 10703195580, 10703195577]",yes,,,,,,,,,,,,,,,,,
way,1150592754,"POLYGON ((112.9429929 28.1798354, 112.9429339 28.1797673, 112.9430379 28.1797048, 112.943098 28.1797871, 112.9429929 28.1798354))","[10703195581, 10703195582, 10703195583, 10703195584, 10703195581]",yes,,,,,,,,,,,,,,,,,
way,1150592755,"POLYGON ((112.9428791 28.1796803, 112.9428201 28.1796122, 112.9429242 28.1795498, 112.9429843 28.179632, 112.9428791 28.1796803))","[10703195585, 10703195586, 10703195587, 10703195588, 10703195585]",yes,,,,,,,,,,,,,,,,,
way,1150592756,"POLYGON ((112.94276 28.1795346, 112.942701 28.1794665, 112.9428051 28.1794041, 112.9428652 28.1794864, 112.94276 28.1795346))","[10703195589, 10703195590, 10703195591, 10703195592, 10703195589]",yes,,,,,,,,,,,,,,,,,
way,1150592757,"POLYGON ((112.9426431 28.1793956, 112.9425841 28.1793275, 112.9426882 28.1792651, 112.9427482 28.1793474, 112.9426431 28.1793956))","[10703195593, 10703195594, 10703195595, 10703195596, 10703195593]",yes,,,,,,,,,,,,,,,,,
way,1150592758,"POLYGON ((112.9425187 28.1792254, 112.9424596 28.1791573, 112.9425637 28.1790949, 112.9426238 28.1791771, 112.9425187 28.1792254))","[10703195597, 10703195598, 10703195599, 10703195600, 10703195597]",yes,,,,,,,,,,,,,,,,,
way,1150592759,"POLYGON ((112.943982 28.1807214, 112.9440657 28.1807205, 112.9440689 28.1806836, 112.9441054 28.1806826, 112.9441054 28.1807205, 112.9441837 28.1807186, 112.9441859 28.1806391, 112.9441354 28.1806401, 112.9441376 28.1806023, 112.9440432 28.1806013, 112.94404 28.1806316, 112.9439895 28.1806297, 112.943982 28.1807214))","[10703195601, 10703195602, 10703195603, 10703195604, 10703207305, 10703207306, 10703207307, 10703207308, 10703207309, 10703207310, 10703207311, 10703207312, 10703195601]",yes,,,,,,,,,,,,,,,,,
way,1150592760,"POLYGON ((112.94365 28.1811222, 112.9437337 28.1811213, 112.9437369 28.1810844, 112.9437734 28.1810834, 112.9437734 28.1811213, 112.9438517 28.1811194, 112.9438539 28.1810399, 112.9438034 28.1810409, 112.9438056 28.1810031, 112.9437112 28.1810021, 112.943708 28.1810324, 112.9436575 28.1810305, 112.94365 28.1811222))","[10703207313, 10703207314, 10703207315, 10703207316, 10703207317, 10703207318, 10703207319, 10703207320, 10703207321, 10703207322, 10703207323, 10703207324, 10703207313]",yes,,,,,,,,,,,,,,,,,
way,1150592761,"POLYGON ((112.9440506 28.1805051, 112.9441343 28.1805042, 112.9441375 28.1804673, 112.944174 28.1804663, 112.944174 28.1805042, 112.9442523 28.1805023, 112.9442544 28.1804228, 112.944204 28.1804238, 112.9442062 28.180386, 112.9441117 28.180385, 112.9441085 28.1804153, 112.9440581 28.1804134, 112.9440506 28.1805051))","[10703207325, 10703207326, 10703207327, 10703207328, 10703207329, 10703207330, 10703207331, 10703207332, 10703207333, 10703207334, 10703207335, 10703207336, 10703207325]",yes,,,,,,,,,,,,,,,,,
way,1150592762,"POLYGON ((112.943733 28.1805147, 112.9438167 28.1805137, 112.9438199 28.1804768, 112.9438564 28.1804759, 112.9438564 28.1805137, 112.9439347 28.1805118, 112.9439369 28.1804324, 112.9438864 28.1804333, 112.9438886 28.1803955, 112.9437942 28.1803946, 112.943791 28.1804248, 112.9437405 28.1804229, 112.943733 28.1805147))","[10703207337, 10703207338, 10703207339, 10703207340, 10703207341, 10703207342, 10703207343, 10703207344, 10703207345, 10703207346, 10703207347, 10703207348, 10703207337]",yes,,,,,,,,,,,,,,,,,
way,1150592763,"POLYGON ((112.9438819 28.1809381, 112.9440749 28.1809317, 112.9440803 28.1808506, 112.9438855 28.1808459, 112.9438819 28.1809381))","[10703207349, 10703207350, 10703207351, 10703207352, 10703207349]",yes,,,,,,,,,,,,,,,,,
way,1150594005,"POLYGON ((112.943529 28.1816677, 112.9439367 28.1816677, 112.9439409 28.1815126, 112.9435247 28.1815012, 112.943529 28.1816677))","[10703201753, 10703201754, 10703201755, 10703201756, 10703201753]",yes,,,,,,,,,,,,,,,,,
way,1214563585,"POLYGON ((112.9365797 28.1817689, 112.9366118 28.1817286, 112.9366788 28.1817701, 112.9366467 28.1818104, 112.9365797 28.1817689))","[11253053349, 11253053350, 11253053351, 11253053352, 11253053349]",yes,,,,,,,,,police,,,,,,,,
way,1229018646,"POLYGON ((112.9393478 28.1738694, 112.9396114 28.1735511, 112.9396485 28.1735726, 112.939684 28.1735933, 112.9397548 28.1735012, 112.9402467 28.1738272, 112.9401671 28.1739099, 112.9402308 28.1739489, 112.9401459 28.1740332, 112.9400185 28.1739411, 112.9399247 28.1740472, 112.9399512 28.1740659, 112.9399017 28.1741283, 112.939838 28.1740877, 112.9397813 28.1741533, 112.9393478 28.1738694))","[11397564386, 11397564387, 11397826320, 11397564388, 11397564389, 11397564390, 11397564391, 11397564392, 11397564393, 11397564394, 11397564395, 11397564396, 11397564397, 11397564398, 11397564399, 11397564386]",university,,物电院A栋,,,,,,,,,,,,,,,
way,1229018655,"POLYGON ((112.9412673 28.178129, 112.9412556 28.1773468, 112.9415288 28.1773386, 112.9415405 28.1776165, 112.9416128 28.1776206, 112.9416175 28.1777873, 112.9416852 28.1777893, 112.9416899 28.178131, 112.9412673 28.178129))","[11397564429, 11397564430, 11397564431, 11397564432, 11397564433, 11397564434, 11397564435, 11397564436, 11397564429]",university,,湖南大学智能制造前沿交叉技术科研楼,,,,,,,,,,,,,,,
way,1229018657,"POLYGON ((112.941234 28.1784434, 112.941234 28.1783275, 112.9416672 28.1783299, 112.9416672 28.1784493, 112.941234 28.1784434))","[11397564444, 11397564445, 11397564446, 11397564447, 11397564444]",university,,湖南大学智能制造前沿交叉技术科研楼,,,,,,,,,,,,,,,
way,1229018660,"POLYGON ((112.9404842 28.1738404, 112.9406935 28.1739838, 112.9413013 28.1731935, 112.941096 28.1730538, 112.9404842 28.1738404))","[11397564462, 11397564463, 11397564464, 11397564465, 11397564462]",university,,数学学院,,,,,,,,,,,,,,,
relation,2892180,"POLYGON ((112.9387245 28.1805143, 112.9387397 28.1802455, 112.9382405 28.1802236, 112.9382254 28.1804924, 112.9387245 28.1805143), (112.938431 28.1803909, 112.9383106 28.1803853, 112.9383143 28.1803232, 112.9384347 28.1803289, 112.938431 28.1803909), (112.9384982 28.1803275, 112.9386214 28.1803315, 112.9386186 28.1803975, 112.9384954 28.1803935, 112.9384982 28.1803275))","[[[6050997008, 6050997006, 6050997007, 6050997009, 6050997008], [6050997023, 6050997021, 6050997022, 6050997024, 6050997023], [2001008463, 6050997019, 6050997020, 6050997025, 2001008463]]]",university,,,,,,,,,,,,,,,,"[599503831, 307858315, 80717761]",multipolygon
relation,4196633,"POLYGON ((112.9420138 28.1817295, 112.9420214 28.1812302, 112.9415727 28.1812249, 112.9415713 28.181316, 112.941506 28.1813152, 112.9414997 28.1817234, 112.9420138 28.1817295), (112.9416791 28.1813991, 112.9419005 28.1814075, 112.941897 28.1814793, 112.9418584 28.1814779, 112.9418569 28.1815096, 112.9418313 28.1815087, 112.94183 28.1815339, 112.9417842 28.1815322, 112.9417831 28.1815538, 112.9417457 28.1815523, 112.9417437 28.1815933, 112.9416697 28.1815905, 112.9416791 28.1813991))","[[[3188074353, 3188074354, 3188074355, 3188074356, 3188074357, 3188074358, 3188074353], [3188074359, 3188074360, 3188074361, 3188074362, 3188074363, 3188074364, 3188074365, 3188074366, 3188074367, 3188074368, 3188074369, 3188074370, 3188074359]]]",university,,机械与汽车运载学院,,,,,,,,,,,,,,"[312886966, 312886967]",multipolygon
relation,4767675,"POLYGON ((112.9414278 28.1797255, 112.9414287 28.1797762, 112.9416868 28.1797725, 112.941676 28.1791808, 112.9405992 28.1791962, 112.9406091 28.1797371, 112.9414278 28.1797255), (112.9408777 28.179359, 112.941359 28.1793514, 112.9413613 28.1794671, 112.9413634 28.1795687, 112.9408821 28.1795763, 112.9408777 28.179359))","[[[3442440826, 3442440827, 3442440828, 3442440829, 3442440830, 3442440831, 3442440826], [3442440832, 3442440833, 3442440834, 11397826326, 3442440835, 3442440832]]]",university,,,,,,,,,,,,,,,,"[337142395, 337142397]",multipolygon
relation,4767677,"POLYGON ((112.9414278 28.1797255, 112.9414287 28.1797762, 112.9416868 28.1797725, 112.941676 28.1791808, 112.9405992 28.1791962, 112.9406091 28.1797371, 112.9414278 28.1797255), (112.9408777 28.179359, 112.941359 28.1793514, 112.9413613 28.1794671, 112.9413634 28.1795687, 112.9408821 28.1795763, 112.9408777 28.179359))","[[[3442440826, 3442440827, 3442440828, 3442440829, 3442440830, 3442440831, 3442440826], [3442440832, 3442440833, 3442440834, 11397826326, 3442440835, 3442440832]]]",university,,工程实验中心,,,,,,,,,,,,,,"[337142395, 337142397]",multipolygon
relation,4767679,"POLYGON ((112.9406198 28.1787433, 112.9406199 28.1786887, 112.9407589 28.178689, 112.9407587 28.1787399, 112.9409322 28.1787402, 112.9409328 28.1784475, 112.9409329 28.1784013, 112.9408778 28.1784012, 112.940878 28.1782972, 112.9409312 28.1782973, 112.9409315 28.1781611, 112.9401983 28.1781634, 112.9401975 28.1785024, 112.9402548 28.1785025, 112.9402546 28.1786161, 112.9401927 28.178616, 112.9401924 28.1787426, 112.9406198 28.1787433), (112.9403954 28.1783624, 112.940719 28.178364, 112.9407175 28.1785977, 112.9403939 28.1785961, 112.9403954 28.1783624))","[[[3442440860, 3442440861, 3442440862, 3442440863, 3442440864, 3442440865, 11397826325, 3442440866, 3442440867, 3442440868, 3442440869, 3442440870, 3442440871, 3442440872, 3442440873, 3442440874, 3442440875, 3442440860], [3442440856, 3442440857, 3442440858, 3442440859, 3442440856]]]",university,,信息科学与工程学院,,,,,,,,,,,,,,"[337142404, 337142403]",multipolygon
relation,4767681,"POLYGON ((112.9384297 28.1819907, 112.9384352 28.1814824, 112.9378479 28.1814775, 112.9378466 28.1815909, 112.9378081 28.1815906, 112.9378046 28.181914, 112.9378327 28.1819142, 112.9378319 28.1819858, 112.9384297 28.1819907), (112.9380167 28.1816221, 112.9382423 28.1816259, 112.9382379 28.1818298, 112.9380123 28.181826, 112.9380167 28.1816221))","[[[3442441897, 3442441898, 3442441899, 3442441900, 3442441901, 3442441902, 3442441903, 3442441904, 3442441897], [3442441905, 3442441906, 3442441907, 3442441908, 3442441905]]]",university,,环境馆,,,,,,,,,,,,,,"[337142411, 337142412]",multipolygon
relation,4767683,"POLYGON ((112.9391574 28.1853831, 112.9391694 28.1852584, 112.9392104 28.1852614, 112.9392241 28.1851186, 112.9391733 28.1851148, 112.9391858 28.1849858, 112.9388103 28.1849577, 112.9387959 28.1851066, 112.9388379 28.1851097, 112.9388266 28.1852266, 112.9387774 28.1852229, 112.9387648 28.1853536, 112.9391574 28.1853831), (112.9389043 28.185107, 112.9390856 28.1851172, 112.9390757 28.1852551, 112.9388944 28.185245, 112.9389043 28.185107))","[[[3442441953, 3442441954, 3442441955, 3442441956, 3442441957, 3442441958, 3442441959, 3442441960, 3442441961, 3442441962, 3442441963, 3442441964, 3442441953], [3442441965, 3442441966, 3442441967, 3442441968, 3442441965]]]",dormitory,,十八舍,,,,,,,,,,,,,,"[337142425, 337142427]",multipolygon
relation,4767685,"POLYGON ((112.9421061 28.183625, 112.9420965 28.1831422, 112.9414599 28.1831521, 112.9414696 28.1836349, 112.9421061 28.183625), (112.9416499 28.1832804, 112.9420425 28.1832768, 112.942045 28.183486, 112.9416523 28.1834896, 112.9416499 28.1832804))","[[[3442441991, 3442441992, 3442441993, 3442441994, 3442441991], [3442441995, 3442441996, 3442441997, 3442441998, 3442441995]]]",university,,六舍,,,,,,,,,,,,,,"[337142432, 337142434]",multipolygon
relation,4767687,"POLYGON ((112.9423896 28.1816308, 112.9424669 28.1816191, 112.9426596 28.1817265, 112.9427503 28.1816001, 112.9425575 28.1814925, 112.9427478 28.1813974, 112.9426608 28.1812621, 112.9424647 28.1813601, 112.942394 28.1813543, 112.9422293 28.1812699, 112.9421512 28.1813882, 112.9423167 28.1814731, 112.9421255 28.1815593, 112.9422132 28.1817104, 112.9423896 28.1816308), (112.9423721 28.1814264, 112.9424889 28.1814264, 112.9424889 28.1815431, 112.9423721 28.1815431, 112.9423721 28.1814264))","[[[3442442007, 3442442008, 3442442009, 3442442010, 3442442011, 3442442012, 3442442013, 3442442014, 3442442015, 3442442016, 3442442017, 3442442018, 3442442019, 3442442020, 3442442007], [3442442003, 3442442004, 3442442005, 3442442006, 3442442003]]]",dormitory,,十七舍,,,,,,,,,,,,,,"[337142441, 337142440]",multipolygon
relation,4768043,"POLYGON ((112.9447015 28.1824736, 112.94476 28.1823785, 112.9443872 28.1819739, 112.9443052 28.181975, 112.9443099 28.1822533, 112.9441795 28.182255, 112.9441818 28.1823938, 112.9443566 28.1823915, 112.944358 28.1824781, 112.9447015 28.1824736), (112.9443842 28.1820907, 112.9446553 28.1823894, 112.9443842 28.1823894, 112.9443842 28.1820907))","[[[3442623671, 3442623672, 3442623673, 3442623674, 3442623675, 3442623676, 3442623677, 3442623678, 3442623679, 3442623671], [3442623668, 3442623669, 3442623670, 3442623668]]]",dormitory,,十四舍,,,,,,,,,,,,,,"[337163081, 337163080]",multipolygon
relation,4768044,"POLYGON ((112.9416413 28.1824831, 112.9416409 28.1824357, 112.9416637 28.1824356, 112.9416643 28.182518, 112.9417113 28.1825177, 112.9417108 28.1824542, 112.9417415 28.182454, 112.9417422 28.1825463, 112.9417796 28.1825461, 112.941779 28.1824765, 112.941852 28.182476, 112.9418523 28.1825137, 112.9419412 28.1825131, 112.9419409 28.1824757, 112.9419785 28.1824754, 112.9419788 28.1825122, 112.9420645 28.1825116, 112.9420642 28.1824754, 112.9421002 28.1824752, 112.9421005 28.1825129, 112.9421833 28.1825124, 112.942183 28.182475, 112.9422233 28.1824747, 112.9422236 28.1825105, 112.9422977 28.1825101, 112.9422976 28.1824899, 112.9423358 28.1824896, 112.9423351 28.182395, 112.9423544 28.1823949, 112.9423528 28.1821755, 112.9414312 28.1821808, 112.9414316 28.1822277, 112.941587 28.1822268, 112.941589 28.1824834, 112.9416413 28.1824831), (112.9420885 28.1822776, 112.9421997 28.1822773, 112.9422 28.1823529, 112.9420887 28.1823532, 112.9420885 28.1822776))","[[[3442623680, 3442623681, 3442623682, 3442623683, 3442623684, 3442623685, 3442623686, 3442623687, 3442623688, 3442623689, 3442623690, 3442623691, 3442623692, 3442632893, 3442632894, 3442632895, 3442632896, 3442632897, 3442632898, 3442632899, 3442632900, 3442632901, 3442632902, 3442632903, 3442632904, 3442632905, 3442632906, 3442632907, 3442632908, 3442632909, 3442632910, 3442632911, 3442632912, 3442632913, 3442623680], [3442632917, 3442632914, 3442632915, 3442632916, 3442632917]]]",university,,法学院,,,,,,,,,,,,,,"[337163082, 337163083]",multipolygon
relation,4768310,"POLYGON ((112.9410848 28.1820068, 112.9410966 28.1817618, 112.9406062 28.1817436, 112.9405865 28.1821524, 112.9410769 28.1821707, 112.9410848 28.1820068), (112.940995 28.1819661, 112.9409922 28.1820574, 112.9406486 28.1820493, 112.9406513 28.1819581, 112.940995 28.1819661), (112.9407091 28.1818175, 112.9410065 28.1818318, 112.9410038 28.181875, 112.9407064 28.1818606, 112.9407091 28.1818175))","[[[3442813633, 3442813634, 11397826328, 3442813635, 3442813636, 3442813633], [3442813629, 3442813630, 3442813631, 3442813632, 3442813629], [3442813625, 3442813626, 3442813627, 3442813628, 3442813625]]]",university,,四合院子,,,,,,,,1,,,,,,"[337183033, 337183032, 337183031]",multipolygon
relation,4768311,"POLYGON ((112.9372079 28.1814101, 112.9372079 28.1813817, 112.9375393 28.1813819, 112.9375393 28.1813689, 112.937703 28.1813689, 112.937703 28.1812093, 112.9374884 28.1812092, 112.9374884 28.1812767, 112.9374495 28.1812767, 112.9374495 28.1813039, 112.9372537 28.1813039, 112.9374428 28.1810887, 112.9374431 28.1810416, 112.937711 28.1810428, 112.9377117 28.1809155, 112.937665 28.1809153, 112.9376653 28.1808666, 112.937477 28.1808659, 112.9374769 28.1808859, 112.9373625 28.1808855, 112.9373618 28.1810587, 112.9368934 28.1810572, 112.936893 28.1811597, 112.936909 28.1811597, 112.9369086 28.1813005, 112.9369385 28.1813006, 112.9369384 28.1813416, 112.9368909 28.1813415, 112.9368908 28.1814098, 112.9372079 28.1814101), (112.9370151 28.1811633, 112.9371763 28.181164, 112.9371755 28.1813027, 112.9370142 28.1813019, 112.9370151 28.1811633))","[[[3442813641, 3442813642, 3442813643, 3442813644, 3442813645, 3442813646, 3442813647, 3442813648, 3442813649, 3442813650, 3442813651, 3442813652, 3442813653, 3442813654, 3442813655, 3442813656, 3442813657, 3442813658, 3442813659, 3442813660, 3442813661, 3442813662, 3442813663, 3442813664, 3442813665, 3442813666, 3442813667, 3442813668, 3442813669, 3442813641], [3442813637, 3442813638, 3442813639, 3442813640, 3442813637]]]",university,,,,,,,,,,,,,,,,"[337183035, 337183034]",multipolygon
relation,4770434,"POLYGON ((112.9397723 28.1857201, 112.9393099 28.1856944, 112.9392892 28.185983, 112.9397516 28.1860087, 112.9397723 28.1857201), (112.9395082 28.1858109, 112.9395022 28.1858826, 112.939358 28.1858731, 112.9393641 28.1858015, 112.9395082 28.1858109), (112.9395643 28.1858139, 112.9397084 28.1858234, 112.9397024 28.185895, 112.9395582 28.1858855, 112.9395643 28.1858139))","[[[3444498154, 3444498155, 3444498156, 3444498157, 3444498154], [3444498162, 3444498163, 3444498164, 3444498165, 3444498162], [3444498158, 3444498159, 3444498160, 3444498161, 3444498158]]]",dormitory,,九舍,,,,,,,,,,,,,,"[337354542, 337354544, 337354543]",multipolygon
