u,v,key,osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,service
7715430504,2760610633,0,826353705,footway,False,True,199.73600000000002,2,桃子湖路4,,"LINESTRING (112.9450345 28.1829305, 112.9450442 28.1831339, 112.9450436 28.1835663, 112.9450693 28.1836404, 112.9451114 28.1837474, 112.9451798 28.1838869, 112.945216 28.183985, 112.9452106 28.1840405, 112.9451764 28.1842566, 112.945163 28.1844377, 112.945161 28.1845527, 112.945161 28.1846208, 112.9451427 28.184695)",
7715430504,11397550346,0,"[826353706, 1229022094]",living_street,True,False,89.233,1,,,"LINESTRING (112.9450345 28.1829305, 112.9449375 28.1829445, 112.9447234 28.1829514, 112.9443934 28.1829596, 112.9443905 28.1827236)",
8952923392,2774498606,0,272516792,path,False,False,56.70099999999999,,,,"LINESTRING (112.9375488 28.184844, 112.9377137 28.1847577, 112.9378264 28.1846289, 112.9378653 28.1845556, 112.9378803 28.1844592)",
9065877685,9503035978,0,1030978612,secondary,True,False,20.801,,麓山南路,,"LINESTRING (112.941215 28.1828636, 112.9410029 28.18287)",
9065877685,690140946,0,1031928622,tertiary,True,False,10.306,,麓山路,,"LINESTRING (112.941215 28.1828636, 112.9412106 28.182771)",
9066188894,7715430488,0,"[980059307, 979981604]",footway,False,"[False, True]",73.61899999999999,,,,"LINESTRING (112.9441298 28.1848474, 112.9443683 28.18485, 112.9445944 28.1849802, 112.9446977 28.1849435, 112.9448285 28.1849522)",
9441043048,3444498153,0,337354541,living_street,False,False,4.791,,,,"LINESTRING (112.9391922 28.1805822, 112.9392399 28.1805916)",
9441043048,3626960633,0,337354541,living_street,False,True,242.32700000000003,,,,"LINESTRING (112.9391922 28.1805822, 112.9377598 28.180526, 112.9377685 28.1813977, 112.937769 28.1814414)",
9441043052,3464569157,0,357450939,living_street,False,False,47.364,,,,"LINESTRING (112.9390408 28.1814438, 112.9385576 28.1814493)",
9441043052,3626960632,0,357450939,living_street,False,True,5.979,,,,"LINESTRING (112.9390408 28.1814438, 112.9391018 28.1814431)",
9441043052,9441043048,0,1030743544,tertiary,True,False,96.995,1,麓山南路,,"LINESTRING (112.9390408 28.1814438, 112.9390543 28.1813105, 112.9391026 28.181022, 112.9391642 28.1807111, 112.9391922 28.1805822)",
9441043055,3626960631,0,339271956,living_street,False,False,5.867,,,,"LINESTRING (112.9390005 28.1819827, 112.9390603 28.1819851)",
9441043055,3464569152,0,339271956,living_street,False,True,41.15,,,,"LINESTRING (112.9390005 28.1819827, 112.9385811 28.1819658)",
9441043055,9441043056,0,1030743544,tertiary,True,False,49.333,1,麓山南路,,"LINESTRING (112.9390005 28.1819827, 112.9390336 28.18154)",
9441043056,3464569150,0,339271953,footway,False,True,5.893,,,,"LINESTRING (112.9390336 28.18154, 112.9390933 28.1815337)",
9441043056,9441043052,0,1030743544,tertiary,True,False,10.72,1,麓山南路,,"LINESTRING (112.9390336 28.18154, 112.9390408 28.1814438)",
9441043056,3464569155,0,339271953,footway,False,False,30.034999999999997,,,,"LINESTRING (112.9390336 28.18154, 112.9388927 28.1815548, 112.9388013 28.1816754)",
9502823540,2774498640,0,"[312886962, 307858316, 312550766, 312550767]","['steps', 'footway']",False,True,209.55000000000004,,,,"LINESTRING (112.9403896 28.1828884, 112.9403907 28.1829139, 112.9404882 28.1829125, 112.9405156 28.1829121, 112.9404863 28.1836853, 112.9404638 28.1841723, 112.9404502 28.1844658, 112.9403351 28.1846313)",
9502823540,3640713119,0,1030935839,secondary,True,False,114.97200000000001,,麓山南路,,"LINESTRING (112.9403896 28.1828884, 112.9392994 28.1829176, 112.9392171 28.1829153)",
9502823542,9065877685,0,388169053,secondary,True,False,6.047,,牌楼路,,"LINESTRING (112.9412767 28.1828637, 112.941215 28.1828636)",
9502823542,9503035984,0,447974441,secondary,True,False,21.107,,麓山路,,"LINESTRING (112.9412767 28.1828637, 112.9412796 28.1830535)",
9502823543,3442632919,0,337163086,living_street,False,True,98.209,,,,"LINESTRING (112.9433793 28.1826838, 112.9434012 28.1818008)",
9503035972,9502823542,0,447974441,secondary,True,False,10.553,,麓山路,,"LINESTRING (112.9412773 28.1827688, 112.9412767 28.1828637)",
9503035972,9502823543,0,1030935831,secondary,True,False,206.24599999999998,,牌楼路,,"LINESTRING (112.9412773 28.1827688, 112.9421613 28.1827404, 112.9433793 28.1826838)",
9503035973,9065877685,0,1031928622,tertiary,True,False,21.451,,麓山路,,"LINESTRING (112.9412178 28.1830565, 112.941215 28.1828636)",
9503035973,9503035978,0,1030960387,secondary_link,True,False,31.595000000000002,,,,"LINESTRING (112.9412178 28.1830565, 112.9411982 28.1829937, 112.9411679 28.1829485, 112.9411293 28.1829217, 112.9410815 28.182897, 112.9410029 28.18287)",
9503035978,9502823540,0,1030935839,secondary,True,False,60.146,,麓山南路,,"LINESTRING (112.9410029 28.18287, 112.9403896 28.1828884)",
9503035979,9502823542,0,388169053,secondary,True,False,18.964,,牌楼路,,"LINESTRING (112.94147 28.1828562, 112.9412767 28.1828637)",
9503035979,9503035984,0,1030960388,secondary_link,True,False,30.950999999999997,,,,"LINESTRING (112.94147 28.1828562, 112.9414119 28.1828733, 112.9413663 28.1828991, 112.9413313 28.1829279, 112.9413033 28.1829752, 112.9412796 28.1830535)",
9577039158,11397564475,0,1040120908,service,False,False,7.275,,,,"LINESTRING (112.9417297 28.1798635, 112.9417276 28.1797981)",
9577039158,11397564478,0,1040120909,residential,False,False,85.725,,,,"LINESTRING (112.9417297 28.1798635, 112.9417386 28.1806344)",
9577039158,11397564479,0,"[357450938, 1040120908]","['service', 'living_street']",False,True,155.933,,,,"LINESTRING (112.9417297 28.1798635, 112.9424498 28.1798743, 112.9424302 28.1806416)",
9577039160,3464569137,0,337163085,living_street,False,False,34.897,,,,"LINESTRING (112.9417445 28.1811399, 112.9421005 28.181135)",
9577039160,2774498582,0,337163085,living_street,False,True,44.396,,,,"LINESTRING (112.9417445 28.1811399, 112.9412916 28.1811461)",
9577039160,11397564478,0,1040120909,residential,False,True,56.212,,,,"LINESTRING (112.9417445 28.1811399, 112.9417386 28.1806344)",
10131728012,10131728012,0,"[337163088, 1107280672]",living_street,False,False,163.042,,,,"LINESTRING (112.9392663 28.1851433, 112.939268 28.185428, 112.9395706 28.1856189, 112.9396423 28.1855859, 112.9396785 28.1851691, 112.9392663 28.1851433)",
10131728012,10131728012,1,"[1107280672, 337163088]",living_street,False,True,163.04200000000003,,,,"LINESTRING (112.9392663 28.1851433, 112.9396785 28.1851691, 112.9396423 28.1855859, 112.9395706 28.1856189, 112.939268 28.185428, 112.9392663 28.1851433)",
10131728012,2774498639,0,337163088,living_street,False,True,61.937,,,,"LINESTRING (112.9392663 28.1851433, 112.9392654 28.1850026, 112.9393308 28.1845903)",
10131728016,9503035973,0,902042657,tertiary,True,False,172.334,,麓山路,,"LINESTRING (112.941241 28.1846062, 112.9412178 28.1830565)",
10131728016,2774498640,0,1107280673,living_street,False,True,89.045,,,,"LINESTRING (112.941241 28.1846062, 112.9409817 28.1846002, 112.9406688 28.1845953, 112.9403351 28.1846313)",
11397544311,11397550346,0,388169053,secondary,True,False,63.574,,牌楼路,,"LINESTRING (112.9450378 28.182687, 112.9444372 28.1827207, 112.9443905 28.1827236)",
11397544311,7715430504,0,"[826353706, 1229018622]",living_street,True,False,27.082,1,,,"LINESTRING (112.9450378 28.182687, 112.9450384 28.1828124, 112.9450381 28.1828355, 112.9450345 28.1829305)",
11397550346,9503035979,0,388169053,secondary,True,False,286.643,,牌楼路,,"LINESTRING (112.9443905 28.1827236, 112.9435629 28.1827745, 112.9426 28.1828128, 112.94147 28.1828562)",
11397564369,11397564413,0,1229018645,living_street,False,True,50.131,,,,"LINESTRING (112.9404039 28.1737951, 112.9407055 28.173431)",
11397564369,11397564414,0,1229018651,footway,False,False,129.66,,,,"LINESTRING (112.9404039 28.1737951, 112.9393442 28.1730972)",
11397564369,11397564372,0,1229018645,living_street,False,False,26.716,,,,"LINESTRING (112.9404039 28.1737951, 112.9403764 28.1738609, 112.9403696 28.1739365, 112.9403844 28.1740299)",
11397564372,11397564460,0,1229018645,living_street,False,False,133.474,,,,"LINESTRING (112.9403844 28.1740299, 112.9408447 28.1751596)",
11397564372,11397564369,0,1229018645,living_street,False,True,26.716,,,,"LINESTRING (112.9403844 28.1740299, 112.9403696 28.1739365, 112.9403764 28.1738609, 112.9404039 28.1737951)",
11397564372,11397564403,0,1229018647,living_street,False,False,118.001,,,,"LINESTRING (112.9403844 28.1740299, 112.9396732 28.1742267, 112.9393796 28.1741719, 112.9392739 28.174068)",
11397564377,11397564428,0,1229018645,living_street,False,False,108.15400000000001,,,,"LINESTRING (112.9409146 28.1760034, 112.9409075 28.1760938, 112.9409252 28.1761999, 112.9409886 28.1764051, 112.9410293 28.1765556, 112.9410785 28.1768199, 112.9410939 28.1769588)",
11397564377,11397564460,0,1229018645,living_street,False,True,99.67099999999999,,,,"LINESTRING (112.9409146 28.1760034, 112.9409847 28.1758634, 112.9410395 28.1757482, 112.9410439 28.1756673, 112.9410195 28.1755885, 112.9408447 28.1751596)",
11397564377,11397564416,0,1229018652,living_street,False,False,108.65,,,,"LINESTRING (112.9409146 28.1760034, 112.9401827 28.1761923, 112.9401687 28.1764969)",
11397564403,11397564372,0,1229018647,living_street,False,True,118.001,,,,"LINESTRING (112.9392739 28.174068, 112.9393796 28.1741719, 112.9396732 28.1742267, 112.9403844 28.1740299)",
11397564403,11397564414,0,1229018648,footway,False,False,111.588,,,,"LINESTRING (112.9392739 28.174068, 112.9392288 28.1739897, 112.9391922 28.173832, 112.9392453 28.1735936, 112.939264 28.1732564, 112.9393442 28.1730972)",
11397564410,11397564412,0,1229018648,footway,False,True,36.38,,,,"LINESTRING (112.9397283 28.1724343, 112.939552 28.1727222)",
11397564410,11397564413,0,"[1229018648, 1229018645]","['living_street', 'footway']",False,False,260.065,,,,"LINESTRING (112.9397283 28.1724343, 112.9399867 28.1721493, 112.9411775 28.1728609, 112.9407055 28.173431)",
11397564412,11397564410,0,1229018648,footway,False,False,36.38,,,,"LINESTRING (112.939552 28.1727222, 112.9397283 28.1724343)",
11397564412,11397564413,0,1229018650,footway,False,False,137.826,,,,"LINESTRING (112.939552 28.1727222, 112.9407055 28.173431)",
11397564412,11397564414,0,1229018648,footway,False,True,46.441,,,,"LINESTRING (112.939552 28.1727222, 112.9394464 28.1728947, 112.9393442 28.1730972)",
11397564413,11397564369,0,1229018645,living_street,False,False,50.131,,,,"LINESTRING (112.9407055 28.173431, 112.9404039 28.1737951)",
11397564413,11397564412,0,1229018650,footway,False,True,137.826,,,,"LINESTRING (112.9407055 28.173431, 112.939552 28.1727222)",
11397564413,11397564410,0,"[1229018648, 1229018645]","['footway', 'living_street']",False,True,260.065,,,,"LINESTRING (112.9407055 28.173431, 112.9411775 28.1728609, 112.9399867 28.1721493, 112.9397283 28.1724343)",
11397564414,11397564369,0,1229018651,footway,False,True,129.66,,,,"LINESTRING (112.9393442 28.1730972, 112.9404039 28.1737951)",
11397564414,11397564412,0,1229018648,footway,False,False,46.441,,,,"LINESTRING (112.9393442 28.1730972, 112.9394464 28.1728947, 112.939552 28.1727222)",
11397564414,11397564403,0,1229018648,footway,False,True,111.58800000000001,,,,"LINESTRING (112.9393442 28.1730972, 112.939264 28.1732564, 112.9392453 28.1735936, 112.9391922 28.173832, 112.9392288 28.1739897, 112.9392739 28.174068)",
11397564416,11397564377,0,1229018652,living_street,False,True,108.65,,,,"LINESTRING (112.9401687 28.1764969, 112.9401827 28.1761923, 112.9409146 28.1760034)",
11397564416,11397564424,0,1229018653,footway,False,False,51.921,,,,"LINESTRING (112.9401687 28.1764969, 112.9402035 28.1768574, 112.9402217 28.1769613)",
11397564424,11397564428,0,1229018654,footway,False,False,85.492,,,,"LINESTRING (112.9402217 28.1769613, 112.9410939 28.1769588)",
11397564424,11397564443,0,"[1229018656, 1229018653]","['living_street', 'footway']",False,False,188.714,,,,"LINESTRING (112.9402217 28.1769613, 112.9402339 28.1771441, 112.9402299 28.1774066, 112.9402116 28.177627, 112.9402078 28.177777, 112.9402206 28.1778299, 112.940241 28.1778689, 112.9402755 28.1778938, 112.9404286 28.1779477, 112.9405829 28.1779902, 112.9411004 28.178002)",
11397564424,11397564416,0,1229018653,footway,False,True,51.921,,,,"LINESTRING (112.9402217 28.1769613, 112.9402035 28.1768574, 112.9401687 28.1764969)",
11397564428,11397564424,0,1229018654,footway,False,True,85.492,,,,"LINESTRING (112.9410939 28.1769588, 112.9402217 28.1769613)",
11397564428,11397564443,0,1229018645,living_street,False,False,116.05799999999999,,,,"LINESTRING (112.9410939 28.1769588, 112.9411017 28.1770287, 112.9411088 28.1773648, 112.9410971 28.1777867, 112.9411004 28.178002)",
11397564428,11397564377,0,1229018645,living_street,False,True,108.154,,,,"LINESTRING (112.9410939 28.1769588, 112.9410785 28.1768199, 112.9410293 28.1765556, 112.9409886 28.1764051, 112.9409252 28.1761999, 112.9409075 28.1760938, 112.9409146 28.1760034)",
11397564443,3442629034,0,1229018645,living_street,False,False,99.139,,,,"LINESTRING (112.9411004 28.178002, 112.9411139 28.1788935)",
11397564443,11397564428,0,1229018645,living_street,False,True,116.05799999999999,,,,"LINESTRING (112.9411004 28.178002, 112.9410971 28.1777867, 112.9411088 28.1773648, 112.9411017 28.1770287, 112.9410939 28.1769588)",
11397564443,11397564424,0,"[1229018656, 1229018653]","['footway', 'living_street']",False,True,188.71400000000003,,,,"LINESTRING (112.9411004 28.178002, 112.9405829 28.1779902, 112.9404286 28.1779477, 112.9402755 28.1778938, 112.940241 28.1778689, 112.9402206 28.1778299, 112.9402078 28.177777, 112.9402116 28.177627, 112.9402299 28.1774066, 112.9402339 28.1771441, 112.9402217 28.1769613)",
11397564460,11397564372,0,1229018645,living_street,False,True,133.474,,,,"LINESTRING (112.9408447 28.1751596, 112.9403844 28.1740299)",
11397564460,11397564377,0,1229018645,living_street,False,False,99.67099999999999,,,,"LINESTRING (112.9408447 28.1751596, 112.9410195 28.1755885, 112.9410439 28.1756673, 112.9410395 28.1757482, 112.9409847 28.1758634, 112.9409146 28.1760034)",
11397564467,3442629035,0,337163823,living_street,False,False,5.858,,,,"LINESTRING (112.9411472 28.1790733, 112.9411568 28.1791253)",
11397564467,3442629034,0,337163823,living_street,False,True,20.258,,,,"LINESTRING (112.9411472 28.1790733, 112.9411139 28.1788935)",
11397564467,11397564468,0,1229018662,living_street,False,False,60.074,,,,"LINESTRING (112.9411472 28.1790733, 112.9405343 28.1790746)",
11397564468,11397564467,0,1229018662,living_street,False,True,60.074,,,,"LINESTRING (112.9405343 28.1790746, 112.9411472 28.1790733)",
11397564468,11397564472,0,1229018664,living_street,False,True,19.953,,,,"LINESTRING (112.9405343 28.1790746, 112.9405301 28.1788952)",
11397564468,11397564470,0,1229018662,living_street,False,False,48.61,,,,"LINESTRING (112.9405343 28.1790746, 112.9404388 28.1791018, 112.9400439 28.1791223)",
11397564468,11397564476,0,1229018664,living_street,False,False,145.513,,,,"LINESTRING (112.9405343 28.1790746, 112.9405177 28.1792129, 112.9405165 28.1797923, 112.941186 28.1797955)",
11397564470,3162474195,0,1229018662,living_street,False,False,114.882,,,,"LINESTRING (112.9400439 28.1791223, 112.940032 28.1801554)",
11397564470,11397564471,0,1229018663,living_street,False,False,19.959,,,,"LINESTRING (112.9400439 28.1791223, 112.9398403 28.179119)",
11397564470,11397564468,0,1229018662,living_street,False,True,48.61,,,,"LINESTRING (112.9400439 28.1791223, 112.9404388 28.1791018, 112.9405343 28.1790746)",
11397564471,11397564470,0,1229018663,living_street,False,True,19.959,,,,"LINESTRING (112.9398403 28.179119, 112.9400439 28.1791223)",
11397564472,3442629034,0,337163823,living_street,False,False,57.222,,,,"LINESTRING (112.9405301 28.1788952, 112.9411139 28.1788935)",
11397564472,11397564468,0,1229018664,living_street,False,False,19.953,,,,"LINESTRING (112.9405301 28.1788952, 112.9405343 28.1790746)",
11397564475,9577039158,0,1040120908,service,False,True,7.275,,,,"LINESTRING (112.9417276 28.1797981, 112.9417297 28.1798635)",
11397564475,11397564476,0,1229018664,living_street,False,True,53.086,,,,"LINESTRING (112.9417276 28.1797981, 112.941186 28.1797955)",
11397564475,3442629035,0,1040120908,service,False,False,129.125,,,,"LINESTRING (112.9417276 28.1797981, 112.9417056 28.1791209, 112.9411568 28.1791253)",
11397564476,11397564475,0,1229018664,living_street,False,False,53.086,,,,"LINESTRING (112.941186 28.1797955, 112.9417276 28.1797981)",
11397564476,11397564477,0,1229018665,footway,False,False,85.357,,,,"LINESTRING (112.941186 28.1797955, 112.9412311 28.1805621)",
11397564476,3442629035,0,1229018665,footway,False,True,74.578,,,,"LINESTRING (112.941186 28.1797955, 112.9411568 28.1791253)",
11397564476,11397564468,0,1229018664,living_street,False,True,145.513,,,,"LINESTRING (112.941186 28.1797955, 112.9405165 28.1797923, 112.9405177 28.1792129, 112.9405343 28.1790746)",
11397564477,11397564476,0,1229018665,footway,False,True,85.357,,,,"LINESTRING (112.9412311 28.1805621, 112.941186 28.1797955)",
11397564478,9577039160,0,1040120909,residential,False,False,56.212,,,,"LINESTRING (112.9417386 28.1806344, 112.9417445 28.1811399)",
11397564478,9577039158,0,1040120909,residential,False,True,85.725,,,,"LINESTRING (112.9417386 28.1806344, 112.9417297 28.1798635)",
11397564478,11397564479,0,1229018666,living_street,False,False,67.791,,,,"LINESTRING (112.9417386 28.1806344, 112.9424302 28.1806416)",
11397564479,3626960628,0,357450938,living_street,False,True,54.622,,,,"LINESTRING (112.9424302 28.1806416, 112.9424176 28.1811327)",
11397564479,11397564478,0,1229018666,living_street,False,True,67.791,,,,"LINESTRING (112.9424302 28.1806416, 112.9417386 28.1806344)",
11397564479,9577039158,0,"[357450938, 1040120908]","['service', 'living_street']",False,False,155.933,,,,"LINESTRING (112.9424302 28.1806416, 112.9424498 28.1798743, 112.9417297 28.1798635)",
11397564484,3442442041,0,1229018667,footway,False,True,26.804,,,,"LINESTRING (112.940537 28.1816326, 112.9405314 28.1818736)",
11397564485,3626960631,0,751872167,secondary,True,False,5.837,2,麓山南路,40,"LINESTRING (112.9390638 28.1819327, 112.9390603 28.1819851)",
11397564485,11397564486,0,1229018668,living_street,False,False,69.536,,,,"LINESTRING (112.9390638 28.1819327, 112.9397732 28.1819407)",
11397564486,11397564485,0,1229018668,living_street,False,True,69.536,,,,"LINESTRING (112.9397732 28.1819407, 112.9390638 28.1819327)",
11397564487,690140946,0,272516778,living_street,False,False,58.185,,教学1号,,"LINESTRING (112.9412519 28.182249, 112.9412106 28.182771)",
11397564487,3442632918,0,272516778,living_street,False,True,52.522,,教学1号,,"LINESTRING (112.9412519 28.182249, 112.9412891 28.1817778)",
11397564487,3442442041,0,"[337142452, 1229018669]",footway,False,"[False, True]",111.059,,,,"LINESTRING (112.9412519 28.182249, 112.9405245 28.1822309, 112.9405314 28.1818736)",
