element_type,osmid,nodes,amenity,source,geometry
way,107039558,"[1230631007, 1230630798, 1230630380, 1230630911, 1230631007]",parking,"Bing, 2005-04","POLYGON ((116.3152399 39.9596816, 116.3153138 39.9591673, 116.3155623 39.9591919, 116.3154983 39.9597013, 116.3152399 39.9596816))"
