u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,service,access,junction,width,tunnel,bridge
847415730,847415658,0,689433340,False,,Cooper Lane,footway,,False,9.015,"LINESTRING (-122.1735877 37.4318537, -122.1734894 37.4318318)",,,,,,
847415730,8760468041,0,689433340,False,,Cooper Lane,footway,,True,8.256,"LINESTRING (-122.1735877 37.4318537, -122.173677 37.4318757)",,,,,,
847415730,340335096,0,596052101,True,2,Campus Drive,tertiary,25 mph,False,95.95400000000001,"LINESTRING (-122.1735877 37.4318537, -122.1738554 37.4310829, -122.173873 37.4310211)",,,,,,
847419681,256568429,0,613233643,False,,,footway,,False,4.819,"LINESTRING (-122.1697409 37.4290374, -122.1697553 37.4289956)",,,,,,
847419681,5802972689,0,689431792,False,,,footway,,False,12.133,"LINESTRING (-122.1697409 37.4290374, -122.1696078 37.4290103)",,,,,,
847419681,5802972688,0,689431792,False,,,footway,,True,13.581,"LINESTRING (-122.1697409 37.4290374, -122.1698897 37.4290683)",,,,,,
847423929,354785189,0,696196864,False,,,cycleway,,True,8.737,"LINESTRING (-122.1695992 37.4308351, -122.1696935 37.4308589)",,,,,,
847423929,6537518780,0,696196334,True,,Palm Drive,service,15 mph,False,182.11200000000002,"LINESTRING (-122.1695992 37.4308351, -122.1697132 37.430697, -122.169804 37.4305698, -122.169884 37.4304492, -122.1699613 37.4303109, -122.1700426 37.4301591, -122.1700962 37.4300246, -122.1701314 37.4299163, -122.1701636 37.4297783, -122.170176 37.4296552, -122.1701798 37.4295302, -122.1701769 37.4294209, -122.1701686 37.4293278, -122.1701633 37.4292987)",,,,,,
847427883,340315715,0,30775519,False,,,footway,,False,9.875,"LINESTRING (-122.1695737 37.4299805, -122.1695113 37.4299068)",,,,,,
847427883,2923614074,0,288808022,False,,,footway,,False,25.96,"LINESTRING (-122.1695737 37.4299805, -122.1696207 37.4299355, -122.169636 37.4299113, -122.1696492 37.4298848, -122.1696567 37.4298488, -122.1696562 37.4298198, -122.1696467 37.4297664)",,,,,,
847427883,847428861,0,"[371737261, 288808022]",False,,,footway,,True,121.095,"LINESTRING (-122.1695737 37.4299805, -122.1692392 37.4309764, -122.1692377 37.4309884, -122.1692482 37.4310339)",,,,,,
847428860,522172277,0,371737257,False,,,footway,,False,7.301,"LINESTRING (-122.1689198 37.4309633, -122.1688642 37.4310119)",,,,,,
847428860,847428861,0,71183080,False,,,footway,,False,41.176,"LINESTRING (-122.1689198 37.4309633, -122.1690082 37.4310931, -122.1690443 37.4311178, -122.1690817 37.4311149, -122.1692482 37.4310339)",,,,,,
847428860,2923614082,0,"[371737257, 24772498]",False,,,footway,,True,121.122,"LINESTRING (-122.1689198 37.4309633, -122.168958 37.4309312, -122.168964 37.4309206, -122.16904 37.4306855, -122.1692997 37.4299221)",,,,,,
847428861,522172286,0,371737261,False,,,footway,,True,4.427,"LINESTRING (-122.1692482 37.4310339, -122.1692583 37.4310729)",,,,,,
847428861,847428860,0,71183080,False,,,footway,,True,41.176,"LINESTRING (-122.1692482 37.4310339, -122.1690817 37.4311149, -122.1690443 37.4311178, -122.1690082 37.4310931, -122.1689198 37.4309633)",,,,,,
847428861,847427883,0,"[371737261, 288808022]",False,,,footway,,False,121.095,"LINESTRING (-122.1692482 37.4310339, -122.1692377 37.4309884, -122.1692392 37.4309764, -122.1695737 37.4299805)",,,,,,
847436048,6412799451,0,684473923,False,,,service,,False,17.578,"LINESTRING (-122.172004 37.4338172, -122.1718189 37.433759)",,,,,,
847436048,689482700,0,"[18553929, 698074782]",True,"['1', '2']",Quarry Road,service,,False,43.88,"LINESTRING (-122.172004 37.4338172, -122.1721538 37.4340003, -122.1722155 37.4340636, -122.1722301 37.4340794, -122.1722895 37.4341398)",,,,,,
847436737,7940746710,0,363184806,True,,Quarry Road,secondary,25 mph,False,9.252,"LINESTRING (-122.1731321 37.4353724, -122.1731395 37.4352894)",,,,,,
847436737,8287970933,0,851369866,False,,,service,,False,7.883,"LINESTRING (-122.1731321 37.4353724, -122.1732189 37.435389)",,,,,,
847439433,314070873,0,609385453,True,,Welch Road,tertiary,25 mph,False,13.945,"LINESTRING (-122.1723423 37.4367098, -122.1724575 37.4367956)",,,,,,
847439433,9491006756,0,681489374,True,2,Quarry Road,secondary,,False,10.425,"LINESTRING (-122.1723423 37.4367098, -122.1722986 37.4367969)",,,,,,
847439433,6555986434,0,42055949,False,,,cycleway,,False,7.945,"LINESTRING (-122.1723423 37.4367098, -122.1722913 37.4366916, -122.1722597 37.4366815)",,,,,,
847442370,847436048,0,317138457,True,,,service,,False,19.015,"LINESTRING (-122.1722094 37.4337658, -122.172004 37.4338172)",,,,,,
847442370,314070856,0,71184831,True,1,Quarry Road,service,,False,50.75,"LINESTRING (-122.1722094 37.4337658, -122.1720736 37.433514, -122.1720051 37.4333398)",,,,,,
847467170,1257070910,0,82161418,False,,,service,,True,8.481,"LINESTRING (-122.1690096 37.420791, -122.1690925 37.4208295)",parking_aisle,,,,,
847467170,4742673739,0,"[413734169, 671908587]",False,2,Campus Drive East,tertiary,25 mph,False,76.734,"LINESTRING (-122.1690096 37.420791, -122.1688942 37.4209117, -122.1688513 37.4209646, -122.168732 37.4211164, -122.1686766 37.421179, -122.1686085 37.4212446, -122.1685683 37.4212767, -122.1685118 37.4213229, -122.1684875 37.4213395)",,,,,,
847467170,65556602,0,413734169,False,2,Campus Drive East,tertiary,25 mph,True,43.584999999999994,"LINESTRING (-122.1690096 37.420791, -122.1691664 37.4206429, -122.1693329 37.4204949)",,,,,,
847467257,7928670247,0,539100972,False,2,Campus Drive East,tertiary,25 mph,False,28.801,"LINESTRING (-122.1705116 37.4196428, -122.1702316 37.4197756)",,,,,,
847467257,6340177059,0,677099104,False,,,service,,False,8.932,"LINESTRING (-122.1705116 37.4196428, -122.1705612 37.4197128)",parking_aisle,,,,,
847467257,6340177051,0,539100972,False,2,Campus Drive East,tertiary,25 mph,True,85.717,"LINESTRING (-122.1705116 37.4196428, -122.1707342 37.419548, -122.170977 37.4194575, -122.1712693 37.419368, -122.1713995 37.4193353)",,,,,,
847469085,6308631174,0,52016498,True,1,,secondary,25 mph,False,16.284,"LINESTRING (-122.1626981 37.4361701, -122.1627273 37.4361771, -122.1627621 37.4361811, -122.1627936 37.436182, -122.1628408 37.4361784, -122.1628787 37.4361687)",,,roundabout,,,
847469103,6308634388,0,385386001,True,1,,secondary,25 mph,False,31.385,"LINESTRING (-122.1628191 37.435854, -122.1627608 37.4358605, -122.1626781 37.4358903, -122.1626238 37.4359382, -122.1625965 37.4359896, -122.1625851 37.4360318)",,,roundabout,,,
847469105,256568778,0,963278535,True,1,Galvez Street,tertiary,25 mph,False,30.879000000000005,"LINESTRING (-122.163107 37.4356736, -122.1631537 37.4355681, -122.1631795 37.4354775, -122.163186 37.4354047)",,,,,,
847469108,256568779,0,673654072,True,1,Galvez Street,tertiary,25 mph,False,20.628,"LINESTRING (-122.16305 37.4356167, -122.1629661 37.4357494, -122.1629376 37.4357787)",,,,,,
847469108,6308631172,0,673654077,True,1,,secondary_link,25 mph,False,23.654,"LINESTRING (-122.16305 37.4356167, -122.1629965 37.4356478, -122.1629254 37.4356807, -122.1628818 37.4356958, -122.1628174 37.4357209)",,,,,,
847469304,65546899,0,8964008,True,1,,secondary_link,,False,19.444,"LINESTRING (-122.162983 37.4363197, -122.1630414 37.4363019, -122.163109 37.4362832, -122.1631944 37.4362746)",,,,,,
847469304,4886811260,0,"[963278523, 963278524]",False,,,cycleway,,False,18.811999999999998,"LINESTRING (-122.162983 37.4363197, -122.1629883 37.4363499, -122.1630261 37.4364853)",,,,,,
847469304,6308634385,0,"[963278522, 963278524, 963278525]",False,,,cycleway,,True,13.959999999999999,"LINESTRING (-122.162983 37.4363197, -122.1629775 37.4362886, -122.1629759 37.4362571, -122.1629965 37.4362307, -122.1630183 37.4362043)",,,,,,
847469449,663153663,0,788665056,True,1,,secondary,25 mph,False,6.188,"LINESTRING (-122.1629971 37.4360231, -122.1629941 37.4359675)",,,roundabout,,,
847469490,2572535776,0,250916602,False,,,service,,True,115.486,"LINESTRING (-122.1595075 37.4331021, -122.1604936 37.4324198)",parking_aisle,,,,,
847469490,65543380,0,26250619,False,,,service,,False,35.389,"LINESTRING (-122.1595075 37.4331021, -122.1593761 37.4331425, -122.1592125 37.4331638, -122.1591188 37.4331708)",,,,,,
847469490,287481892,0,26250619,False,,,service,,True,58.443000000000005,"LINESTRING (-122.1595075 37.4331021, -122.1598428 37.43297, -122.1599796 37.4329359, -122.1601218 37.4329168)",,,,,,
847469519,65543380,0,8946921,False,,Sam McDonald Road,service,,True,55.587,"LINESTRING (-122.1586478 37.4335025, -122.1591188 37.4331708)",driveway,,,,,
847469519,7129243113,0,8946921,False,,Sam McDonald Road,service,,False,30.525,"LINESTRING (-122.1586478 37.4335025, -122.1585916 37.4335408, -122.1583844 37.4336803)",driveway,,,,,
847469519,4886811310,0,353303522,False,,Nelson Road,service,,False,429.8,"LINESTRING (-122.1586478 37.4335025, -122.1587139 37.4336729, -122.1589983 37.4343381, -122.1593061 37.434926, -122.1595444 37.4351879, -122.1602077 37.4357001, -122.1604936 37.4358572, -122.160841 37.436006, -122.1613244 37.4361204, -122.1616972 37.4360716)",driveway,,,,,
926072377,256566603,0,539110174,False,,Lagunita Drive,residential,,True,2.554,"LINESTRING (-122.1709862 37.4235935, -122.1710151 37.4235926)",,,,,,
926072377,256566602,0,539110174,False,,Lagunita Drive,residential,,False,12.52,"LINESTRING (-122.1709862 37.4235935, -122.170948 37.4235921, -122.1708447 37.4235866)",,,,,,
926072377,8910619075,0,"[963300779, 79295099]",False,,,footway,,False,93.12,"LINESTRING (-122.1709862 37.4235935, -122.1709924 37.4235263, -122.1710506 37.4228253, -122.171064 37.4227586)",,,,,,
926072377,8910620797,0,"[963300897, 963300779]",False,,,footway,,True,8.876999999999999,"LINESTRING (-122.1709862 37.4235935, -122.1709818 37.4236412, -122.1709809 37.4236732)",,,,,,
926085461,6553699189,0,28593033,False,,,cycleway,,True,81.311,"LINESTRING (-122.1746768 37.4247261, -122.1744494 37.4254347)",,,,,,
926085461,288005655,0,28593034,False,,Lane L,residential,,True,45.82299999999999,"LINESTRING (-122.1746768 37.4247261, -122.1745045 37.4246555, -122.1744126 37.4246127, -122.1742229 37.4245266)",,,,,,
926085461,6370340564,0,"[628483932, 628483933]",False,,,service,,True,149.92100000000002,"LINESTRING (-122.1746768 37.4247261, -122.1747597 37.4247848, -122.1747742 37.4248241, -122.1747562 37.4248747, -122.1746774 37.4251109, -122.174596 37.4253244, -122.175261 37.4254581, -122.1752202 37.425609)",,,,,,
926085461,314066062,0,1202688958,False,,,cycleway,,False,46.745000000000005,"LINESTRING (-122.1746768 37.4247261, -122.1747641 37.4247683, -122.174917 37.4248023, -122.1749934 37.4248173, -122.1750276 37.4248098, -122.1750511 37.424796, -122.1750994 37.4247619, -122.1751395 37.4247261)",,,,,,
952906950,689485461,0,371737431,False,,,cycleway,,False,15.499,"LINESTRING (-122.1679698 37.4347916, -122.1680154 37.434657)",,,,,,
952906950,689485463,0,371737431,False,,,cycleway,,True,307.884,"LINESTRING (-122.1679698 37.4347916, -122.1670776 37.4374683)",,,,,,
952906950,952906991,0,81792569,False,,,cycleway,,True,211.974,"LINESTRING (-122.1679698 37.4347916, -122.1680353 37.4348278, -122.1695837 37.4362007)",,,,,,
952906991,952906950,0,81792569,False,,,cycleway,,False,211.974,"LINESTRING (-122.1695837 37.4362007, -122.1680353 37.4348278, -122.1679698 37.4347916)",,,,,,
952906991,8665221277,0,551533178,False,,,cycleway,,False,27.448999999999998,"LINESTRING (-122.1695837 37.4362007, -122.169636 37.436164, -122.1698268 37.4360682, -122.1698396 37.4360615)",,,,,,
952906991,7039565648,0,551533178,False,,,cycleway,,True,28.573999999999998,"LINESTRING (-122.1695837 37.4362007, -122.169479 37.436269, -122.1693442 37.4363732)",,,,,,
952906991,8665221258,0,935080267,False,,,cycleway,,False,22.154000000000003,"LINESTRING (-122.1695837 37.4362007, -122.1695513 37.4362311, -122.1695326 37.4362681, -122.1695294 37.4363078, -122.1695422 37.4363464, -122.1695696 37.4363798)",,,,,,
952906991,8665221262,0,935080267,False,,,cycleway,,True,23.770999999999997,"LINESTRING (-122.1695837 37.4362007, -122.1696299 37.4361788, -122.1696828 37.4361705, -122.169736 37.4361768, -122.1697835 37.436197, -122.1698196 37.4362287)",,,,,,
952906995,11026898295,0,81792570,False,,,cycleway,,False,118.637,"LINESTRING (-122.1689055 37.437073, -122.167609 37.4373533)",,,,,,
952906995,5326408982,0,551533178,False,,,cycleway,,True,7.427,"LINESTRING (-122.1689055 37.437073, -122.1689254 37.4371379)",,,,,,
952906995,7039565648,0,551533178,False,,,cycleway,,False,89.31499999999998,"LINESTRING (-122.1689055 37.437073, -122.168921 37.436993, -122.169016 37.436712, -122.169101 37.436584, -122.169184 37.436497, -122.1693442 37.4363732)",,,,,,
952907038,5326399894,0,278417892,False,,,footway,,True,16.643,"LINESTRING (-122.1706879 37.4361681, -122.1707168 37.4360202)",,,,,,
952907038,5326398007,0,278417893,False,,,footway,,False,15.458,"LINESTRING (-122.1706879 37.4361681, -122.1708209 37.4360777)",,,,,,
952907038,8711313775,0,551533178,False,,,cycleway,,False,10.878,"LINESTRING (-122.1706879 37.4361681, -122.1707616 37.4362465)",,,,,,
952907038,5326397994,0,278417892,False,,,footway,,False,32.72,"LINESTRING (-122.1706879 37.4361681, -122.1710062 37.4361876, -122.1710561 37.436178)",,,,,,
952907038,2925318995,0,551533178,False,,,cycleway,,True,43.505,"LINESTRING (-122.1706879 37.4361681, -122.170559 37.436076, -122.170398 37.436008, -122.170265 37.435982)",,,,,,
952907041,5326408983,0,551533178,False,,,cycleway,,False,11.199,"LINESTRING (-122.169192 37.4374112, -122.1691299 37.4373801, -122.1690872 37.4373546)",,,,,,
952907041,4913255820,0,551533178,False,,,cycleway,,True,108.759,"LINESTRING (-122.169192 37.4374112, -122.1693487 37.4375281, -122.169661 37.437921, -122.1697211 37.4379749, -122.1699479 37.4381771)",,,,,,
952907041,11026898290,0,551533178,False,,,cycleway,,True,124.11499999999998,"LINESTRING (-122.169192 37.4374112, -122.1693958 37.4374654, -122.1695959 37.4374838, -122.169804 37.4374622, -122.1701 37.4373457, -122.1703835 37.4371243, -122.1704154 37.4370922)",,,,,,
952907041,8711313775,0,940629864,False,,,path,,False,203.13500000000002,"LINESTRING (-122.169192 37.4374112, -122.1692405 37.4373287, -122.1693146 37.437245, -122.1694141 37.4371784, -122.1695761 37.4371397, -122.1697575 37.437135, -122.1698863 37.4371242, -122.1700112 37.4370885, -122.1700931 37.4370142, -122.1701731 37.4368918, -122.1702609 37.4367663, -122.1703643 37.4365959, -122.1704814 37.436458, -122.1706024 37.4363511, -122.1707616 37.4362465)",,,,,,
952927636,6555887268,0,81792733,False,,Quarry Road Extension,service,,False,6.088,"LINESTRING (-122.1742674 37.432592, -122.1742501 37.432645)",Busway,no,,,,
952927636,8760468032,0,"[689433339, 8963717]",False,,,footway,,True,12.303,"LINESTRING (-122.1742674 37.432592, -122.1743407 37.4326015, -122.1743566 37.4325514)",,,,,,
952927636,4913257351,0,734915560,False,,Roth Way,service,,False,29.782000000000004,"LINESTRING (-122.1742674 37.432592, -122.1741777 37.4325711, -122.1740648 37.4325463, -122.1739427 37.4325195)",Busway,no,,,,
952932559,6239344411,0,23693619,False,,North-South Axis,living_street,,False,13.973,"LINESTRING (-122.1725076 37.4312619, -122.1724672 37.4313834)",,private,,,,
952932559,1758054028,0,23693619,False,,North-South Axis,living_street,,True,56.616,"LINESTRING (-122.1725076 37.4312619, -122.1726717 37.4307697)",,private,,,,
952932559,6467613570,0,703232543,False,,,footway,,False,4.578,"LINESTRING (-122.1725076 37.4312619, -122.1724576 37.431251)",,,,,,
952932559,6467613565,0,703232543,False,,,footway,,True,5.173,"LINESTRING (-122.1725076 37.4312619, -122.1725641 37.4312742)",,,,,,
952997475,4933048375,0,81794798,False,,,footway,,False,36.982,"LINESTRING (-122.173952 37.4269169, -122.173729 37.4268722, -122.1736814 37.4270173)",,,,,,
952997475,4933061005,0,81794798,False,,,footway,,True,33.784,"LINESTRING (-122.173952 37.4269169, -122.1741465 37.4269596, -122.1740998 37.4270983)",,,,,,
952997475,5714353034,0,"[476441745, 476441746, 696260524, 696260525]",False,,,"['steps', 'footway']",,True,49.05,"LINESTRING (-122.173952 37.4269169, -122.1739743 37.4268513, -122.174056 37.4266283, -122.1740776 37.42656, -122.1740991 37.4264916)",,,,,,
952997502,5523981187,0,81794798,False,,,footway,,True,14.425,"LINESTRING (-122.1738569 37.4272103, -122.1737001 37.4271739)",,,,,,
952997502,4933061005,0,81794798,False,,,footway,,False,35.067,"LINESTRING (-122.1738569 37.4272103, -122.1740484 37.4272509, -122.1740998 37.4270983)",,,,,,
952997502,3404824493,0,"[81794800, 166769920, 81794799]",False,,Via Crespi,footway,,False,68.611,"LINESTRING (-122.1738569 37.4272103, -122.1738279 37.4272927, -122.1737467 37.4275405, -122.1736568 37.4278065)",,,,,,yes
952997573,1110053384,0,689431786,False,,,footway,,True,44.269,"LINESTRING (-122.1731804 37.4281139, -122.1733066 37.4277286)",,,,,,
952997573,1782081124,0,696266039,False,,East-West Axis,pedestrian,,True,31.792,"LINESTRING (-122.1731804 37.4281139, -122.1735285 37.4281869)",,,,,,
952997573,952997583,0,"[689431786, 333370723]",False,,,footway,,False,70.225,"LINESTRING (-122.1731804 37.4281139, -122.17307 37.4284509, -122.1734157 37.428521)",,,,,,
952997573,256568856,0,696266039,False,,East-West Axis,pedestrian,,False,84.753,"LINESTRING (-122.1731804 37.4281139, -122.1730191 37.4280801, -122.1722523 37.4279196)",,,,,,
952997583,1782081124,0,696266040,False,,Via Crespi,cycleway,,True,38.462,"LINESTRING (-122.1734157 37.428521, -122.1735285 37.4281869)",,,,,,
952997583,6332452078,0,333370723,False,,,footway,,False,101.535,"LINESTRING (-122.1734157 37.428521, -122.1737466 37.4285874, -122.1745298 37.428747)",,,,,,
952997583,952997573,0,"[689431786, 333370723]",False,,,footway,,True,70.225,"LINESTRING (-122.1734157 37.428521, -122.17307 37.4284509, -122.1731804 37.4281139)",,,,,,
952997583,65570925,0,696266040,False,,Via Crespi,cycleway,,False,41.171,"LINESTRING (-122.1734157 37.428521, -122.1733149 37.4288196, -122.1732968 37.428879)",,,,,,
952997670,4933061006,0,696260526,False,,Sequoia Way,pedestrian,,True,21.644,"LINESTRING (-122.1742196 37.4273269, -122.1742836 37.427139)",,,,,,
953311830,1330035211,0,615332519,False,,Arguello Way,pedestrian,,False,24.898,"LINESTRING (-122.1634978 37.4288483, -122.1634249 37.4290646)",,,,,,
953311830,354731435,0,615332519,False,,Arguello Way,pedestrian,,True,19.001,"LINESTRING (-122.1634978 37.4288483, -122.1635565 37.4286839)",,,,,,
953311830,1330035197,0,"[31706096, 81798351]",False,,Avery Mall,"['pedestrian', 'footway']",,"[False, True]",110.462,"LINESTRING (-122.1634978 37.4288483, -122.1630766 37.4289511, -122.1627096 37.4288952, -122.1623635 37.4291066)",,,,,,
956656225,354739997,0,82161418,False,,,service,,True,13.158,"LINESTRING (-122.1693552 37.4213687, -122.1694303 37.4214709)",parking_aisle,,,,,
956656225,287476363,0,82161418,False,,,service,,False,66.39399999999999,"LINESTRING (-122.1693552 37.4213687, -122.1694584 37.421292, -122.1695483 37.4211525, -122.1695604 37.4209789, -122.1694973 37.420833)",parking_aisle,,,,,
956656225,2572379167,0,250888373,False,,,service,,False,49.690000000000005,"LINESTRING (-122.1693552 37.4213687, -122.1691728 37.4212771, -122.1691875 37.4211983, -122.1691191 37.4211344, -122.1689944 37.4210822)",parking_aisle,,,,,
956657986,8910620787,0,82161582,False,,Capistrano Way,footway,,False,4.401,"LINESTRING (-122.1721639 37.4235681, -122.1721529 37.4235295)",,,,,,
956657986,8910620801,0,518904228,False,,,service,,False,7.196999999999999,"LINESTRING (-122.1721639 37.4235681, -122.1721891 37.4236166, -122.1722009 37.4236245)",driveway,,,,,
956657986,5060846131,0,"[8936314, 672186875]",False,,Lagunita Drive,residential,,True,89.17500000000001,"LINESTRING (-122.1721639 37.4235681, -122.1722828 37.4235255, -122.1729823 37.4232833, -122.1730889 37.4232464)",,,,,,
956657986,6340140105,0,672186876,False,,Lagunita Drive,residential,,False,46.513000000000005,"LINESTRING (-122.1721639 37.4235681, -122.1720178 37.4236065, -122.1719162 37.4236181, -122.1716462 37.4236102)",,,,,,
956660455,956660456,0,481329107,False,,,service,,False,57.413,"LINESTRING (-122.166848 37.422065, -122.1662886 37.4223281)",,,,,,
956660455,8910620727,0,82161902,False,,,cycleway,,True,14.683,"LINESTRING (-122.166848 37.422065, -122.1669116 37.4221441, -122.1669347 37.4221776)",,,,,,
956660456,6407643337,0,481329107,False,,,service,,False,14.44,"LINESTRING (-122.1662886 37.4223281, -122.1663685 37.4224414)",,,,,,
956660456,956660455,0,481329107,False,,,service,,True,57.413,"LINESTRING (-122.1662886 37.4223281, -122.166848 37.422065)",,,,,,
956661138,3316594131,0,690084786,False,,,service,,False,63.147,"LINESTRING (-122.1694047 37.4403346, -122.1700502 37.4405792)",parking_aisle,,,,,
956661138,3316594138,0,690084787,False,,,service,,True,38.588,"LINESTRING (-122.1694047 37.4403346, -122.1690055 37.4401933)",,,,,,
956661138,3316594125,0,"[690084784, 324983023]",False,,,service,,True,54.929,"LINESTRING (-122.1694047 37.4403346, -122.1697157 37.4405725, -122.169784 37.4406247, -122.1698528 37.4406773)",parking_aisle,,,,,
956661150,4886811275,0,82161954,False,,,footway,,False,56.851,"LINESTRING (-122.16981 37.4397612, -122.1700752 37.4392953)",,,,,,
956661150,3316594141,0,324983019,False,,,service,,True,24.644,"LINESTRING (-122.16981 37.4397612, -122.1700644 37.4398524)",,,,,,
956661150,3316594135,0,324983019,False,,,service,,False,72.006,"LINESTRING (-122.16981 37.4397612, -122.1692598 37.4395615, -122.1691789 37.4397159)",,,,,,
956661153,4886811275,0,82161954,False,,,footway,,True,11.164,"LINESTRING (-122.170115 37.4392, -122.1700752 37.4392953)",,,,,,
956661153,4886811285,0,"[52016260, 396881133]",True,"['3', '1']",Arboretum Road,secondary,,False,77.885,"LINESTRING (-122.170115 37.4392, -122.1703062 37.4392586, -122.1709118 37.4394688, -122.1709267 37.439474)",,,,,,
956661154,8760836334,0,82161955,False,,,service,,True,8.709,"LINESTRING (-122.1680555 37.4400073, -122.1680161 37.4400791)",,,,,,
956661154,956661154,0,82161955,False,,,service,,False,44.99100000000001,"LINESTRING (-122.1680555 37.4400073, -122.1681144 37.4400063, -122.1681559 37.4399903, -122.1681814 37.4399647, -122.1681841 37.4399338, -122.168172 37.4399072, -122.1681345 37.4398838, -122.1680943 37.4398795, -122.1680527 37.4398966, -122.1680312 37.4399253, -122.1680245 37.439953, -122.1680352 37.4399839, -122.1680555 37.4400073)",,,,,,
956661154,956661154,1,82161955,False,,,service,,True,44.991,"LINESTRING (-122.1680555 37.4400073, -122.1680352 37.4399839, -122.1680245 37.439953, -122.1680312 37.4399253, -122.1680527 37.4398966, -122.1680943 37.4398795, -122.1681345 37.4398838, -122.168172 37.4399072, -122.1681841 37.4399338, -122.1681814 37.4399647, -122.1681559 37.4399903, -122.1681144 37.4400063, -122.1680555 37.4400073)",,,,,,
1083735850,338518152,0,"[1027587016, 1027587015]",False,,Stanford Perimeter Trail,cycleway,,True,9.966999999999999,"LINESTRING (-122.1602203 37.4371222, -122.1602535 37.4370861, -122.1602872 37.43705)",,,,,,
1110053384,952997573,0,689431786,False,,,footway,,False,44.269,"LINESTRING (-122.1733066 37.4277286, -122.1731804 37.4281139)",,,,,,
1110053384,2300357019,0,696251166,False,,,footway,,False,84.045,"LINESTRING (-122.1733066 37.4277286, -122.1723901 37.4275247)",,,,,,
1110053384,3404824493,0,696251166,False,,,footway,,True,32.114,"LINESTRING (-122.1733066 37.4277286, -122.1736568 37.4278065)",,,,,,
1111928975,1111929069,0,95971237,True,,,service,,False,53.809,"LINESTRING (-122.1728854 37.4370967, -122.1725402 37.4374955)",parking_aisle,,,,,
1111928975,1111929193,0,95971248,False,,,service,,True,14.029,"LINESTRING (-122.1728854 37.4370967, -122.1729551 37.4370105, -122.1729712 37.4369905)",,,,,,
1111929038,1111929193,0,95971248,False,,,service,,False,5.375,"LINESTRING (-122.172999 37.4369475, -122.1729712 37.4369905)",,,,,,
1111929038,4178848064,0,"[688753815, 396881173, 417322391]",True,"['1', '2']",Welch Road,tertiary,25 mph,False,100.577,"LINESTRING (-122.172999 37.4369475, -122.1732435 37.4370079, -122.1735149 37.4370676, -122.1737164 37.437111, -122.1737535 37.4371208, -122.1737897 37.4371303, -122.1739796 37.4371772, -122.174091 37.4372045)",,,,,,
1111929066,1111929178,0,"[681492160, 95971227]",False,,,service,,False,45.724999999999994,"LINESTRING (-122.172907 37.4377346, -122.1731 37.43785, -122.1731687 37.4378945, -122.1731939 37.4379124, -122.1731825 37.4380342)",parking_aisle,,,,,
1111929066,1111929178,1,500221838,False,,,service,,True,63.541,"LINESTRING (-122.172907 37.4377346, -122.1727655 37.4379281, -122.1731825 37.4380342)",parking_aisle,,,,,
1111929066,1111929162,0,95971227,False,,,service,,True,14.869,"LINESTRING (-122.172907 37.4377346, -122.1728218 37.4376847, -122.1727713 37.4376554)",,,,,,
1111929069,1111929081,0,95971233,False,,,service,,False,15.565,"LINESTRING (-122.1725402 37.4374955, -122.1723793 37.4374383)",,,,,,
1111929069,1111929162,0,95971233,False,,,service,,True,27.072,"LINESTRING (-122.1725402 37.4374955, -122.1726972 37.4376078, -122.1727713 37.4376554)",,,,,,
1111929081,1111929069,0,95971233,False,,,service,,True,15.565,"LINESTRING (-122.1723793 37.4374383, -122.1725402 37.4374955)",,,,,,
1111929081,1111929069,1,95971247,True,,,service,,False,101.321,"LINESTRING (-122.1723793 37.4374383, -122.172329 37.4375174, -122.1722306 37.4378119, -122.1723839 37.4378615, -122.1725402 37.4374955)",parking_aisle,,,,,
1111929081,6336551308,0,95971233,False,,,service,,False,11.731000000000002,"LINESTRING (-122.1723793 37.4374383, -122.1722705 37.4374052, -122.1722553 37.4374004)",,,,,,
1111929081,1111928975,0,95971237,True,,,service,,False,68.235,"LINESTRING (-122.1723793 37.4374383, -122.1724454 37.4373339, -122.1727094 37.4370531, -122.1728854 37.4370967)",parking_aisle,,,,,
1111929162,1111929066,0,95971227,False,,,service,,False,14.869,"LINESTRING (-122.1727713 37.4376554, -122.1728218 37.4376847, -122.172907 37.4377346)",,,,,,
1111929162,1111929069,0,95971233,False,,,service,,False,27.072,"LINESTRING (-122.1727713 37.4376554, -122.1726972 37.4376078, -122.1725402 37.4374955)",,,,,,
1111929178,1111929066,0,500221838,False,,,service,,False,63.541,"LINESTRING (-122.1731825 37.4380342, -122.1727655 37.4379281, -122.172907 37.4377346)",parking_aisle,,,,,
1111929178,1111929066,1,"[681492160, 95971227]",False,,,service,,True,45.724999999999994,"LINESTRING (-122.1731825 37.4380342, -122.1731939 37.4379124, -122.1731687 37.4378945, -122.1731 37.43785, -122.172907 37.4377346)",parking_aisle,,,,,
1111929182,6336551308,0,95971233,False,,,service,,True,7.864,"LINESTRING (-122.1721709 37.4373778, -122.1722553 37.4374004)",,,,,,
1111929182,9491006757,0,"[396881160, 396881164]",True,2,Quarry Road,secondary,25 mph,False,63.732,"LINESTRING (-122.1721709 37.4373778, -122.1722706 37.4371714, -122.1723012 37.4371103, -122.1724202 37.4368703, -122.1724331 37.4368438)",,,,,,
1111929193,1111929038,0,95971248,False,,,service,,True,5.375,"LINESTRING (-122.1729712 37.4369905, -122.172999 37.4369475)",,,,,,
