element_type,osmid,nodes,intermittent,name,natural,salt,scvwd:SHAPE_AREA,scvwd:WB_TYPE,water,wikidata,geometry,amenity,area,athletics,leisure,sport
way,50372781,"[639994328, 639994326, 639994471, 639994519, 639994451, 639994454, 639994463, 639994464, 639994467, 639994469, 639994459, 639994461, 639994466, 639994535, 639994536, 639994534, 639994524, 639994521, 639994531, 639994533, 639994377, 639994375, 639994374, 639994380, 639994378, 639994379, 639994435, 639994442, 639994439, 639994437, 639994407, 639994403, 639994409, 639994402, 639994401, 639994429, 639994428, 639994431, 639994430, 639994433, 639994421, 639994413, 639994411, 639994419, 639994400, 639994423, 639994425, 639994415, 639994417, 639994391, 639994392, 639994396, 639994398, 639994394, 639994385, 639994388, 639994382, 639994384, 639994389, 639994390, 639994194, 639994192, 639994179, 639994181, 639994183, 639994186, 639994188, 639994190, 639994191, 639994155, 639994153, 639994166, 639994164, 639994162, 639994160, 639994168, 639994170, 639994177, 639994158, 639994138, 639994136, 639994135, 639994143, 639994144, 639994148, 639994139, 639994141, 639994146, 639994147, 639994150, 639994145, 639994108, 639994133, 639994104, 639994110, 639994115, 639994106, 639994112, 639994123, 639994126, 639994113, 639994124, 639994128, 639994130, 639994125, 639994266, 639994262, 639994270, 639994264, 639994268, 639994271, 639994196, 639994197, 639994198, 639994237, 639994239, 639994238, 639994243, 639994240, 639994246, 639994244, 639994254, 639994252, 639994257, 639994256, 639994260, 639994259, 639994261, 639994273, 639994280, 639994278, 639994282, 639994284, 639994288, 639994286, 639994276, 639994285, 639994289, 639994297, 639994293, 639994305, 639994307, 639994309, 639994291, 639994301, 639994299, 639994303, 639994311, 639994320, 639994318, 639994313, 639994310, 639994322, 639994312, 639994334, 639994330, 639994333, 639994370, 639994371, 639994335, 639994369, 639994337, 639994336, 639994367, 639994365, 639994324, 639994328]",yes,Lake Lagunita,water,no,458121.14090000000,Other,pond,Q6476540,"POLYGON ((-122.1763119 37.4237851, -122.1762432 37.423775, -122.1762081 37.4237706, -122.1761536 37.4237603, -122.1761114 37.4237532, -122.1760635 37.423749, -122.1760129 37.4237432, -122.1759826 37.4237364, -122.1757994 37.4237088, -122.1757504 37.4237005, -122.1756896 37.4236913, -122.1756124 37.4236852, -122.175545 37.4236815, -122.1754891 37.423668, -122.1754359 37.4236501, -122.1753772 37.423627, -122.1753342 37.4236106, -122.1753142 37.4236034, -122.1752613 37.4235852, -122.1752096 37.423568, -122.175144 37.4235397, -122.1750907 37.4235126, -122.1750338 37.4234766, -122.1749984 37.4234404, -122.1749281 37.4234094, -122.1748634 37.4233786, -122.174798 37.4233464, -122.1747444 37.4233073, -122.1746966 37.4232639, -122.1746651 37.4232383, -122.1746286 37.4232073, -122.1746169 37.4232006, -122.1745774 37.4231774, -122.1745545 37.4231644, -122.1745177 37.4231508, -122.1744766 37.4231374, -122.1744689 37.4231203, -122.1744483 37.4231008, -122.1744048 37.4230768, -122.1743948 37.4230689, -122.1743618 37.4230383, -122.1743618 37.4230218, -122.1744094 37.4230212, -122.1744498 37.4230162, -122.1744935 37.4229971, -122.1744872 37.422976, -122.1744787 37.4229523, -122.174457 37.4229188, -122.1744637 37.4228825, -122.1745188 37.4227899, -122.1745191 37.4227534, -122.1744696 37.4226837, -122.1744672 37.4226149, -122.1744107 37.4225522, -122.1743838 37.4225189, -122.1743821 37.4224453, -122.1743844 37.4223338, -122.1743869 37.4222718, -122.1744035 37.4222269, -122.1744323 37.4221839, -122.1744654 37.4221243, -122.1744959 37.4220788, -122.1745609 37.4219763, -122.1745811 37.4219581, -122.1746032 37.4219533, -122.1746095 37.4219538, -122.1747085 37.4219425, -122.1747725 37.4219518, -122.1748176 37.4219562, -122.1748944 37.4219547, -122.1749489 37.4219447, -122.1750122 37.421922, -122.1750726 37.4219113, -122.1751665 37.4219277, -122.1752348 37.4219387, -122.1753013 37.4219331, -122.175355 37.4219225, -122.1754167 37.4219108, -122.175486 37.4218867, -122.1755285 37.4218704, -122.1755903 37.4218647, -122.1756434 37.421849, -122.1756918 37.4218405, -122.1757713 37.4218505, -122.1758377 37.4218684, -122.1758956 37.4218798, -122.1759528 37.4218904, -122.176017 37.4219026, -122.1760627 37.4219114, -122.1761255 37.4219321, -122.1761621 37.4219391, -122.1762095 37.4219448, -122.1762491 37.4219588, -122.1763008 37.4219662, -122.1763557 37.4219664, -122.1764003 37.4219742, -122.1764567 37.4219915, -122.1765044 37.4220007, -122.1765562 37.4220087, -122.1766106 37.4220191, -122.1766622 37.4220388, -122.1766881 37.4220648, -122.176714 37.4221032, -122.1767373 37.4221336, -122.1767571 37.4221655, -122.1767713 37.4222052, -122.1767782 37.4222406, -122.1767847 37.4222749, -122.1768111 37.4223178, -122.176842 37.4223493, -122.1768933 37.4223859, -122.1769354 37.4224073, -122.1769765 37.4224299, -122.1770215 37.4224564, -122.1770589 37.4224745, -122.1770821 37.4224962, -122.1771095 37.4225205, -122.1771297 37.4225483, -122.177139 37.4225653, -122.1771452 37.4225864, -122.1771499 37.4226093, -122.1771519 37.422636, -122.1771746 37.422673, -122.1771827 37.4226977, -122.1771883 37.422745, -122.1771872 37.4227906, -122.1771842 37.4228261, -122.1771857 37.4228654, -122.1771663 37.4228921, -122.1771401 37.4229111, -122.1771066 37.4229336, -122.1770754 37.4229588, -122.1770623 37.4229968, -122.1770543 37.4230352, -122.1770401 37.423071, -122.1770549 37.4231268, -122.1770849 37.423178, -122.1771032 37.4232159, -122.1771295 37.4232613, -122.1771334 37.4233124, -122.177129 37.4233611, -122.1771314 37.4234071, -122.1771399 37.4234431, -122.1771476 37.4234772, -122.1771505 37.4235039, -122.1771637 37.4235296, -122.1771613 37.4235492, -122.1771489 37.4235793, -122.1770941 37.4235889, -122.1770771 37.4236348, -122.1770457 37.4236625, -122.1770123 37.4236844, -122.1769826 37.4236991, -122.1769521 37.423717, -122.1768244 37.4237504, -122.1767918 37.4237698, -122.1767443 37.4237942, -122.176697 37.4238044, -122.1766605 37.4238114, -122.1766246 37.4238155, -122.1765692 37.4238194, -122.1765021 37.423818, -122.1764688 37.4238165, -122.1764145 37.4238128, -122.1763673 37.4238008, -122.1763147 37.4237861, -122.1763119 37.4237851))",,,,,
way,86355794,"[1003203881, 1003203884, 4742742389, 1003203892, 1003203894, 4742742388, 1003203896, 1003203898, 1003203900, 4742742391, 1003203902, 4742742390, 1003203881]",,,water,,,,,,"POLYGON ((-122.1693925 37.4250246, -122.1693241 37.4250128, -122.169319 37.4249939, -122.1692999 37.4249787, -122.16932 37.4249137, -122.1693442 37.4249095, -122.1693603 37.4248978, -122.1694328 37.4249138, -122.1694368 37.4249351, -122.1694522 37.4249489, -122.1694367 37.4250043, -122.1694108 37.4250101, -122.1693925 37.4250246))",,,,,
way,267930459,"[2733190243, 2733190244, 7039901180, 2733190245, 2733190246, 2733190243]",,,water,,,,,,"POLYGON ((-122.1763006 37.4335937, -122.1760189 37.4335362, -122.1761198 37.4332318, -122.176153 37.4331315, -122.1764347 37.4331912, -122.1763006 37.4335937))",fountain,,,,
way,525737534,"[314047903, 314047905, 1120952382, 314067749, 314048493, 11270882706, 314053185, 314052226, 314052225, 8681469122, 314052223, 314052222, 314052221, 8681469121, 314052220, 314052218, 314052217, 314051254, 314051247, 314067959, 314051244, 314051242, 314051238, 314051236, 314051233, 314051230, 314051228, 314051225, 314051224, 314051223, 314051219, 314051218, 314051215, 314051212, 314051211, 314051210, 314051209, 314052651, 314052652, 314052653, 5065128875, 314047902, 314067704, 5065128873, 314067705, 314047903]",yes,Lake Lagunita Scenic Area,water,,,,basin,,"POLYGON ((-122.1770762 37.4245429, -122.177514 37.4243384, -122.1780558 37.4239024, -122.1781148 37.4223208, -122.1782033 37.4217271, -122.1781888 37.4216497, -122.178114 37.4212427, -122.1778693 37.4211061, -122.1776877 37.4210692, -122.1775045 37.4210221, -122.1773796 37.4209626, -122.1772927 37.4208995, -122.17699 37.4206721, -122.1766847 37.4204472, -122.1765973 37.4204055, -122.1763723 37.4203726, -122.1761133 37.4203685, -122.1756823 37.4202584, -122.1754505 37.4204492, -122.1752813 37.4204615, -122.175203 37.420506, -122.1751337 37.4206081, -122.175075 37.4206958, -122.1749098 37.4207083, -122.1748166 37.4206861, -122.1746695 37.4207083, -122.1744978 37.4207764, -122.1743004 37.4209128, -122.1741974 37.4210218, -122.1740343 37.4210968, -122.1739142 37.4212195, -122.1738798 37.4213627, -122.1738157 37.421612, -122.1738865 37.4217473, -122.1739096 37.4218717, -122.173897 37.4220239, -122.1738887 37.42211, -122.1738283 37.4225215, -122.173794 37.4226783, -122.1738112 37.4228623, -122.1737176 37.4230988, -122.174987 37.4237075, -122.175703 37.4240521, -122.1759291 37.4241412, -122.176896 37.4245225, -122.1770762 37.4245429))",,,,,
way,880771306,"[8191976764, 8191976761, 8191976762, 8191976763, 8191976764]",,,water,,,,,,"POLYGON ((-122.1618153 37.4322283, -122.1618281 37.4322582, -122.1618693 37.4322471, -122.1618565 37.4322172, -122.1618153 37.4322283))",,yes,steeplechase,track,athletics
