u,v,key,osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,access,width,service,bridge,tunnel,junction
4303713303,4303713230,0,431122965,footway,False,True,18.355,,"LINESTRING (-122.2558386 37.8748764, -122.2559952 37.8749858)",,,,,,,,
4303713303,4303713234,0,431122972,steps,False,False,8.651,,"LINESTRING (-122.2558386 37.8748764, -122.2557568 37.8749198)",,,,,,,,
4303713303,4303713237,0,"[431122977, 431122972]","['steps', 'footway']",False,True,46.788000000000004,,"LINESTRING (-122.2558386 37.8748764, -122.2558932 37.8748445, -122.2558936 37.8747547, -122.2558466 37.8746621, -122.2558181 37.8745726, -122.25577 37.8744962)",,,,,,,,
4305372497,9526101039,0,24026042,footway,False,True,6.026,,"LINESTRING (-122.2586873 37.8740863, -122.2587062 37.8741384)",,,,,,,,
4305372497,260915506,0,24026042,footway,False,False,21.957,,"LINESTRING (-122.2586873 37.8740863, -122.2586518 37.8739823, -122.258621 37.8738959)",,,,,,,,
4305372497,2678387224,0,262146500,footway,False,True,23.327,,"LINESTRING (-122.2586873 37.8740863, -122.2586202 37.8740067, -122.2585733 37.8739512, -122.2585327 37.8739162)",,,,,,,,
4333613308,286079885,0,26131302,service,False,True,9.037,,"LINESTRING (-122.2538045 37.872403, -122.2538302 37.8724817)",,,,,,,,
4333613308,286079890,0,26131302,service,False,False,26.738,,"LINESTRING (-122.2538045 37.872403, -122.25375 37.8723285, -122.2536019 37.8722276)",,,,,,,,
4333613308,9330952479,0,"[1011346166, 1011346167]","['path', 'footway']",False,"[False, True]",38.735,,"LINESTRING (-122.2538045 37.872403, -122.2538161 37.8723733, -122.2538271 37.8723466, -122.2538449 37.8723285, -122.2538703 37.8723134, -122.2538999 37.8723014, -122.2539424 37.8722717, -122.2539826 37.8722328, -122.2540342 37.8722292, -122.2541269 37.8721994)",,,,,,,,
4333613310,6562055675,0,698805193,tertiary,True,False,22.816000000000003,Gayley Road,"LINESTRING (-122.2552947 37.8736623, -122.2551995 37.8735752, -122.2551617 37.8735439, -122.2551054 37.8735289)",,25 mph,,,,,,
4333613313,260908806,0,24054267,unclassified,False,True,52.141999999999996,University Drive,"LINESTRING (-122.2556304 37.8737, -122.2556924 37.8736742, -122.2559697 37.8736097, -122.256195 37.8735573)",,,,,,,,
4333613313,8451378121,0,435440775,tertiary_link,True,False,21.883,,"LINESTRING (-122.2556304 37.8737, -122.2555636 37.873702, -122.2554454 37.8736952, -122.2554388 37.8736939, -122.2553837 37.8736819)",1,,,,,,,
4333613313,8451378122,0,574895216,unclassified,True,False,17.652,University Drive,"LINESTRING (-122.2556304 37.8737, -122.2555584 37.8737146, -122.2554631 37.8737523, -122.2554451 37.8737595)",,,,,,,,
4343519214,4343519221,0,436462656,steps,False,False,4.123,,"LINESTRING (-122.2363797 37.873454, -122.2363362 37.873468)",,,,,,,,
4343519214,4343519220,0,436462656,steps,False,True,12.958,,"LINESTRING (-122.2363797 37.873454, -122.2365165 37.8734102)",,,,,,,,
4343519214,4343519219,0,436462653,footway,False,False,16.376,,"LINESTRING (-122.2363797 37.873454, -122.2363602 37.8734318, -122.2363322 37.8734071, -122.2362923 37.8733955, -122.2362405 37.8733992, -122.2362252 37.8734024)",,,,,,,,
4343519214,3731057879,0,436462653,footway,False,True,9.216000000000001,,"LINESTRING (-122.2363797 37.873454, -122.2363848 37.8734753, -122.2363881 37.8735058, -122.2363851 37.8735363)",,,,,,,,
4343519219,354049077,0,436462653,footway,False,False,4.629,,"LINESTRING (-122.2362252 37.8734024, -122.2361889 37.8733722)",,,,,,,,
4343519219,4343519214,0,436462653,footway,False,True,16.376,,"LINESTRING (-122.2362252 37.8734024, -122.2362405 37.8733992, -122.2362923 37.8733955, -122.2363322 37.8734071, -122.2363602 37.8734318, -122.2363797 37.873454)",,,,,,,,
4343519219,4343519221,0,613977081,footway,False,True,12.443,,"LINESTRING (-122.2362252 37.8734024, -122.236253 37.8734177, -122.2363079 37.8734383, -122.2363362 37.873468)",,,,,,,,
4343519219,3731057881,0,613977082,footway,False,True,21.878999999999998,,"LINESTRING (-122.2362252 37.8734024, -122.2362719 37.8734958, -122.2363341 37.8735787)",,,,,,,,
4343519220,354049074,0,31651456,footway,False,False,8.143,,"LINESTRING (-122.2365165 37.8734102, -122.2364437 37.8733648)",,,,,,,,
4343519220,4343519214,0,436462656,steps,False,False,12.958,,"LINESTRING (-122.2365165 37.8734102, -122.2363797 37.873454)",,,,,,,,
4343519220,5809158089,0,31651456,footway,False,True,48.408,,"LINESTRING (-122.2365165 37.8734102, -122.2365351 37.8734374, -122.2365777 37.8735441, -122.2366034 37.8736084, -122.2366109 37.8737165, -122.2366161 37.8738333)",,,,,,,,
4343519220,4343519229,0,436462660,footway,False,False,3.91,,"LINESTRING (-122.2365165 37.8734102, -122.2365378 37.8734037, -122.2365518 37.8733906)",,,,,,,,
4343519221,4343519214,0,436462656,steps,False,True,4.123,,"LINESTRING (-122.2363362 37.873468, -122.2363797 37.873454)",,,,,,,,
4343519221,4343519219,0,613977081,footway,False,False,12.443,,"LINESTRING (-122.2363362 37.873468, -122.2363079 37.8734383, -122.236253 37.8734177, -122.2362252 37.8734024)",,,,,,,,
4343519221,3731057881,0,613977081,footway,False,True,12.726,,"LINESTRING (-122.2363362 37.873468, -122.2363464 37.8734952, -122.2363529 37.8735301, -122.2363341 37.8735787)",,,,,,,,
4343519227,3591279157,0,353350514,footway,False,True,2.13,,"LINESTRING (-122.2378459 37.8746765, -122.2378229 37.8746826)",,,,,,,,
4343519227,3593176424,0,353350514,footway,False,False,9.655999999999999,,"LINESTRING (-122.2378459 37.8746765, -122.2378828 37.8746668, -122.2379331 37.8746555, -122.2379519 37.8746548)",,,,,,,,
4343519227,3593176624,0,436462658,footway,False,True,19.302,,"LINESTRING (-122.2378459 37.8746765, -122.2378605 37.8746864, -122.237888 37.8747158, -122.2379116 37.8747507, -122.2379204 37.874791, -122.2379074 37.8748311)",,,,,,,,
4343519229,4343519242,0,436462660,footway,False,False,52.936,,"LINESTRING (-122.2365518 37.8733906, -122.2365657 37.8733513, -122.2365571 37.8733149, -122.2365378 37.8732799, -122.2365215 37.8732488, -122.2365234 37.873223, -122.2365547 37.8732052, -122.236583 37.8732025, -122.2366157 37.873217, -122.2366936 37.8732359, -122.2367042 37.8731949, -122.2366888 37.8731547, -122.236664 37.8731175, -122.2366428 37.8730953)",,,,,,,,
4343519229,4343519220,0,436462660,footway,False,True,3.91,,"LINESTRING (-122.2365518 37.8733906, -122.2365378 37.8734037, -122.2365165 37.8734102)",,,,,,,,
4343519229,5808345721,0,613977103,footway,False,True,58.912000000000006,,"LINESTRING (-122.2365518 37.8733906, -122.2366416 37.8734246, -122.2366975 37.8735056, -122.236769 37.8735465, -122.2369266 37.8735718, -122.2371309 37.8735535)",,,,,,,,
4343519242,354049311,0,369304425,footway,False,False,25.904000000000003,,"LINESTRING (-122.2366428 37.8730953, -122.2366934 37.87311, -122.2367539 37.8731277, -122.2368344 37.8731658, -122.2368953 37.8732101)",,,,,,,,
4343519242,3731059818,0,369304425,footway,False,True,27.917,,"LINESTRING (-122.2366428 37.8730953, -122.2366091 37.8730853, -122.2364481 37.8730769, -122.2363276 37.8730824)",,,,,,,,
4343519242,4343519229,0,436462660,footway,False,True,52.93599999999999,,"LINESTRING (-122.2366428 37.8730953, -122.236664 37.8731175, -122.2366888 37.8731547, -122.2367042 37.8731949, -122.2366936 37.8732359, -122.2366157 37.873217, -122.236583 37.8732025, -122.2365547 37.8732052, -122.2365234 37.873223, -122.2365215 37.8732488, -122.2365378 37.8732799, -122.2365571 37.8733149, -122.2365657 37.8733513, -122.2365518 37.8733906)",,,,,,,,
4343519246,5809158073,0,436462662,service,False,True,3.073,,"LINESTRING (-122.2358744 37.8733613, -122.2358983 37.8733815)",,,,,,,,
4343519247,4343519270,0,436462662,service,False,False,3.832,,"LINESTRING (-122.2363264 37.8738468, -122.2363084 37.8738154)",,,,,,,,
4343519247,5809158084,0,436462662,service,False,True,4.533,,"LINESTRING (-122.2363264 37.8738468, -122.236337 37.8738867)",,,,,,,,
4343519247,4343519250,0,436462664,footway,False,False,13.527999999999999,,"LINESTRING (-122.2363264 37.8738468, -122.2362738 37.8738431, -122.2362289 37.8738635, -122.2361873 37.8738847)",,,,,,,,
4343519250,4343519257,0,436462664,footway,False,False,26.104,,"LINESTRING (-122.2361873 37.8738847, -122.2361525 37.873906, -122.2361244 37.8739211, -122.2361087 37.8739583, -122.236066 37.8739388, -122.2360233 37.873922, -122.2360099 37.8738989, -122.2360121 37.873867)",,,,,,,,
4343519250,4343519247,0,436462664,footway,False,True,13.528,,"LINESTRING (-122.2361873 37.8738847, -122.2362289 37.8738635, -122.2362738 37.8738431, -122.2363264 37.8738468)",,,,,,,,
4343519250,4343519264,0,614089999,footway,False,True,21.991,,"LINESTRING (-122.2361873 37.8738847, -122.2361446 37.8737747, -122.2360806 37.8737092)",,,,,,,,
4343519257,4343519264,0,436462664,footway,False,False,21.171999999999997,,"LINESTRING (-122.2360121 37.873867, -122.236011 37.8738342, -122.2360076 37.8738005, -122.2360132 37.8737597, -122.2360144 37.8737411, -122.2360233 37.8737278, -122.2360626 37.8737172, -122.2360806 37.8737092)",,,,,,,,
4343519257,4343519250,0,436462664,footway,False,True,26.104000000000006,,"LINESTRING (-122.2360121 37.873867, -122.2360099 37.8738989, -122.2360233 37.873922, -122.236066 37.8739388, -122.2361087 37.8739583, -122.2361244 37.8739211, -122.2361525 37.873906, -122.2361873 37.8738847)",,,,,,,,
4343519257,5809207669,0,614089994,footway,False,False,39.983,,"LINESTRING (-122.2360121 37.873867, -122.2359621 37.873864, -122.2359293 37.8738175, -122.2359115 37.8737532, -122.2359183 37.8736851, -122.2359121 37.8736516, -122.2358492 37.8735662)",,,,,,,,
4343519264,4343519266,0,436462664,footway,False,False,6.417,,"LINESTRING (-122.2360806 37.8737092, -122.2360784 37.8736764, -122.2360761 37.8736516)",,,,,,,,
4343519264,4343519257,0,436462664,footway,False,True,21.172,,"LINESTRING (-122.2360806 37.8737092, -122.2360626 37.8737172, -122.2360233 37.8737278, -122.2360144 37.8737411, -122.2360132 37.8737597, -122.2360076 37.8738005, -122.236011 37.8738342, -122.2360121 37.873867)",,,,,,,,
4343519264,4343519250,0,614089999,footway,False,False,21.991,,"LINESTRING (-122.2360806 37.8737092, -122.2361446 37.8737747, -122.2361873 37.8738847)",,,,,,,,
4343519266,4343519269,0,436462664,footway,False,False,10.725999999999999,,"LINESTRING (-122.2360761 37.8736516, -122.2361076 37.8736542, -122.2361413 37.8736569, -122.2361975 37.8736512)",,,,,,,,
4343519266,4343519264,0,436462664,footway,False,True,6.417,,"LINESTRING (-122.2360761 37.8736516, -122.2360784 37.8736764, -122.2360806 37.8737092)",,,,,,,,
4343519266,5809207672,0,614083652,footway,False,True,31.698,,"LINESTRING (-122.2360761 37.8736516, -122.2359612 37.8735092, -122.235883 37.8734625, -122.235834 37.873466)",,,,,,,,
4343519269,354049077,0,31651456,footway,False,True,32.161,,"LINESTRING (-122.2361975 37.8736512, -122.2361646 37.8735282, -122.2361487 37.8734456, -122.2361889 37.8733722)",,,,,,,,
4343519269,5809158073,0,436462662,service,False,False,39.866,,"LINESTRING (-122.2361975 37.8736512, -122.2360997 37.8735594, -122.2359766 37.8734507, -122.2358983 37.8733815)",,,,,,,,
4343519269,3731057885,0,436462662,service,False,True,15.905,,"LINESTRING (-122.2361975 37.8736512, -122.2362185 37.8736814, -122.2362849 37.8737765)",,,,,,,,
4343519269,4343519266,0,436462664,footway,False,True,10.725999999999999,,"LINESTRING (-122.2361975 37.8736512, -122.2361413 37.8736569, -122.2361076 37.8736542, -122.2360761 37.8736516)",,,,,,,,
4343519270,3731057885,0,436462662,service,False,False,4.792,,"LINESTRING (-122.2363084 37.8738154, -122.2362849 37.8737765)",,,,,,,,
4343519270,4343519247,0,436462662,service,False,True,3.832,,"LINESTRING (-122.2363084 37.8738154, -122.2363264 37.8738468)",,,,,,,,
4343519270,4343519275,0,436462666,footway,False,False,21.373,,"LINESTRING (-122.2363084 37.8738154, -122.2363205 37.8737823, -122.2363554 37.8737656, -122.2363961 37.8737507, -122.2364477 37.8737444, -122.2365078 37.8737563)",,,,,,,,
4343519275,3731057879,0,369304470,footway,False,False,30.376,,"LINESTRING (-122.2365078 37.8737563, -122.2365377 37.8737189, -122.2365085 37.8736655, -122.2364843 37.8736274, -122.2364468 37.8735681, -122.2364066 37.8735363, -122.2363851 37.8735363)",,,,,,,,
4343519275,5809158082,0,369304470,footway,False,True,11.562,,"LINESTRING (-122.2365078 37.8737563, -122.2364924 37.8738285, -122.2364873 37.873859)",,,,,,,,
4343519275,4343519270,0,436462666,footway,False,True,21.373,,"LINESTRING (-122.2365078 37.8737563, -122.2364477 37.8737444, -122.2363961 37.8737507, -122.2363554 37.8737656, -122.2363205 37.8737823, -122.2363084 37.8738154)",,,,,,,,
4378691934,260557103,0,440151262,footway,False,True,4.768,,"LINESTRING (-122.257178 37.8749086, -122.2571598 37.8748682)",,,,,,,,
4378691935,4378691936,0,440151263,footway,False,False,4.857,,"LINESTRING (-122.2577711 37.8747201, -122.2577891 37.8747614)",,,,,,,,
4378691935,4301522702,0,"[430890028, 22016982]",service,True,False,57.46,Bechtel Drive,"LINESTRING (-122.2577711 37.8747201, -122.2578469 37.8747, -122.2579191 37.8746819, -122.2577723 37.8743055)",,,,,,,,
4378691936,4378691935,0,440151263,footway,False,True,4.857,,"LINESTRING (-122.2577891 37.8747614, -122.2577711 37.8747201)",,,,,,,,
4422378712,3178363987,0,292636823,tertiary,False,False,8.421,Centennial Drive,"LINESTRING (-122.2388212 37.8751979, -122.238776 37.8752647)",2,25 mph,,,,,,
4422378712,7386305630,0,613977087,service,False,False,10.698,,"LINESTRING (-122.2388212 37.8751979, -122.2387336 37.875131)",,,,,,,,
4422378712,10703150335,0,292636823,tertiary,False,True,97.686,Centennial Drive,"LINESTRING (-122.2388212 37.8751979, -122.2388988 37.8750895, -122.2389096 37.8750699, -122.2389477 37.8750003, -122.2389833 37.8749005, -122.2390064 37.8748312, -122.2390206 37.8747965, -122.2390332 37.8747685, -122.2390788 37.874661, -122.2391355 37.8745787, -122.2392072 37.8745078, -122.2392924 37.8744528, -122.2393271 37.8744391)",2,25 mph,,,,,,
4591519093,4591519094,0,8013481,unclassified,False,False,16.534,,"LINESTRING (-122.253641 37.8759014, -122.2537208 37.8759497, -122.2538008 37.8759783)",2,,private,,,,,
4591519093,4591519094,1,464063777,service,False,False,131.648,,"LINESTRING (-122.253641 37.8759014, -122.2536252 37.8759218, -122.2536154 37.8759458, -122.2536109 37.8759719, -122.2537906 37.8764372, -122.2538002 37.8764558, -122.2538168 37.8764702, -122.2538458 37.8764782, -122.2538721 37.8764814, -122.2538938 37.8764768, -122.2539148 37.8764598, -122.2539265 37.8764362, -122.2539273 37.8764103, -122.2538678 37.8762396, -122.2538107 37.87606, -122.2538021 37.8760202, -122.2538008 37.8759783)",,,private,,parking_aisle,,,
4591519093,7782302829,0,8013481,unclassified,False,True,73.44200000000001,,"LINESTRING (-122.253641 37.8759014, -122.2535795 37.8758334, -122.2535278 37.8757649, -122.2533954 37.8754932, -122.2533736 37.8754651, -122.2533407 37.8754373, -122.2533025 37.8754217, -122.2532608 37.8754212, -122.2531797 37.8754448)",2,,private,,,,,
4591519094,4591519093,0,8013481,unclassified,False,True,16.534,,"LINESTRING (-122.2538008 37.8759783, -122.2537208 37.8759497, -122.253641 37.8759014)",2,,private,,,,,
4591519094,4591519093,1,464063777,service,False,True,131.648,,"LINESTRING (-122.2538008 37.8759783, -122.2538021 37.8760202, -122.2538107 37.87606, -122.2538678 37.8762396, -122.2539273 37.8764103, -122.2539265 37.8764362, -122.2539148 37.8764598, -122.2538938 37.8764768, -122.2538721 37.8764814, -122.2538458 37.8764782, -122.2538168 37.8764702, -122.2538002 37.8764558, -122.2537906 37.8764372, -122.2536109 37.8759719, -122.2536154 37.8759458, -122.2536252 37.8759218, -122.253641 37.8759014)",,,private,,parking_aisle,,,
4591519094,7782547589,0,463960817,service,False,True,179.39599999999996,,"LINESTRING (-122.2538008 37.8759783, -122.2538895 37.8760034, -122.2539616 37.8760138, -122.2542069 37.8760539, -122.254282 37.8760835, -122.2543383 37.8761248, -122.2543668 37.8761992, -122.2544283 37.87636, -122.2544893 37.8765196, -122.2545574 37.8766976, -122.2545918 37.8767875, -122.2545864 37.876826, -122.2545657 37.8768756, -122.2545245 37.876936, -122.2544238 37.8770569, -122.2543911 37.8770752, -122.2542328 37.8771044)",,,private,,,,,
4612767642,7784913780,0,466568730,service,True,False,12.157,,"LINESTRING (-122.2502789 37.8761049, -122.2504147 37.8761264)",,,private,,driveway,,,
4612767642,775889015,0,8013488,service,False,False,69.951,Lawrence Road,"LINESTRING (-122.2502789 37.8761049, -122.250323 37.8759205, -122.2503295 37.8758773, -122.2503299 37.8758425, -122.2503237 37.875803, -122.250313 37.8757649, -122.2502893 37.8757103, -122.2502625 37.875662, -122.2502234 37.8756127, -122.2501837 37.8755664, -122.2501319 37.8755228)",,,private,,,,,
4612767642,3841459256,0,8013488,service,False,True,31.273,Lawrence Road,"LINESTRING (-122.2502789 37.8761049, -122.2502479 37.876185, -122.2501902 37.8762794, -122.2501327 37.8763602)",,,private,,,,,
4612767646,7781530505,0,466489397,service,False,False,69.142,,"LINESTRING (-122.2506684 37.8764263, -122.2508207 37.8763905, -122.2507697 37.8762084, -122.2506787 37.8759802, -122.2506597 37.8759526, -122.250628 37.8759224)",,,private,,parking_aisle,,,
4612767646,4612767653,0,466489397,service,False,True,41.409000000000006,,"LINESTRING (-122.2506684 37.8764263, -122.2505147 37.8764448, -122.2503551 37.8764595, -122.250269 37.876465, -122.2502003 37.8764581)",,,private,,parking_aisle,,,
4612767653,4612767646,0,466489397,service,False,False,41.409,,"LINESTRING (-122.2502003 37.8764581, -122.250269 37.876465, -122.2503551 37.8764595, -122.2505147 37.8764448, -122.2506684 37.8764263)",,,private,,parking_aisle,,,
4612767653,775889066,0,466489397,service,False,True,12.271999999999998,,"LINESTRING (-122.2502003 37.8764581, -122.2501351 37.8764509, -122.2500628 37.8764385)",,,private,,parking_aisle,,,
4612767653,4613398518,0,466568729,service,True,False,44.676,,"LINESTRING (-122.2502003 37.8764581, -122.250221 37.8763947, -122.2502696 37.876353, -122.2502941 37.8763189, -122.2505923 37.8762698)",,,private,,parking_aisle,,,
4613398518,4612767646,0,466489396,service,True,False,18.64,,"LINESTRING (-122.2505923 37.8762698, -122.2506684 37.8764263)",,,private,,parking_aisle,,,
4622849730,361369890,0,467678475,footway,False,True,11.043,,"LINESTRING (-122.2546695 37.8695874, -122.2545484 37.8695605)",,,,,,,,
4622849730,4279441454,0,467678473,footway,False,False,25.030999999999995,,"LINESTRING (-122.2546695 37.8695874, -122.2547507 37.8695123, -122.254836 37.8694438, -122.2548729 37.8694354)",,,,,,,,
4622849730,4622849745,0,467678475,footway,False,False,15.425,,"LINESTRING (-122.2546695 37.8695874, -122.2547205 37.8696536, -122.2547942 37.8696727)",,,,,,,,
4622849738,4622849747,0,467678470,footway,False,True,3.045,,"LINESTRING (-122.2550931 37.8696465, -122.2550989 37.8696735)",,,,,,,,
4622849738,4279441454,0,"[467678469, 467678470]",footway,False,False,41.522999999999996,,"LINESTRING (-122.2550931 37.8696465, -122.2550439 37.8694131, -122.2550226 37.8694159, -122.2549116 37.8694304, -122.2548729 37.8694354)",,,,,,,,
4622849738,361370075,0,"[1080852428, 467678468]",footway,False,False,15.915,,"LINESTRING (-122.2550931 37.8696465, -122.2550702 37.8696497, -122.2549622 37.8696647, -122.2549146 37.8696578)",,,,,,,,
4622849745,4622849754,0,467678466,footway,False,False,22.38,,"LINESTRING (-122.2547942 37.8696727, -122.2548332 37.8698716)",,,,,,,,
4622849745,361370075,0,467678475,footway,False,False,10.698,,"LINESTRING (-122.2547942 37.8696727, -122.2549146 37.8696578)",,,,,,,,
4622849745,4622849730,0,467678475,footway,False,True,15.425,,"LINESTRING (-122.2547942 37.8696727, -122.2547205 37.8696536, -122.2546695 37.8695874)",,,,,,,,
4622849747,4622849738,0,467678470,footway,False,False,3.045,,"LINESTRING (-122.2550989 37.8696735, -122.2550931 37.8696465)",,,,,,,,
4622849750,3064154411,0,32224909,pedestrian,False,False,5.801,,"LINESTRING (-122.2543146 37.8698073, -122.2542791 37.8698513)",,,,,,,,
4622849750,361369891,0,32224909,pedestrian,False,True,24.186,,"LINESTRING (-122.2543146 37.8698073, -122.2543782 37.8697288, -122.2544935 37.8696441)",,,,,,,,
4622849752,3064154411,0,467678463,footway,False,True,12.836,,"LINESTRING (-122.254133 37.8698563, -122.2542791 37.8698513)",,,,,,,,
4622849752,10726612970,0,467678472,footway,False,True,41.807,,"LINESTRING (-122.254133 37.8698563, -122.2540463 37.8694866)",,,,,,,,
4622849752,10726612983,0,"[467678472, 467678461]",footway,False,False,18.996,,"LINESTRING (-122.254133 37.8698563, -122.2541655 37.8699959, -122.2541847 37.8700205)",,,,,,,,
4622849754,4622849757,0,467678466,footway,False,False,13.862,,"LINESTRING (-122.2548332 37.8698716, -122.2548573 37.8699948)",,,,,,,,
4622849754,4622849745,0,467678466,footway,False,True,22.38,,"LINESTRING (-122.2548332 37.8698716, -122.2547942 37.8696727)",,,,,,,,
4622849754,361369891,0,467678465,footway,False,True,39.474999999999994,,"LINESTRING (-122.2548332 37.8698716, -122.2547976 37.8698648, -122.2544935 37.8696441)",,,,,,,,
4622849757,323916388,0,314720179,footway,False,False,55.844,,"LINESTRING (-122.2548573 37.8699948, -122.2542295 37.8700761)",,,,,,,,
4622849757,3207652468,0,314720179,footway,False,True,11.19,,"LINESTRING (-122.2548573 37.8699948, -122.2549831 37.8699785)",,,,,,,,
4622849757,4622849754,0,467678466,footway,False,True,13.862,,"LINESTRING (-122.2548573 37.8699948, -122.2548332 37.8698716)",,,,,,,,
4631431332,9509603356,0,468645172,footway,False,False,2.022,,"LINESTRING (-122.2538549 37.8708643, -122.2538455 37.8708477)",,,,,,,,
4631431333,9509603356,0,468645172,footway,False,True,3.102,,"LINESTRING (-122.2538327 37.8708217, -122.2538455 37.8708477)",,,,,,,,
4631431333,4631431335,0,468645172,footway,False,False,37.955,,"LINESTRING (-122.2538327 37.8708217, -122.2539329 37.870771, -122.2541453 37.8705891)",,,,,,,,
4631431333,6269419162,0,669491539,footway,False,False,26.765,,"LINESTRING (-122.2538327 37.8708217, -122.2538042 37.870794, -122.2537485 37.8707745, -122.25355 37.870766)",,,,,,,,
4631431335,3207780540,0,312181556,service,False,False,18.768,,"LINESTRING (-122.2541453 37.8705891, -122.2541826 37.8707553)",,,,,,,,
4631431335,8467880871,0,312181556,service,False,True,10.703,,"LINESTRING (-122.2541453 37.8705891, -122.2541678 37.8704945)",,,,,,,,
4631431335,4631431333,0,468645172,footway,False,True,37.955,,"LINESTRING (-122.2541453 37.8705891, -122.2539329 37.870771, -122.2538327 37.8708217)",,,,,,,,
4754272367,4303713286,0,1163352420,service,False,False,9.869,,"LINESTRING (-122.2556091 37.875462, -122.2555918 37.8753743)",,,,,,,,
4754272367,10819223895,0,38939449,service,False,True,11.278,,"LINESTRING (-122.2556091 37.875462, -122.2556292 37.8755436, -122.2556364 37.875561)",,,,,,,,
4754272367,4303713193,0,482618044,footway,False,False,71.34100000000001,,"LINESTRING (-122.2556091 37.875462, -122.2555541 37.8754612, -122.2548682 37.8752069)",,,,,,,,
4754272367,10819223896,0,"[1163352419, 1163352421]",footway,False,True,14.882,,"LINESTRING (-122.2556091 37.875462, -122.2556502 37.8754576, -122.2556695 37.8755393, -122.2556813 37.8755547)",,,,,,,,
4756285064,10726613448,0,482840647,footway,False,False,9.265,,"LINESTRING (-122.2649915 37.8714605, -122.2648887 37.8714794)",,,,,,,,
4756285064,1419647319,0,6376261,unclassified,False,True,15.655,The Crescent,"LINESTRING (-122.2649915 37.8714605, -122.2649894 37.8715145, -122.2649852 37.8716012)",2,15 mph,,,,,,
4976668304,4976668312,0,508340996,service,False,True,29.290999999999997,,"LINESTRING (-122.2393524 37.8819189, -122.239377 37.8819738, -122.2394534 37.8820374, -122.2395721 37.8821084)",,,private,,,,,
4976668307,4976668312,0,508340998,service,False,True,121.21999999999998,,"LINESTRING (-122.2393756 37.8811543, -122.239482 37.8811888, -122.2396485 37.881346, -122.239577 37.8815217, -122.239482 37.8817552, -122.239512 37.8820051, -122.2395721 37.8821084)",,,private,,,,,
4976668312,4976668304,0,508340996,service,False,False,29.290999999999997,,"LINESTRING (-122.2395721 37.8821084, -122.2394534 37.8820374, -122.239377 37.8819738, -122.2393524 37.8819189)",,,private,,,,,
4976668312,4976668307,0,508340998,service,False,False,121.22,,"LINESTRING (-122.2395721 37.8821084, -122.239512 37.8820051, -122.239482 37.8817552, -122.239577 37.8815217, -122.2396485 37.881346, -122.239482 37.8811888, -122.2393756 37.8811543)",,,private,,,,,
4976668312,7564662180,0,508340998,service,False,True,47.694,,"LINESTRING (-122.2395721 37.8821084, -122.2399595 37.8821924, -122.2400087 37.8822247, -122.240032 37.8822832)",,,private,,,,,
4976716533,7780201546,0,508348757,service,False,False,66.631,,"LINESTRING (-122.2379576 37.8757288, -122.2381819 37.8759533, -122.2382594 37.8761333, -122.2382869 37.8761971, -122.238347 37.8762265)",,,private,,,,,
5009937436,9515373359,0,26379540,footway,False,False,37.754,,"LINESTRING (-122.2591155 37.8701853, -122.2586907 37.8702385)",,,,,,,,
5009937436,6269419153,0,26379540,footway,False,True,33.086,,"LINESTRING (-122.2591155 37.8701853, -122.2593059 37.8701614, -122.2594854 37.870129)",,,,,,,,
5009937436,53010160,0,"[669491533, 512366670]","['service', 'footway']",False,"[False, True]",55.916,,"LINESTRING (-122.2591155 37.8701853, -122.2591343 37.8702894, -122.2587278 37.8703396, -122.2586363 37.8703296)",,,,,parking_aisle,,,
5081960524,5081960525,0,521588616,footway,False,False,3.585,,"LINESTRING (-122.2549241 37.8719768, -122.2549221 37.8719446)",,,,,,,,
5081960525,3165984584,0,521588616,footway,False,False,14.933,,"LINESTRING (-122.2549221 37.8719446, -122.254913 37.8718105)",,,,,,,,
5081960525,5081960524,0,521588616,footway,False,True,3.585,,"LINESTRING (-122.2549221 37.8719446, -122.2549241 37.8719768)",,,,,,,,
5081960525,11461688253,0,521588617,footway,False,False,30.643,,"LINESTRING (-122.2549221 37.8719446, -122.2548041 37.8719491, -122.2545732 37.8719535)",,,,,,,,
5081960525,11461688254,0,"[521588618, 521588619, 521588620]",footway,False,True,78.71199999999999,,"LINESTRING (-122.2549221 37.8719446, -122.2549941 37.8719342, -122.2550938 37.8719154, -122.2552074 37.8720361, -122.2551142 37.8721562, -122.2551368 37.872256, -122.2551551 37.8723349, -122.2551757 37.8724299)",,,,,,yes,,
5081960527,361368321,0,24054421,service,True,False,6.591,,"LINESTRING (-122.254539 37.8719542, -122.2545447 37.8720133)",,,,,,,,
5081960527,11461688253,0,521588617,footway,False,True,3.003,,"LINESTRING (-122.254539 37.8719542, -122.2545732 37.8719535)",,,,,,,,
5120572270,1954723347,0,526587242,footway,False,True,8.332,,"LINESTRING (-122.259911 37.8741567, -122.2600033 37.8741742)",,,,,,,,
5342145424,35706305,0,7786418,track,False,False,156.022,,"LINESTRING (-122.2208876 37.87619, -122.2209866 37.8762448, -122.221132 37.8763249, -122.2213416 37.8764197, -122.2217874 37.8766279, -122.2221264 37.8767854, -122.2224067 37.8769175)",,,,,,,,
