u,v,key,osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,access,width,service,bridge,tunnel,junction
33947244,33947347,0,5050933,path,False,False,9.648,,"LINESTRING (-122.2332068 37.8696, -122.2332111 37.8696867)",,,,,,,,
33947244,10562148334,0,5149042,track,False,False,27.205,East West Trail,"LINESTRING (-122.2332068 37.8696, -122.2329122 37.869524)",,,,,,,,
33947244,10562148362,0,5149042,track,False,True,131.615,East West Trail,"LINESTRING (-122.2332068 37.8696, -122.2333742 37.8696002, -122.2335594 37.8695811, -122.2339254 37.8695282, -122.2341144 37.869493, -122.2342969 37.8694689, -122.2346485 37.8693287)",,,,,,,,
33947297,34351251,0,5149025,track,False,False,135.42700000000002,Upper Jordan Fire Trail,"LINESTRING (-122.2310635 37.8706885, -122.2312112 37.8706414, -122.23134 37.8706192, -122.2314499 37.8706276, -122.2316538 37.8706774, -122.2317463 37.8706901, -122.2318415 37.870689, -122.2319354 37.8706679, -122.232154 37.8706086, -122.2322211 37.8705768, -122.2323002 37.870526, -122.2324636 37.8703985)",,,,,,,,
33947297,35706545,0,5149025,track,False,True,653.745,Upper Jordan Fire Trail,"LINESTRING (-122.2310635 37.8706885, -122.231008 37.8707255, -122.2308947 37.8708245, -122.2308008 37.8708817, -122.2307096 37.8709431, -122.23066 37.8709971, -122.2306171 37.8710776, -122.2306131 37.8711548, -122.2306265 37.8712078, -122.2306902 37.8713739, -122.2307499 37.8715476, -122.230762 37.871627, -122.230762 37.8718059, -122.2307378 37.871862, -122.2306292 37.8719975, -122.2305179 37.8720918, -122.2304495 37.8721436, -122.2303476 37.8721944, -122.2302349 37.8722283, -122.2298648 37.8723225, -122.2297534 37.8723617, -122.2296783 37.8723924, -122.2295871 37.8724369, -122.2294973 37.8724887, -122.2294289 37.8725194, -122.2293256 37.8725385, -122.2291446 37.8725576, -122.2287007 37.8725883, -122.2285599 37.8726063, -122.2284646 37.8726317, -122.2283815 37.8726729, -122.2283319 37.8727227, -122.2282916 37.8727894, -122.2282527 37.8728783, -122.2282326 37.8730096, -122.2282125 37.8731409, -122.2281803 37.8732605, -122.2281414 37.8733579, -122.2280945 37.873432, -122.2280368 37.8734997, -122.2280167 37.87354, -122.228014 37.8735855, -122.2280449 37.8736575, -122.2280677 37.8737348, -122.2280795 37.8738344, -122.2280864 37.8740121, -122.2281025 37.8740598, -122.2281481 37.8741169, -122.2282753 37.8742028, -122.2283292 37.8742609, -122.2283627 37.8743392, -122.2283721 37.8744006, -122.2283788 37.8745054, -122.2283694 37.8745562, -122.2283439 37.8745965, -122.2282997 37.8746356, -122.228234 37.8746674, -122.2281516 37.8746979, -122.2279993 37.8747542, -122.227955 37.8747807)",,,,,,,,
33947347,33947244,0,5050933,path,False,True,9.648,,"LINESTRING (-122.2332111 37.8696867, -122.2332068 37.8696)",,,,,,,,
33947370,10562148362,0,5050925,track,False,True,201.966,,"LINESTRING (-122.2361921 37.8697606, -122.2361344 37.8697256, -122.2360806 37.869673, -122.2360457 37.8696127, -122.2360283 37.8695566, -122.2360242 37.8694867, -122.2360055 37.8694518, -122.2359639 37.8694295, -122.2359196 37.8694274, -122.2358901 37.8694444, -122.235866 37.869492, -122.2358392 37.8695894, -122.2357775 37.8696889, -122.235697 37.8697292, -122.2355779 37.8697426, -122.235366 37.8697182, -122.235264 37.8697151, -122.2351366 37.8697034, -122.2350642 37.8696854, -122.2349674 37.8696445, -122.2348105 37.8695629, -122.2347462 37.8695174, -122.2346939 37.8694708, -122.2346644 37.8694147, -122.2346485 37.8693287)",,,,,,,,
33947370,33947401,0,5149025,track,False,False,426.2519999999999,Upper Jordan Fire Trail,"LINESTRING (-122.2361921 37.8697606, -122.2362479 37.8696213, -122.2362752 37.8695531, -122.2363128 37.8694927, -122.2363933 37.869426, -122.2364831 37.8693847, -122.2367486 37.8692672, -122.2368117 37.8692101, -122.23686 37.8691455, -122.2368895 37.8690756, -122.2369069 37.8689592, -122.2369324 37.8688363, -122.2369686 37.8687495, -122.2370075 37.8687051, -122.2370571 37.8686775, -122.2371242 37.868668, -122.2372194 37.8686902, -122.2374259 37.8687855, -122.2374661 37.8687982, -122.2375238 37.8688025, -122.2376048 37.8688047, -122.2377572 37.8688088, -122.2378537 37.8688215, -122.2380442 37.8688565, -122.2381756 37.8688713, -122.2383446 37.868866, -122.2384612 37.8688469, -122.2385484 37.8688427, -122.2386141 37.8688649, -122.2386597 37.868903, -122.2387 37.8689486, -122.2387831 37.8691084, -122.2388233 37.8691698, -122.2388689 37.8692101, -122.2390258 37.8692789, -122.2390808 37.8693128, -122.2391345 37.8693625, -122.2391801 37.8694334, -122.2393222 37.8696155, -122.2395301 37.8697913)",,,,,,,,
33947370,11002337303,0,5149025,track,False,True,100.464,Upper Jordan Fire Trail,"LINESTRING (-122.2361921 37.8697606, -122.2361371 37.8698844, -122.2360741 37.8699384, -122.2359963 37.8699691, -122.2358488 37.8699766, -122.2354813 37.8699607, -122.2353338 37.8699935, -122.2352192 37.8700407)",,,,,,,,
33947401,33947406,0,7785392,path,False,False,10.764,,"LINESTRING (-122.2395301 37.8697913, -122.2395413 37.8696949)",,,,,,,,
33947401,33947370,0,5149025,track,False,True,426.252,Upper Jordan Fire Trail,"LINESTRING (-122.2395301 37.8697913, -122.2393222 37.8696155, -122.2391801 37.8694334, -122.2391345 37.8693625, -122.2390808 37.8693128, -122.2390258 37.8692789, -122.2388689 37.8692101, -122.2388233 37.8691698, -122.2387831 37.8691084, -122.2387 37.8689486, -122.2386597 37.868903, -122.2386141 37.8688649, -122.2385484 37.8688427, -122.2384612 37.8688469, -122.2383446 37.868866, -122.2381756 37.8688713, -122.2380442 37.8688565, -122.2378537 37.8688215, -122.2377572 37.8688088, -122.2376048 37.8688047, -122.2375238 37.8688025, -122.2374661 37.8687982, -122.2374259 37.8687855, -122.2372194 37.8686902, -122.2371242 37.868668, -122.2370571 37.8686775, -122.2370075 37.8687051, -122.2369686 37.8687495, -122.2369324 37.8688363, -122.2369069 37.8689592, -122.2368895 37.8690756, -122.23686 37.8691455, -122.2368117 37.8692101, -122.2367486 37.8692672, -122.2364831 37.8693847, -122.2363933 37.869426, -122.2363128 37.8694927, -122.2362752 37.8695531, -122.2362479 37.8696213, -122.2361921 37.8697606)",,,,,,,,
33947401,34351312,0,6318467,track,False,False,100.96500000000003,Upper Jordan Fire Trail,"LINESTRING (-122.2395301 37.8697913, -122.2396132 37.8698103, -122.2396937 37.8698082, -122.2397836 37.8697828, -122.2399324 37.8697024, -122.240029 37.8696695, -122.2401322 37.8696484, -122.2402503 37.8696452, -122.2404125 37.86966, -122.2405104 37.8696727, -122.2406218 37.8696949)",,,,,,,,
33947401,251225753,0,852197202,path,False,False,437.345,Sherwood Forest,"LINESTRING (-122.2395301 37.8697913, -122.2394353 37.8698331, -122.2393428 37.8697783, -122.2391992 37.8697839, -122.2390513 37.8697142, -122.2388929 37.8696762, -122.2385703 37.8696042, -122.2384915 37.8695737, -122.238457 37.869535, -122.238432 37.86936, -122.23834 37.869304, -122.238243 37.869302, -122.23776 37.869445, -122.237714 37.869476, -122.237699 37.869556, -122.237787 37.869692, -122.237844 37.869841, -122.237816 37.870147, -122.237872 37.870381, -122.238022 37.870727, -122.238153 37.870916, -122.238263 37.870955, -122.238321 37.871005, -122.238519 37.87106, -122.2385608 37.871087, -122.2386081 37.8711072, -122.238637 37.871138, -122.2386413 37.8711371, -122.2386533 37.8711138, -122.23866 37.871071, -122.2386922 37.8710794, -122.2386983 37.8711027, -122.2386919 37.8711254, -122.2386983 37.8711663, -122.2387254 37.8712014)",,,,,,,,
33947406,33947401,0,7785392,path,False,True,10.764,,"LINESTRING (-122.2395413 37.8696949, -122.2395301 37.8697913)",,,,,,,,
33947406,33947416,0,7785390,path,False,False,37.229,,"LINESTRING (-122.2395413 37.8696949, -122.2395713 37.8696401, -122.2396223 37.8696074, -122.239685 37.8694912, -122.2396954 37.8693946)",,,,,,,,
33947406,33947423,0,7785392,path,False,False,78.517,,"LINESTRING (-122.2395413 37.8696949, -122.2394476 37.8695748, -122.2393771 37.8693663, -122.2394042 37.8692147, -122.2394592 37.8690234)",,,,,,,,
33947416,33947530,0,"[1136638288, 5050929]",path,False,False,68.354,,"LINESTRING (-122.2396954 37.8693946, -122.2398468 37.8692712, -122.2400856 37.8691723, -122.2403687 37.8691177)",,,,,,,,
33947416,33947423,0,7785390,path,False,False,46.839,,"LINESTRING (-122.2396954 37.8693946, -122.239651 37.8692509, -122.239506 37.8690824, -122.2394592 37.8690234)",,,,,,,,
33947416,33947406,0,7785390,path,False,True,37.229,,"LINESTRING (-122.2396954 37.8693946, -122.239685 37.8694912, -122.2396223 37.8696074, -122.2395713 37.8696401, -122.2395413 37.8696949)",,,,,,,,
33947423,34351343,0,5072898,path,False,False,17.71,,"LINESTRING (-122.2394592 37.8690234, -122.2394892 37.8689446, -122.2395487 37.8688836)",,,,,,,,
33947423,33947416,0,7785390,path,False,True,46.839,,"LINESTRING (-122.2394592 37.8690234, -122.239506 37.8690824, -122.239651 37.8692509, -122.2396954 37.8693946)",,,,,,,,
33947423,33947436,0,7785392,path,False,False,59.154,,"LINESTRING (-122.2394592 37.8690234, -122.2393363 37.8688474, -122.2392553 37.8687246, -122.2392932 37.8686371, -122.2393073 37.8686027, -122.2392979 37.8685392)",,,,,,,,
33947423,33947406,0,7785392,path,False,True,78.517,,"LINESTRING (-122.2394592 37.8690234, -122.2394042 37.8692147, -122.2393771 37.8693663, -122.2394476 37.8695748, -122.2395413 37.8696949)",,,,,,,,
33947436,34351343,0,27780357,path,False,True,44.173,,"LINESTRING (-122.2392979 37.8685392, -122.2395487 37.8688836)",,,,,,,,
33947436,33947423,0,7785392,path,False,True,59.154,,"LINESTRING (-122.2392979 37.8685392, -122.2393073 37.8686027, -122.2392932 37.8686371, -122.2392553 37.8687246, -122.2393363 37.8688474, -122.2394592 37.8690234)",,,,,,,,
33947436,33947459,0,27780353,path,False,False,122.05799999999998,,"LINESTRING (-122.2392979 37.8685392, -122.2391825 37.8684259, -122.2390698 37.8683916, -122.2388962 37.8683145, -122.2388049 37.8682081, -122.2386984 37.8681115, -122.2385482 37.8680204, -122.2384382 37.8679685, -122.2382076 37.8679061)",,,,,,,,
33947459,33947477,0,5050927,path,False,False,155.343,,"LINESTRING (-122.2382076 37.8679061, -122.2379957 37.8678881, -122.2377489 37.8679167, -122.237474 37.8679495, -122.237136 37.8679463, -122.236845 37.8678299, -122.2366137 37.8677716, -122.2364956 37.8677473)",,,,,,,,
33947459,10562148486,0,5050927,path,False,True,16.076999999999998,,"LINESTRING (-122.2382076 37.8679061, -122.2382725 37.8678199, -122.2383162 37.8677921)",,,,,,,,
33947459,33947436,0,27780353,path,False,True,122.05799999999999,,"LINESTRING (-122.2382076 37.8679061, -122.2384382 37.8679685, -122.2385482 37.8680204, -122.2386984 37.8681115, -122.2388049 37.8682081, -122.2388962 37.8683145, -122.2390698 37.8683916, -122.2391825 37.8684259, -122.2392979 37.8685392)",,,,,,,,
33947477,33947459,0,5050927,path,False,True,155.343,,"LINESTRING (-122.2364956 37.8677473, -122.2366137 37.8677716, -122.236845 37.8678299, -122.237136 37.8679463, -122.237474 37.8679495, -122.2377489 37.8679167, -122.2379957 37.8678881, -122.2382076 37.8679061)",,,,,,,,
33947477,10562148367,0,5149042,track,False,False,82.963,East West Trail,"LINESTRING (-122.2364956 37.8677473, -122.2363481 37.8678203, -122.2362033 37.8679103, -122.2361094 37.8680374, -122.2359482 37.8683267)",,,,,,,,
33947530,34351371,0,1136638289,path,False,True,24.179,,"LINESTRING (-122.2403687 37.8691177, -122.2406169 37.869212)",,,,,,,,
33947530,33947416,0,"[1136638288, 5050929]",path,False,True,68.354,,"LINESTRING (-122.2403687 37.8691177, -122.2400856 37.8691723, -122.2398468 37.8692712, -122.2396954 37.8693946)",,,,,,,,
33947530,34351343,0,"[1136638289, 27780357]",path,False,False,79.511,,"LINESTRING (-122.2403687 37.8691177, -122.2400891 37.8689906, -122.2397997 37.8690034, -122.2395487 37.8688836)",,,,,,,,
34351251,34351399,0,7989173,path,False,False,18.533,,"LINESTRING (-122.2324636 37.8703985, -122.2325485 37.8702459)",,,,,,,,
34351251,11002337303,0,5149025,track,False,False,332.37100000000004,Upper Jordan Fire Trail,"LINESTRING (-122.2324636 37.8703985, -122.2325709 37.87039, -122.2326931 37.8704223, -122.232732 37.87049, -122.2327441 37.8705715, -122.2327414 37.8706499, -122.2327414 37.8707102, -122.2327656 37.8707631, -122.2327937 37.8707981, -122.2328554 37.8708341, -122.2329305 37.8708447, -122.2330177 37.8708394, -122.2330834 37.8708203, -122.2331303 37.8707896, -122.2331639 37.8707441, -122.2332135 37.8706192, -122.233243 37.8705736, -122.2333181 37.8705006, -122.2333597 37.8704794, -122.2335085 37.870454, -122.2335582 37.8704339, -122.2336815 37.8703545, -122.2338237 37.8703196, -122.2339135 37.8703111, -122.2339954 37.8703206, -122.2341429 37.8703503, -122.2342193 37.8703556, -122.2342904 37.8703439, -122.2343548 37.87031, -122.234391 37.8702624, -122.2344111 37.870202, -122.2344272 37.8701279, -122.2344674 37.8700507, -122.2345264 37.8700115, -122.2345868 37.8699988, -122.2346833 37.870003, -122.2347772 37.8700168, -122.2349972 37.8700729, -122.2350656 37.8700803, -122.2351018 37.8700803, -122.2351903 37.8700528, -122.2352192 37.8700407)",,,,,,,,
34351251,33947297,0,5149025,track,False,True,135.42700000000002,Upper Jordan Fire Trail,"LINESTRING (-122.2324636 37.8703985, -122.2323002 37.870526, -122.2322211 37.8705768, -122.232154 37.8706086, -122.2319354 37.8706679, -122.2318415 37.870689, -122.2317463 37.8706901, -122.2316538 37.8706774, -122.2314499 37.8706276, -122.23134 37.8706192, -122.2312112 37.8706414, -122.2310635 37.8706885)",,,,,,,,
34351312,10562148435,0,5072896,path,False,True,49.932,,"LINESTRING (-122.2406218 37.8696949, -122.2408935 37.8695226, -122.2409802 37.8693627)",,,,,,,,
34351312,775883908,0,6318467,track,False,False,224.115,Upper Jordan Fire Trail,"LINESTRING (-122.2406218 37.8696949, -122.241113 37.8698551, -122.241464 37.8699808, -122.2417362 37.8700792, -122.2418314 37.8700994, -122.2419307 37.8701121, -122.2420583 37.8701075, -122.2421976 37.8700782, -122.2424617 37.8699723, -122.2426299 37.8699206, -122.2429941 37.8698124)",,,,,,,,
34351312,33947401,0,6318467,track,False,True,100.965,Upper Jordan Fire Trail,"LINESTRING (-122.2406218 37.8696949, -122.2405104 37.8696727, -122.2404125 37.86966, -122.2402503 37.8696452, -122.2401322 37.8696484, -122.240029 37.8696695, -122.2399324 37.8697024, -122.2397836 37.8697828, -122.2396937 37.8698082, -122.2396132 37.8698103, -122.2395301 37.8697913)",,,,,,,,
34351336,34351354,0,5072897,track,False,True,10.607,,"LINESTRING (-122.2431026 37.8697802, -122.2430972 37.8696849)",,,,,,,,
34351336,775883908,0,6318467,track,False,True,10.175,Upper Jordan Fire Trail,"LINESTRING (-122.2431026 37.8697802, -122.2429941 37.8698124)",,,,,,,,
34351336,52978764,0,6318467,track,False,False,172.46900000000002,Upper Jordan Fire Trail,"LINESTRING (-122.2431026 37.8697802, -122.2432159 37.8697352, -122.243365 37.8697188, -122.2435203 37.8697003, -122.2438449 37.8696817, -122.243983 37.8696745, -122.2441869 37.8696462, -122.2446022 37.8696177, -122.2449814 37.8696063, -122.2450445 37.8696085)",,,,,,,,
34351343,33947436,0,27780357,path,False,False,44.173,,"LINESTRING (-122.2395487 37.8688836, -122.2392979 37.8685392)",,,,,,,,
34351343,33947423,0,5072898,path,False,True,17.71,,"LINESTRING (-122.2395487 37.8688836, -122.2394892 37.8689446, -122.2394592 37.8690234)",,,,,,,,
34351343,33947530,0,"[1136638289, 27780357]",path,False,True,79.511,,"LINESTRING (-122.2395487 37.8688836, -122.2397997 37.8690034, -122.2400891 37.8689906, -122.2403687 37.8691177)",,,,,,,,
34351354,34351336,0,5072897,track,False,False,10.607,,"LINESTRING (-122.2430972 37.8696849, -122.2431026 37.8697802)",,,,,,,,
34351354,11377213850,0,7785579,path,False,True,6.206,,"LINESTRING (-122.2430972 37.8696849, -122.2430276 37.8696947)",,,,,,,,
34351371,10562148435,0,5072895,path,False,True,36.025,,"LINESTRING (-122.2406169 37.869212, -122.2409802 37.8693627)",,,,,,,,
34351371,33947530,0,1136638289,path,False,False,24.179,,"LINESTRING (-122.2406169 37.869212, -122.2403687 37.8691177)",,,,,,,,
34351399,34351251,0,7989173,path,False,True,18.533,,"LINESTRING (-122.2325485 37.8702459, -122.2324636 37.8703985)",,,,,,,,
35706118,7949089638,0,5149035,path,False,False,21.282,,"LINESTRING (-122.2289137 37.8719389, -122.229143 37.8718767)",,,,,,,,
35706118,35706170,0,5149042,track,False,False,300.471,East West Trail,"LINESTRING (-122.2289137 37.8719389, -122.2287876 37.8719776, -122.2286481 37.8719861, -122.2285113 37.871967, -122.2282431 37.8718929, -122.2281401 37.8718706, -122.2280017 37.87184, -122.2279051 37.8718442, -122.2278193 37.8718738, -122.2277495 37.8719352, -122.2275567 37.8722143, -122.227433 37.8723058, -122.2273162 37.8723691, -122.2272022 37.8724497, -122.2271332 37.8725326, -122.2269621 37.8728571, -122.2268939 37.8730574, -122.2268652 37.8732319, -122.2268625 37.8734339)",,,,,,,,
35706170,35706185,0,5149030,track,False,False,51.059999999999995,,"LINESTRING (-122.2268625 37.8734339, -122.226841 37.8735345, -122.2268598 37.8736234, -122.2268752 37.8737014, -122.2268913 37.8737777, -122.2268692 37.8738447, -122.2268299 37.8738723)",,,,,,,,
35706170,92004175,0,5149039,track,False,False,304.09499999999997,,"LINESTRING (-122.2268625 37.8734339, -122.2266487 37.873435, -122.2264972 37.8734086, -122.2262249 37.873372, -122.2260773 37.8734249, -122.225903 37.8735181, -122.2257716 37.8735562, -122.2256214 37.8735562, -122.2254443 37.8734418, -122.2252432 37.8733, -122.2251288 37.8732585, -122.2250447 37.873228, -122.2248609 37.8731141, -122.2247075 37.8729889, -122.2244818 37.8728672, -122.2244219 37.8727738, -122.2240825 37.8724032)",,,,,,,,
35706170,35706118,0,5149042,track,False,True,300.471,East West Trail,"LINESTRING (-122.2268625 37.8734339, -122.2268652 37.8732319, -122.2268939 37.8730574, -122.2269621 37.8728571, -122.2271332 37.8725326, -122.2272022 37.8724497, -122.2273162 37.8723691, -122.227433 37.8723058, -122.2275567 37.8722143, -122.2277495 37.8719352, -122.2278193 37.8718738, -122.2279051 37.8718442, -122.2280017 37.87184, -122.2281401 37.8718706, -122.2282431 37.8718929, -122.2285113 37.871967, -122.2286481 37.8719861, -122.2287876 37.8719776, -122.2289137 37.8719389)",,,,,,,,
35706170,35706545,0,5149043,track,False,False,211.852,,"LINESTRING (-122.2268625 37.8734339, -122.2269369 37.8734347, -122.2270361 37.8735215, -122.2272264 37.87371, -122.2272909 37.8738429, -122.227307 37.8739805, -122.2273258 37.8740335, -122.2273928 37.8740822, -122.2276074 37.8741457, -122.227822 37.8742409, -122.2279695 37.8743193, -122.228066 37.8743976, -122.2281146 37.8744742, -122.2281414 37.8745208, -122.2281307 37.8745801, -122.2279965 37.8746732, -122.2279536 37.8747198, -122.227955 37.8747807)",,,,,,,,
35706185,5342164953,0,"[5149052, 5149030]",track,False,False,402.613,,"LINESTRING (-122.2268299 37.8738723, -122.2266982 37.8739851, -122.2266177 37.8740465, -122.2265185 37.874091, -122.2264702 37.8741482, -122.2264084 37.8742918, -122.226395 37.8743595, -122.2263602 37.8744421, -122.226269 37.8745479, -122.226159 37.8747173, -122.2260571 37.8747914, -122.2258344 37.8748528, -122.225685 37.8749108, -122.2254268 37.8750603, -122.2253087 37.8751154, -122.2251505 37.8751344, -122.2249037 37.8751704, -122.2248087 37.8752161, -122.2247067 37.8753643, -122.2244922 37.8754447, -122.2244278 37.8755146, -122.2243044 37.875648, -122.2240074 37.8758417, -122.2238283 37.8760006, -122.2237155 37.8761443, -122.2237089 37.876245)",,,,,,,,
35706185,35706170,0,5149030,track,False,True,51.06,,"LINESTRING (-122.2268299 37.8738723, -122.2268692 37.8738447, -122.2268913 37.8737777, -122.2268752 37.8737014, -122.2268598 37.8736234, -122.226841 37.8735345, -122.2268625 37.8734339)",,,,,,,,
35706185,35706271,0,5149047,path,False,False,517.9879999999998,Side Hill Trail,"LINESTRING (-122.2268299 37.8738723, -122.2267304 37.8738539, -122.2266016 37.8738602, -122.2265346 37.8738962, -122.2264943 37.8739386, -122.2262556 37.8740825, -122.2261698 37.8741672, -122.2259793 37.8742667, -122.2258184 37.8743112, -122.2256548 37.8743853, -122.2254751 37.8744869, -122.2253544 37.8745504, -122.2252203 37.8745674, -122.2251237 37.8745441, -122.225016 37.8745413, -122.2247004 37.8745775, -122.2243647 37.8746309, -122.2241876 37.8746394, -122.2240884 37.8746648, -122.2239942 37.8747252, -122.2238624 37.8748774, -122.2238282 37.8749739, -122.2237933 37.8750374, -122.2237424 37.8750776, -122.2236941 37.8750861, -122.2236405 37.8750734, -122.22352 37.875043, -122.2233749 37.8750395, -122.2231389 37.875103, -122.2228591 37.8754235, -122.2227989 37.8754805, -122.2227258 37.8754905, -122.2226668 37.8754884, -122.2226212 37.8754926, -122.2225729 37.8755265, -122.222412 37.8755836, -122.2222379 37.8756449, -122.2221159 37.8756417, -122.2219269 37.8757207, -122.2218906 37.8757359)",,,,,,,,
35706271,5342145426,0,"[5149045, 5149047]",path,False,False,40.751,Side Hill Trail,"LINESTRING (-122.2218906 37.8757359, -122.2217886 37.8757528, -122.2216425 37.8757507, -122.2215387 37.875772, -122.2214354 37.8757931)",,,,,,,,
35706271,35706185,0,5149047,path,False,True,517.9879999999999,Side Hill Trail,"LINESTRING (-122.2218906 37.8757359, -122.2219269 37.8757207, -122.2221159 37.8756417, -122.2222379 37.8756449, -122.222412 37.8755836, -122.2225729 37.8755265, -122.2226212 37.8754926, -122.2226668 37.8754884, -122.2227258 37.8754905, -122.2227989 37.8754805, -122.2228591 37.8754235, -122.2231389 37.875103, -122.2233749 37.8750395, -122.22352 37.875043, -122.2236405 37.8750734, -122.2236941 37.8750861, -122.2237424 37.8750776, -122.2237933 37.8750374, -122.2238282 37.8749739, -122.2238624 37.8748774, -122.2239942 37.8747252, -122.2240884 37.8746648, -122.2241876 37.8746394, -122.2243647 37.8746309, -122.2247004 37.8745775, -122.225016 37.8745413, -122.2251237 37.8745441, -122.2252203 37.8745674, -122.2253544 37.8745504, -122.2254751 37.8744869, -122.2256548 37.8743853, -122.2258184 37.8743112, -122.2259793 37.8742667, -122.2261698 37.8741672, -122.2262556 37.8740825, -122.2264943 37.8739386, -122.2265346 37.8738962, -122.2266016 37.8738602, -122.2267304 37.8738539, -122.2268299 37.8738723)",,,,,,,,
35706271,5342164953,0,852196230,path,False,True,185.38200000000003,Upper Side Hill entrance,"LINESTRING (-122.2218906 37.8757359, -122.221953 37.875795, -122.2220253 37.8757998, -122.2220609 37.8757791, -122.2220966 37.8757585, -122.2222674 37.8758273, -122.2224845 37.8758575, -122.2226728 37.8759406, -122.2228342 37.8761354, -122.2232437 37.8760729, -122.2235806 37.8761979, -122.2237089 37.876245)",,,,,,,,
35706305,35706309,0,5149023,track,False,False,69.997,,"LINESTRING (-122.2224067 37.8769175, -122.2225541 37.8770377, -122.2227338 37.8771436, -122.2229001 37.8772283, -122.2230503 37.8772791)",,,,,,,,
35706305,35706337,0,7786418,track,False,False,110.11399999999999,,"LINESTRING (-122.2224067 37.8769175, -122.2226419 37.8769582, -122.2228178 37.8769642, -122.2230434 37.8769362, -122.2232943 37.8769215, -122.2235103 37.8769057, -122.2236499 37.8769204)",,,,,,,,
35706305,5342145424,0,7786418,track,False,True,156.022,,"LINESTRING (-122.2224067 37.8769175, -122.2221264 37.8767854, -122.2217874 37.8766279, -122.2213416 37.8764197, -122.221132 37.8763249, -122.2209866 37.8762448, -122.2208876 37.87619)",,,,,,,,
35706309,35706339,0,5149023,track,False,False,37.206,,"LINESTRING (-122.2230503 37.8772791, -122.2232515 37.8773172, -122.2234661 37.8773426)",,,,,,,,
35706309,35706305,0,5149023,track,False,True,69.997,,"LINESTRING (-122.2230503 37.8772791, -122.2229001 37.8772283, -122.2227338 37.8771436, -122.2225541 37.8770377, -122.2224067 37.8769175)",,,,,,,,
35706309,35706316,0,5149041,track,False,False,82.22,,"LINESTRING (-122.2230503 37.8772791, -122.2229994 37.8774654, -122.2229403 37.8775607, -122.2229072 37.8776116, -122.2228411 37.8776708, -122.2227365 37.8777343, -122.2226668 37.8778338, -122.2226336 37.8779186)",,,,,,,,
35706316,35706370,0,5149028,track,False,True,17.817,,"LINESTRING (-122.2226336 37.8779186, -122.2227577 37.8780454)",,,,,,,,
35706316,35706309,0,5149041,track,False,True,82.22,,"LINESTRING (-122.2226336 37.8779186, -122.2226668 37.8778338, -122.2227365 37.8777343, -122.2228411 37.8776708, -122.2229072 37.8776116, -122.2229403 37.8775607, -122.2229994 37.8774654, -122.2230503 37.8772791)",,,,,,,,
35706316,5342145424,0,"[7989184, 5149044]","['path', 'track']",False,False,298.92100000000005,,"LINESTRING (-122.2226336 37.8779186, -122.22253 37.8778634, -122.2224227 37.8778338, -122.2222671 37.8778147, -122.2221679 37.8777809, -122.222093 37.877713, -122.2218688 37.8775462, -122.2216553 37.8774114, -122.2214417 37.8773179, -122.2213723 37.8772592, -122.2212562 37.8771217, -122.2211384 37.8770295, -122.2210279 37.8769429, -122.2208931 37.8769295, -122.220781 37.8768775, -122.2206782 37.8768107, -122.2206062 37.876772, -122.2205741 37.8766706, -122.2205915 37.8765678, -122.2206561 37.8763986, -122.2207137 37.876333, -122.2207915 37.8762906, -122.2208876 37.87619)",,,,,,,,
35706337,35706339,0,5149052,track,False,False,49.643,,"LINESTRING (-122.2236499 37.8769204, -122.2235668 37.8771046, -122.2234661 37.8773426)",,,,,,,,
35706337,5342164953,0,5149052,track,False,True,77.023,,"LINESTRING (-122.2236499 37.8769204, -122.2237116 37.8767785, -122.2237626 37.8766113, -122.2237572 37.8764102, -122.2237089 37.876245)",,,,,,,,
35706337,35706305,0,7786418,track,False,True,110.114,,"LINESTRING (-122.2236499 37.8769204, -122.2235103 37.8769057, -122.2232943 37.8769215, -122.2230434 37.8769362, -122.2228178 37.8769642, -122.2226419 37.8769582, -122.2224067 37.8769175)",,,,,,,,
35706339,9544055548,0,5149023,track,False,False,45.136,,"LINESTRING (-122.2234661 37.8773426, -122.223568 37.877349, -122.2238876 37.8773507, -122.2239792 37.8773604)",,,,,,,,
35706339,35706309,0,5149023,track,False,True,37.206,,"LINESTRING (-122.2234661 37.8773426, -122.2232515 37.8773172, -122.2230503 37.8772791)",,,,,,,,
35706339,35706354,0,5149052,track,False,False,187.363,,"LINESTRING (-122.2234661 37.8773426, -122.2234184 37.8775849, -122.2234446 37.8776856, -122.2235065 37.8777678, -122.2236654 37.8778732, -122.2239069 37.877988, -122.2241245 37.8781068, -122.2243047 37.8782256, -122.2245094 37.878361, -122.224614 37.8785155, -122.2246275 37.8785896)",,,,,,,,
35706339,35706337,0,5149052,track,False,True,49.643,,"LINESTRING (-122.2234661 37.8773426, -122.2235668 37.8771046, -122.2236499 37.8769204)",,,,,,,,
35706354,35706357,0,5149028,track,False,False,54.205,,"LINESTRING (-122.2246275 37.8785896, -122.2245543 37.8786086, -122.2243247 37.8785373, -122.2240365 37.8784922)",,,,,,,,
35706354,35706339,0,5149052,track,False,True,187.36300000000003,,"LINESTRING (-122.2246275 37.8785896, -122.224614 37.8785155, -122.2245094 37.878361, -122.2243047 37.8782256, -122.2241245 37.8781068, -122.2239069 37.877988, -122.2236654 37.8778732, -122.2235065 37.8777678, -122.2234446 37.8776856, -122.2234184 37.8775849, -122.2234661 37.8773426)",,,,,,,,
