u,v,key,osmid,highway,oneway,reversed,length,geometry,name
4138951630,8998037773,0,412476334,service,False,False,26.049,"LINESTRING (116.4235622 39.9777655, 116.4238679 39.9777634)",
4138951630,4138951620,0,412476334,service,False,True,15.982,"LINESTRING (116.4235622 39.9777655, 116.4235728 39.977622)",
4138951630,4138951623,0,972201452,service,False,True,80.48,"LINESTRING (116.4235622 39.9777655, 116.422618 39.977747)",
6236477526,8998037731,0,412476329,service,False,False,38.085,"LINESTRING (116.4211997 39.9813555, 116.4211886 39.9810131)",
6236477526,8998068980,0,412476329,service,False,True,55.033,"LINESTRING (116.4211997 39.9813555, 116.4211935 39.9818504)",
6236477526,8998068990,0,972244040,service,False,False,17.203,"LINESTRING (116.4211997 39.9813555, 116.4214016 39.9813566)",惠中大道
6236477527,8998068983,0,972244040,service,False,False,72.001,"LINESTRING (116.4219984 39.98136, 116.4228433 39.9813722)",惠中大道
6236477527,8998068990,0,972244040,service,False,True,50.851,"LINESTRING (116.4219984 39.98136, 116.4214016 39.9813566)",惠中大道
6236477527,8998037718,0,972201439,service,False,False,55.807,"LINESTRING (116.4219984 39.98136, 116.4219877 39.9817137, 116.421981 39.9818617)",
6236477528,8998037758,0,972244040,service,False,False,135.03,"LINESTRING (116.4231005 39.9813782, 116.4231256 39.980164)",惠中大道
6236477528,8998068983,0,972244040,service,False,True,21.925,"LINESTRING (116.4231005 39.9813782, 116.4228433 39.9813722)",惠中大道
6236477528,8998037718,0,972205884,service,False,True,143.278,"LINESTRING (116.4231005 39.9813782, 116.4230821 39.9817733, 116.4230579 39.9818329, 116.4230016 39.9818555, 116.421981 39.9818617)",
8997982383,8998426155,0,666131237,unclassified,False,True,54.85,"LINESTRING (116.4237861 39.979158, 116.4231424 39.9791625)",惠中大道
8997982383,8998426152,0,972244039,unclassified,False,False,58.659,"LINESTRING (116.4237861 39.979158, 116.4244745 39.9791631)",惠中大道
8997982383,8998037754,0,412476334,service,False,False,45.505,"LINESTRING (116.4237861 39.979158, 116.4237513 39.979233, 116.4236386 39.9793923, 116.423593 39.9794426, 116.4235729 39.9794837, 116.4235732 39.979527)",
8997982383,4138951629,0,412476334,service,False,True,89.124,"LINESTRING (116.4237861 39.979158, 116.4237897 39.9791061, 116.4237995 39.9784376, 116.4238085 39.9783569)",
8997982401,8997982413,0,972201436,service,False,True,46.745,"LINESTRING (116.4191739 39.9801045, 116.4186256 39.9800901)",
8997982401,8997982408,0,972201437,service,False,False,17.936,"LINESTRING (116.4191739 39.9801045, 116.4191727 39.9802658)",
8997982401,8997982405,0,972201437,service,False,True,101.06899999999999,"LINESTRING (116.4191739 39.9801045, 116.4191768 39.9797088, 116.4191513 39.9796698, 116.419099 39.979643, 116.4185495 39.9796265)",
8997982405,8997982401,0,972201437,service,False,False,101.06899999999999,"LINESTRING (116.4185495 39.9796265, 116.419099 39.979643, 116.4191513 39.9796698, 116.4191768 39.9797088, 116.4191739 39.9801045)",
8997982405,8997982413,0,972201438,service,False,False,54.082,"LINESTRING (116.4185495 39.9796265, 116.418537 39.9799698, 116.4185438 39.9800099, 116.4185639 39.9800387, 116.4186256 39.9800901)",
8997982405,8997982416,0,972201438,service,False,True,54.718,"LINESTRING (116.4185495 39.9796265, 116.4185654 39.9791865, 116.4185671 39.9791346)",
8997982406,8997982407,0,972201438,service,False,True,59.429,"LINESTRING (116.419976 39.9803131, 116.4192787 39.9803007)",
8997982406,8998037729,0,972201440,service,False,False,73.533,"LINESTRING (116.419976 39.9803131, 116.4199424 39.9809739)",
8997982406,8998037728,0,972201440,service,False,True,130.029,"LINESTRING (116.419976 39.9803131, 116.4200385 39.9791447)",
8997982407,8998068977,0,972201434,service,False,False,71.106,"LINESTRING (116.4192787 39.9803007, 116.4192352 39.9809393)",
8997982407,8997982406,0,972201438,service,False,False,59.429,"LINESTRING (116.4192787 39.9803007, 116.419976 39.9803131)",
8997982407,8997982408,0,972201438,service,False,True,9.83,"LINESTRING (116.4192787 39.9803007, 116.4191727 39.9802658)",
8997982408,8997982401,0,972201437,service,False,True,17.936,"LINESTRING (116.4191727 39.9802658, 116.4191739 39.9801045)",
8997982408,8997982407,0,972201438,service,False,False,9.83,"LINESTRING (116.4191727 39.9802658, 116.4192787 39.9803007)",
8997982408,8997982413,0,972201438,service,False,True,55.635999999999996,"LINESTRING (116.4191727 39.9802658, 116.4191003 39.9802535, 116.4187422 39.9802288, 116.4187188 39.9802185, 116.4186993 39.9802, 116.4186256 39.9800901)",
8997982413,8997982401,0,972201436,service,False,False,46.745,"LINESTRING (116.4186256 39.9800901, 116.4191739 39.9801045)",
8997982413,8997982408,0,972201438,service,False,False,55.63600000000001,"LINESTRING (116.4186256 39.9800901, 116.4186993 39.9802, 116.4187188 39.9802185, 116.4187422 39.9802288, 116.4191003 39.9802535, 116.4191727 39.9802658)",
8997982413,8997982405,0,972201438,service,False,True,54.082,"LINESTRING (116.4186256 39.9800901, 116.4185639 39.9800387, 116.4185438 39.9800099, 116.418537 39.9799698, 116.4185495 39.9796265)",
8997982416,8998037738,0,666131237,unclassified,False,False,112.051,"LINESTRING (116.4185671 39.9791346, 116.4198821 39.9791437)",惠中大道
8997982416,8997982405,0,972201438,service,False,False,54.718,"LINESTRING (116.4185671 39.9791346, 116.4185654 39.9791865, 116.4185495 39.9796265)",
8998037718,8998068980,0,972205885,service,False,True,67.109,"LINESTRING (116.421981 39.9818617, 116.4211935 39.9818504)",
8998037718,6236477527,0,972201439,service,False,True,55.807,"LINESTRING (116.421981 39.9818617, 116.4219877 39.9817137, 116.4219984 39.98136)",
8998037718,6236477528,0,972205884,service,False,False,143.27800000000002,"LINESTRING (116.421981 39.9818617, 116.4230016 39.9818555, 116.4230579 39.9818329, 116.4230821 39.9817733, 116.4231005 39.9813782)",
8998037725,8998426155,0,666131237,unclassified,False,False,160.115,"LINESTRING (116.4212635 39.9791395, 116.4231424 39.9791625)",惠中大道
8998037725,8998037728,0,666131237,unclassified,False,True,104.379,"LINESTRING (116.4212635 39.9791395, 116.4200385 39.9791447)",惠中大道
8998037725,8998037736,0,"[412476329, 412476331]",service,False,"[False, True]",43.882,"LINESTRING (116.4212635 39.9791395, 116.4213058 39.9791266, 116.42135 39.979102, 116.4213648 39.9790655, 116.4213721 39.9790213, 116.4213687 39.9787862)",
8998037725,8998037731,0,412476329,service,False,True,209.656,"LINESTRING (116.4212635 39.9791395, 116.4212367 39.9791621, 116.4212152 39.979196, 116.4212112 39.9792782, 116.4211886 39.9810131)",
8998037728,8998037725,0,666131237,unclassified,False,False,104.379,"LINESTRING (116.4200385 39.9791447, 116.4212635 39.9791395)",惠中大道
8998037728,8998037738,0,666131237,unclassified,False,True,13.327,"LINESTRING (116.4200385 39.9791447, 116.4198821 39.9791437)",惠中大道
8998037728,8997982406,0,972201440,service,False,False,130.029,"LINESTRING (116.4200385 39.9791447, 116.419976 39.9803131)",
8998037729,8997982406,0,972201440,service,False,True,73.533,"LINESTRING (116.4199424 39.9809739, 116.419976 39.9803131)",
8998037729,8998037731,0,972201441,service,False,False,106.271,"LINESTRING (116.4199424 39.9809739, 116.4211886 39.9810131)",
8998037729,8998037733,0,972201441,service,False,True,60.855000000000004,"LINESTRING (116.4199424 39.9809739, 116.4192733 39.9809697, 116.4192344 39.9809872)",
8998037731,6236477526,0,412476329,service,False,True,38.085,"LINESTRING (116.4211886 39.9810131, 116.4211997 39.9813555)",
8998037731,8998037729,0,972201441,service,False,True,106.271,"LINESTRING (116.4211886 39.9810131, 116.4199424 39.9809739)",
8998037731,8998037725,0,412476329,service,False,False,209.65599999999998,"LINESTRING (116.4211886 39.9810131, 116.4212112 39.9792782, 116.4212152 39.979196, 116.4212367 39.9791621, 116.4212635 39.9791395)",
8998037733,8998068977,0,972201434,service,False,True,5.327,"LINESTRING (116.4192344 39.9809872, 116.4192352 39.9809393)",
8998037733,8998037729,0,972201441,service,False,False,60.855000000000004,"LINESTRING (116.4192344 39.9809872, 116.4192733 39.9809697, 116.4199424 39.9809739)",
8998037733,8998037735,0,972201441,service,False,True,54.783,"LINESTRING (116.4192344 39.9809872, 116.4192143 39.981019, 116.4192063 39.9814763)",
8998037735,8998037733,0,972201441,service,False,False,54.783,"LINESTRING (116.4192063 39.9814763, 116.4192143 39.981019, 116.4192344 39.9809872)",
8998037736,4138951626,0,412476331,service,False,True,49.345,"LINESTRING (116.4213687 39.9787862, 116.4213792 39.9783425)",
8998037736,8998037737,0,972201442,service,False,True,125.359,"LINESTRING (116.4213687 39.9787862, 116.4198977 39.9787663)",
8998037736,8998037725,0,"[412476329, 412476331]",service,False,"[False, True]",43.882,"LINESTRING (116.4213687 39.9787862, 116.4213721 39.9790213, 116.4213648 39.9790655, 116.42135 39.979102, 116.4213058 39.9791266, 116.4212635 39.9791395)",
8998037737,8998037738,0,412476332,service,False,False,41.986,"LINESTRING (116.4198977 39.9787663, 116.4198821 39.9791437)",
8998037737,4138951628,0,412476332,service,False,True,49.646,"LINESTRING (116.4198977 39.9787663, 116.4199085 39.9783199)",
8998037737,8998037736,0,972201442,service,False,False,125.359,"LINESTRING (116.4198977 39.9787663, 116.4213687 39.9787862)",
8998037738,8998037737,0,412476332,service,False,True,41.986,"LINESTRING (116.4198821 39.9791437, 116.4198977 39.9787663)",
8998037738,8998037728,0,666131237,unclassified,False,False,13.327,"LINESTRING (116.4198821 39.9791437, 116.4200385 39.9791447)",惠中大道
8998037738,8997982416,0,666131237,unclassified,False,True,112.051,"LINESTRING (116.4198821 39.9791437, 116.4185671 39.9791346)",惠中大道
8998037739,4138951626,0,972201444,service,False,False,64.393,"LINESTRING (116.4213816 39.9777634, 116.4213792 39.9783425)",
8998037739,4138951624,0,972201453,service,False,False,85.375,"LINESTRING (116.4213816 39.9777634, 116.4223835 39.9777719)",
8998037739,8998037782,0,972201453,service,False,True,49.39,"LINESTRING (116.4213816 39.9777634, 116.420802 39.9777585)",
8998037748,8998037773,0,972201446,service,False,False,84.78,"LINESTRING (116.4238787 39.977001, 116.4238679 39.9777634)",
8998037748,8998037749,0,972201447,service,False,False,52.395,"LINESTRING (116.4238787 39.977001, 116.4244936 39.9770029)",
8998037748,8998037750,0,972201447,service,False,True,24.064,"LINESTRING (116.4238787 39.977001, 116.4235965 39.9769927)",
8998037749,8998037748,0,972201447,service,False,True,52.395,"LINESTRING (116.4244936 39.9770029, 116.4238787 39.977001)",
8998037749,8998037751,0,972201450,service,False,False,140.801,"LINESTRING (116.4244936 39.9770029, 116.4244983 39.977636, 116.4244896 39.9782691)",
8998037749,8998037770,0,972201450,service,False,True,197.936,"LINESTRING (116.4244936 39.9770029, 116.4244929 39.9769002, 116.4244768 39.9762548, 116.4244607 39.9762137, 116.4244232 39.976189, 116.4243346 39.9761849, 116.4231824 39.9761726)",
8998037750,4138951620,0,412476330,service,False,False,70.004,"LINESTRING (116.4235965 39.9769927, 116.4235728 39.977622)",
8998037750,8998037748,0,972201447,service,False,False,24.064,"LINESTRING (116.4235965 39.9769927, 116.4238787 39.977001)",
8998037750,4138951618,0,412476330,service,False,True,45.182,"LINESTRING (116.4235965 39.9769927, 116.4235702 39.9769125, 116.4235058 39.9768755, 116.4234226 39.9768564, 116.4231683 39.9768421)",
8998037751,8998037752,0,972201448,service,False,True,53.453,"LINESTRING (116.4244896 39.9782691, 116.4238626 39.9782536)",
8998037751,8998426152,0,972201450,service,False,False,99.417,"LINESTRING (116.4244896 39.9782691, 116.4244745 39.9791631)",
8998037751,8998037749,0,972201450,service,False,True,140.801,"LINESTRING (116.4244896 39.9782691, 116.4244983 39.977636, 116.4244936 39.9770029)",
8998037752,8998037773,0,412476334,service,False,True,54.51,"LINESTRING (116.4238626 39.9782536, 116.4238679 39.9777634)",
8998037752,8998037751,0,972201448,service,False,False,53.453,"LINESTRING (116.4238626 39.9782536, 116.4244896 39.9782691)",
8998037752,4138951629,0,412476334,service,False,False,12.483,"LINESTRING (116.4238626 39.9782536, 116.4238438 39.9783091, 116.4238085 39.9783569)",
8998037753,8998037754,0,972201449,service,False,True,76.515,"LINESTRING (116.4244712 39.9795271, 116.4235732 39.979527)",
8998037753,8998037759,0,972201450,service,False,False,146.54,"LINESTRING (116.4244712 39.9795271, 116.4244567 39.9801435, 116.4244393 39.980164, 116.424403 39.9801723, 116.4235575 39.9801702)",
8998037753,8998426152,0,972201450,service,False,True,40.477000000000004,"LINESTRING (116.4244712 39.9795271, 116.4244741 39.9794015, 116.4244745 39.9791631)",
8998037754,8998037759,0,412476334,service,False,False,71.533,"LINESTRING (116.4235732 39.979527, 116.4235575 39.9801702)",
8998037754,8998037753,0,972201449,service,False,False,76.515,"LINESTRING (116.4235732 39.979527, 116.4244712 39.9795271)",
8998037754,8997982383,0,412476334,service,False,True,45.504999999999995,"LINESTRING (116.4235732 39.979527, 116.4235729 39.9794837, 116.423593 39.9794426, 116.4236386 39.9793923, 116.4237513 39.979233, 116.4237861 39.979158)",
8998037755,8998037759,0,412476334,service,False,True,110.005,"LINESTRING (116.4243454 39.9805772, 116.4236104 39.980571, 116.4235541 39.9805463, 116.4235487 39.9804997, 116.4235575 39.9801702)",
8998037758,8998037759,0,972201450,service,False,True,36.807,"LINESTRING (116.4231256 39.980164, 116.4235575 39.9801702)",
8998037758,8998426155,0,972244040,service,False,False,111.371,"LINESTRING (116.4231256 39.980164, 116.4231424 39.9791625)",惠中大道
8998037758,6236477528,0,972244040,service,False,True,135.03,"LINESTRING (116.4231256 39.980164, 116.4231005 39.9813782)",惠中大道
8998037759,8998037754,0,412476334,service,False,True,71.533,"LINESTRING (116.4235575 39.9801702, 116.4235732 39.979527)",
8998037759,8998037758,0,972201450,service,False,False,36.807,"LINESTRING (116.4235575 39.9801702, 116.4231256 39.980164)",
8998037759,8998037755,0,412476334,service,False,False,110.005,"LINESTRING (116.4235575 39.9801702, 116.4235487 39.9804997, 116.4235541 39.9805463, 116.4236104 39.980571, 116.4243454 39.9805772)",
8998037759,8998037753,0,972201450,service,False,True,146.54,"LINESTRING (116.4235575 39.9801702, 116.424403 39.9801723, 116.4244393 39.980164, 116.4244567 39.9801435, 116.4244712 39.9795271)",
8998037770,4138951618,0,412476330,service,False,False,74.455,"LINESTRING (116.4231824 39.9761726, 116.4231683 39.9768421)",
8998037770,8998037749,0,972201450,service,False,False,197.936,"LINESTRING (116.4231824 39.9761726, 116.4243346 39.9761849, 116.4244232 39.976189, 116.4244607 39.9762137, 116.4244768 39.9762548, 116.4244929 39.9769002, 116.4244936 39.9770029)",
8998037771,8998037772,0,972201451,service,False,True,74.059,"LINESTRING (116.4207946 39.9772289, 116.4199255 39.9772218)",
8998037771,8998037782,0,972201457,service,False,False,58.892,"LINESTRING (116.4207946 39.9772289, 116.420802 39.9777585)",
8998037771,8998037783,0,972201457,service,False,True,46.382,"LINESTRING (116.4207946 39.9772289, 116.4207888 39.9768118)",
8998037772,8998037776,0,412476332,service,False,False,60.464,"LINESTRING (116.4199255 39.9772218, 116.4199144 39.9777655)",
8998037772,8998037789,0,412476332,service,False,True,122.838,"LINESTRING (116.4199255 39.9772218, 116.4199319 39.9761171)",
8998037772,8998037771,0,972201451,service,False,False,74.059,"LINESTRING (116.4199255 39.9772218, 116.4207946 39.9772289)",
8998037773,8998037752,0,412476334,service,False,False,54.51,"LINESTRING (116.4238679 39.9777634, 116.4238626 39.9782536)",
8998037773,4138951630,0,412476334,service,False,True,26.049,"LINESTRING (116.4238679 39.9777634, 116.4235622 39.9777655)",
8998037773,8998037748,0,972201446,service,False,True,84.78,"LINESTRING (116.4238679 39.9777634, 116.4238787 39.977001)",
8998037776,4138951628,0,412476332,service,False,False,61.649,"LINESTRING (116.4199144 39.9777655, 116.4199085 39.9783199)",
8998037776,8998037772,0,412476332,service,False,True,60.464,"LINESTRING (116.4199144 39.9777655, 116.4199255 39.9772218)",
8998037776,8998037782,0,972201453,service,False,False,75.635,"LINESTRING (116.4199144 39.9777655, 116.420802 39.9777585)",
8998037777,8998037781,0,972201456,service,False,True,82.506,"LINESTRING (116.4194133 39.9760844, 116.4193886 39.9763236, 116.4193659 39.9763545, 116.4193109 39.9763678, 116.4187597 39.9763678)",
8998037777,8998037789,0,972201457,service,False,False,44.369,"LINESTRING (116.4194133 39.9760844, 116.4196193 39.9760903, 116.4199319 39.9761171)",
8998037781,8998037777,0,972201456,service,False,False,82.506,"LINESTRING (116.4187597 39.9763678, 116.4193109 39.9763678, 116.4193659 39.9763545, 116.4193886 39.9763236, 116.4194133 39.9760844)",
8998037782,8998037739,0,972201453,service,False,False,49.39,"LINESTRING (116.420802 39.9777585, 116.4213816 39.9777634)",
8998037782,8998037776,0,972201453,service,False,True,75.635,"LINESTRING (116.420802 39.9777585, 116.4199144 39.9777655)",
8998037782,8998037771,0,972201457,service,False,True,58.892,"LINESTRING (116.420802 39.9777585, 116.4207946 39.9772289)",
8998037783,4138951622,0,972201454,service,False,False,163.288,"LINESTRING (116.4207888 39.9768118, 116.4227049 39.9768338)",
8998037783,8998037771,0,972201457,service,False,False,46.382,"LINESTRING (116.4207888 39.9768118, 116.4207946 39.9772289)",
8998037783,8998037789,0,972201457,service,False,True,142.719,"LINESTRING (116.4207888 39.9768118, 116.4207834 39.9762774, 116.4207754 39.9762034, 116.420719 39.97615, 116.4206359 39.9761315, 116.4201531 39.9761273, 116.4199319 39.9761171)",
8998037789,8998037772,0,412476332,service,False,False,122.838,"LINESTRING (116.4199319 39.9761171, 116.4199255 39.9772218)",
8998037789,8998037783,0,972201457,service,False,False,142.719,"LINESTRING (116.4199319 39.9761171, 116.4201531 39.9761273, 116.4206359 39.9761315, 116.420719 39.97615, 116.4207754 39.9762034, 116.4207834 39.9762774, 116.4207888 39.9768118)",
8998037789,8998037777,0,972201457,service,False,True,44.369,"LINESTRING (116.4199319 39.9761171, 116.4196193 39.9760903, 116.4194133 39.9760844)",
8998068977,8998037733,0,972201434,service,False,False,5.327,"LINESTRING (116.4192352 39.9809393, 116.4192344 39.9809872)",
8998068977,8997982407,0,972201434,service,False,True,71.106,"LINESTRING (116.4192352 39.9809393, 116.4192787 39.9803007)",
8998068980,6236477526,0,412476329,service,False,False,55.033,"LINESTRING (116.4211935 39.9818504, 116.4211997 39.9813555)",
8998068980,8998037718,0,972205885,service,False,False,67.109,"LINESTRING (116.4211935 39.9818504, 116.421981 39.9818617)",
8998068981,8998068982,0,972205886,service,False,True,123.05,"LINESTRING (116.4228454 39.9812883, 116.4214016 39.9812626)",
8998068981,8998068982,1,972205887,service,False,True,146.165,"LINESTRING (116.4228454 39.9812883, 116.422842 39.9812174, 116.4228179 39.9811783, 116.4227763 39.9811506, 116.4214526 39.9811321, 116.4214231 39.9811526, 116.4214016 39.9811948, 116.4214016 39.9812626)",
8998068981,8998068983,0,972205887,service,False,False,9.331,"LINESTRING (116.4228454 39.9812883, 116.4228433 39.9813722)",
8998068982,8998068981,0,972205886,service,False,False,123.05,"LINESTRING (116.4214016 39.9812626, 116.4228454 39.9812883)",
8998068982,8998068981,1,972205887,service,False,False,146.165,"LINESTRING (116.4214016 39.9812626, 116.4214016 39.9811948, 116.4214231 39.9811526, 116.4214526 39.9811321, 116.4227763 39.9811506, 116.4228179 39.9811783, 116.422842 39.9812174, 116.4228454 39.9812883)",
8998068982,8998068990,0,972205887,service,False,True,10.452,"LINESTRING (116.4214016 39.9812626, 116.4214016 39.9813566)",
8998068983,8998068981,0,972205887,service,False,True,9.331,"LINESTRING (116.4228433 39.9813722, 116.4228454 39.9812883)",
8998068983,6236477528,0,972244040,service,False,False,21.925,"LINESTRING (116.4228433 39.9813722, 116.4231005 39.9813782)",惠中大道
8998068983,6236477527,0,972244040,service,False,True,72.001,"LINESTRING (116.4228433 39.9813722, 116.4219984 39.98136)",惠中大道
8998068990,8998068982,0,972205887,service,False,False,10.452,"LINESTRING (116.4214016 39.9813566, 116.4214016 39.9812626)",
8998068990,6236477527,0,972244040,service,False,False,50.851,"LINESTRING (116.4214016 39.9813566, 116.4219984 39.98136)",惠中大道
8998068990,6236477526,0,972244040,service,False,True,17.203,"LINESTRING (116.4214016 39.9813566, 116.4211997 39.9813555)",惠中大道
8998426152,8998037751,0,972201450,service,False,True,99.417,"LINESTRING (116.4244745 39.9791631, 116.4244896 39.9782691)",
8998426152,8997982383,0,972244039,unclassified,False,True,58.659,"LINESTRING (116.4244745 39.9791631, 116.4237861 39.979158)",惠中大道
8998426152,8998037753,0,972201450,service,False,False,40.477000000000004,"LINESTRING (116.4244745 39.9791631, 116.4244741 39.9794015, 116.4244712 39.9795271)",
8998426155,8997982383,0,666131237,unclassified,False,False,54.85,"LINESTRING (116.4231424 39.9791625, 116.4237861 39.979158)",惠中大道
8998426155,8998037725,0,666131237,unclassified,False,True,160.115,"LINESTRING (116.4231424 39.9791625, 116.4212635 39.9791395)",惠中大道
8998426155,8998037758,0,972244040,service,False,True,111.371,"LINESTRING (116.4231424 39.9791625, 116.4231256 39.980164)",惠中大道
