element_type,osmid,nodes,amenity,geometry
way,970635730,"[8983189600, 8983189599, 8983189598, 8983189597, 8983189600]",parking,"POLYGON ((117.1681283 39.1036862, 117.1681317 39.1034639, 117.1685759 39.1034679, 117.1685725 39.1036903, 117.1681283 39.1036862))"
way,970635736,"[8983189612, 8983189611, 8983189610, 8983189609, 8983189608, 8983189607, 8983189612]",parking,"POLYGON ((117.1688227 39.1044533, 117.1688309 39.10429, 117.1695358 39.1043113, 117.1695214 39.1045975, 117.1689796 39.104581, 117.1689858 39.1044583, 117.1688227 39.1044533))"
way,970635737,"[8983233419, 8983233418, 8983233417, 8983189616, 8983189615, 8983189614, 8983189613, 8983233419]",parking,"POLYGON ((117.1678564 39.1047859, 117.168112 39.1046066, 117.1681828 39.1044766, 117.1681813 39.1042379, 117.1679719 39.1039578, 117.1686506 39.1039522, 117.1686188 39.1048038, 117.1678564 39.1047859))"
way,970635743,"[8983233439, 8983233438, 8983233437, 8983233436, 8983233439]",parking,"POLYGON ((117.1721174 39.1021429, 117.1721324 39.1016717, 117.1723736 39.1016763, 117.1723586 39.1021476, 117.1721174 39.1021429))"
way,970635750,"[8983233455, 8983233454, 8983233453, 8983233452, 8983233455]",parking,"POLYGON ((117.160743 39.1007749, 117.1607448 39.1005827, 117.1615108 39.1005869, 117.1615091 39.1007791, 117.160743 39.1007749))"
way,970635753,"[8983233467, 8983233466, 8983233465, 8983233464, 8983233463, 8983233467]",parking,"POLYGON ((117.1594183 39.1013378, 117.1594132 39.1012314, 117.159528 39.1010616, 117.1599288 39.1010566, 117.1599345 39.1013289, 117.1594183 39.1013378))"
way,970790172,"[8984661580, 8984661579, 8984661578, 8984661577, 8984661576, 8984661575, 8984661580]",parking,"POLYGON ((117.1565053 39.1050695, 117.1564838 39.1045617, 117.1566662 39.104493, 117.1567373 39.1044774, 117.1568955 39.1044607, 117.1568781 39.1050706, 117.1565053 39.1050695))"
