element_type,osmid,amenity,level,name,geometry,nodes,alt_name,building,building:levels,ways,type
node,9110294379,restaurant,1,锦心餐厅,POINT (121.393898 31.316515),,,,,,
node,9110294380,restaurant,2,清真餐厅,POINT (121.3840221 31.3194812),,,,,,
node,9110294381,restaurant,0,山明餐厅,POINT (121.3841481 31.3194812),,,,,,
node,9110294382,restaurant,1,赞贤餐厅,POINT (121.3841575 31.3193827),,,,,,
node,9110294383,restaurant,0,益新餐厅,POINT (121.384761 31.317938),,,,,,
node,9110294384,restaurant,1,良友餐厅,POINT (121.3846068 31.317883),,,,,,
way,980909979,restaurant,,吾馨楼,"POLYGON ((121.3847027 31.312219, 121.3848627 31.3122242, 121.3848614 31.3122528, 121.3850777 31.3122599, 121.3850577 31.3127059, 121.3847185 31.3126948, 121.3847203 31.3126562, 121.3846935 31.3126752, 121.3846618 31.3126873, 121.3846274 31.3126917, 121.3845929 31.312688, 121.3845608 31.3126765, 121.3845335 31.3126581, 121.384513 31.3126341, 121.3845009 31.3126063, 121.3844977 31.3125803, 121.3845019 31.3125545, 121.3845132 31.3125302, 121.3845308 31.3125089, 121.3845538 31.3124917, 121.3845818 31.3124739, 121.3846045 31.3124513, 121.3846207 31.3124249, 121.3846296 31.312396, 121.3846305 31.3123642, 121.3846226 31.312333, 121.3846061 31.3123044, 121.3845854 31.312313, 121.3845696 31.3123025, 121.3845585 31.3122883, 121.3845532 31.3122708, 121.3845552 31.3122528, 121.3845766 31.3121961, 121.3845876 31.312188, 121.3846008 31.3121829, 121.3846188 31.3121813, 121.3846363 31.3121852, 121.3846323 31.3122058, 121.3847027 31.312219))","[9073714708, 9073714709, 9073714710, 9073714711, 9073714712, 9073714713, 9073714707, 9073714704, 9073714703, 9073714702, 9073714701, 9073714700, 9073714699, 9073714698, 9073714706, 9073714697, 9073714696, 9073714695, 9073714694, 9073714705, 9073714691, 9073714690, 9073714689, 9073714693, 9073714688, 9073714687, 9073714692, 9073714686, 9073714683, 9073714685, 9073714682, 9073714684, 9073714681, 9073714678, 9073714680, 9073714677, 9073714679, 9073714676, 9073714708]",第五食堂;南区食堂,yes,3,,
way,980909984,restaurant,,水秀楼,"POLYGON ((121.3911581 31.3184163, 121.3911083 31.3184032, 121.3910627 31.3183817, 121.3910234 31.3183525, 121.3909919 31.318317, 121.3909698 31.3182767, 121.3909579 31.3182334, 121.3909567 31.3181889, 121.3909664 31.3181452, 121.3909864 31.3181041, 121.3910142 31.3180693, 121.3910493 31.3180398, 121.3910906 31.3180168, 121.3911363 31.3180011, 121.3911848 31.3179934, 121.391234 31.317994, 121.3912822 31.3180028, 121.3913274 31.3180194, 121.391368 31.3180434, 121.3913298 31.3180926, 121.3915063 31.3181945, 121.3914666 31.3182439, 121.3915259 31.3182731, 121.3914947 31.3183246, 121.3914954 31.3183653, 121.3914918 31.3184065, 121.391484 31.3184472, 121.3915088 31.3184661, 121.3915054 31.3184867, 121.3913687 31.3184833, 121.3913432 31.3185171, 121.3911581 31.3184163))","[9073720650, 9073720647, 9073720646, 9073720645, 9073720644, 9073720643, 9073720642, 9073720641, 9073720640, 9073720648, 9073720639, 9073720638, 9073720637, 9073720636, 9073720635, 9073720634, 9073720633, 9073720632, 9073720649, 9073720631, 9073720630, 9073720629, 9073720628, 9073720627, 9073720626, 9073720624, 9073720625, 9073720623, 9073720622, 9073720621, 9073720620, 9073720650]",第四食堂;水秀食堂;水秀餐厅,yes,,,
relation,13343048,restaurant,,尔美食堂,"POLYGON ((121.3866614 31.3213146, 121.3867137 31.3213002, 121.3867627 31.3212787, 121.3868071 31.3212506, 121.3868457 31.3212167, 121.3868773 31.3211779, 121.3868947 31.3211825, 121.3870108 31.3210381, 121.3868297 31.3209402, 121.3867975 31.320986, 121.3867251 31.3209539, 121.3864671 31.3209511, 121.3864662 31.3209645, 121.3863934 31.3209611, 121.3863913 31.3209942, 121.3864264 31.3209959, 121.3864113 31.321312, 121.3866071 31.3213217, 121.3866614 31.3213146), (121.3865715 31.3211086, 121.3867264 31.3211144, 121.3867187 31.3211419, 121.3867003 31.3211633, 121.3866728 31.3211822, 121.3866406 31.321198, 121.3866044 31.3212043, 121.3865662 31.3212026, 121.3865715 31.3211086))","[[[9183275247, 9183275246, 9183275245, 9183275244, 9183275240, 9183275243, 9183275242, 9183275241, 9183275247], [6541411102, 6541411103, 9101663077, 9101663078, 6541411104, 9101663079, 9101663080, 9110294385, 6541411106, 6541411107, 6541411099, 6541411100, 6541411101, 9101663084, 9101663083, 9101663085, 9101663082, 9101663081, 6541411102]]]",第二食堂;尔美餐厅,yes,,"[993986734, 696557678]",multipolygon
