element_type,osmid,nodes,amenity,bicycle_parking,surface,geometry
way,980909981,"[9073720566, 9073720565, 9073720564, 9073720563, 9073720566]",bicycle_parking,floor,concrete,"POLYGON ((121.3843622 31.3178214, 121.3843722 31.3176707, 121.3848903 31.3176959, 121.3848803 31.3178466, 121.3843622 31.3178214))"
