u,v,key,osmid,oneway,highway,reversed,length,geometry,bridge,name,access,junction,service,width,tunnel
2400176677,4712591373,0,237891963,False,service,False,32.479,"LINESTRING (113.930806 22.5383135, 113.9308756 22.5383144, 113.9309942 22.5383161, 113.9310425 22.5383409, 113.9311152 22.5383384)",,,,,,,
2400176682,2457650311,0,237893511,False,footway,False,32.996,"LINESTRING (113.9305563 22.5398743, 113.9307451 22.5401144)",,,,,,,
2400176682,2400176648,0,237892845,False,unclassified,False,66.83,"LINESTRING (113.9305563 22.5398743, 113.9305136 22.5398842, 113.9304787 22.5398817, 113.9304358 22.5398643, 113.9303875 22.5398197, 113.9300893 22.5395004)",,,,,,,
2400176682,2400176562,0,237892845,False,unclassified,True,14.578,"LINESTRING (113.9305563 22.5398743, 113.9306155 22.5398495, 113.9306473 22.5398573, 113.9306808 22.5398837)",,,,,,,
2400176685,2398019514,0,231676391,False,service,False,31.848,"LINESTRING (113.9309186 22.5379964, 113.9309588 22.5377124)",,,,,,,
2400176685,2400176677,0,231676391,False,service,True,37.509,"LINESTRING (113.9309186 22.5379964, 113.9308918 22.5380658, 113.9308516 22.5381401, 113.9308167 22.5382144, 113.930806 22.5383135)",,,,,,,
2400176685,2401128822,0,231885482,False,footway,True,18.458,"LINESTRING (113.9309186 22.5379964, 113.9309826 22.537977, 113.9310685 22.5379101)",,,,,,,
2400176695,2400176558,0,231676391,False,service,True,13.033,"LINESTRING (113.9309093 22.5386077, 113.9310161 22.538671)",,,,,,,
2400176695,2400176648,0,231676383,False,service,False,156.78,"LINESTRING (113.9309093 22.5386077, 113.9307665 22.5386591, 113.930603 22.5386919, 113.9303615 22.5387539, 113.9302462 22.538814, 113.9301566 22.5388889, 113.9301317 22.5389249, 113.9301163 22.5389682, 113.9301125 22.5390446, 113.9301327 22.539123, 113.9301618 22.5392139, 113.9301728 22.5392835, 113.9301727 22.5393297, 113.9301678 22.5393738, 113.9301518 22.5394164, 113.9301295 22.5394546, 113.9300893 22.5395004)",,,,,,,
2400176695,2400176677,0,231676391,False,service,False,34.788,"LINESTRING (113.9309093 22.5386077, 113.9308623 22.5385216, 113.9308194 22.5384225, 113.930806 22.5383135)",,,,,,,
2400176702,2398019478,0,488453361,False,unclassified,False,16.649,"LINESTRING (113.9324395 22.5376821, 113.9325628 22.5377793)",,深大东路,,,,,
2400176702,2398019462,0,488453361,False,unclassified,True,13.437,"LINESTRING (113.9324395 22.5376821, 113.9323364 22.5376077)",,深大东路,,,,,
2400176702,2400176576,0,231676391,False,service,False,41.685,"LINESTRING (113.9324395 22.5376821, 113.9324394 22.5378132, 113.9324394 22.5379171, 113.9324582 22.5380559)",,,,,,,
2400176716,2476511450,0,222088986,False,unclassified,False,15.116,"LINESTRING (113.9346234 22.5402312, 113.9346272 22.5400953)",,,,,,,
2400176716,2400176756,0,222088986,False,unclassified,True,73.825,"LINESTRING (113.9346234 22.5402312, 113.9346049 22.5408949)",,,,,,,
2400176716,2457643628,0,231676386,False,service,False,35.293,"LINESTRING (113.9346234 22.5402312, 113.9342798 22.5402257)",,,,,,,
2400176729,2476511432,0,222088986,False,unclassified,False,32.257,"LINESTRING (113.9346411 22.5395973, 113.9346492 22.5393073)",,,,,,,
2400176729,2476511450,0,222088986,False,unclassified,True,55.394,"LINESTRING (113.9346411 22.5395973, 113.9346272 22.5400953)",,,,,,,
2400176729,2457643638,0,231676381,False,service,False,40.636,"LINESTRING (113.9346411 22.5395973, 113.9342629 22.5394899)",,,,,,,
2400176743,2400176621,0,231676385,False,unclassified,False,89.26300000000002,"LINESTRING (113.9333726 22.5418633, 113.9339737 22.5418809, 113.9340783 22.541866, 113.934148 22.5418189, 113.9341829 22.541757)",,,,,,,
2400176745,2400176621,0,231676387,False,service,False,7.185,"LINESTRING (113.934113 22.5417544, 113.9341829 22.541757)",,,,,,,
2400176745,2400176764,0,231676387,False,service,True,75.702,"LINESTRING (113.934113 22.5417544, 113.933376 22.541742)",,,,,,,
2400176745,3837327812,0,231676389,False,service,True,43.249,"LINESTRING (113.934113 22.5417544, 113.9341195 22.5413655)",,,,,,,
2400176747,3837327810,0,222088986,False,unclassified,False,31.1,"LINESTRING (113.9345828 22.5416851, 113.9345906 22.5414055)",,,,,,,
2400176747,2476511391,0,231676385,False,unclassified,False,50.232,"LINESTRING (113.9345828 22.5416851, 113.9346441 22.541691, 113.9347431 22.5417004, 113.934786 22.5417153, 113.934794 22.5417212, 113.9348263 22.541745, 113.9348611 22.541797, 113.9348987 22.5418292, 113.934955 22.5418466, 113.935003 22.5418689)",,,,,,,
2400176747,2400176621,0,231676385,False,unclassified,True,44.812000000000005,"LINESTRING (113.9345828 22.5416851, 113.9343679 22.5416802, 113.9342928 22.5416827, 113.9342151 22.541705, 113.9341829 22.541757)",,,,,,,
2400176756,2400176716,0,222088986,False,unclassified,False,73.825,"LINESTRING (113.9346049 22.5408949, 113.9346234 22.5402312)",,,,,,,
2400176756,3837327810,0,222088986,False,unclassified,True,56.795,"LINESTRING (113.9346049 22.5408949, 113.9345906 22.5414055)",,,,,,,
2400176756,2457643650,0,231676386,False,service,True,35.035,"LINESTRING (113.9346049 22.5408949, 113.9342638 22.5408903)",,,,,,,
2400176757,2457650371,0,231676383,False,service,True,9.046,"LINESTRING (113.9312098 22.5405633, 113.931139 22.5406117)",,,,,,,
2400176757,2457650336,0,237892845,False,unclassified,False,68.676,"LINESTRING (113.9312098 22.5405633, 113.9308195 22.5400618)",,,,,,,
2400176757,2457644651,0,237892845,False,unclassified,True,15.779,"LINESTRING (113.9312098 22.5405633, 113.9313023 22.5406766)",,,,,,,
2400176757,2402284541,0,231903097,False,footway,False,92.59899999999999,"LINESTRING (113.9312098 22.5405633, 113.931276 22.5405206, 113.93132 22.540467, 113.9313411 22.5403722, 113.9314647 22.5398805, 113.9315298 22.5398144)",,,,,,,
2400176764,2400176745,0,231676387,False,service,False,75.702,"LINESTRING (113.933376 22.541742, 113.934113 22.5417544)",,,,,,,
2400181200,2402103350,0,231407864,False,unclassified,False,64.741,"LINESTRING (113.9290063 22.5370096, 113.9292851 22.5371277, 113.9295787 22.5372535)",,深大西路,,,,,
2400181200,2403047886,0,231407864,False,unclassified,True,50.492000000000004,"LINESTRING (113.9290063 22.5370096, 113.9289043 22.5369518, 113.9288211 22.5368849, 113.9287487 22.5368106, 113.928654 22.5366991)",,深大西路,,,,,
2400181200,2400181223,0,231676802,False,unclassified,False,31.936,"LINESTRING (113.9290063 22.5370096, 113.9289624 22.5371422, 113.9288882 22.537274)",,,,,,,
2400181223,2427761471,0,234530350,False,steps,False,18.135,"LINESTRING (113.9288882 22.537274, 113.9290508 22.5373376)",,,,,,,
2400181223,2409440251,0,234530351,False,footway,True,14.563,"LINESTRING (113.9288882 22.537274, 113.9287779 22.5371917)",,,,,,,
2400181223,2427761469,0,231676802,False,unclassified,False,18.828,"LINESTRING (113.9288882 22.537274, 113.9288506 22.5373325, 113.9287948 22.5374197)",,,,,,,
2400181223,2400181200,0,231676802,False,unclassified,True,31.936,"LINESTRING (113.9288882 22.537274, 113.9289624 22.5371422, 113.9290063 22.5370096)",,,,,,,
2400339460,5569414902,0,582303825,False,steps,False,20.547,"LINESTRING (113.9327994 22.5333075, 113.9326363 22.5334145)",,,,,,,
2400339471,2623164374,0,488453361,False,unclassified,False,13.023,"LINESTRING (113.932551 22.5332799, 113.9324824 22.5331814)",,深大东路,,,,,
2400339471,5569414902,0,488453361,False,unclassified,True,17.342,"LINESTRING (113.932551 22.5332799, 113.9326363 22.5334145)",,深大东路,,,,,
2400339471,2291908204,0,"[776358616, 220071437]",False,footway,False,194.354,"LINESTRING (113.932551 22.5332799, 113.9325842 22.533231, 113.9330434 22.5327608, 113.9331078 22.5327057, 113.9331758 22.5326723, 113.9332409 22.5326485, 113.9333093 22.5326312, 113.9333677 22.5326136, 113.933432 22.5325888, 113.9334781 22.5325696, 113.9335267 22.5325397, 113.9335888 22.5324838, 113.9339176 22.5321216)",yes,召南天桥,yes,,,,
2401126273,2401126313,0,231530787,False,unclassified,True,14.097,"LINESTRING (113.9300604 22.534652, 113.9301958 22.5346728)",,,,,,,
2401126273,2401131103,0,231530787,False,unclassified,False,49.208,"LINESTRING (113.9300604 22.534652, 113.9297144 22.5346073, 113.9295859 22.5345907)",,,,,,,
2401126273,2401126346,0,231983459,False,steps,True,30.475,"LINESTRING (113.9300604 22.534652, 113.9300305 22.5345706, 113.9299875 22.5344814, 113.9299682 22.5343927)",,,,,,,
2401126278,2401126346,0,231781965,False,footway,False,96.69800000000001,"LINESTRING (113.9296517 22.5337562, 113.9300278 22.5339983, 113.93006 22.5340293, 113.9300787 22.5340701, 113.9300948 22.5341234, 113.9300975 22.534168, 113.9300922 22.5342051, 113.9300787 22.5342423, 113.9300586 22.5342795, 113.9300331 22.5343129, 113.9300077 22.5343426, 113.9299682 22.5343927)",,,,,,,
2401126283,2425035033,0,"[231781960, 479220067, 479220068]",False,service,False,92.08500000000001,"LINESTRING (113.9258613 22.5314841, 113.9258878 22.5314892, 113.9259085 22.5314833, 113.9262183 22.5312932, 113.926295 22.5312481, 113.9263655 22.5308985)",,,,,,,
2401126283,2398019540,0,231781960,False,service,True,85.74199999999999,"LINESTRING (113.9258613 22.5314841, 113.9257228 22.5313152, 113.9256129 22.5311319, 113.9255887 22.5310575, 113.9255673 22.5309758, 113.9255386 22.5308545, 113.9255529 22.5307921)",,,,,,,
2401126283,2401126286,0,231781963,False,footway,False,168.10500000000002,"LINESTRING (113.9258613 22.5314841, 113.9259401 22.5315555, 113.9260474 22.5316398, 113.9261842 22.5317314, 113.9263573 22.531864, 113.9271089 22.5324615)",,,,,,,
2401126286,2403068924,0,"[231664129, 231664130, 231781963, 231985721, 231304732]",False,footway,"[False, True]",120.77499999999999,"LINESTRING (113.9271089 22.5324615, 113.9270956 22.5324761, 113.9269898 22.5325578, 113.9269513 22.5325763, 113.9269164 22.5325812, 113.9268494 22.5325762, 113.9267045 22.5325093, 113.9266241 22.5324474, 113.9265921 22.5324407, 113.9265374 22.5324648, 113.9265579 22.5325096, 113.9265111 22.5325327, 113.9265347 22.5325829, 113.9264852 22.5326106, 113.9265154 22.5326563, 113.9264585 22.532686, 113.926487 22.5327279, 113.9264338 22.5327575, 113.9263973 22.5327884)",yes,,,,,,
2401126286,2401126283,0,231781963,False,footway,True,168.105,"LINESTRING (113.9271089 22.5324615, 113.9263573 22.531864, 113.9261842 22.5317314, 113.9260474 22.5316398, 113.9259401 22.5315555, 113.9258613 22.5314841)",,,,,,,
2401126286,2401126326,0,"[231781961, 231781969]",False,"['service', 'footway']","[False, True]",152.86599999999999,"LINESTRING (113.9271089 22.5324615, 113.9272544 22.5322666, 113.9272705 22.532222, 113.9272544 22.5321997, 113.9270452 22.5320857, 113.9270291 22.532051, 113.9270264 22.5320138, 113.9270076 22.5319494, 113.9269781 22.5318999, 113.9269674 22.5318677, 113.9270371 22.5318082, 113.927072 22.5317611, 113.9270666 22.5316695, 113.9270639 22.5316422, 113.9271345 22.531585, 113.927375 22.5314552)",,,,,,,
2401126313,2401126273,0,231530787,False,unclassified,False,14.097,"LINESTRING (113.9301958 22.5346728, 113.9300604 22.534652)",,,,,,,
2401126313,2399009551,0,231530787,False,unclassified,True,20.984,"LINESTRING (113.9301958 22.5346728, 113.9303986 22.5346957)",,,,,,,
2401126313,2457650317,0,237893522,False,service,False,10.82,"LINESTRING (113.9301958 22.5346728, 113.9301117 22.5347314)",,,,,parking_aisle,,
2401126313,2403047931,0,231781962,False,service,False,33.838,"LINESTRING (113.9301958 22.5346728, 113.9301502 22.5349148, 113.9301393 22.5349726)",,,,,,,
2401126321,2409473258,0,"[232602594, 231781970]",False,"['service', 'footway']",True,147.559,"LINESTRING (113.9282719 22.5330414, 113.9281905 22.5329801, 113.9281529 22.532928, 113.9281234 22.5327397, 113.9281127 22.5325193, 113.9281879 22.5325206, 113.9281899 22.5322238, 113.9277674 22.5322248)",,,,,,,
2401126321,2401126328,0,231781971,False,footway,False,39.801,"LINESTRING (113.9282719 22.5330414, 113.9284506 22.5330123, 113.9285606 22.5330098, 113.9286529 22.5330343)",,,,,,,
2401126321,2402103315,0,231781971,False,footway,True,54.107,"LINESTRING (113.9282719 22.5330414, 113.9281932 22.5330469, 113.928059 22.5330618, 113.9278311 22.5331213, 113.9277667 22.5331584)",,,,,,,
2401126326,2398019435,0,231407866,False,unclassified,True,16.572,"LINESTRING (113.927375 22.5314552, 113.9274478 22.5315882)",,,,,,,
2401126326,2398019513,0,231407866,False,unclassified,False,89.737,"LINESTRING (113.927375 22.5314552, 113.9273191 22.5313529, 113.9272145 22.5312315, 113.9270723 22.5311101, 113.9269543 22.5310432, 113.926822 22.5309776, 113.9267388 22.5309273)",,,,,,,
2401126326,2401126286,0,"[231781969, 231781961]",False,"['service', 'footway']","[False, True]",152.866,"LINESTRING (113.927375 22.5314552, 113.9271345 22.531585, 113.9270639 22.5316422, 113.9270666 22.5316695, 113.927072 22.5317611, 113.9270371 22.5318082, 113.9269674 22.5318677, 113.9269781 22.5318999, 113.9270076 22.5319494, 113.9270264 22.5320138, 113.9270291 22.532051, 113.9270452 22.5320857, 113.9272544 22.5321997, 113.9272705 22.532222, 113.9272544 22.5322666, 113.9271089 22.5324615)",,,,,,,
2401126328,2397000728,0,231781971,False,footway,False,36.512,"LINESTRING (113.9286529 22.5330343, 113.9287924 22.5330857, 113.9288878 22.533146, 113.928972 22.5331746)",,,,,,,
2401126328,2401126321,0,231781971,False,footway,True,39.801,"LINESTRING (113.9286529 22.5330343, 113.9285606 22.5330098, 113.9284506 22.5330123, 113.9282719 22.5330414)",,,,,,,
2401126328,2427761486,0,231983456,False,footway,False,60.049,"LINESTRING (113.9286529 22.5330343, 113.9286652 22.5329875, 113.9286599 22.5329082, 113.9286625 22.5327868, 113.9286625 22.532715, 113.9286679 22.5326654, 113.9286974 22.532549, 113.9287007 22.5324993)",,,,,,,
2401126333,2401126335,0,231781971,False,footway,False,44.29,"LINESTRING (113.9292258 22.5332501, 113.9294055 22.5332848, 113.9295021 22.533317, 113.9295423 22.5333591, 113.9295557 22.5333938, 113.9295676 22.5334332)",,,,,,,
2401126333,2397000728,0,231781971,False,footway,True,27.484,"LINESTRING (113.9292258 22.5332501, 113.9290729 22.5332154, 113.928972 22.5331746)",,,,,,,
2401126333,2457607359,0,237887916,False,footway,True,62.23,"LINESTRING (113.9292258 22.5332501, 113.9293072 22.5332307, 113.9298178 22.5333302)",,,,,,,
2401126335,2401126333,0,231781971,False,footway,True,44.290000000000006,"LINESTRING (113.9295676 22.5334332, 113.9295557 22.5333938, 113.9295423 22.5333591, 113.9295021 22.533317, 113.9294055 22.5332848, 113.9292258 22.5332501)",,,,,,,
2401126346,2403047939,0,231781965,False,footway,False,89.31300000000002,"LINESTRING (113.9299682 22.5343927, 113.9298856 22.5343848, 113.9296415 22.53436, 113.9294404 22.5343327, 113.9292285 22.534308, 113.9291046 22.5343008)",,,,,,,
2401126346,2401126278,0,231781965,False,footway,True,96.698,"LINESTRING (113.9299682 22.5343927, 113.9300077 22.5343426, 113.9300331 22.5343129, 113.9300586 22.5342795, 113.9300787 22.5342423, 113.9300922 22.5342051, 113.9300975 22.534168, 113.9300948 22.5341234, 113.9300787 22.5340701, 113.93006 22.5340293, 113.9300278 22.5339983, 113.9296517 22.5337562)",,,,,,,
2401126346,2401126273,0,231983459,False,steps,False,30.475,"LINESTRING (113.9299682 22.5343927, 113.9299875 22.5344814, 113.9300305 22.5345706, 113.9300604 22.534652)",,,,,,,
2401126350,2409473249,0,"[231983449, 231983450]",False,"['steps', 'footway']",True,18.258000000000003,"LINESTRING (113.9301632 22.5356251, 113.9302633 22.5355626, 113.9302316 22.5355189)",,,,,,,
2401126353,2401126354,0,231781968,False,steps,True,12.683,"LINESTRING (113.9300396 22.5354592, 113.9301407 22.5353937)",,,,,,,
2401126354,2401126353,0,231781968,False,steps,False,12.683,"LINESTRING (113.9301407 22.5353937, 113.9300396 22.5354592)",,,,,,,
2401126354,2409473249,0,231983450,False,footway,False,16.762,"LINESTRING (113.9301407 22.5353937, 113.9302316 22.5355189)",,,,,,,
2401126354,2403047931,0,"[231781962, 231781966]",False,"['service', 'steps']",True,49.423,"LINESTRING (113.9301407 22.5353937, 113.9300763 22.5353064, 113.9301314 22.5350146, 113.9301393 22.5349726)",,,,,,,
2401128815,9013476455,0,231782232,False,service,False,29.403,"LINESTRING (113.9303034 22.535951, 113.9302462 22.5362101)",,,,,,,
2401128816,2404417655,0,231664133,False,unclassified,False,39.421,"LINESTRING (113.9319654 22.5367025, 113.9319984 22.5366271, 113.9320963 22.5363693)",,,,,,,
2401128816,2398019417,0,231664133,False,unclassified,True,103.649,"LINESTRING (113.9319654 22.5367025, 113.9317646 22.5371699, 113.9316697 22.5374183, 113.9316099 22.5375747)",,,,,,,
2401128816,2404417657,0,231782234,False,service,True,30.607999999999997,"LINESTRING (113.9319654 22.5367025, 113.9318626 22.5366845, 113.9316726 22.5366512)",,,,,,,
2401128818,9013476454,0,231782232,False,service,False,20.283,"LINESTRING (113.930956 22.5365257, 113.9309929 22.5363465)",,,,,,,
2401128818,2401128823,0,231782232,False,service,True,41.354000000000006,"LINESTRING (113.930956 22.5365257, 113.9309075 22.5367804, 113.9308861 22.5368151, 113.9308566 22.5368275, 113.9308104 22.5368195)",,,,,,,
2401128818,2404417657,0,231782234,False,service,False,74.909,"LINESTRING (113.930956 22.5365257, 113.9311171 22.5365539, 113.9316726 22.5366512)",,,,,,,
2401128819,2401128823,0,231782232,False,service,False,67.84,"LINESTRING (113.9301669 22.5366917, 113.9301914 22.5367061, 113.9302397 22.536721, 113.9308104 22.5368195)",,,,,,,
2401128819,2457650344,0,231782232,False,service,True,11.221,"LINESTRING (113.9301669 22.5366917, 113.9301592 22.5366615, 113.9301731 22.5365928)",,,,,,,
2401128819,2402103348,0,"[231983451, 231983453]",False,"['service', 'steps']",False,56.432,"LINESTRING (113.9301669 22.5366917, 113.9300922 22.5368176, 113.9297006 22.5367773)",,,,,,,
2401128822,2401128837,0,231782236,False,footway,False,7.952,"LINESTRING (113.9310685 22.5379101, 113.9311436 22.5378927)",,,,,,,
2401128822,2401128834,0,231782236,False,footway,True,7.088,"LINESTRING (113.9310685 22.5379101, 113.9310014 22.5378952)",,,,,,,
2401128822,2400176685,0,231885482,False,footway,False,18.458,"LINESTRING (113.9310685 22.5379101, 113.9309826 22.537977, 113.9309186 22.5379964)",,,,,,,
2401128823,2401128818,0,231782232,False,service,False,41.354,"LINESTRING (113.9308104 22.5368195, 113.9308566 22.5368275, 113.9308861 22.5368151, 113.9309075 22.5367804, 113.930956 22.5365257)",,,,,,,
2401128823,2401128819,0,231782232,False,service,True,67.84,"LINESTRING (113.9308104 22.5368195, 113.9302397 22.536721, 113.9301914 22.5367061, 113.9301669 22.5366917)",,,,,,,
2401128823,2398019514,0,231782233,False,footway,False,101.634,"LINESTRING (113.9308104 22.5368195, 113.9308164 22.5370579, 113.9308834 22.5372016, 113.9309102 22.5372932, 113.930929 22.5374022, 113.9309639 22.5375459, 113.9309588 22.5377124)",,,,,,,
2401128825,2401128837,0,231782236,False,footway,True,16.077,"LINESTRING (113.9312991 22.5379051, 113.9312294 22.5379051, 113.9311436 22.5378927)",,,,,,,
2401128834,2401128822,0,231782236,False,footway,False,7.088,"LINESTRING (113.9310014 22.5378952, 113.9310685 22.5379101)",,,,,,,
2401128836,9013476454,0,231782232,False,service,True,17.51,"LINESTRING (113.9310198 22.536191, 113.9309929 22.5363465)",,,,,,,
2401128837,2401128822,0,231782236,False,footway,True,7.952,"LINESTRING (113.9311436 22.5378927, 113.9310685 22.5379101)",,,,,,,
2401128837,2401128825,0,231782236,False,footway,False,16.077,"LINESTRING (113.9311436 22.5378927, 113.9312294 22.5379051, 113.9312991 22.5379051)",,,,,,,
2401128837,7221567935,0,"[773669450, 231782237]",False,footway,False,56.819,"LINESTRING (113.9311436 22.5378927, 113.9312509 22.5378358, 113.9312997 22.5378234, 113.9316786 22.5378246)",,,,,,,
2401131074,9013476456,0,231782431,False,footway,True,11.502,"LINESTRING (113.9293854 22.5353863, 113.9294958 22.5354037)",yes,,,,,,
2401131075,2401131103,0,231782430,False,service,False,32.757,"LINESTRING (113.9295471 22.5348831, 113.9295859 22.5345907)",,,,,,,
2401131075,2401131124,0,231782430,False,service,True,6.958,"LINESTRING (113.9295471 22.5348831, 113.9295182 22.5349397)",,,,,,,
2401131075,2403047931,0,231983447,False,footway,False,61.631,"LINESTRING (113.9295471 22.5348831, 113.9301393 22.5349726)",,,,,,,
2401131077,9013476454,0,231782436,False,footway,False,10.385,"LINESTRING (113.9308936 22.5363289, 113.9309929 22.5363465)",yes,,,,,,
2401131097,2291907893,0,220071403,True,unclassified,False,7.099,"LINESTRING (113.9291292 22.5358738, 113.9291983 22.5358722)",,,,,,,
2401131097,2401131114,0,231782438,False,service,True,24.362,"LINESTRING (113.9291292 22.5358738, 113.9289957 22.5356927)",,,,,,,
2401131103,2401131075,0,231782430,False,service,True,32.757,"LINESTRING (113.9295859 22.5345907, 113.9295471 22.5348831)",,,,,,,
2401131103,2401131169,0,231530787,False,unclassified,False,51.988,"LINESTRING (113.9295859 22.5345907, 113.9292955 22.5345532, 113.929084 22.5345302)",,,,,,,
2401131103,2401126273,0,231530787,False,unclassified,True,49.208,"LINESTRING (113.9295859 22.5345907, 113.9297144 22.5346073, 113.9300604 22.534652)",,,,,,,
2401131114,2401131097,0,231782438,False,service,False,24.362,"LINESTRING (113.9289957 22.5356927, 113.9291292 22.5358738)",,,,,,,
2401131114,2401131180,0,231782438,False,service,True,10.175,"LINESTRING (113.9289957 22.5356927, 113.9289951 22.5356012)",,,,,,,
2401131114,2401131145,0,243257346,False,service,True,38.354,"LINESTRING (113.9289957 22.5356927, 113.9286223 22.5356975)",,,,,parking_aisle,,
2401131124,2401131075,0,231782430,False,service,False,6.958,"LINESTRING (113.9295182 22.5349397, 113.9295471 22.5348831)",,,,,,,
2401131124,2401131169,0,231782430,False,service,True,78.167,"LINESTRING (113.9295182 22.5349397, 113.9294726 22.5349447, 113.9292553 22.5349001, 113.9292017 22.5348778, 113.9290729 22.5347663, 113.9290649 22.5347291, 113.929084 22.5345302)",,,,,,,
2401131124,9013476456,0,231782438,False,service,False,52.63,"LINESTRING (113.9295182 22.5349397, 113.9295503 22.5350264, 113.929553 22.5350834, 113.9294958 22.5354037)",,,,,,,
2401131132,9013476456,0,231782431,False,footway,False,11.107,"LINESTRING (113.9296024 22.5354205, 113.9294958 22.5354037)",yes,,,,,,
2401131137,9013476455,0,231782433,False,footway,False,11.621,"LINESTRING (113.930135 22.5361908, 113.9302462 22.5362101)",yes,,,,,,
2401131139,9013476457,0,231782432,False,footway,True,6.41,"LINESTRING (113.9285179 22.5350933, 113.9284567 22.535082)",yes,,,,,,
2401131143,2401131180,0,243257346,False,service,True,38.569,"LINESTRING (113.9286196 22.5356061, 113.9289951 22.5356012)",,,,,parking_aisle,,
2401131143,2401131145,0,679999338,False,service,False,10.167,"LINESTRING (113.9286196 22.5356061, 113.9286223 22.5356975)",,,,,parking_aisle,,
2401131143,2401131145,1,243257346,False,service,False,141.93099999999998,"LINESTRING (113.9286196 22.5356061, 113.9282326 22.5356065, 113.9281714 22.5354773, 113.9280588 22.5354848, 113.9281486 22.5357058, 113.9286223 22.5356975)",,,,,parking_aisle,,
2401131145,2401131114,0,243257346,False,service,False,38.354,"LINESTRING (113.9286223 22.5356975, 113.9289957 22.5356927)",,,,,parking_aisle,,
2401131145,2401131143,0,679999338,False,service,True,10.167,"LINESTRING (113.9286223 22.5356975, 113.9286196 22.5356061)",,,,,parking_aisle,,
2401131145,2401131143,1,243257346,False,service,True,141.93099999999998,"LINESTRING (113.9286223 22.5356975, 113.9281486 22.5357058, 113.9280588 22.5354848, 113.9281714 22.5354773, 113.9282326 22.5356065, 113.9286196 22.5356061)",,,,,parking_aisle,,
2401131152,9013476455,0,231782433,False,footway,True,6.53,"LINESTRING (113.9303087 22.5362209, 113.9302462 22.5362101)",yes,,,,,,
2401131169,2403047939,0,231983446,False,steps,True,25.596,"LINESTRING (113.929084 22.5345302, 113.9291046 22.5343008)",,,,,,,
2401131169,2539273930,0,231530787,False,unclassified,False,53.671,"LINESTRING (113.929084 22.5345302, 113.9289308 22.5345136, 113.9285633 22.5344908)",,,,,,,
2401131169,2401131103,0,231530787,False,unclassified,True,51.988,"LINESTRING (113.929084 22.5345302, 113.9292955 22.5345532, 113.9295859 22.5345907)",,,,,,,
2401131169,2401131124,0,231782430,False,service,False,78.16699999999999,"LINESTRING (113.929084 22.5345302, 113.9290649 22.5347291, 113.9290729 22.5347663, 113.9292017 22.5348778, 113.9292553 22.5349001, 113.9294726 22.5349447, 113.9295182 22.5349397)",,,,,,,
2401131180,2401131114,0,231782438,False,service,False,10.175,"LINESTRING (113.9289951 22.5356012, 113.9289957 22.5356927)",,,,,,,
2401131180,2401131143,0,243257346,False,service,False,38.569,"LINESTRING (113.9289951 22.5356012, 113.9286196 22.5356061)",,,,,parking_aisle,,
2401131180,2402103349,0,231782438,False,service,True,56.808,"LINESTRING (113.9289951 22.5356012, 113.9289978 22.5354773, 113.929026 22.535456, 113.9294028 22.5355169)",,,,,,,
2401131181,2457650314,0,237893508,False,footway,False,20.297,"LINESTRING (113.9297377 22.536117, 113.9298726 22.5362504)",,,,,,,
2401131185,9013476457,0,231782432,False,footway,False,6.044,"LINESTRING (113.928399 22.5350713, 113.9284567 22.535082)",yes,,,,,,
2401131187,9013476454,0,231782436,False,footway,True,10.74,"LINESTRING (113.9310956 22.5363647, 113.9309929 22.5363465)",yes,,,,,,
2401131189,2402103348,0,"[232598298, 231885484]",False,"['steps', 'footway']",False,75.41,"LINESTRING (113.9293966 22.536245, 113.9293866 22.5363191, 113.9295333 22.5363628, 113.9296201 22.5364361, 113.9296657 22.5365426, 113.9296952 22.536658, 113.9297006 22.5367773)",,,,,,,
2402100809,2402100812,0,231885290,False,footway,False,26.666,"LINESTRING (113.9278381 22.5303258, 113.9276563 22.530497)",,,,,,,
2402100810,2402100811,0,231885291,False,footway,False,26.432,"LINESTRING (113.9278423 22.5301896, 113.9276598 22.530022)",,,,,,,
2402100811,2426456956,0,231664125,False,service,False,25.831,"LINESTRING (113.9276598 22.530022, 113.9276581 22.5302543)",,,,,,,
2402100811,2400039349,0,231664125,False,service,True,35.272,"LINESTRING (113.9276598 22.530022, 113.9276621 22.5297048)",,,,,,,
2402100811,2402100810,0,231885291,False,footway,True,26.432,"LINESTRING (113.9276598 22.530022, 113.9278423 22.5301896)",,,,,,,
2402100812,2398019406,0,231664125,False,service,False,43.167,"LINESTRING (113.9276563 22.530497, 113.9276535 22.5308852)",,,,,,,
2402100812,2426456956,0,231664125,False,service,True,26.988,"LINESTRING (113.9276563 22.530497, 113.9276581 22.5302543)",,,,,,,
2402100812,2402100809,0,231885290,False,footway,True,26.666,"LINESTRING (113.9276563 22.530497, 113.9278381 22.5303258)",,,,,,,
2402103315,2401126321,0,231781971,False,footway,False,54.107,"LINESTRING (113.9277667 22.5331584, 113.9278311 22.5331213, 113.928059 22.5330618, 113.9281932 22.5330469, 113.9282719 22.5330414)",,,,,,,
2402103315,2402103316,0,231781971,False,footway,True,57.571,"LINESTRING (113.9277667 22.5331584, 113.927713 22.5332154, 113.9276621 22.5332996, 113.9275789 22.533431, 113.9274995 22.5336101)",,,,,,,
2402103315,2409440243,0,231983445,False,footway,False,22.797,"LINESTRING (113.9277667 22.5331584, 113.9276862 22.5330915, 113.9275891 22.5330369)",,,,,,,
