element_type,osmid,geometry,nodes,building,leisure,name,name:en,name:zh,building:levels,addr:city,amenity,addr:housenumber,elevator,office,website,wikidata,wikipedia,toilets,toilets:wheelchair,alt_name,alt_name:zh,tourism,addr:street,roof:levels,min_level,name:zh-Hans,name:zh-Hant,capacity,smoking,description,opening_hours:signed,ways,type,internet_access,addr:housename,toilets:access
way,301319439,"POLYGON ((113.2995829 23.0986575, 113.2995746 23.0985778, 113.2993977 23.0985932, 113.2993326 23.0985884, 113.2991418 23.0985422, 113.2991191 23.0986215, 113.2993282 23.0986721, 113.2993209 23.0987979, 113.2991053 23.0988208, 113.2991148 23.0988962, 113.2993176 23.0988747, 113.2993157 23.0989099, 113.2993575 23.0989117, 113.2993737 23.0988836, 113.2995563 23.0989334, 113.2995812 23.0988586, 113.2993878 23.0988041, 113.2993935 23.0986741, 113.2995829 23.0986575))","[3053894151, 3053894137, 3053894140, 3053894138, 3053894136, 3053894145, 3053894152, 3053894170, 3053894173, 3053894196, 3053894185, 3053894200, 3053894202, 3053894192, 3053894204, 3053894179, 3053894172, 3053894153, 3053894151]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319441,"POLYGON ((113.2989942 23.0981613, 113.2987408 23.098142, 113.2987595 23.0979338, 113.2990129 23.097953, 113.2990191 23.0978835, 113.2988584 23.0978713, 113.2988814 23.0978534, 113.2988882 23.0977779, 113.2988559 23.0977429, 113.2987918 23.097738, 113.2987525 23.0977687, 113.2987448 23.0978416, 113.2987317 23.0978274, 113.2986923 23.0978244, 113.2986556 23.0982338, 113.298695 23.0982368, 113.298727 23.0982119, 113.2989879 23.0982317, 113.2989942 23.0981613))","[3053893885, 3053893883, 3053893865, 3053893866, 3053893856, 3053893855, 3053893853, 3053893845, 3053893840, 3053893839, 3053893843, 3053893851, 3053893850, 3053893849, 3053893893, 3053893894, 3053893889, 3053893891, 3053893885]",university,,高等继续教育学院,School of Continuing Education,高等继续教育学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319442,"POLYGON ((113.2892537 23.1002482, 113.2896351 23.1001809, 113.2896177 23.1000976, 113.2895413 23.1001111, 113.2895333 23.1000728, 113.289576 23.1000652, 113.2895551 23.0999652, 113.2894111 23.0999906, 113.2894319 23.1000907, 113.2894899 23.1000804, 113.2894979 23.1001188, 113.2893521 23.1001445, 113.2893441 23.1001062, 113.2893994 23.1000964, 113.2893785 23.0999963, 113.2892287 23.1000227, 113.2892496 23.1001228, 113.2893039 23.1001133, 113.2893119 23.1001516, 113.2892363 23.1001649, 113.2892537 23.1002482))","[3053894348, 3053894346, 3053894335, 3053894338, 3053894330, 3053894328, 3053894312, 3053894314, 3053894333, 3053894331, 3053894340, 3053894342, 3053894337, 3053894334, 3053894316, 3053894321, 3053894341, 3053894339, 3053894343, 3053894344, 3053894348]",university,,532,,532,9,guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319448,"POLYGON ((113.2897067 23.1001668, 113.2900882 23.1000995, 113.2900708 23.1000162, 113.2899943 23.1000297, 113.2899863 23.0999914, 113.2900291 23.0999838, 113.2900082 23.0998837, 113.2898641 23.0999092, 113.289885 23.1000092, 113.289943 23.099999, 113.289951 23.1000374, 113.2898051 23.1000631, 113.2897971 23.1000247, 113.2898525 23.100015, 113.2898316 23.0999149, 113.2896818 23.0999413, 113.2897027 23.1000414, 113.2897569 23.1000318, 113.2897649 23.1000702, 113.2896893 23.1000835, 113.2897067 23.1001668))","[3053894345, 3053894336, 3053894320, 3053894323, 3053894315, 3053894313, 3053894308, 3053894309, 3053894318, 3053894317, 3053894325, 3053894327, 3053894322, 3053894319, 3053894310, 3053894311, 3053894326, 3053894324, 3053894329, 3053894332, 3053894345]",university,,533,,533,9,guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319450,"POLYGON ((113.2863277 23.0962014, 113.286272 23.0962131, 113.2862952 23.0963069, 113.286406 23.0962836, 113.2863971 23.0962476, 113.2864731 23.0962317, 113.286482 23.0962677, 113.2866355 23.0962355, 113.2866266 23.0961995, 113.2866995 23.0961842, 113.2867085 23.0962202, 113.2868206 23.0961967, 113.2867974 23.0961029, 113.2867376 23.0961154, 113.2867209 23.0960481, 113.2867807 23.0960356, 113.2867564 23.0959377, 113.2865176 23.0959878, 113.2865419 23.0960857, 113.2865956 23.0960744, 113.2866123 23.0961417, 113.2864655 23.0961725, 113.2864488 23.0961052, 113.2864974 23.096095, 113.2864709 23.095988, 113.2862288 23.0960388, 113.2862553 23.0961457, 113.286311 23.0961341, 113.2863277 23.0962014))","[3053893472, 3053893473, 3053893482, 3053893481, 3053893477, 3053893475, 3053893479, 3053893476, 3053893471, 3053893467, 3053893474, 3053893469, 3053893458, 3053893460, 3053893449, 3053893447, 3053893438, 3053893443, 3053893454, 3053893452, 3053893464, 3053893466, 3053893459, 3053893457, 3053893444, 3053893448, 3053893465, 3053893463, 3053893472]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319452,"POLYGON ((113.2861088 23.0991488, 113.2867 23.0991377, 113.286698 23.0990476, 113.2866363 23.0990488, 113.286635 23.0989899, 113.2866816 23.098989, 113.2866789 23.09887, 113.2865265 23.0988728, 113.286529 23.0989865, 113.2865494 23.0989861, 113.2865509 23.0990504, 113.2864442 23.0990524, 113.2864429 23.0989935, 113.2864645 23.0989931, 113.2864618 23.098874, 113.2863269 23.0988766, 113.2863295 23.0989956, 113.2863564 23.0989951, 113.2863577 23.099054, 113.2862456 23.0990561, 113.2862443 23.0989972, 113.2862715 23.0989967, 113.2862688 23.0988776, 113.2861092 23.0988806, 113.2861118 23.0989997, 113.2861634 23.0989987, 113.2861647 23.0990576, 113.2861069 23.0990587, 113.2861088 23.0991488))","[3053894249, 3053894247, 3053894232, 3053894233, 3053894217, 3053894216, 3053894180, 3053894183, 3053894215, 3053894214, 3053894235, 3053894236, 3053894220, 3053894219, 3053894184, 3053894187, 3053894222, 3053894221, 3053894237, 3053894238, 3053894224, 3053894223, 3053894190, 3053894191, 3053894226, 3053894225, 3053894239, 3053894241, 3053894249]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319454,"POLYGON ((113.2858188 23.0973454, 113.285803 23.0972847, 113.2857698 23.097292, 113.2857495 23.0972142, 113.2859681 23.097166, 113.2859883 23.0972438, 113.2859585 23.0972504, 113.2859744 23.0973112, 113.2861361 23.0972755, 113.2861203 23.0972147, 113.286087 23.0972221, 113.2860659 23.097141, 113.2862798 23.0970938, 113.2863009 23.0971749, 113.2862696 23.0971818, 113.2862854 23.0972426, 113.2863507 23.0972282, 113.2863813 23.0973456, 113.2862698 23.0973702, 113.2862532 23.0973065, 113.2861923 23.0973199, 113.2862089 23.0973836, 113.2861334 23.0974003, 113.2861208 23.0973517, 113.2860221 23.0973735, 113.2860347 23.097422, 113.2859549 23.0974396, 113.2859383 23.0973758, 113.2858773 23.0973893, 113.2858939 23.097453, 113.2857818 23.0974777, 113.2857512 23.0973603, 113.2858188 23.0973454))","[3053893695, 3053893684, 3053893686, 3053893661, 3053893653, 3053893676, 3053893680, 3053893689, 3053893683, 3053893662, 3053893666, 3053893646, 3053893637, 3053893654, 3053893657, 3053893675, 3053893670, 3053893696, 3053893703, 3053893688, 3053893691, 3053893706, 3053893709, 3053893697, 3053893704, 3053893712, 3053893713, 3053893705, 3053893708, 3053893715, 3053893720, 3053893700, 3053893695]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319457,"POLYGON ((113.2936968 23.0982035, 113.2939056 23.0982783, 113.2939421 23.0981921, 113.2937333 23.0981173, 113.2936968 23.0982035))","[3053893888, 3053893903, 3053893886, 3053893880, 3053893888]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319459,"POLYGON ((113.2912503 23.0987914, 113.2916239 23.0987181, 113.2916006 23.0986174, 113.291227 23.0986907, 113.2912503 23.0987914))","[3053894169, 3053894158, 3053894143, 3053894157, 3053894169]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319463,"POLYGON ((113.2964276 23.1014651, 113.2962878 23.1014267, 113.2963143 23.1013452, 113.2964541 23.1013837, 113.2964276 23.1014651))","[3053894404, 3053894402, 3053894393, 3053894397, 3053894404]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319465,"POLYGON ((113.2956379 23.0972439, 113.2950892 23.0973028, 113.295081 23.097238, 113.2956297 23.0971791, 113.2956379 23.0972439))","[3053893678, 3053893687, 3053893674, 3053893655, 3053893678]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319466,"POLYGON ((113.2954262 23.1005934, 113.2956018 23.1006032, 113.2955942 23.1007196, 113.2954185 23.1007098, 113.2954262 23.1005934))","[3053894366, 3053894368, 3053894370, 3053894369, 3053894366]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319468,"POLYGON ((113.2992759 23.0979333, 113.2990044 23.0978114, 113.2990461 23.0977327, 113.2992892 23.0978512, 113.2992759 23.0979333))","[3053893864, 3053893847, 3053893838, 3053893852, 3053893864]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319469,"POLYGON ((113.2952835 23.0995565, 113.2954663 23.099607, 113.2954326 23.0997105, 113.2952497 23.09966, 113.2952835 23.0995565))","[3053894290, 3053894292, 3053894299, 3053894295, 3053894290]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319470,"POLYGON ((113.2957783 23.1017992, 113.2956172 23.1017572, 113.2956533 23.1016402, 113.2958144 23.1016822, 113.2957783 23.1017992))","[3053894414, 3053894411, 3053894409, 3053894410, 3053894414]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319472,"POLYGON ((113.294772 23.0973257, 113.294614 23.0973161, 113.2946198 23.0972343, 113.2947779 23.0972439, 113.294772 23.0973257))","[3053893693, 3053893690, 3053893672, 3053893677, 3053893693]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319473,"POLYGON ((113.2944881 23.0988775, 113.2946083 23.0988534, 113.2945833 23.0987477, 113.2944631 23.0987718, 113.2944881 23.0988775))","[3053894189, 3053894176, 3053894161, 3053894167, 3053894189]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319475,"POLYGON ((113.2972968 23.1012174, 113.2972553 23.1010882, 113.2973337 23.1010669, 113.2973752 23.101196, 113.2972968 23.1012174))","[3053894384, 3053894376, 3053894374, 3053894383, 3053894384]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319477,"POLYGON ((113.2939019 23.0986301, 113.2941236 23.0985961, 113.2941398 23.0986853, 113.2939181 23.0987193, 113.2939019 23.0986301))","[3053894146, 3053894141, 3053894156, 3053894159, 3053894146]",university,,黑石屋,Blackstone House,黑石屋,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319478,"POLYGON ((113.2949497 23.0972356, 113.2947132 23.0971551, 113.294758 23.0970438, 113.2949945 23.0971243, 113.2949497 23.0972356))","[3053893673, 3053893649, 3053893634, 3053893642, 3053893673]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319479,"POLYGON ((113.2960971 23.0972518, 113.2963022 23.0972229, 113.2962879 23.0971369, 113.2960828 23.0971657, 113.2960971 23.0972518))","[3053893682, 3053893667, 3053893644, 3053893652, 3053893682]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319481,"POLYGON ((113.2906716 23.0988996, 113.2911458 23.0988034, 113.2911279 23.0987286, 113.2906537 23.0988247, 113.2906716 23.0988996))","[3053894197, 3053894171, 3053894160, 3053894174, 3053894197]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319483,"POLYGON ((113.2923041 23.0952574, 113.2926126 23.0951946, 113.2925025 23.0947371, 113.2921939 23.0948, 113.292249 23.0950287, 113.2923041 23.0952574))","[3053884420, 3053884419, 3053884417, 3053884418, 9238130219, 3053884420]",university,,外国语学院,,外国语学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319484,"POLYGON ((113.2957436 23.1003819, 113.2959592 23.100394, 113.2959542 23.1004697, 113.2957386 23.1004577, 113.2957436 23.1003819))","[3053894355, 3053894356, 3053894362, 3053894361, 3053894355]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319489,"POLYGON ((113.29315 23.0984278, 113.2933253 23.098401, 113.2933089 23.0983106, 113.2931336 23.0983374, 113.29315 23.0984278))","[3053893929, 3053893924, 3053893906, 3053893909, 3053893929]",university,,校工会,,校工会,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319492,"POLYGON ((113.2960202 23.099649, 113.2957172 23.0996166, 113.2957047 23.0997152, 113.2960078 23.0997476, 113.2960202 23.099649))","[3053894294, 3053894293, 3053894300, 3053894303, 3053894294]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319493,"POLYGON ((113.291394 23.0994547, 113.2917898 23.0993874, 113.2917674 23.0992755, 113.2913715 23.0993428, 113.291394 23.0994547))","[3053894289, 3053894284, 3053894269, 3053894280, 3053894289]",university,,法学院,School of Law,法学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319495,"POLYGON ((113.2968862 23.0973561, 113.2968849 23.0972203, 113.2967856 23.0972211, 113.2967869 23.0973569, 113.2968862 23.0973561))","[3053893698, 3053893664, 3053893665, 3053893699, 3053893698]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319496,"POLYGON ((113.2965647 23.1017884, 113.2967489 23.1018364, 113.2967145 23.1019479, 113.2965304 23.1018998, 113.2965647 23.1017884))","[3053894413, 3053894416, 3053894422, 3053894419, 3053894413]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319498,"POLYGON ((113.2972837 23.0966457, 113.296965 23.0963898, 113.2970305 23.0963207, 113.2973493 23.0965767, 113.2972837 23.0966457))","[3053893513, 3053893488, 3053893483, 3053893498, 3053893513]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319499,"POLYGON ((113.2861666 23.095715, 113.286791 23.0955804, 113.2867542 23.0954359, 113.2861298 23.0955705, 113.2861666 23.095715))","[3053884432, 3053884425, 3053884421, 3053884424, 3053884432]",university,,中大科技园一期,,中大科技园一期,16,guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319501,"POLYGON ((113.2956459 23.097024, 113.297704 23.0969153, 113.2976986 23.0968286, 113.2956405 23.0969374, 113.2956459 23.097024))","[3053893633, 3053893530, 3053893524, 3053893532, 3053893633]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319502,"POLYGON ((113.2929652 23.0977498, 113.2931611 23.0977668, 113.2931719 23.0976614, 113.2929761 23.0976444, 113.2929652 23.0977498))","[3053893841, 3053893842, 3053893833, 3053893731, 3053893841]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319504,"POLYGON ((113.2926013 23.095649, 113.2924221 23.0956337, 113.2924372 23.095484, 113.2926164 23.0954993, 113.2926013 23.095649))","[3053884428, 3053884427, 3053884422, 3053884423, 3053884428]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319506,"POLYGON ((113.2910749 23.0977733, 113.2914341 23.097712, 113.2914027 23.0975561, 113.2910434 23.0976174, 113.2910749 23.0977733))","[3053893844, 3053893836, 3053893723, 3053893728, 3053893844]",university,,张弼士堂,Chang Hall,张弼士堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319508,"POLYGON ((113.2972155 23.1013754, 113.2971333 23.1011154, 113.2972304 23.1010895, 113.2973126 23.1013495, 113.2972155 23.1013754))","[3053894395, 3053894378, 3053894377, 3053894394, 3053894395]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319509,"POLYGON ((113.2967299 23.0964186, 113.2970081 23.0966529, 113.2970656 23.0965952, 113.2967873 23.0963609, 113.2967299 23.0964186))","[3053893489, 3053893514, 3053893503, 3053893486, 3053893489]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319511,"POLYGON ((113.2948127 23.0992248, 113.2950529 23.0991806, 113.2950735 23.0992754, 113.2948333 23.0993196, 113.2948127 23.0992248))","[3053894262, 3053894256, 3053894268, 3053894275, 3053894262]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319512,"POLYGON ((113.2953034 23.1003291, 113.2954559 23.1003376, 113.2954615 23.1002532, 113.295309 23.1002447, 113.2953034 23.1003291))","[3053894350, 3053894352, 3053894349, 3053894347, 3053894350]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319514,"POLYGON ((113.2933087 23.0960799, 113.2936379 23.0960871, 113.293641 23.0959646, 113.2933118 23.0959574, 113.2933087 23.0960799))","[3053893453, 3053893455, 3053893441, 3053893440, 3053893453]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319515,"POLYGON ((113.2958515 23.1015709, 113.2956671 23.1015228, 113.2957015 23.1014113, 113.2958858 23.1014594, 113.2958515 23.1015709))","[3053894407, 3053894405, 3053894400, 3053894403, 3053894407]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319517,"POLYGON ((113.2852192 23.0959284, 113.2860085 23.0957836, 113.2859671 23.0955929, 113.2851778 23.0957377, 113.2852192 23.0959284))","[3053893439, 3053893436, 3053884426, 3053893433, 3053893439]",university,,中大科技园二期,,中大科技园二期,18,guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319518,"POLYGON ((113.2971948 23.0976079, 113.2976031 23.0976104, 113.2976041 23.0974711, 113.2971958 23.0974685, 113.2971948 23.0976079))","[3053893725, 3053893726, 3053893718, 3053893717, 3053893725]",university,,广寒宫,,广寒宫,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319519,"POLYGON ((113.2932719 23.0987881, 113.2934822 23.0987558, 113.2934972 23.0988382, 113.2932869 23.0988705, 113.2932719 23.0987881))","[3053894168, 3053894166, 3053894175, 3053894181, 3053894168]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319521,"POLYGON ((113.2947716 23.098958, 113.2950446 23.09894, 113.2950511 23.0990228, 113.294778 23.0990408, 113.2947716 23.098958))","[3053894211, 3053894206, 3053894228, 3053894230, 3053894211]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319522,"POLYGON ((113.2993021 23.0981413, 113.2990082 23.0981185, 113.2989978 23.0982317, 113.2992917 23.0982545, 113.2993021 23.0981413))","[3053893882, 3053893881, 3053893892, 3053893896, 3053893882]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319523,"POLYGON ((113.2962658 23.0996791, 113.2964644 23.0996947, 113.2964548 23.0997983, 113.2962562 23.0997827, 113.2962658 23.0996791))","[3053894296, 3053894297, 3053894306, 3053894304, 3053894296]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319524,"POLYGON ((113.2974511 23.1011392, 113.2974225 23.1010475, 113.2973492 23.1010668, 113.2973778 23.1011586, 113.2974511 23.1011392))","[3053894380, 3053894371, 3053894373, 3053894381, 3053894380]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319525,"POLYGON ((113.2960148 23.0971809, 113.2958097 23.0972085, 113.2957962 23.0971238, 113.2960013 23.0970961, 113.2960148 23.0971809))","[3053893656, 3053893660, 3053893641, 3053893638, 3053893656]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319527,"POLYGON ((113.2995805 23.0980481, 113.2992643 23.0980048, 113.2992759 23.0979333, 113.2992892 23.0978512, 113.2996053 23.0978945, 113.2995805 23.0980481))","[3053893878, 3053893873, 3053893864, 3053893852, 3053893857, 3053893878]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319528,"POLYGON ((113.2930893 23.0957622, 113.2925129 23.095859, 113.292478 23.0956836, 113.2925569 23.0956704, 113.2925696 23.0957343, 113.2928504 23.0956871, 113.2930671 23.0956507, 113.2930893 23.0957622))","[3053893435, 3053893437, 3053884431, 3053884430, 3053893434, 9308605917, 3053884429, 3053893435]",university,,冼为坚堂,,冼为坚堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319530,"POLYGON ((113.2955197 23.1033328, 113.2956765 23.1033797, 113.2956828 23.1033616, 113.295749 23.1033814, 113.2957888 23.1032687, 113.2955659 23.1032021, 113.2955197 23.1033328))","[3053894616, 3053894618, 3053894617, 3053894619, 3053894615, 3053894614, 3053894616]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319531,"POLYGON ((113.2933754 23.0977872, 113.2938502 23.0978178, 113.2938384 23.097973, 113.2939353 23.0979792, 113.2939541 23.0977327, 113.2933823 23.0976959, 113.2933754 23.0977872))","[3053893846, 3053893848, 3053893870, 3053893871, 3053893837, 3053893835, 3053893846]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319534,"POLYGON ((113.2948082 23.0986564, 113.2950485 23.0986516, 113.2950508 23.0987477, 113.2949492 23.0987497, 113.2949517 23.0988558, 113.2948552 23.0988577, 113.2948527 23.0987516, 113.2948104 23.0987525, 113.2948082 23.0986564))","[3053894150, 3053894149, 3053894162, 3053894163, 3053894177, 3053894178, 3053894164, 3053894165, 3053894150]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319536,"POLYGON ((113.2953574 23.0991586, 113.2952385 23.0991598, 113.2952374 23.0990708, 113.2951483 23.0990717, 113.2951496 23.099179, 113.2952254 23.0991782, 113.2952261 23.0992427, 113.2953583 23.0992414, 113.2953574 23.0991586))","[3053894250, 3053894251, 3053894243, 3053894244, 3053894255, 3053894254, 3053894264, 3053894263, 3053894250]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319537,"POLYGON ((113.2995596 23.0983172, 113.2990684 23.0982763, 113.2990589 23.0983733, 113.2992214 23.0983868, 113.299218 23.0984205, 113.2993649 23.0984327, 113.2993682 23.0983991, 113.29955 23.0984142, 113.2995596 23.0983172))","[3053893908, 3053893901, 3053893916, 3053893921, 3053893926, 3053893930, 3053893923, 3053893925, 3053893908]",university,,中大培训公寓,Training Apartment Hotel,中大培训公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319539,"POLYGON ((113.2967542 23.1004221, 113.2968457 23.1004053, 113.2968672 23.1005042, 113.297049 23.1004707, 113.2970352 23.1004069, 113.2970068 23.1004122, 113.2969201 23.100359, 113.2969146 23.1003335, 113.2967419 23.1003652, 113.2967542 23.1004221))","[3053894360, 3053894357, 3053894364, 3053894363, 3053894358, 3053894359, 3053894353, 3053894351, 3053894354, 3053894360]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319540,"POLYGON ((113.2926044 23.098297, 113.2926895 23.0982833, 113.2926682 23.0981694, 113.2926737 23.0981203, 113.2927084 23.0980952, 113.2927505 23.0981028, 113.2927726 23.0981401, 113.2927982 23.0982671, 113.2928741 23.0982562, 113.2928969 23.098384, 113.2927621 23.0984044, 113.2926272 23.0984248, 113.2926044 23.098297))","[3053893905, 5496578081, 5496578083, 5496578085, 5496578080, 5496578086, 5496578084, 5496578082, 3053893897, 3053893919, 9308550516, 3053893927, 3053893905]",university,,怀士堂,Swasey Hall,怀士堂,,,,,,,,,,,,,,,,,,怀士堂,怀士堂,,,,,,,,,
way,301319545,"POLYGON ((113.3000461 23.1026356, 113.3001453 23.1026351, 113.300145 23.1025791, 113.3003099 23.1025782, 113.3003103 23.1026342, 113.3004706 23.1026333, 113.3004703 23.1025773, 113.3006365 23.1025764, 113.3006369 23.1026324, 113.3007005 23.102632, 113.3007015 23.1027882, 113.3006248 23.1027886, 113.3006253 23.1028651, 113.300455 23.1028661, 113.3004539 23.1027113, 113.3003108 23.1027121, 113.3003118 23.1028669, 113.3001375 23.1028678, 113.300137 23.1027913, 113.3000471 23.1027918, 113.3000461 23.1026356))","[3053894580, 3053894579, 3053894567, 3053894566, 3053894577, 3053894576, 3053894565, 3053894563, 3053894575, 3053894574, 3053894587, 3053894588, 3053894599, 3053894600, 3053894583, 3053894584, 3053894601, 3053894602, 3053894589, 3053894590, 3053894580]",dormitory,,东区168,,东区168,,,,168,,,,,,,,,,,,,,,,,,,,,,,,
way,301319547,"POLYGON ((113.2985489 23.10385, 113.2992243 23.1039221, 113.2992058 23.1040687, 113.2991799 23.1040659, 113.2991599 23.1042246, 113.2991858 23.1042274, 113.2991729 23.1043291, 113.2989847 23.104309, 113.2989975 23.1042073, 113.2990415 23.104212, 113.2990615 23.1040533, 113.2990175 23.1040486, 113.2990219 23.1040136, 113.298643 23.1039732, 113.2986386 23.1040082, 113.2985594 23.1039997, 113.2985638 23.1039647, 113.2985348 23.1039616, 113.2985489 23.10385))","[3053894775, 3053894794, 3053894934, 3053894832, 3053894938, 3053894939, 3053894941, 3053894940, 3053894936, 3053894937, 3053894830, 3053894829, 3053894820, 3053894808, 3053894818, 3053894815, 3053894806, 3053894804, 3053894775]",university,,东区181,,东区181,8,,,181,no,,,,,,,,,,园东路,,,,,,,,,,,,,
way,301319548,"POLYGON ((113.2968089 23.0966123, 113.2966537 23.0964611, 113.2964504 23.0966375, 113.2965092 23.0966948, 113.2966444 23.0965774, 113.2967408 23.0966714, 113.2968089 23.0966123))","[3053893506, 3053893495, 3053893511, 3053893516, 3053893499, 3053893515, 3053893506]",university,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,
way,301319550,"POLYGON ((113.2956505 23.0969077, 113.2964042 23.09685, 113.2963973 23.0967732, 113.2956435 23.0968309, 113.2956505 23.0969077))","[3053893529, 3053893526, 3053893522, 3053893525, 3053893529]",university,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,
way,301319552,"POLYGON ((113.2973787 23.1015669, 113.2979126 23.1016128, 113.2979321 23.1014215, 113.2976376 23.1013962, 113.2976462 23.1013118, 113.2977925 23.1013244, 113.2978001 23.1012491, 113.2976538 23.1012366, 113.2976643 23.1011333, 113.2979587 23.1011586, 113.2979667 23.1010805, 113.2976015 23.1010491, 113.2975831 23.1012305, 113.297519 23.101225, 113.2975113 23.1013002, 113.2975754 23.1013057, 113.2975669 23.1013901, 113.2973981 23.1013756, 113.2973787 23.1015669))","[3053894406, 3053894408, 3053894401, 3053894399, 3053894391, 3053894392, 3053894388, 3053894387, 3053894379, 3053894382, 3053894375, 3053894372, 3053894386, 3053894385, 3053894389, 3053894390, 3053894398, 3053894396, 3053894406]",dormitory,,,,,9,,,351,,,,,,,,,,,,,,,,,,,,,,,,
