element_type,osmid,geometry,nodes,building,leisure,name,name:en,name:zh,building:levels,addr:city,amenity,addr:housenumber,elevator,office,website,wikidata,wikipedia,toilets,toilets:wheelchair,alt_name,alt_name:zh,tourism,addr:street,roof:levels,min_level,name:zh-Hans,name:zh-Hant,capacity,smoking,description,opening_hours:signed,ways,type,internet_access,addr:housename,toilets:access
way,262345161,"POLYGON ((113.2953158 23.0991097, 113.2959159 23.0991247, 113.2959299 23.0987896, 113.2953205 23.0987832, 113.2953158 23.0991097))","[2680174046, 2680174048, 2680174050, 2680174052, 2680174046]",yes,sports_centre,英东体育馆,Henry Fok Gymnasium,英东体育馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300917764,"POLYGON ((113.2941645 23.1026065, 113.2940184 23.1026324, 113.2940466 23.1027669, 113.2941112 23.1027554, 113.2941276 23.1028333, 113.294144 23.1029113, 113.2941737 23.1030532, 113.2944458 23.1030048, 113.294416 23.102863, 113.2942496 23.1028926, 113.2942142 23.1027241, 113.2944655 23.1026795, 113.2944337 23.1025282, 113.2941583 23.1025771, 113.2941645 23.1026065))","[3050204352, 3050204353, 3050204358, 3050204357, 9858397639, 3050204362, 3050204365, 3050204364, 3050204359, 3050204361, 3050204356, 3050204354, 3050204350, 3050204351, 3050204352]",university,,善衡堂,S.H. Ho Hall,善衡堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957327,"POLYGON ((113.2941651 23.0998299, 113.294124 23.0996769, 113.2944804 23.0995959, 113.2945215 23.0997489, 113.2941651 23.0998299))","[3050650040, 3050650140, 3050650041, 3050649941, 3050650040]",university,,格兰堂,Grant Hall,格兰堂,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957332,"POLYGON ((113.2939124 23.0998644, 113.293872 23.0996954, 113.293376 23.0997959, 113.2934165 23.0999649, 113.2939124 23.0998644))","[3050650042, 3050649942, 3050649943, 3050650234, 3050650042]",university,,马丁堂,Martin Hall,马丁堂,,guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957333,"POLYGON ((113.2923101 23.1001667, 113.2928402 23.1000679, 113.2928018 23.0998936, 113.2922717 23.0999924, 113.2923101 23.1001667))","[3050650235, 3050649944, 3050650141, 3050650043, 3050650235]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957334,"POLYGON ((113.2917316 23.1009953, 113.2917201 23.1009505, 113.2915909 23.1009787, 113.2916505 23.1012099, 113.2921414 23.1011029, 113.2921585 23.1011695, 113.2922907 23.1011407, 113.2922117 23.1008339, 113.2920876 23.1008609, 113.2921014 23.1009148, 113.2917316 23.1009953))","[3050650238, 3050650142, 3050650239, 3050650333, 3050650334, 3050650335, 3050650236, 3050650336, 3050650337, 3050650237, 3050650238]",university,,物理科学与工程技术学院,School of Physical Science and Engineering,物理科学与工程技术学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957335,"POLYGON ((113.2924376 23.1009217, 113.2924086 23.1007903, 113.2929751 23.1006846, 113.293004 23.1008159, 113.2924376 23.1009217))","[3050650143, 3050649945, 3050649946, 3050649947, 3050650143]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957336,"POLYGON ((113.2927595 23.101694, 113.2927283 23.1015507, 113.2931466 23.1014737, 113.2931778 23.1016169, 113.2927595 23.101694))","[3050649948, 3050649949, 3050650240, 3050649950, 3050649948]",university,,激光光学大楼,Laser Physics and Optics Building,激光光学大楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957337,"POLYGON ((113.2922866 23.1020928, 113.2922447 23.1019165, 113.2926574 23.1018336, 113.2926992 23.1020098, 113.2922866 23.1020928))","[3050649951, 3050649952, 3050649953, 3050650144, 3050649951]",university,,陆佑堂,Luk Yau Hall,陆佑堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957338,"POLYGON ((113.2930749 23.1031886, 113.2929804 23.1027926, 113.293319 23.1027243, 113.2933663 23.1029223, 113.2934135 23.1031203, 113.2930749 23.1031886))","[3050650145, 3050650241, 3050650242, 9308346399, 3050650146, 3050650145]",university,,伍舜德图书馆,S.T. Wu Library,伍舜德图书馆,,,library,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957339,"POLYGON ((113.2935541 23.1039529, 113.2935088 23.1037816, 113.2934635 23.1036102, 113.2932318 23.103662, 113.2933224 23.1040047, 113.2935541 23.1039529))","[3050650044, 9858397642, 3050650243, 3050650244, 3050650245, 3050650044]",university,,伍沾德堂,J.T. Wu Hall,伍沾德堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957340,"POLYGON ((113.2929509 23.1026018, 113.2929103 23.1024238, 113.2933605 23.1023369, 113.2934011 23.102515, 113.2929509 23.1026018))","[3050650246, 3050650247, 3050650248, 3050650249, 3050650246]",university,,哲生堂,Chit Sang Hall,哲生堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957341,"POLYGON ((113.292423 23.1027073, 113.2923826 23.1025288, 113.2924883 23.1025086, 113.2925082 23.1025967, 113.2927337 23.1025536, 113.2927123 23.1024593, 113.2928082 23.102441, 113.29285 23.1026254, 113.292423 23.1027073))","[3050650250, 3050650251, 3050650253, 3050650255, 3050650338, 3050650254, 3050649954, 3050650252, 3050650250]",university,,572,,,,,,572,,,,,,,,,,,,,,,,,,,,,,,,
way,300957342,"POLYGON ((113.2916185 23.1002789, 113.2920883 23.1001786, 113.2920494 23.1000242, 113.2915796 23.1001245, 113.2916185 23.1002789))","[3050650256, 3050650339, 3050650340, 3050650257, 3050650256]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957343,"POLYGON ((113.2981631 23.1022144, 113.2981749 23.1020718, 113.2986347 23.1021037, 113.298623 23.1022458, 113.2985578 23.1022413, 113.2985627 23.1021817, 113.2982514 23.10216, 113.2982464 23.1022202, 113.2981631 23.1022144))","[3050650258, 3050650341, 3050650342, 3050650343, 3050650344, 3050650346, 3050650259, 3050650345, 3050650258]",university,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,
way,300957344,"POLYGON ((113.2981962 23.1018973, 113.298208 23.1017547, 113.2986678 23.1017866, 113.2986561 23.1019287, 113.2985909 23.1019242, 113.2985958 23.1018646, 113.2982845 23.1018429, 113.2982795 23.1019031, 113.2981962 23.1018973))","[3050650147, 3050650260, 3050650261, 3050650262, 3050650263, 3050650148, 3050650149, 3050650150, 3050650147]",university,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,
way,300957345,"POLYGON ((113.2987223 23.1022461, 113.2987341 23.1021035, 113.2991939 23.1021354, 113.2991822 23.1022775, 113.299117 23.102273, 113.2991219 23.1022134, 113.2988106 23.1021917, 113.2988056 23.1022519, 113.2987223 23.1022461))","[3050650151, 3050650152, 3050650264, 3050650045, 3050650265, 3050650266, 3050650267, 3050650268, 3050650151]",university,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,
way,300957346,"POLYGON ((113.2987595 23.1019369, 113.2987713 23.1017943, 113.2992311 23.1018262, 113.2992194 23.1019683, 113.2991542 23.1019638, 113.2991591 23.1019042, 113.2988478 23.1018825, 113.2988428 23.1019427, 113.2987595 23.1019369))","[3050650046, 3050650047, 3050650048, 3050650049, 3050650050, 3050650051, 3050650153, 3050650269, 3050650046]",university,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,
way,300957347,"POLYGON ((113.298805 23.101658, 113.2988168 23.1015154, 113.2992766 23.1015473, 113.2992649 23.1016894, 113.2991997 23.1016849, 113.2992046 23.1016253, 113.2988933 23.1016036, 113.2988883 23.1016638, 113.298805 23.101658))","[3050650270, 3050649955, 3050649956, 3050650052, 3050650053, 3050650271, 3050650154, 3050649957, 3050650270]",university,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,
way,300957348,"POLYGON ((113.2988272 23.1013527, 113.298839 23.1012101, 113.2992988 23.101242, 113.2992871 23.1013841, 113.2992219 23.1013796, 113.2992268 23.10132, 113.2989155 23.1012983, 113.2989105 23.1013585, 113.2988272 23.1013527))","[3050650054, 3050650155, 3050650156, 3050650347, 3050650348, 3050650349, 3050650157, 3050650350, 3050650054]",university,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,
way,300957349,"POLYGON ((113.2982724 23.1012921, 113.2982842 23.1011495, 113.298744 23.1011814, 113.2987323 23.1013235, 113.2986671 23.101319, 113.298672 23.1012594, 113.2983607 23.1012377, 113.2983557 23.1012979, 113.2982724 23.1012921))","[3050650272, 3050650351, 3050650273, 3050650274, 3050650275, 3050650352, 3050650276, 3050651233, 3050650272]",university,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,
way,300957350,"POLYGON ((113.2989072 23.1007147, 113.298919 23.1005721, 113.2993788 23.100604, 113.2993671 23.1007461, 113.2993019 23.1007416, 113.2993068 23.100682, 113.2989955 23.1006603, 113.2989905 23.1007205, 113.2989072 23.1007147))","[3050651234, 3050651235, 3050651236, 3050651237, 3050651238, 3050651239, 3050651240, 3050606666, 3050651234]",university,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,
way,300957351,"POLYGON ((113.2989419 23.100434, 113.2989537 23.1002914, 113.2994135 23.1003233, 113.2994018 23.1004654, 113.2993366 23.1004609, 113.2993415 23.1004013, 113.2990302 23.1003796, 113.2990252 23.1004398, 113.2989419 23.100434))","[3050650353, 3050650158, 3050650159, 3050651241, 3050651242, 3050651243, 3050606667, 3050606668, 3050650353]",university,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,
way,300957353,"POLYGON ((113.2990015 23.0999103, 113.2990133 23.0997677, 113.2994731 23.0997996, 113.2994614 23.0999417, 113.2993962 23.0999372, 113.2994011 23.0998776, 113.2990898 23.0998559, 113.2990848 23.0999161, 113.2990015 23.0999103))","[3050606669, 3050651244, 3050650354, 3050650355, 3050650160, 3050651245, 3050651246, 3050606670, 3050606669]",university,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,
way,300957355,"POLYGON ((113.2982748 23.1005463, 113.2987558 23.1005871, 113.2987444 23.100701, 113.2982634 23.1006602, 113.2982748 23.1005463))","[3050606671, 3050650356, 3050606672, 3050650357, 3050606671]",university,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,
way,300957356,"POLYGON ((113.2982596 23.1008534, 113.2987406 23.1008942, 113.2987292 23.1010081, 113.2982482 23.1009673, 113.2982596 23.1008534))","[3050651247, 3050651248, 3050606673, 3050606674, 3050651247]",university,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,
way,300957357,"POLYGON ((113.2988896 23.1009129, 113.2993706 23.1009537, 113.2993592 23.1010676, 113.2988782 23.1010268, 113.2988896 23.1009129))","[3050606238, 3050606675, 3050650161, 3050650162, 3050606238]",university,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,
way,300957358,"POLYGON ((113.2982491 23.1014607, 113.2987301 23.1015015, 113.2987187 23.1016154, 113.2982377 23.1015746, 113.2982491 23.1014607))","[3050651249, 3050606239, 3050606546, 3050606547, 3050651249]",university,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,
way,300957359,"POLYGON ((113.2989778 23.1000479, 113.2994588 23.1000887, 113.2994474 23.1002026, 113.2989664 23.1001618, 113.2989778 23.1000479))","[3050606548, 3050606240, 3050606676, 3050606677, 3050606548]",university,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,
way,300957360,"POLYGON ((113.298286 23.1004003, 113.2983084 23.1001426, 113.2987871 23.1001777, 113.2987648 23.1004354, 113.298286 23.1004003))","[3050606678, 3050606679, 3050651250, 3050650358, 3050606678]",university,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,
way,300957361,"POLYGON ((113.2984467 23.0991402, 113.2984595 23.0989902, 113.2988675 23.0990194, 113.2988548 23.0991694, 113.2984467 23.0991402))","[3050606241, 3050650359, 3050606242, 3050650360, 3050606241]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957362,"POLYGON ((113.2866261 23.0975632, 113.2871437 23.0974475, 113.2871145 23.0973371, 113.2865969 23.0974528, 113.2866261 23.0975632))","[3050606680, 3050651251, 3050651252, 3050650361, 3050606680]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957363,"POLYGON ((113.2866932 23.0977928, 113.2872108 23.0976771, 113.2871816 23.0975667, 113.286664 23.0976824, 113.2866932 23.0977928))","[3050651253, 3050651254, 3050606243, 3050606244, 3050651253]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957364,"POLYGON ((113.2867593 23.0980287, 113.2872769 23.097913, 113.2872477 23.0978026, 113.2867301 23.0979183, 113.2867593 23.0980287))","[3050606245, 3050650362, 3050606246, 3050606247, 3050606245]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957368,"POLYGON ((113.2865666 23.0973237, 113.2870842 23.097208, 113.287055 23.0970976, 113.2865374 23.0972133, 113.2865666 23.0973237))","[3050606681, 3050606682, 3050650363, 3050606248, 3050606681]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300957375,"POLYGON ((113.286504 23.0970782, 113.2870216 23.0969625, 113.2869924 23.0968521, 113.2864748 23.0969678, 113.286504 23.0970782))","[3050606249, 3050606549, 3050606550, 3050606551, 3050606249]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301056119,"POLYGON ((113.2929261 23.1036521, 113.2928827 23.1034724, 113.2928393 23.1032928, 113.2928302 23.1032946, 113.2929064 23.1031864, 113.2929112 23.1031599, 113.2929035 23.1031273, 113.2928872 23.103099, 113.2928556 23.1030805, 113.292821 23.1030752, 113.2927846 23.1030823, 113.2927111 23.1031826, 113.2922608 23.1032712, 113.2922759 23.103336, 113.2922117 23.1033487, 113.2922414 23.1034761, 113.2923055 23.1034635, 113.292309 23.1034784, 113.2927566 23.1033903, 113.2928055 23.1035927, 113.2926222 23.1036301, 113.2926183 23.1036137, 113.2922941 23.1036799, 113.2923121 23.1037542, 113.2922946 23.1037578, 113.2923138 23.1038376, 113.2923837 23.1038234, 113.2923917 23.1038563, 113.2924557 23.1038433, 113.292461 23.1038654, 113.2925304 23.1038512, 113.2925357 23.1038732, 113.292859 23.1038073, 113.292856 23.1037946, 113.292957 23.1038388, 113.2929814 23.1038463, 113.2930058 23.1038438, 113.2930349 23.1038319, 113.2930539 23.1038063, 113.2930621 23.1037826, 113.2930634 23.1037583, 113.2930512 23.1037271, 113.2929261 23.1036521))","[3051665130, 9858397641, 3051665103, 3051665104, 3051665100, 3051665097, 3051665094, 3051665093, 3051665089, 3051665088, 3051665091, 3051665099, 3051665102, 3051665106, 3051665108, 3051665117, 3051665114, 3051665118, 3051665109, 3051665125, 3051665129, 3051665128, 3051665131, 3051665134, 3051665135, 3051665145, 3051665143, 3051665151, 3051665147, 3051665152, 3051665150, 3051665153, 3051665142, 3051665139, 3051665146, 3051665149, 3051665148, 3051665144, 3051665141, 3051665137, 3051665136, 3051665132, 3051665130]",university,,丰盛堂,,丰盛堂,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,301056120,"POLYGON ((113.2937143 23.1033474, 113.2938543 23.1033214, 113.2939943 23.1032953, 113.2939372 23.1030354, 113.2937972 23.1030614, 113.2936572 23.1030874, 113.2937143 23.1033474))","[3051665107, 9308346397, 3051665105, 3051665085, 9308346398, 3051665092, 3051665107]",university,,岭南堂,Lingnan Hall,岭南堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102109,"POLYGON ((113.2942804 23.1011702, 113.2944164 23.10115, 113.2944077 23.1011006, 113.2942718 23.1011208, 113.2942804 23.1011702))","[3052089564, 3052089563, 3052089560, 3052089561, 3052089564]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102110,"POLYGON ((113.2945543 23.1017448, 113.2947206 23.1017189, 113.2947331 23.1017871, 113.2945668 23.101813, 113.2945543 23.1017448))","[3052089589, 3052089584, 3052089596, 3052089598, 3052089589]",university,,中山大学出版社,Sun Yat-sen Universty Press,中山大学出版社,,,,343,,publisher,http://www.zsup.com.cn/,Q97348553,zh:中山大学出版社,,,,,,,,,,,,,,,,,,,
way,301102111,"POLYGON ((113.2948949 23.102121, 113.2950827 23.1020865, 113.295101 23.1021709, 113.2949133 23.1022055, 113.2948949 23.102121))","[3052089621, 3052089620, 3052089624, 3052089626, 3052089621]",university,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,
way,301102112,"POLYGON ((113.2944521 23.1016304, 113.2946446 23.1016018, 113.2946289 23.1015128, 113.2944365 23.1015414, 113.2944521 23.1016304))","[3052089582, 3052089581, 3052089577, 3052089579, 3052089582]",university,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,
way,301102113,"POLYGON ((113.293604 23.1007808, 113.2940828 23.1006977, 113.2940428 23.1005028, 113.293564 23.1005859, 113.293604 23.1007808))","[3052089556, 3052089554, 3052089550, 3052089552, 3052089556]",university,,数学楼,,数学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102114,"POLYGON ((113.2947487 23.1020125, 113.2949083 23.1019841, 113.294891 23.1019017, 113.2947314 23.1019301, 113.2947487 23.1020125))","[3052089615, 3052089611, 3052089605, 3052089606, 3052089615]",university,,,,,,,,344,,,,,,,,,,,,,,,,,,,,,,,,
way,301102115,"POLYGON ((113.2937251 23.1013012, 113.2940134 23.1012454, 113.2939902 23.1011443, 113.2937019 23.1012001, 113.2937251 23.1013012))","[3052089570, 3052089566, 3052089562, 3052089565, 3052089570]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102116,"POLYGON ((113.2950924 23.1013844, 113.2953101 23.1013488, 113.2952911 23.1012508, 113.2950734 23.1012864, 113.2950924 23.1013844))","[3052089573, 3052089572, 3052089567, 3052089569, 3052089573]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102117,"POLYGON ((113.2938133 23.1017808, 113.2941243 23.1017197, 113.2940745 23.1015049, 113.2939607 23.1015272, 113.2939772 23.1015984, 113.293935 23.1016067, 113.29378 23.1016371, 113.2938133 23.1017808))","[3052089593, 3052089586, 3052089576, 3052089578, 3052089580, 9308550514, 3052089583, 3052089593]",university,,南草坪咖啡厅,South Lawn Coffee Shop,南草坪咖啡厅,2,,,,no,,,,,yes,no,,,,,,,,,,,,,,,,,
way,301102118,"POLYGON ((113.2961471 23.1050792, 113.2961636 23.1045024, 113.2959652 23.1044976, 113.2959628 23.1045837, 113.2960261 23.1045852, 113.2960152 23.1049649, 113.2959519 23.1049634, 113.2959487 23.1050744, 113.2961471 23.1050792))","[3052089841, 3052089835, 3052089834, 3052089836, 3052089837, 3052089839, 3052089838, 3052089840, 3052089841]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102119,"POLYGON ((113.2936573 23.104174, 113.2934511 23.104204, 113.2934311 23.1052342, 113.2935202 23.1052362, 113.2935457 23.1052782, 113.2936073 23.1052961, 113.2936577 23.1052792, 113.2936782 23.1052379, 113.2937645 23.1052397, 113.2937893 23.1051557, 113.2938494 23.1051527, 113.2936573 23.104174))","[3052089632, 3052089833, 3052089844, 3052089845, 3052089848, 3052089850, 3052089849, 3052089846, 3052089847, 3052089843, 3052089842, 3052089632]",university,,中山大学科技文化交流中心,"Scientific, Technological and Culture Exchange Center",中山大学科技文化交流中心,16,,,,,,,,,,,中大学人馆;中大凯丰酒店,中大学人馆;中大凯丰酒店,hotel,,,,,,,,,,,,,,
way,301102120,"POLYGON ((113.2937579 23.1009401, 113.2939696 23.1009034, 113.2939409 23.1007635, 113.2937292 23.1008002, 113.2937579 23.1009401))","[3052089559, 3052089558, 3052089555, 3052089557, 3052089559]",university,,第二教学楼,No.2 Teaching Building,第二教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301102121,"POLYGON ((113.2939337 23.1024142, 113.294112 23.1023802, 113.2942903 23.1023462, 113.2942567 23.1021974, 113.2939001 23.1022655, 113.2939337 23.1024142))","[3052089631, 9858397637, 3052089629, 3052089625, 3052089627, 3052089631]",university,,荣光堂,Wing Kwong Hall,荣光堂,4,,,350,,,,,,,,,,,松园路,0,,,,,,,,,,,,
way,301102122,"POLYGON ((113.29435 23.1014112, 113.2945266 23.101385, 113.2945092 23.1012858, 113.2943326 23.1013121, 113.29435 23.1014112))","[3052089575, 3052089574, 3052089568, 3052089571, 3052089575]",university,,陈嘉庚堂,,陈嘉庚堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183597,"POLYGON ((113.2958419 23.1017732, 113.2958749 23.1016738, 113.2960549 23.1017243, 113.2960219 23.1018237, 113.2958419 23.1017732))","[3052809033, 3052809133, 3052887133, 3052887233, 3052809033]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183598,"POLYGON ((113.2959322 23.1015641, 113.2959652 23.1014647, 113.2961452 23.1015152, 113.2961122 23.1016146, 113.2959322 23.1015641))","[3052887333, 3052887334, 3052887335, 3052887433, 3052887333]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183599,"POLYGON ((113.2961895 23.1018656, 113.2962225 23.1017662, 113.2964025 23.1018167, 113.2963695 23.1019161, 113.2961895 23.1018656))","[3052887533, 3052887633, 3052887733, 3052887833, 3052887533]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183600,"POLYGON ((113.2962392 23.1016472, 113.2962722 23.1015478, 113.2964522 23.1015983, 113.2964192 23.1016977, 113.2962392 23.1016472))","[3052887933, 3052887434, 3052888033, 3052888133, 3052887933]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183601,"POLYGON ((113.2965404 23.1016984, 113.2965734 23.101599, 113.2967534 23.1016495, 113.2967204 23.1017489, 113.2965404 23.1016984))","[3052887634, 3052888233, 3052887734, 3052888333, 3052887634]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183602,"POLYGON ((113.2965917 23.1015351, 113.2966247 23.1014357, 113.2968047 23.1014862, 113.2967717 23.1015856, 113.2965917 23.1015351))","[3052888433, 3052888334, 3052887134, 3052888533, 3052888433]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183603,"POLYGON ((113.2979281 23.0979461, 113.2983042 23.0979559, 113.2983067 23.097874, 113.2979306 23.0978642, 113.2979281 23.0979461))","[3052888434, 3052887135, 3052888633, 3052888733, 3052888434]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183604,"POLYGON ((113.2979276 23.097738, 113.2983037 23.0977478, 113.2983062 23.0976659, 113.2979301 23.0976561, 113.2979276 23.097738))","[3052888833, 3052888234, 3052888634, 3052888034, 3052888833]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183605,"POLYGON ((113.2979159 23.0974929, 113.2983022 23.0975031, 113.2983069 23.0974224, 113.2983102 23.0973746, 113.2982544 23.0973149, 113.2981925 23.0972556, 113.2980492 23.0971491, 113.2979797 23.097223, 113.2980341 23.0972622, 113.2980497 23.0972429, 113.298122 23.0973029, 113.2982255 23.0973924, 113.2982242 23.0974197, 113.2979184 23.097411, 113.2979159 23.0974929))","[3052887534, 3052887136, 3052887234, 3052887737, 3052887738, 3052887735, 3052888235, 3052888236, 3052888933, 3052888635, 3052887736, 3052887739, 3052888134, 3052887635, 3052887534]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301183606,"POLYGON ((113.2990689 23.0993098, 113.2995038 23.099351, 113.2994751 23.0996069, 113.2990481 23.0995664, 113.2990574 23.0994834, 113.2994093 23.0995168, 113.299419 23.0994312, 113.2990591 23.099397, 113.2990689 23.0993098))","[3052888035, 3052888534, 3052888335, 3052888934, 3052888036, 3052887535, 3052887536, 3052887435, 3052888035]",dormitory,,,,,9,,,,,,,,,,,,,,,,2,,,,,,,,,,,
way,301183607,"POLYGON ((113.2983777 23.099968, 113.2987029 23.0999992, 113.2986945 23.1000732, 113.2983692 23.100042, 113.2983777 23.099968))","[3052888734, 3052887636, 3052888135, 3052888435, 3052888734]",university,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,
way,301183608,"POLYGON ((113.298731 23.0997344, 113.2984287 23.0997059, 113.2984407 23.0995985, 113.2987429 23.099627, 113.298731 23.0997344))","[3052887137, 3052888037, 3052888436, 3052888935, 3052887137]",university,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,
way,301183612,"POLYGON ((113.2984899 23.1032527, 113.299356 23.1033381, 113.2993447 23.1034351, 113.2984786 23.1033498, 113.2984899 23.1032527))","[3052887740, 3052888834, 3052888937, 3052888238, 3052887740]",dormitory,,东区173,,东区173,8,,,173,no,,,,,,,,,,园东路,,,,,,,,,,,,,
way,301183613,"POLYGON ((113.2985245 23.1035705, 113.2993259 23.1036435, 113.2993158 23.1037374, 113.2985144 23.1036644, 113.2985245 23.1035705))","[3052888636, 3052887638, 3052887538, 3052888439, 3052888636]",university,,东区180,,东区180,8,,,180,no,,,,,,,,,,园东路,,,,,,,,,,,,,
way,301184027,"POLYGON ((113.2919002 23.0996068, 113.2922967 23.0995369, 113.2922771 23.0994429, 113.2918806 23.0995128, 113.2919002 23.0996068))","[3052893460, 3052893461, 3052893462, 3052893463, 3052893460]",university,,政治与公共管理学院,School of Government,政治与公共管理学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301184028,"POLYGON ((113.2921611 23.1015124, 113.2921262 23.1013679, 113.2925149 23.1012883, 113.2925498 23.1014328, 113.2921611 23.1015124))","[3052903135, 3052893464, 3052881313, 3052881314, 3052903135]",university,,爪哇堂,Java Hall,爪哇堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301184029,"POLYGON ((113.2917226 23.1015269, 113.2916916 23.1014155, 113.2920163 23.1013392, 113.292036 23.1014105, 113.2918831 23.1014464, 113.2918943 23.1014865, 113.2917226 23.1015269))","[3052881315, 3052903836, 3052893465, 3052893466, 3052881316, 3052903837, 3052881315]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319400,"POLYGON ((113.2935588 23.0974527, 113.2939014 23.0974816, 113.2939275 23.0972199, 113.2940132 23.0972272, 113.2940241 23.0971183, 113.2939384 23.0971111, 113.2935958 23.0970822, 113.2935588 23.0974527))","[3053893714, 3053893721, 3053893663, 3053893669, 3053893640, 3053893639, 3053893636, 3053893714]",university,,中文堂,Department of Chinese Language and Literature,中文堂,,,,274,,,,,,,,,,,,,,,,,,,,,,,,
way,301319421,"POLYGON ((113.2936559 23.0967482, 113.294236 23.0967872, 113.2943006 23.0964559, 113.2941368 23.0964288, 113.2941009 23.0966128, 113.2936669 23.0965799, 113.2936559 23.0967482))","[3053893520, 3053893523, 3053893494, 3053893490, 3053893507, 3053893500, 3053893520]",university,,哲学楼,,哲学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319434,"POLYGON ((113.2972487 23.1026436, 113.2975387 23.1025739, 113.2974636 23.1023094, 113.2971736 23.1023791, 113.2972487 23.1026436))","[3053894581, 3053894562, 3053894541, 3053894547, 3053894581]",university,,学生饭堂,Student Cafeteria,学生饭堂,,,restaurant,357,,,,,,,,,,,,,,,,,,,,,,,,
