element_type,osmid,geometry,nodes,building,addr:city,addr:housenumber,addr:street,name,operator,source
way,40860364,"POLYGON ((-0.1355053 51.5220312, -0.1354791 51.5220029, -0.1354542 51.521976, -0.1352692 51.521776, -0.1352234 51.5217265, -0.1351854 51.5216855, -0.1350857 51.5215777, -0.1349291 51.5216338, -0.1349948 51.5217049, -0.1350204 51.5217325, -0.1350668 51.5217826, -0.1351123 51.5218318, -0.1352467 51.5219771, -0.1352976 51.522032, -0.1351213 51.5220952, -0.1351725 51.5221505, -0.1355053 51.5220312))","[7012259724, 7012259736, 7012259727, 7012259739, 7012259740, 7012259737, 497185842, 6384561967, 10185863225, 6384561963, 7012259735, 7012259731, 10185838249, 2556931440, 1138970574, 10185863233, 7012259724]",yes,,,,,,
way,1050322259,"POLYGON ((-0.1350204 51.5217325, -0.1349948 51.5217049, -0.134949 51.5217223, -0.1349237 51.5216968, -0.1348812 51.521713, -0.1348447 51.521727, -0.1348691 51.5217518, -0.1348505 51.5217589, -0.1347871 51.5216947, -0.1346665 51.5217408, -0.134169 51.5219312, -0.1341167 51.5219512, -0.1342225 51.5220582, -0.1342706 51.5220398, -0.1343746 51.522, -0.1344584 51.5220848, -0.134882 51.5219228, -0.1349147 51.5219559, -0.1350596 51.5219005, -0.1350249 51.5218653, -0.1351123 51.5218318, -0.1350668 51.5217826, -0.1350204 51.5217325))","[6384561963, 10185863225, 10185863226, 10185863227, 1448875208, 10185863229, 10185863228, 6384561958, 6384561964, 1448875209, 10185838289, 497185843, 1138970634, 10185838290, 10185838295, 10185838296, 10185838299, 10185838298, 10185838297, 10185863230, 7012259731, 7012259735, 6384561963]",yes,London,1-19,Torrington Place,1-19 Torrington Place,UCL,Yahoo
