,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((2.3377378 48.8545845, 2.3379598 48.8545655, 2.337959 48.8545676, 2.3379292 48.8546431, 2.3379206 48.8546649, 2.3378954 48.8547287, 2.3378939 48.8547324, 2.3377985 48.8547323, 2.337769 48.8547334, 2.3377378 48.8545845))",48.8547334,48.8545655,2.3379598,2.3377378,82900750,way,62250835,48.854654,2.3378386313969113,amenity,university,30,0.3777480703204602,amenity,Université PSL,"Université PSL, 60, Rue Mazarine, Quartier de la Monnaie, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75006, France"
