element_type,osmid,nodes,amenity,building,name,name:en,name:zh,name:zh-Hans,name:zh-Hant,smoking,wheelchair,geometry,building:levels,note,leisure,operator,faculty,addr:city,addr:housenumber,addr:postcode,addr:street,ways,type
way,319289957,"[3257028470, 3257028471, 3257028472, 3257028473, 3257028474, 3257028475, 3257028476, 3257028477, 3257028478, 3257028479, 3257028480, 3257028481, 3257028482, 3257028483, 3257028484, 3257028485, 3257028486, 3257028487, 3257028488, 3257028489, 3257028470]",,university,机械楼,School of Mechanics and Foreign Language School,机械楼,机械楼,機械樓,no,yes,"POLYGON ((126.6269801 45.7460859, 126.6271791 45.7459689, 126.6273625 45.7461207, 126.6277326 45.7459128, 126.627598 45.7457991, 126.6278459 45.7456575, 126.627986 45.7457774, 126.6283836 45.7455436, 126.6281916 45.7453846, 126.6283732 45.7452777, 126.6288986 45.7457127, 126.6287044 45.7458269, 126.6285233 45.745677, 126.628141 45.7459018, 126.6281683 45.7459244, 126.6279113 45.7460756, 126.6278768 45.7460471, 126.6275146 45.7462602, 126.6277053 45.7464181, 126.6275159 45.7465295, 126.6269801 45.7460859))",,,,哈尔滨工业大学,,,,,,,
way,319291926,"[3257053330, 3257053331, 3257053332, 3257053333, 3257053334, 3257053335, 3257053336, 3257053337, 3257053338, 3257053339, 3257053340, 3257053341, 3257053342, 3257053343, 3257053344, 3257053345, 3257053346, 3257053347, 3257053348, 3257053349, 3257053350, 3257053351, 3257053352, 3257053353, 3257053354, 3257053355, 3257053330]",,university,能源科学与工程学院 - School of Energy Science and Engineering,,,,,,,"POLYGON ((126.6292172 45.7449765, 126.6289324 45.7451393, 126.6290151 45.7452098, 126.6292858 45.745055, 126.629362 45.7451199, 126.6294506 45.7450692, 126.6288599 45.7445659, 126.629088 45.7444355, 126.6296777 45.7449379, 126.6297546 45.7448939, 126.6300156 45.7451163, 126.629755 45.7452653, 126.6297071 45.7452244, 126.6291695 45.7455318, 126.6290888 45.7454631, 126.6290413 45.7454902, 126.6285452 45.7450677, 126.6288488 45.7448941, 126.6288 45.7448524, 126.6288387 45.7448303, 126.628808 45.7448041, 126.6288423 45.7447845, 126.6288743 45.7448117, 126.6289134 45.7447894, 126.6289611 45.74483, 126.6290115 45.7448012, 126.6292172 45.7449765))",,,,,,,,,,,
way,319291927,"[3257053356, 3257101313, 3257053357, 3257053358, 3257053359, 3257053360, 3257054161, 3257054162, 3257054163, 3257054164, 3257054165, 3257054166, 3257054167, 3257054168, 3257054169, 3257054170, 3257053356]",,university,材料科学与工程学院 - School of Materials Science and Engineering,,,,,,,"POLYGON ((126.6277245 45.7443367, 126.6275436 45.7441811, 126.6272462 45.7439253, 126.627876 45.7435687, 126.6279543 45.7436361, 126.6280944 45.7435651, 126.6287125 45.7441083, 126.6290538 45.7444019, 126.6288205 45.744534, 126.6285766 45.7443242, 126.6286288 45.7442947, 126.6285601 45.7442356, 126.6284038 45.7442356, 126.6279512 45.7438463, 126.6277642 45.7439521, 126.6280181 45.7441705, 126.6277245 45.7443367))",,,,,,,,,,,
way,319294887,"[3257083398, 3257083399, 3257083400, 3257083401, 3257083402, 3257083403, 3257083404, 3257083405, 3257083406, 3257083407, 3257083408, 3257083409, 3257083410, 3257083411, 3257083412, 3257083413, 3257083414, 3257083415, 3257083416, 3257083417, 3257083418, 3257083419, 3257083398]",,university,科技大厦,Science and Technology Building,科技大厦,科技大厦,科技大廈,no,yes,"POLYGON ((126.6273961 45.747056, 126.6274538 45.7471068, 126.6274312 45.7471313, 126.6274262 45.7471558, 126.6274488 45.7471838, 126.6278955 45.7475533, 126.6279482 45.7475673, 126.6279858 45.7475603, 126.6280109 45.7475498, 126.6282267 45.7477267, 126.6282543 45.7477424, 126.6282819 45.7477389, 126.6284526 45.7476426, 126.6283597 45.7475516, 126.6283171 45.7475708, 126.6281565 45.747429, 126.6281314 45.7474097, 126.6280912 45.7474027, 126.6280611 45.747408, 126.6276696 45.747091, 126.6277775 45.7470262, 126.6276496 45.7469159, 126.6273961 45.747056))",,,,哈尔滨工业大学,,,,,,,
way,319294888,"[3257083420, 3257083421, 3257083422, 3257083423, 3257083424, 3257083425, 3257083426, 3257083427, 3257083428, 3257083429, 3257083430, 3257083431, 3257083432, 3257083433, 3257083434, 3257083435, 3257083436, 3257083437, 3257083438, 3257090098, 3257090097, 3257083440, 3257083441, 3257083442, 3257083443, 3257083444, 3257083445, 3257083446, 3257083447, 3257083448, 3257083449, 3257083450, 3257083451, 3257083420]",,university,机械工程实验教学中心,Mechanical Engineering Research Center,机械工程实验教学中心,机械工程实验教学中心,機械工程實驗教學中心,no,yes,"POLYGON ((126.6276849 45.7467994, 126.6285487 45.7475413, 126.6287697 45.747416, 126.6281002 45.7468408, 126.6281463 45.7468147, 126.6281764 45.7468406, 126.6282197 45.7468161, 126.6282426 45.7468358, 126.6291399 45.746328, 126.6291117 45.7463038, 126.6291397 45.7462879, 126.6291054 45.7462585, 126.629181 45.7462156, 126.6292814 45.7463017, 126.6294687 45.7461954, 126.6292616 45.7460178, 126.6293755 45.7459531, 126.6294172 45.7459888, 126.6298554 45.7457397, 126.6298134 45.7457037, 126.6297136 45.7456182, 126.6292233 45.7458968, 126.6292546 45.7459235, 126.6291886 45.7459611, 126.6291619 45.7459382, 126.6289733 45.7460454, 126.629121 45.7461719, 126.6290743 45.7461984, 126.6290057 45.7461397, 126.6280199 45.7466999, 126.6280952 45.7467645, 126.6280516 45.7467892, 126.6279129 45.7466702, 126.6276849 45.7467994))",,,,哈尔滨工业大学,,,,,,,
way,319294889,"[3257083452, 3257083453, 3257083454, 3257083455, 3257083456, 3257083457, 3257083452]",,university,制造楼,Zhizao Building,制造楼,制造楼,製造樓,no,yes,"POLYGON ((126.6293341 45.7463573, 126.6295197 45.7462513, 126.6300057 45.7466825, 126.6297079 45.7468518, 126.6295565 45.7467221, 126.6296787 45.7466525, 126.6293341 45.7463573))",,,,哈尔滨工业大学,,,,,,,
way,319294890,"[3257083458, 3257083459, 3257083460, 3257083961, 3257083458]",,university,铸造实验室,Casting Laboratory,铸造实验室,铸造实验室,鑄造實驗室,no,yes,"POLYGON ((126.6288713 45.7473325, 126.6296598 45.7468849, 126.6291835 45.7464764, 126.628395 45.746924, 126.6288713 45.7473325))",,,,哈尔滨工业大学,,,,,,,
way,319295430,"[3257090063, 3257090064, 3257090065, 3257090066, 3257090067, 3257090068, 3257090069, 3257090070, 3257090071, 3257090072, 3257090073, 3257090074, 3257090075, 3257090076, 3257090077, 3257090082, 3257090081, 3257090080, 3257090078, 3257090079, 3257090063]",,university,科技发展中心大楼,Science and Technology Development Center,科技发展中心大楼,,,,,"POLYGON ((126.6299346 45.7464388, 126.6300141 45.7463944, 126.6299022 45.746297, 126.6301645 45.7461503, 126.6299038 45.7459232, 126.6300195 45.7458585, 126.6300399 45.7458763, 126.6300724 45.7458582, 126.6299142 45.7457204, 126.6300537 45.7456424, 126.6304542 45.7459911, 126.630312 45.7460707, 126.6304339 45.7461768, 126.6304817 45.74615, 126.6304537 45.7461256, 126.6305635 45.7460643, 126.6306437 45.7461342, 126.6309865 45.7459425, 126.6311734 45.7461053, 126.6301856 45.7466575, 126.6299346 45.7464388))",,,,,,,,,,,
way,319295431,"[3257090083, 3257090084, 3257090085, 3257090086, 3257090087, 3257090088, 3257090089, 3257090090, 3257090091, 3257090092, 3257090093, 3257090094, 3257090095, 3257090096, 3257090097, 3257090098, 3257090099, 3257090100, 3257090083]",,university,人文与社会科学学院,School of Humanities and Social Sciences,人文与社会科学学院,,,,,"POLYGON ((126.6300938 45.7456044, 126.6303363 45.7458169, 126.6303081 45.7458327, 126.6304209 45.7459389, 126.6304575 45.7459251, 126.6306493 45.7460904, 126.6307846 45.7460176, 126.6305675 45.7458268, 126.6305929 45.745813, 126.6304745 45.7457048, 126.6304463 45.7457205, 126.6301841 45.7454943, 126.6302123 45.7454785, 126.6301046 45.7453883, 126.6297136 45.7456182, 126.6298134 45.7457037, 126.6300741 45.7455533, 126.6301192 45.7455887, 126.6300938 45.7456044))",,,,,,,,,,,
way,319300087,"[3257134127, 3257134128, 3257134129, 3257134130, 3257134979, 3257134131, 3257134132, 3257134133, 3257134134, 3257134135, 3257134136, 3257134137, 3257134138, 3257134139, 3257134140, 3257134141, 3257134142, 3257134143, 3257134144, 3257134145, 3257134146, 3257134147, 3257134148, 3257134149, 3257134150, 3257134151, 3257134152, 3257134153, 3257134154, 3257134155, 3257134156, 3257134157, 3257134158, 3257134127]",,university,建筑学院,,建筑学院,建筑学院,建築學院,no,yes,"POLYGON ((126.6311 45.7501485, 126.6312476 45.7500642, 126.6312798 45.7500917, 126.6319555 45.7497059, 126.6320196 45.7497605, 126.6321107 45.7498382, 126.6317587 45.7500394, 126.6317906 45.7500666, 126.631709 45.7501132, 126.6316768 45.7500858, 126.6314346 45.750224, 126.631693 45.7504444, 126.6321307 45.7501945, 126.632285 45.7503261, 126.6318429 45.7505784, 126.6321221 45.7508165, 126.6325551 45.7505693, 126.6327031 45.7506956, 126.6322868 45.7509333, 126.6322924 45.7509404, 126.6321677 45.751015, 126.6321492 45.751005, 126.6320103 45.7510841, 126.6318591 45.7509549, 126.6319988 45.7508753, 126.6317778 45.7506865, 126.6316666 45.7507499, 126.6314186 45.7505381, 126.6315193 45.7504806, 126.6313037 45.7502965, 126.6311616 45.7503775, 126.6309996 45.7502392, 126.6311235 45.7501686, 126.6311 45.7501485))",,,,哈尔滨工业大学,,哈尔滨,66号,150001,西大直街 - Xidazhi Street,,
way,319300088,"[3257134131, 3257134159, 3257134160, 9917546805, 3257134961, 3257134962, 3257134963, 3257134964, 9917546804, 9917546808, 3257134965, 3257134966, 3257134967, 3257134968, 3257134969, 3257134970, 3257134971, 3257134972, 3257134973, 3257134974, 3257134975, 3257134976, 3257134977, 3257134978, 3257134979, 3257134131]",,university,,,,,,,,"POLYGON ((126.6321107 45.7498382, 126.6321762 45.7498009, 126.6322458 45.7498601, 126.6329297 45.749474, 126.6330425 45.7494044, 126.6330945 45.7494487, 126.6331419 45.7494216, 126.6335878 45.7498017, 126.6335849 45.7498033, 126.633422 45.7498964, 126.6328533 45.7502212, 126.6329362 45.7502919, 126.632899 45.7503131, 126.6330635 45.7504534, 126.6338394 45.7500107, 126.6338019 45.7499787, 126.6339594 45.7498888, 126.6333016 45.7493275, 126.6333495 45.7493002, 126.6330858 45.7490753, 126.6329924 45.7491287, 126.6330138 45.7491469, 126.6320759 45.7496838, 126.6321072 45.7497104, 126.6320196 45.7497605, 126.6321107 45.7498382))",,,,,,,,,,,
way,319300089,"[3257134980, 3257134981, 3257134982, 3257134983, 3257134984, 3257134985, 3257134986, 3257134987, 3257134988, 3257134989, 3257134990, 3257134991, 3257134992, 3257134993, 3257134980]",,university,哈尔滨工业大学A05公寓,,,,,,,"POLYGON ((126.633159 45.7490112, 126.6334544 45.7492629, 126.6334219 45.7492815, 126.6337512 45.749562, 126.6337865 45.7495418, 126.6340412 45.7497588, 126.6341757 45.7496819, 126.6339511 45.7494905, 126.6339168 45.7495102, 126.6335637 45.7492094, 126.6335961 45.7491909, 126.633371 45.7489992, 126.6333179 45.7490295, 126.6332412 45.7489642, 126.633159 45.7490112))",7,,,,,哈尔滨,15号,150001,联发街,,
way,901003906,"[3256993849, 3256993850, 3256993851, 3256993825, 3256993824, 8370070348, 8370070349, 3256993831, 3256993830, 3256993829, 3256993828, 3256993827, 3256993826, 3256993847, 3256993848, 3256993849]",,dormitory,A19公寓,,,,,no,yes,"POLYGON ((126.6212466 45.7410797, 126.621413 45.740981, 126.6215017 45.7410526, 126.6215988 45.7409946, 126.6214075 45.7408397, 126.6212284 45.7409488, 126.6210793 45.7408238, 126.6212845 45.7407024, 126.6213681 45.7406543, 126.6214141 45.7406441, 126.62146 45.7406441, 126.6215039 45.7406645, 126.6217714 45.740892, 126.6218899 45.7409984, 126.6214657 45.7412635, 126.6212466 45.7410797))",,,,哈尔滨工业大学,,,,,,,
way,1092670190,"[10006941217, 10006941218, 10006941219, 10006941220, 10006941221, 10006941222, 10006941223, 10006941224, 10006941217]",,dormitory,A18公寓,,,,,,,"POLYGON ((126.6276733 45.7429589, 126.6275455 45.7428462, 126.6276355 45.7427965, 126.6276628 45.7428206, 126.627736 45.7427802, 126.6276028 45.7426627, 126.6277976 45.7425552, 126.6280312 45.7427614, 126.6276733 45.7429589))",,,,,,,,,,,
way,1092751690,"[10007623988, 10007623989, 10007623990, 10007623991, 10007623988]",police,yes,保卫处,,,,,,,"POLYGON ((126.6252275 45.7402172, 126.6253368 45.7401504, 126.625695 45.7404356, 126.6255857 45.7405025, 126.6252275 45.7402172))",,,,,,,,,,,
relation,4434185,"[[[3256680792, 10006838475, 10006838477, 10006838476, 3256680794, 3256680795, 3256680792]]]",,dormitory,A1公寓,Dormitory A1,A1公寓,,,,,"POLYGON ((126.6260645 45.7379573, 126.6262915 45.7381529, 126.6268346 45.737846, 126.6274336 45.7383624, 126.627682 45.738222, 126.6268557 45.73751, 126.6260645 45.7379573))",,,,,,,,,,[319256885],multipolygon
relation,4434234,"[[[3256723743, 3256723744, 3256723745, 3256723746, 3256723743], [3256723749, 3256723750, 3256723747, 3256723748, 3256723749]]]",,dormitory,A2公寓,Dormitory A2,A2公寓,,,,,"POLYGON ((126.6302603 45.7415579, 126.6309363 45.7411754, 126.6302247 45.7405628, 126.6295487 45.7409453, 126.6302603 45.7415579), (126.6302894 45.7413513, 126.6298375 45.7409673, 126.630191 45.7407647, 126.6306429 45.7411486, 126.6302894 45.7413513))",,未来技术学院,,,,,,,,"[319261651, 319261652]",multipolygon
relation,4434246,"[[[3256732496, 10006838483, 10006838484, 10006838486, 10006838487, 10006838485, 10006838482, 3256732497, 3256732498, 3256732499, 3256732496]]]",,dormitory,A3公寓,Dormitory A3,A3公寓,,,,,"POLYGON ((126.628611 45.7415811, 126.6292536 45.7421245, 126.6300411 45.741671, 126.629309 45.7410519, 126.6288612 45.7413098, 126.6290919 45.7415049, 126.6293561 45.7413675, 126.6296926 45.7416695, 126.6293154 45.7419097, 126.6287987 45.741473, 126.628611 45.7415811))",,,,,,,,,,[319262313],multipolygon
relation,4434294,"[[[3256759692, 3256860270, 3256759693, 3256759694, 3256759695, 3256759692], [3256759698, 3256759699, 3256759696, 3256759697, 3256759698]]]",restaurant,yes,学士餐厅,Xueshi Dining Hall,学士餐厅,,,,,"POLYGON ((126.627047 45.7418623, 126.6270812 45.741891, 126.6278011 45.7414726, 126.6272236 45.7409886, 126.6265037 45.741407, 126.627047 45.7418623), (126.6269952 45.7415013, 126.6268442 45.7413748, 126.6270982 45.7412271, 126.6272492 45.7413536, 126.6269952 45.7415013))",,,,,,,,,,"[319264971, 319264972]",multipolygon
relation,4434311,"[[[3256770601, 10007623996, 3256770633], [3256770633, 3256770622, 3256770623, 3256770624, 3256860265, 3256770625, 3256770626, 3256770627, 3256770628], [3256770628, 3256770629, 3256770630, 3256770621], [3256770600, 3256770621], [3256770615, 3256770616, 3256770617, 3256770618, 3256770619, 3256770620, 3256770600], [3256770601, 3256770602, 3256770603, 3256770604, 3256770605, 3256770606, 3256770607, 3256770608, 3256770609, 3256770610, 3256770611, 3256770612, 3256770613, 3256770614, 3256770615]]]",,university,正心楼,Zhengxin Building,正心楼,,,,,"POLYGON ((126.6246711 45.7415774, 126.6245757 45.741598, 126.624612 45.7416741, 126.6246529 45.7417232, 126.6246779 45.7417501, 126.6247665 45.7416947, 126.624796 45.74172, 126.6249192 45.7418191, 126.6250871 45.7419685, 126.6259091 45.7414955, 126.6258675 45.7414605, 126.6259613 45.7414063, 126.6253175 45.7408636, 126.6251021 45.740988, 126.6251494 45.7410279, 126.625518 45.7413386, 126.6255433 45.741324, 126.6256415 45.7414067, 126.6251298 45.7417024, 126.6250099 45.7416056, 126.6252116 45.7414839, 126.6248709 45.7411922, 126.6248323 45.741216, 126.6247619 45.7411542, 126.6247165 45.7411891, 126.6246665 45.7412319, 126.6246211 45.7412937, 126.6247165 45.7413238, 126.6246756 45.7413904, 126.6245825 45.7413666, 126.6245643 45.7414141, 126.6245552 45.741476, 126.6245575 45.7415267, 126.6246529 45.7415203, 126.6246711 45.7415774))",,,,,,,,,,"[319266342, 319266334, 319266336, 319266338, 319266340, 319266343]",multipolygon
relation,4434327,"[[[3256780603, 3256780604, 3256780605, 3256780606, 3256780607, 3256780608, 3256780587], [3256780588, 3256780589, 3256780590, 3256780591, 3256780584, 3256780585], [3256780588, 3256780592, 3256780593, 3256780594, 3256780595, 3256780596, 3256780597, 3256780598, 3256780599, 3256780600, 3256780601, 3256780602, 3256780603], [3256780585, 3256780586, 3256780587]]]",,kindergarten,幼教中心,Kindergarten,幼教中心,,,,,"POLYGON ((126.6232382 45.7412637, 126.623293 45.7412325, 126.6233624 45.7412919, 126.6235426 45.7414505, 126.6232606 45.7416177, 126.6234053 45.7417397, 126.6234402 45.7417188, 126.6234802 45.7417588, 126.6236024 45.7416857, 126.6237023 45.7417727, 126.6239992 45.7416003, 126.6239443 45.7415498, 126.6240766 45.7414732, 126.6240891 45.7414575, 126.6240941 45.7414349, 126.6240816 45.7414122, 126.6240566 45.7413983, 126.6240292 45.7413913, 126.6239942 45.7413948, 126.623842 45.7414784, 126.6235212 45.7412016, 126.6234703 45.741158, 126.6236385 45.7410623, 126.6235289 45.7409685, 126.6231471 45.7411857, 126.6232382 45.7412637))",,哈工大幼儿园,,,,,,,,"[319267330, 319267331, 319267332, 319267329]",multipolygon
relation,4434425,"[[[3256810222, 3256810212, 3256810211], [3256810211, 3256810213, 3256810222]]]",,university,成教楼,Chengjiao Building,成教楼,,,,,"POLYGON ((126.62728 45.7431739, 126.6276622 45.7429529, 126.6275427 45.7428523, 126.6271543 45.7430763, 126.62728 45.7431739))",,继续教育学院、软件学院,,,,,,,,"[319269936, 319269940]",multipolygon
relation,4434426,"[[[3256810249, 3256810250, 3256810251], [3256810251, 3256810252, 3256810241], [3256810241, 3256810242, 3256810243, 3256810244, 3256810245, 3256810246, 3256810247], [3256810247, 3256810248, 3256810235, 3256810236, 3256810237, 3256810238, 3256810239, 3256810240, 3256810249]]]",,university,留学生教学楼,International Student Center,留学生教学楼,,,,,"POLYGON ((126.6278304 45.7424278, 126.6279337 45.7425171, 126.628167 45.7423856, 126.6280637 45.7422963, 126.6278873 45.7423957, 126.6276275 45.7421746, 126.627939 45.7419964, 126.6279817 45.7420327, 126.6280593 45.7419883, 126.6279796 45.7419205, 126.6279566 45.7419336, 126.6278824 45.7418704, 126.6273835 45.7421559, 126.627478 45.7422364, 126.6275415 45.7422001, 126.6275696 45.742224, 126.6275081 45.7422592, 126.6277565 45.7424706, 126.6278304 45.7424278))",,,,,,,,,,"[319269952, 319269950, 319269946, 319269948]",multipolygon
relation,4434603,"[[[3256869726, 3256869727, 3256869728, 3256869729, 3256869730, 3256869731, 5629513979, 3256869732, 3256869733, 3256869734, 3256869735, 3256869736, 3256869737, 3256869738, 3256869739, 3256869740, 3256869741, 3256869742, 3256869743, 3256869744, 3256869745, 3256869746, 3256869747, 3256869748, 3256869749, 3256869750, 3256869751, 3256869752, 3256869753, 3256869754, 3256869755, 3256869756, 3256869757, 3256869758, 3256869759, 3256869760, 3256869761, 3256869762, 3256869763, 3256869764, 3256869765, 3256869766, 3256869767, 3256869768, 3256869769, 3256869770, 3256869771, 3256869772, 3256869773, 3256869774, 3256869726], [3256869724, 3256869725, 3256869686, 3256869687, 3256869688, 3256869689, 3256869690, 3256869691, 3256869692, 3256869693, 3256869694, 3256869695, 3256869696, 3256869697, 3256869698, 3256869699, 3256869700, 3256869701, 3256869702, 3256869703], [3256869703, 3256869704, 3256869705, 3256869706, 3256869707, 3256869708, 3256869709, 3256869710, 3256869711, 3256869712, 3256869713, 3256869714, 3256869715, 3256869716, 3256869717, 3256869718, 3256869719, 3256869720, 3256869721, 3256869722, 3256869723, 3256869724]]]",,yes,哈尔滨工业大学-体育中心,,,,,,,"POLYGON ((126.6273411 45.7360904, 126.6272277 45.7361908, 126.6271369 45.7363043, 126.62712 45.7364265, 126.6270938 45.7366159, 126.6270726 45.7367687, 126.6271092 45.7369075, 126.6271596 45.7370983, 126.6271898 45.7372125, 126.6272877 45.7373215, 126.6273865 45.7374316, 126.6274962 45.7375029, 126.6275076 45.7374818, 126.6275908 45.7375451, 126.6277005 45.7375927, 126.6278026 45.7376296, 126.6279048 45.7376534, 126.627988 45.7376639, 126.6281015 45.7376719, 126.6282074 45.7376666, 126.6283057 45.737656, 126.6283776 45.7376402, 126.6284759 45.7376085, 126.6285856 45.7375689, 126.6286764 45.737524, 126.6287445 45.7374818, 126.6288088 45.7374316, 126.6288655 45.7373683, 126.6289109 45.7373049, 126.6289374 45.737231, 126.6289525 45.7371597, 126.6289525 45.7363069, 126.6289336 45.7362383, 126.6288882 45.7361617, 126.6288239 45.7360746, 126.6287748 45.7360324, 126.6287105 45.7359769, 126.6286272 45.735932, 126.6285024 45.7358898, 126.6284003 45.7358607, 126.6282792 45.7358423, 126.6281582 45.7358423, 126.6280296 45.7358502, 126.6279161 45.735866, 126.6278329 45.7358871, 126.6277156 45.7359215, 126.6276173 45.7359664, 126.6275492 45.7360086, 126.6275076 45.7360376, 126.6274811 45.7360192, 126.6273411 45.7360904), (126.6275416 45.7363993, 126.6275189 45.7362013, 126.6275643 45.736138, 126.6276173 45.7360852, 126.6276816 45.7360482, 126.6277345 45.7360165, 126.6278329 45.7359743, 126.6279501 45.73594, 126.6280636 45.7359294, 126.628196 45.7359267, 126.6283057 45.7359373, 126.6283889 45.7359584, 126.6284722 45.7359875, 126.6285743 45.7360218, 126.6286613 45.7360693, 126.6287256 45.7361248, 126.6288012 45.7362198, 126.6288353 45.7363175, 126.6288353 45.7363941, 126.6288353 45.7371861, 126.6288088 45.7372732, 126.6287672 45.7373445, 126.6287294 45.7373973, 126.6286651 45.7374527, 126.6285818 45.7375055, 126.6284986 45.7375425, 126.6284116 45.7375689, 126.6283246 45.7375874, 126.6282301 45.7376032, 126.6281393 45.7376111, 126.6280447 45.7376111, 126.6279464 45.7376006, 126.627848 45.7375795, 126.627761 45.7375478, 126.6276891 45.7375214, 126.6276211 45.7374712, 126.6275643 45.7374079, 126.6275303 45.7373603, 126.6275568 45.7370092, 126.6275568 45.7367241, 126.6275416 45.7363993))",,,stadium,,,,,,,"[319275786, 319275785, 319275787]",multipolygon
relation,4434773,"[[[3256954294, 3256954295, 3256954296, 3256954297, 3256954298, 3256954299, 3256954300, 3256954301, 3256954302, 3256954303, 3256954304, 3256954305, 3256954306, 3256954307, 3256954308, 3256954309, 3256954310, 3256954311, 3256954325], [3256954312, 3256954313, 3256954314, 3256954315], [3256954312, 3256954292, 3256954293, 3256954294], [3256954315, 3256954316, 3256954317, 3256954318, 3256954319, 3256954320, 3256954321, 3256954322, 3256954323, 3256954324, 3256954325]]]",,university,行政楼,Administration Building,行政楼,行政楼,行政樓,no,yes,"POLYGON ((126.6244022 45.7439461, 126.6244022 45.7439741, 126.624414 45.7440021, 126.62444 45.7440285, 126.6244801 45.7440482, 126.6245132 45.7440581, 126.6245486 45.7440581, 126.6245887 45.7440515, 126.6246194 45.7440417, 126.624643 45.7440268, 126.6246556 45.7440132, 126.6250987 45.7443959, 126.6252734 45.744302, 126.6252474 45.7442806, 126.6252687 45.7442608, 126.6253017 45.7442245, 126.6253253 45.7441768, 126.6253371 45.7441306, 126.6253348 45.7440828, 126.625323 45.7440466, 126.6252923 45.7440021, 126.6252474 45.7439609, 126.6251908 45.7439329, 126.6251365 45.7439131, 126.6250822 45.7439, 126.6250184 45.7439, 126.6249712 45.7439049, 126.6249075 45.7439164, 126.6248579 45.7439362, 126.6246407 45.7437566, 126.624473 45.7438555, 126.6244872 45.7438677, 126.6244518 45.7438835, 126.6244187 45.7439148, 126.6244022 45.7439461))",,,,哈尔滨工业大学,,,,,,"[319282720, 319282722, 319282723, 319282721]",multipolygon
relation,4434791,"[[[3256969943, 3256969944, 3256969945, 3256969946, 3256969947, 3256969948, 3256969949, 3256969950], [3256969936, 3256969937], [3256969936, 3256969938, 3256969939, 3256969940, 3256969941, 3256969942, 3256969943], [3256969937, 3256969935, 3256969950]]]",,university,经济与管理学院,School of Economy and Management,经济与管理学院,经济与管理学院,經濟與管理學院,no,yes,"POLYGON ((126.6224344 45.7418006, 126.6223548 45.7418109, 126.6222959 45.7418952, 126.6223636 45.7419487, 126.6222723 45.7420371, 126.6223887 45.7421379, 126.6225582 45.7420803, 126.6225758 45.7420454, 126.6231769 45.7425508, 126.6233643 45.7424422, 126.6227433 45.74192, 126.6226643 45.7418541, 126.6227055 45.7417759, 126.622626 45.741706, 126.6225051 45.7417286, 126.6224698 45.7417862, 126.6224344 45.7418006))",,,,哈尔滨工业大学,,,,,,"[319284452, 319284453, 319284454, 319284451]",multipolygon
relation,4434795,"[[[3256975757, 3256975739, 3256975740, 3256975741], [3256975741, 3256975742, 3256975743, 3256975744, 3256975745, 3256975746, 3256975747, 3256975729, 3256975730, 3256975731, 3256975732, 3256975733, 3256975734, 3256975735, 3256975736, 3256975737, 3256975738, 3256975756], [3256975757, 3256975758, 3256975748, 3256975749, 3256975750, 3256975751], [3256975751, 3256975752, 3256975753, 3256975754, 3256975755, 3256975756]]]",,university,理学楼,School of Science,理学楼,理学楼,理學樓,no,yes,"POLYGON ((126.621363 45.7415585, 126.6213387 45.7415385, 126.6211631 45.7416436, 126.6216398 45.7420289, 126.6216273 45.7420481, 126.6216398 45.7420691, 126.6216649 45.7420849, 126.621695 45.7420867, 126.6217277 45.7420779, 126.6217427 45.7420674, 126.6221141 45.7423809, 126.622207 45.7423248, 126.6222446 45.7423424, 126.6222772 45.7423424, 126.6223023 45.7423301, 126.6223149 45.7423143, 126.6223073 45.7422916, 126.6222873 45.7422653, 126.6217653 45.741831, 126.6217227 45.7418537, 126.6215406 45.7417042, 126.6216223 45.7416541, 126.6217252 45.7416611, 126.621823 45.741598, 126.6217979 45.7414982, 126.621675 45.7414649, 126.6216499 45.7413791, 126.6215219 45.7413511, 126.6214165 45.7414159, 126.6214366 45.741514, 126.621363 45.7415585))",,,,哈尔滨工业大学,,,,,,"[319285280, 319285278, 319285281, 319285279]",multipolygon
relation,4435027,"[[[3257031517, 3257031520, 3257031521, 3257031522, 3257031523], [3257031523, 3257031524, 3257031525, 3257031526], [3257031526, 3257031518, 3257031519, 3257031510, 3257031511, 3257031512], [3257031512, 3257031513, 3257031514, 3257031515, 3257031516, 3257031517]]]",,university,法学院 - School of Law,,,,,,,"POLYGON ((126.628245 45.7448291, 126.6282098 45.7448822, 126.6283739 45.7450336, 126.6284736 45.7450213, 126.6286436 45.7447677, 126.6286963 45.7446797, 126.6287784 45.7446757, 126.6283563 45.7443095, 126.6283124 45.744375, 126.6282684 45.7443852, 126.6282391 45.7443627, 126.6278288 45.7444384, 126.6279343 45.7445304, 126.6282801 45.744465, 126.6284968 45.7446454, 126.6282655 45.7446838, 126.6281981 45.7447902, 126.628245 45.7448291))",,,,,,,,,,"[319290365, 319290367, 319290368, 319290366]",multipolygon
