u,v,key,osmid,name,highway,access,oneway,reversed,length,geometry,service
10011965358,3447796276,0,319271082,繁荣街,residential,yes,False,True,76.384,"LINESTRING (126.6281139 45.7399798, 126.6275068 45.7394391)",
10011965358,10011965359,0,1093216294,,path,,False,False,13.779,"LINESTRING (126.6281139 45.7399798, 126.6281404 45.7399653, 126.6282537 45.7399034)",
10011965359,10011965360,0,1093216296,,path,,False,True,16.664,"LINESTRING (126.6282537 45.7399034, 126.6283868 45.740021)",
10011965359,10011965358,0,1093216294,,path,,False,True,13.779,"LINESTRING (126.6282537 45.7399034, 126.6281404 45.7399653, 126.6281139 45.7399798)",
10011965359,10011965361,0,"[1093216296, 1093216295]",,path,,False,False,76.61,"LINESTRING (126.6282537 45.7399034, 126.6281098 45.7397808, 126.627628 45.7393705)",
10011965360,10011965359,0,1093216296,,path,,False,False,16.664,"LINESTRING (126.6283868 45.740021, 126.6282537 45.7399034)",
10011965361,3447796277,0,337712900,,service,,False,False,36.604,"LINESTRING (126.627628 45.7393705, 126.6279944 45.7391632)",
10011965361,3447796276,0,337712900,,service,,False,True,12.111,"LINESTRING (126.627628 45.7393705, 126.6275993 45.7393868, 126.6275068 45.7394391)",
10011965361,10011965359,0,"[1093216296, 1093216295]",,path,,False,True,76.61,"LINESTRING (126.627628 45.7393705, 126.6281098 45.7397808, 126.6282537 45.7399034)",
10011965372,3256636334,0,300671809,校外街,residential,,False,False,25.137,"LINESTRING (126.6277758 45.7379828, 126.6279771 45.7381599)",
10011965372,9039504169,0,300671809,校外街,residential,,False,True,98.684,"LINESTRING (126.6277758 45.7379828, 126.6269854 45.7372876)",
10011965372,10011965373,0,1093216298,,residential,,False,False,18.263,"LINESTRING (126.6277758 45.7379828, 126.62759 45.7380836)",
10011965373,10011965372,0,1093216298,,residential,,False,True,18.263,"LINESTRING (126.62759 45.7380836, 126.6277758 45.7379828)",
10011965375,10011965388,0,1093216300,,service,,False,False,6.108,"LINESTRING (126.6240375 45.7402783, 126.6240992 45.7402442)",
10011965376,10011965381,0,1093216300,,service,,False,True,12.573,"LINESTRING (126.624853 45.739833, 126.6247226 45.7399001)",
10011965376,3447796273,0,1093216306,,service,,True,False,14.584,"LINESTRING (126.624853 45.739833, 126.6249491 45.7398862, 126.62499 45.7399217)",
10011965376,10011965382,0,1093216307,,service,,False,False,23.75,"LINESTRING (126.624853 45.739833, 126.624784 45.7397977, 126.6247376 45.7397812, 126.6246913 45.7397701, 126.6246441 45.7397624, 126.624612 45.7397706, 126.6245831 45.7397865)",
10011965377,10011965386,0,1093216301,,service,,False,False,36.881,"LINESTRING (126.6238396 45.7400313, 126.6242092 45.7398228)",
10011965377,3447796275,0,1093216305,,service,,False,False,16.154,"LINESTRING (126.6238396 45.7400313, 126.6239744 45.740142)",
10011965377,10011965387,0,"[1093216305, 1093216302]",,service,,False,"[False, True]",53.187,"LINESTRING (126.6238396 45.7400313, 126.6237056 45.7399214, 126.6240766 45.7397104)",
10011965378,10011965386,0,1093216301,,service,,False,True,24.741,"LINESTRING (126.6244544 45.7396806, 126.6242092 45.7398228)",
10011965378,10011965382,0,1093216303,,service,,False,True,15.441,"LINESTRING (126.6244544 45.7396806, 126.6245831 45.7397865)",
10011965378,10011965387,0,"[1093216302, 1093216303]",,service,,False,"[False, True]",40.498999999999995,"LINESTRING (126.6244544 45.7396806, 126.6243192 45.7395708, 126.6240766 45.7397104)",
10011965381,10011965376,0,1093216300,,service,,False,False,12.573,"LINESTRING (126.6247226 45.7399001, 126.624853 45.739833)",
10011965381,10011965385,0,1093216300,,service,,False,True,25.284,"LINESTRING (126.6247226 45.7399001, 126.624467 45.7400411)",
10011965381,10011965382,0,1093216303,,service,,False,False,16.636,"LINESTRING (126.6247226 45.7399001, 126.6245831 45.7397865)",
10011965382,10011965384,0,337712899,,service,,False,False,24.952,"LINESTRING (126.6245831 45.7397865, 126.6243365 45.7399305)",
10011965382,10011965378,0,1093216303,,service,,False,False,15.441,"LINESTRING (126.6245831 45.7397865, 126.6244544 45.7396806)",
10011965382,10011965381,0,1093216303,,service,,False,True,16.636,"LINESTRING (126.6245831 45.7397865, 126.6247226 45.7399001)",
10011965382,10011965376,0,1093216307,,service,,False,True,23.75,"LINESTRING (126.6245831 45.7397865, 126.624612 45.7397706, 126.6246441 45.7397624, 126.6246913 45.7397701, 126.6247376 45.7397812, 126.624784 45.7397977, 126.624853 45.739833)",
10011965383,10011965387,0,"[1093216304, 1093216299]",,service,,False,True,35.805,"LINESTRING (126.6241219 45.7394896, 126.6239335 45.7395892, 126.6240766 45.7397104)",
10011965384,3447796275,0,337712899,,service,,False,False,36.643,"LINESTRING (126.6243365 45.7399305, 126.6239744 45.740142)",
10011965384,10011965382,0,337712899,,service,,False,True,24.952,"LINESTRING (126.6243365 45.7399305, 126.6245831 45.7397865)",
10011965384,10011965386,0,1093216299,,service,,False,False,15.525,"LINESTRING (126.6243365 45.7399305, 126.6242092 45.7398228)",
10011965384,10011965385,0,1093216299,,service,,False,True,15.931,"LINESTRING (126.6243365 45.7399305, 126.624467 45.7400411)",
10011965385,10011965384,0,1093216299,,service,,False,False,15.931,"LINESTRING (126.624467 45.7400411, 126.6243365 45.7399305)",
10011965385,10011965381,0,1093216300,,service,,False,False,25.284,"LINESTRING (126.624467 45.7400411, 126.6247226 45.7399001)",
10011965385,10011965388,0,1093216300,,service,,False,True,36.397,"LINESTRING (126.624467 45.7400411, 126.6240992 45.7402442)",
10011965385,3256848642,0,1093216299,,service,,False,True,16.063,"LINESTRING (126.624467 45.7400411, 126.6245328 45.7400969, 126.6245986 45.7401526)",
10011965386,10011965387,0,1093216299,,service,,False,False,16.19,"LINESTRING (126.6242092 45.7398228, 126.6240766 45.7397104)",
10011965386,10011965384,0,1093216299,,service,,False,True,15.525,"LINESTRING (126.6242092 45.7398228, 126.6243365 45.7399305)",
10011965386,10011965378,0,1093216301,,service,,False,False,24.741,"LINESTRING (126.6242092 45.7398228, 126.6244544 45.7396806)",
10011965386,10011965377,0,1093216301,,service,,False,True,36.881,"LINESTRING (126.6242092 45.7398228, 126.6238396 45.7400313)",
10011965387,10011965386,0,1093216299,,service,,False,True,16.19,"LINESTRING (126.6240766 45.7397104, 126.6242092 45.7398228)",
10011965387,10011965383,0,"[1093216304, 1093216299]",,service,,False,False,35.805,"LINESTRING (126.6240766 45.7397104, 126.6239335 45.7395892, 126.6241219 45.7394896)",
10011965387,10011965378,0,"[1093216302, 1093216303]",,service,,False,"[False, True]",40.498999999999995,"LINESTRING (126.6240766 45.7397104, 126.6243192 45.7395708, 126.6244544 45.7396806)",
10011965387,10011965377,0,"[1093216305, 1093216302]",,service,,False,"[False, True]",53.187,"LINESTRING (126.6240766 45.7397104, 126.6237056 45.7399214, 126.6238396 45.7400313)",
10011965388,10011965385,0,1093216300,,service,,False,False,36.397,"LINESTRING (126.6240992 45.7402442, 126.624467 45.7400411)",
10011965388,10011965375,0,1093216300,,service,,False,True,6.108,"LINESTRING (126.6240992 45.7402442, 126.6240375 45.7402783)",
10011965388,3447796275,0,1093216305,,service,,False,True,14.931,"LINESTRING (126.6240992 45.7402442, 126.6239744 45.740142)",
