u,v,key,osmid,highway,oneway,reversed,length,geometry,name,lanes,bridge
6794923697,10942430139,0,555894501,service,False,True,11.329,"LINESTRING (117.168094 39.1123672, 117.1679627 39.112368)",,,
6794923697,10942462346,0,724534656,service,False,True,33.7,"LINESTRING (117.168094 39.1123672, 117.1680857 39.1120642)",,,
6794923697,5362791120,0,555894501,service,False,False,93.917,"LINESTRING (117.168094 39.1123672, 117.1682453 39.1123663, 117.1688354 39.112358, 117.1691824 39.112362)",,,
6794923699,6794923787,0,724534655,service,False,False,101.019,"LINESTRING (117.163862 39.1067582, 117.1638779 39.1076666)",,,
6794923699,5091926553,0,528008811,tertiary,False,False,111.19500000000001,"LINESTRING (117.163862 39.1067582, 117.163819 39.1067757, 117.163719 39.1068209, 117.1627969 39.1073202)",北洋道,,
6794923699,6794923754,0,528008811,tertiary,False,True,62.074,"LINESTRING (117.163862 39.1067582, 117.1639129 39.1067429, 117.1645777 39.1067386)",北洋道,,
6794923702,10942430164,0,724534646,service,False,True,4.92,"LINESTRING (117.1604281 39.108852, 117.1604851 39.1088507)",,,
6794923702,6794923770,0,724534642,service,False,True,144.293,"LINESTRING (117.1604281 39.108852, 117.1603123 39.108016, 117.1602457 39.1075621)",,,
6794923704,5256998858,0,528008811,tertiary,False,False,126.42,"LINESTRING (117.1678124 39.106719, 117.1663473 39.1067285)",北洋道,,
6794923704,5091926557,0,528008811,tertiary,False,True,90.006,"LINESTRING (117.1678124 39.106719, 117.1688555 39.1067123)",北洋道,,
6794923704,6794923686,0,724534633,service,False,False,41.365,"LINESTRING (117.1678124 39.106719, 117.1678149 39.106347)",,,
6794923721,9009743241,0,724534636,service,False,True,213.272,"LINESTRING (117.1725948 39.1113837, 117.1701229 39.1113866)",,,
6794923727,5091926557,0,522923441,tertiary,False,False,40.62,"LINESTRING (117.1688569 39.106347, 117.1688555 39.1067123)",,,
6794923727,6794923685,0,522923441,tertiary,False,True,26.609,"LINESTRING (117.1688569 39.106347, 117.1688578 39.1061077)",,,
6794923727,6794923686,0,"[973474832, 973474833, 724534651]",service,False,True,89.91,"LINESTRING (117.1688569 39.106347, 117.1683028 39.1063496, 117.1682517 39.1063495, 117.1678149 39.106347)",,,
6794923729,6794923751,0,724534640,service,False,True,154.595,"LINESTRING (117.156818 39.1056144, 117.156818 39.1070047)",,,
6794923730,10942430133,0,543826767,service,False,False,38.253,"LINESTRING (117.1646733 39.1115878, 117.1646847 39.1119317)",,,
6794923730,5257095523,0,543826767,service,False,True,29.099,"LINESTRING (117.1646733 39.1115878, 117.164417 39.1114177)",,,
6794923730,10942430134,0,1177921699,service,False,True,115.391,"LINESTRING (117.1646733 39.1115878, 117.1651174 39.1115835, 117.1655606 39.1115793, 117.165557 39.1119285)",,,
6794923731,10942462335,0,973474849,service,False,False,5.513,"LINESTRING (117.1641992 39.1115485, 117.1641353 39.1115485)",,,
6794923731,5257095528,0,543826768,service,False,False,44.312000000000005,"LINESTRING (117.1641992 39.1115485, 117.1641687 39.1115957, 117.1641651 39.1119414)",,,
6794923731,5257095523,0,543826768,service,False,True,23.772000000000002,"LINESTRING (117.1641992 39.1115485, 117.1642389 39.1115216, 117.164417 39.1114177)",,,
6794923734,6794923746,0,528008811,tertiary,False,False,64.344,"LINESTRING (117.1602138 39.1073359, 117.1594681 39.1073407)",北洋道,,
6794923734,5771665468,0,528008811,tertiary,False,True,137.791,"LINESTRING (117.1602138 39.1073359, 117.1618107 39.1073256)",北洋道,,
6794923734,6794923770,0,724534642,service,False,False,25.302,"LINESTRING (117.1602138 39.1073359, 117.1602457 39.1075621)",,,
6794923734,5771665470,0,"[724534650, 724531483]","['service', 'living_street']",False,False,324.495,"LINESTRING (117.1602138 39.1073359, 117.160183 39.1052556, 117.1612621 39.1052283)",,,
6794923741,6794846379,0,724534645,pedestrian,False,False,118.74600000000001,"LINESTRING (117.166307 39.1058288, 117.1651785 39.1058267, 117.1651757 39.1060189)",,,
6794923741,9009897462,0,"[724534648, 724534635]",service,False,False,76.648,"LINESTRING (117.166307 39.1058288, 117.1663104 39.1061659, 117.1663099 39.1065181)",,,
6794923741,5257955124,0,"[724534648, 973474834, 973474835]",service,False,True,148.03300000000002,"LINESTRING (117.166307 39.1058288, 117.166305 39.1056331, 117.1667501 39.1056491, 117.1670137 39.1056556, 117.1677671 39.1056808)",,,
6794923742,9009743265,0,724534632,service,False,True,24.805,"LINESTRING (117.1632946 39.1128912, 117.1633023 39.1126682)",,,
6794923742,10942462337,0,1177925900,service,False,False,19.15,"LINESTRING (117.1632946 39.1128912, 117.163273 39.1130626)",,,
6794923742,9009743261,0,973474847,service,False,False,82.277,"LINESTRING (117.1632946 39.1128912, 117.1636752 39.1128842, 117.1640056 39.1128838, 117.1641308 39.1128701, 117.1642193 39.1128118)",,,
6794923742,8281380824,0,973474847,service,False,True,49.370000000000005,"LINESTRING (117.1632946 39.1128912, 117.1628741 39.1128916, 117.1627224 39.1128941)",,,
6794923744,5257095522,0,555894510,service,False,False,98.672,"LINESTRING (117.1632607 39.1104313, 117.1644043 39.1104251)",,,
6794923744,10942430153,0,555894510,service,False,True,117.325,"LINESTRING (117.1632607 39.1104313, 117.1624487 39.1104358, 117.1623595 39.1104136, 117.1623179 39.1103485, 117.1622908 39.1101894, 117.1622728 39.110071)",,,
6794923744,10942462333,0,724534632,service,False,False,91.373,"LINESTRING (117.1632607 39.1104313, 117.163266 39.1106606, 117.1632735 39.1109821, 117.1632798 39.1112529)",,,
6794923746,6794923763,0,528008811,tertiary,False,False,53.696,"LINESTRING (117.1594681 39.1073407, 117.1588458 39.1073447)",北洋道,,
6794923746,6794923734,0,528008811,tertiary,False,True,64.344,"LINESTRING (117.1594681 39.1073407, 117.1602138 39.1073359)",北洋道,,
6794923746,6794923751,0,724534643,service,False,False,266.947,"LINESTRING (117.1594681 39.1073407, 117.1594681 39.1069964, 117.156818 39.1070047)",,,
6794923751,6794923729,0,724534640,service,False,False,154.595,"LINESTRING (117.156818 39.1070047, 117.156818 39.1056144)",,,
6794923751,6794923696,0,724534640,service,False,True,39.273,"LINESTRING (117.156818 39.1070047, 117.1568395 39.1073575)",,,
6794923751,6794923746,0,724534643,service,False,True,266.947,"LINESTRING (117.156818 39.1070047, 117.1594681 39.1069964, 117.1594681 39.1073407)",,,
6794923752,5256998857,0,522923441,tertiary,False,False,179.12,"LINESTRING (117.1684454 39.1076162, 117.1663696 39.107636)",,,
6794923752,5091926578,0,522923441,tertiary,False,True,37.243,"LINESTRING (117.1684454 39.1076162, 117.168877 39.107612)",,,
6794923752,6794923798,0,724534634,service,False,False,40.542,"LINESTRING (117.1684454 39.1076162, 117.1684481 39.1079808)",,,
6794923753,6794923760,0,724534637,service,False,True,201.058,"LINESTRING (117.1724982 39.1123035, 117.1706513 39.1123248, 117.1706298 39.1126994)",,,
6794923754,9009897458,0,528008811,tertiary,False,True,35.516,"LINESTRING (117.1645777 39.1067386, 117.1649893 39.106736)",北洋道,,
6794923754,6794846380,0,724534630,service,False,False,19.482,"LINESTRING (117.1645777 39.1067386, 117.1645857 39.1065635)",,,
6794923754,6794923699,0,528008811,tertiary,False,False,62.074,"LINESTRING (117.1645777 39.1067386, 117.1639129 39.1067429, 117.163862 39.1067582)",北洋道,,
6794923760,9009743302,0,724534637,service,False,True,13.888,"LINESTRING (117.1706298 39.1126994, 117.1706298 39.1128243)",,,
6794923760,6794923753,0,724534637,service,False,False,201.058,"LINESTRING (117.1706298 39.1126994, 117.1706513 39.1123248, 117.1724982 39.1123035)",,,
6794923760,6794923806,0,724534653,service,False,False,68.79599999999999,"LINESTRING (117.1706298 39.1126994, 117.1700413 39.1126865, 117.169974 39.1126713, 117.1699233 39.112624, 117.1699179 39.1125782)",,,
6794923763,6794923696,0,528008811,tertiary,False,False,173.117,"LINESTRING (117.1588458 39.1073447, 117.1568395 39.1073575)",北洋道,,
6794923763,6794923746,0,528008811,tertiary,False,True,53.696,"LINESTRING (117.1588458 39.1073447, 117.1594681 39.1073407)",北洋道,,
6794923763,6794923770,0,724534644,service,False,True,145.933,"LINESTRING (117.1588458 39.1073447, 117.1588458 39.1075708, 117.1602457 39.1075621)",,,
6794923765,5771665474,0,609324539,tertiary,False,False,73.482,"LINESTRING (117.1643738 39.1059079, 117.163999 39.1053145)",,,
6794923765,6794846379,0,609324539,tertiary,False,True,76.269,"LINESTRING (117.1643738 39.1059079, 117.1644383 39.1060099, 117.1651757 39.1060189)",,,
6794923765,6794846380,0,724534630,service,False,True,93.04499999999999,"LINESTRING (117.1643738 39.1059079, 117.1643363 39.1059682, 117.164342 39.1065332, 117.1643521 39.106552, 117.1643789 39.1065639, 117.1645857 39.1065635)",,,
6794923770,6794923734,0,724534642,service,False,True,25.302,"LINESTRING (117.1602457 39.1075621, 117.1602138 39.1073359)",,,
6794923770,6794923702,0,724534642,service,False,False,144.293,"LINESTRING (117.1602457 39.1075621, 117.1603123 39.108016, 117.1604281 39.108852)",,,
6794923770,6794923763,0,724534644,service,False,False,145.933,"LINESTRING (117.1602457 39.1075621, 117.1588458 39.1075708, 117.1588458 39.1073447)",,,
6794923776,9009743265,0,724534632,service,False,False,56.865,"LINESTRING (117.1633009 39.1121568, 117.1633023 39.1126682)",,,
6794923776,10942462329,0,724534632,service,False,True,23.073,"LINESTRING (117.1633009 39.1121568, 117.1632995 39.1119493)",,,
6794923776,5257095528,0,724534647,service,False,False,97.618,"LINESTRING (117.1633009 39.1121568, 117.1641646 39.1121491, 117.1641651 39.1119414)",,,
6794923787,6794923699,0,724534655,service,False,True,101.019,"LINESTRING (117.1638779 39.1076666, 117.163862 39.1067582)",,,
6794923787,5091926553,0,522923441,tertiary,False,False,101.33200000000001,"LINESTRING (117.1638779 39.1076666, 117.1638498 39.1076641, 117.1637837 39.107641, 117.1631179 39.1073918, 117.1630162 39.1073645, 117.1629036 39.1073378, 117.1627969 39.1073202)",,,
6794923787,5257095520,0,522923441,tertiary,False,True,40.942,"LINESTRING (117.1638779 39.1076666, 117.1639209 39.1076704, 117.1643521 39.1076666)",,,
6794923793,9009743305,0,724534637,service,False,False,161.034,"LINESTRING (117.1724982 39.1130153, 117.1706969 39.1130032, 117.1706446 39.1129731)",,,
6794923798,6794923752,0,724534634,service,False,True,40.542,"LINESTRING (117.1684481 39.1079808, 117.1684454 39.1076162)",,,
6794923803,10942430150,0,724534646,service,False,False,14.316,"LINESTRING (117.1615227 39.1088392, 117.1613568 39.1088411)",,,
6794923803,5362791265,0,724534646,service,False,True,48.409,"LINESTRING (117.1615227 39.1088392, 117.1620837 39.1088327)",,,
6794923803,10939264043,0,724534657,service,False,False,56.206,"LINESTRING (117.1615227 39.1088392, 117.1615058 39.1083339)",,,
6794923806,9009743300,0,973474858,service,False,True,17.264,"LINESTRING (117.1699179 39.1125782, 117.1697178 39.1125789)",,,
6794923806,5362791120,0,724534653,service,False,False,80.809,"LINESTRING (117.1699179 39.1125782, 117.1699179 39.1124617, 117.1698911 39.1124242, 117.1698428 39.1123909, 117.1697624 39.112366, 117.1691824 39.112362)",,,
6794923806,6794923760,0,724534653,service,False,True,68.79599999999999,"LINESTRING (117.1699179 39.1125782, 117.1699233 39.112624, 117.169974 39.1126713, 117.1700413 39.1126865, 117.1706298 39.1126994)",,,
8281380824,6794923742,0,973474847,service,False,False,49.370000000000005,"LINESTRING (117.1627224 39.1128941, 117.1628741 39.1128916, 117.1632946 39.1128912)",,,
8318182195,6794873282,0,528008813,tertiary,False,True,6.211,"LINESTRING (117.1722077 39.107138, 117.1722044 39.1070822)",,3,
8318182195,5319968772,0,528008813,tertiary,False,False,97.91,"LINESTRING (117.1722077 39.107138, 117.1722256 39.1074445, 117.1722207 39.1074754, 117.1722009 39.1075007, 117.1721678 39.1075238, 117.172121 39.1075376, 117.1720606 39.1075464, 117.1715558 39.1075586)",,3,
9009743219,9009743220,0,973474839,service,False,True,48.62,"LINESTRING (117.1721359 39.1089002, 117.1715724 39.1089017)",,,
9009743220,9009743219,0,973474839,service,False,False,48.62,"LINESTRING (117.1715724 39.1089017, 117.1721359 39.1089002)",,,
9009743220,9009743237,0,973474845,service,False,False,63.565000000000005,"LINESTRING (117.1715724 39.1089017, 117.17159 39.1090386, 117.1716021 39.1090688, 117.1716464 39.1090854, 117.1721157 39.109076)",,,
9009743220,9009743232,0,973474845,service,False,True,33.949,"LINESTRING (117.1715724 39.1089017, 117.1715498 39.1087264, 117.1715458 39.1085973)",,,
9009743221,9009743226,0,973474841,service,False,False,31.193,"LINESTRING (117.1718795 39.1083277, 117.1718689 39.1080473)",,,
9009743221,9009743227,0,973474841,service,False,True,29.056,"LINESTRING (117.1718795 39.1083277, 117.1718893 39.1085889)",,,
9009743221,9009743225,0,973474840,service,False,True,47.717,"LINESTRING (117.1718795 39.1083277, 117.1717094 39.108333, 117.1716866 39.1083268, 117.1716732 39.108307, 117.1716596 39.1080513)",,,
9009743225,9009743226,0,973474844,service,False,False,18.064,"LINESTRING (117.1716596 39.1080513, 117.1718689 39.1080473)",,,
9009743225,5319968770,0,973474844,service,False,True,8.32,"LINESTRING (117.1716596 39.1080513, 117.1715632 39.1080531)",,,
9009743225,9009743221,0,973474840,service,False,False,47.717000000000006,"LINESTRING (117.1716596 39.1080513, 117.1716732 39.108307, 117.1716866 39.1083268, 117.1717094 39.108333, 117.1718795 39.1083277)",,,
9009743226,9009743221,0,973474841,service,False,True,31.193,"LINESTRING (117.1718689 39.1080473, 117.1718795 39.1083277)",,,
9009743226,9009743228,0,973474844,service,False,False,15.985,"LINESTRING (117.1718689 39.1080473, 117.1720541 39.1080437)",,,
9009743226,9009743225,0,973474844,service,False,True,18.064,"LINESTRING (117.1718689 39.1080473, 117.1716596 39.1080513)",,,
9009743227,9009743221,0,973474841,service,False,False,29.056,"LINESTRING (117.1718893 39.1085889, 117.1718795 39.1083277)",,,
9009743227,9009743232,0,973474844,service,False,False,29.653,"LINESTRING (117.1718893 39.1085889, 117.1715458 39.1085973)",,,
9009743227,9009743229,0,973474844,service,False,True,14.468,"LINESTRING (117.1718893 39.1085889, 117.1720569 39.1085848)",,,
9009743228,9009743229,0,973474842,service,False,True,60.168,"LINESTRING (117.1720541 39.1080437, 117.1720569 39.1085848)",,,
9009743228,9009743229,1,973474844,service,False,False,92.66099999999999,"LINESTRING (117.1720541 39.1080437, 117.1722063 39.1080437, 117.1722338 39.1080562, 117.1722499 39.108077, 117.1722673 39.1085797, 117.1720569 39.1085848)",,,
9009743228,9009743226,0,973474844,service,False,True,15.985,"LINESTRING (117.1720541 39.1080437, 117.1718689 39.1080473)",,,
9009743229,9009743228,0,973474842,service,False,False,60.168,"LINESTRING (117.1720569 39.1085848, 117.1720541 39.1080437)",,,
9009743229,9009743228,1,973474844,service,False,True,92.661,"LINESTRING (117.1720569 39.1085848, 117.1722673 39.1085797, 117.1722499 39.108077, 117.1722338 39.1080562, 117.1722063 39.1080437, 117.1720541 39.1080437)",,,
9009743229,9009743227,0,973474844,service,False,False,14.468,"LINESTRING (117.1720569 39.1085848, 117.1718893 39.1085889)",,,
9009743232,9009743227,0,973474844,service,False,True,29.653,"LINESTRING (117.1715458 39.1085973, 117.1718893 39.1085889)",,,
9009743232,5319968768,0,973474845,service,False,True,5.093,"LINESTRING (117.1715458 39.1085973, 117.1715498 39.1085516)",,,
9009743232,9009743220,0,973474845,service,False,False,33.949,"LINESTRING (117.1715458 39.1085973, 117.1715498 39.1087264, 117.1715724 39.1089017)",,,
9009743237,9009743220,0,973474845,service,False,True,63.565000000000005,"LINESTRING (117.1721157 39.109076, 117.1716464 39.1090854, 117.1716021 39.1090688, 117.17159 39.1090386, 117.1715724 39.1089017)",,,
9009743241,6794923721,0,724534636,service,False,False,213.272,"LINESTRING (117.1701229 39.1113866, 117.1725948 39.1113837)",,,
9009743241,6794923691,0,724534636,service,False,True,83.932,"LINESTRING (117.1701229 39.1113866, 117.1691501 39.1113877)",,,
9009743241,9009743252,0,973474846,service,False,True,264.443,"LINESTRING (117.1701229 39.1113866, 117.1700987 39.1111219, 117.1699807 39.1108867, 117.1698815 39.110689, 117.1698654 39.1105329, 117.1699324 39.110227, 117.1700585 39.1100105, 117.1701041 39.1099439, 117.170096 39.109894, 117.1700692 39.1098461, 117.1699941 39.1098066, 117.1690978 39.1098089)",,,
9009743252,5362791243,0,528008813,tertiary,False,False,130.23,"LINESTRING (117.1690978 39.1098089, 117.1691366 39.1109797)",,3,
9009743252,5362791253,0,528008813,tertiary,False,True,11.401,"LINESTRING (117.1690978 39.1098089, 117.1690944 39.1097064)",,3,
9009743252,9009743241,0,973474846,service,False,False,264.44300000000004,"LINESTRING (117.1690978 39.1098089, 117.1699941 39.1098066, 117.1700692 39.1098461, 117.170096 39.109894, 117.1701041 39.1099439, 117.1700585 39.1100105, 117.1699324 39.110227, 117.1698654 39.1105329, 117.1698815 39.110689, 117.1699807 39.1108867, 117.1700987 39.1111219, 117.1701229 39.1113866)",,,
9009743259,10942430137,0,1177921700,service,False,True,10.038,"LINESTRING (117.1646538 39.1127951, 117.1647405 39.1128553)",,,
9009743259,5362791113,0,973474848,service,False,False,44.195,"LINESTRING (117.1646538 39.1127951, 117.1646726 39.1127618, 117.1646839 39.1124008)",,,
9009743259,9009743261,0,973474848,service,False,True,37.873,"LINESTRING (117.1646538 39.1127951, 117.1646163 39.1128097, 117.1642193 39.1128118)",,,
9009743261,6794923742,0,973474847,service,False,True,82.27699999999999,"LINESTRING (117.1642193 39.1128118, 117.1641308 39.1128701, 117.1640056 39.1128838, 117.1636752 39.1128842, 117.1632946 39.1128912)",,,
9009743261,9009743259,0,973474848,service,False,False,37.873,"LINESTRING (117.1642193 39.1128118, 117.1646163 39.1128097, 117.1646538 39.1127951)",,,
9009743261,9009743265,0,973474848,service,False,True,86.77199999999999,"LINESTRING (117.1642193 39.1128118, 117.1641496 39.112741, 117.1641174 39.1126973, 117.1640745 39.1126723, 117.1636943 39.1126641, 117.1633023 39.1126682)",,,
9009743265,6794923742,0,724534632,service,False,False,24.805,"LINESTRING (117.1633023 39.1126682, 117.1632946 39.1128912)",,,
9009743265,6794923776,0,724534632,service,False,True,56.865,"LINESTRING (117.1633023 39.1126682, 117.1633009 39.1121568)",,,
9009743265,10942462328,0,1177925888,service,False,False,43.893,"LINESTRING (117.1633023 39.1126682, 117.1627936 39.1126732)",,,
9009743265,9009743261,0,973474848,service,False,False,86.77199999999999,"LINESTRING (117.1633023 39.1126682, 117.1636943 39.1126641, 117.1640745 39.1126723, 117.1641174 39.1126973, 117.1641496 39.112741, 117.1642193 39.1128118)",,,
9009743266,10942462329,0,724534632,service,False,False,44.57,"LINESTRING (117.1632867 39.1115486, 117.1632995 39.1119493)",,,
9009743266,10942462333,0,724534632,service,False,True,32.886,"LINESTRING (117.1632867 39.1115486, 117.1632798 39.1112529)",,,
9009743266,10942462331,0,973474849,service,False,True,35.737,"LINESTRING (117.1632867 39.1115486, 117.1637009 39.1115486)",,,
9009743283,9009743284,0,973474853,service,False,False,25.235,"LINESTRING (117.1645572 39.1090177, 117.1648496 39.1090126)",,,
9009743283,9009743284,1,973474851,service,False,True,57.056,"LINESTRING (117.1645572 39.1090177, 117.1645506 39.1088918, 117.1645573 39.1088752, 117.1645774 39.1088617, 117.1648067 39.1088585, 117.1648309 39.1088658, 117.1648456 39.1088794, 117.1648496 39.1090126)",,,
9009743283,9009743284,2,973474852,service,False,False,54.53000000000001,"LINESTRING (117.1645572 39.1090177, 117.1645626 39.1091343, 117.1645814 39.1091614, 117.1646149 39.109165, 117.1648255 39.1091582, 117.1648429 39.1091478, 117.1648496 39.1091333, 117.1648496 39.1090126)",,,
9009743283,9009743285,0,973474853,service,False,True,15.844,"LINESTRING (117.1645572 39.1090177, 117.1643736 39.1090201)",,,
9009743284,9009743283,0,973474853,service,False,True,25.235,"LINESTRING (117.1648496 39.1090126, 117.1645572 39.1090177)",,,
9009743284,9009743283,1,973474851,service,False,False,57.05599999999998,"LINESTRING (117.1648496 39.1090126, 117.1648456 39.1088794, 117.1648309 39.1088658, 117.1648067 39.1088585, 117.1645774 39.1088617, 117.1645573 39.1088752, 117.1645506 39.1088918, 117.1645572 39.1090177)",,,
9009743284,9009743283,2,973474852,service,False,True,54.53,"LINESTRING (117.1648496 39.1090126, 117.1648496 39.1091333, 117.1648429 39.1091478, 117.1648255 39.1091582, 117.1646149 39.109165, 117.1645814 39.1091614, 117.1645626 39.1091343, 117.1645572 39.1090177)",,,
9009743285,5771651777,0,543826767,service,False,False,27.572,"LINESTRING (117.1643736 39.1090201, 117.1643808 39.109268)",,,
9009743285,5257095521,0,543826767,service,False,True,36.248,"LINESTRING (117.1643736 39.1090201, 117.1643642 39.1086942)",,,
9009743285,9009743283,0,973474853,service,False,False,15.844,"LINESTRING (117.1643736 39.1090201, 117.1645572 39.1090177)",,,
9009743298,9009743300,0,973474855,service,False,True,74.249,"LINESTRING (117.1700934 39.1129616, 117.1697581 39.1129658, 117.1697192 39.1129502, 117.1697044 39.11292, 117.1697178 39.1125789)",,,
9009743300,6794923806,0,973474858,service,False,False,17.264,"LINESTRING (117.1697178 39.1125789, 117.1699179 39.1125782)",,,
9009743300,9009743306,0,973474858,service,False,True,45.572,"LINESTRING (117.1697178 39.1125789, 117.1691896 39.1125808)",,,
9009743300,9009743298,0,973474855,service,False,False,74.249,"LINESTRING (117.1697178 39.1125789, 117.1697044 39.11292, 117.1697192 39.1129502, 117.1697581 39.1129658, 117.1700934 39.1129616)",,,
9009743301,9009743302,0,973474856,service,False,True,59.937,"LINESTRING (117.1699351 39.1128264, 117.1706298 39.1128243)",,,
9009743302,6794923760,0,724534637,service,False,False,13.888,"LINESTRING (117.1706298 39.1128243, 117.1706298 39.1126994)",,,
9009743302,9009743301,0,973474856,service,False,False,59.937,"LINESTRING (117.1706298 39.1128243, 117.1699351 39.1128264)",,,
9009743302,9009743305,0,724534637,service,False,True,16.732,"LINESTRING (117.1706298 39.1128243, 117.1706298 39.1129346, 117.1706446 39.1129731)",,,
9009743303,9009743305,0,973474857,service,False,True,38.997,"LINESTRING (117.1701926 39.1129741, 117.1706446 39.1129731)",,,
9009743305,9009743303,0,973474857,service,False,False,38.997,"LINESTRING (117.1706446 39.1129731, 117.1701926 39.1129741)",,,
9009743305,9009743302,0,724534637,service,False,False,16.732,"LINESTRING (117.1706446 39.1129731, 117.1706298 39.1129346, 117.1706298 39.1128243)",,,
9009743305,6794923793,0,724534637,service,False,True,161.034,"LINESTRING (117.1706446 39.1129731, 117.1706969 39.1130032, 117.1724982 39.1130153)",,,
9009743306,5362791120,0,528008813,tertiary,False,True,24.337,"LINESTRING (117.1691896 39.1125808, 117.1691824 39.112362)",,3,
9009743306,9009743300,0,973474858,service,False,False,45.572,"LINESTRING (117.1691896 39.1125808, 117.1697178 39.1125789)",,,
9009897458,6794923754,0,528008811,tertiary,False,False,35.516,"LINESTRING (117.1649893 39.106736, 117.1645777 39.1067386)",北洋道,,
9009897458,5771665471,0,528008811,tertiary,False,True,29.303,"LINESTRING (117.1649893 39.106736, 117.1653289 39.1067338)",北洋道,,
9009897458,6794846380,0,973493108,service,False,True,51.983000000000004,"LINESTRING (117.1649893 39.106736, 117.1649918 39.1066076, 117.1649824 39.1065847, 117.1649623 39.1065681, 117.1645857 39.1065635)",,,
9009897462,6794923692,0,724534635,service,False,False,23.451,"LINESTRING (117.1663099 39.1065181, 117.1663096 39.106729)",,,
9009897462,6794923741,0,"[724534648, 724534635]",service,False,True,76.648,"LINESTRING (117.1663099 39.1065181, 117.1663104 39.1061659, 117.166307 39.1058288)",,,
9009897462,9009897466,0,973493109,service,False,True,94.114,"LINESTRING (117.1663099 39.1065181, 117.1655604 39.1065036, 117.1655095 39.106514, 117.1654907 39.1065389, 117.1654693 39.1067331)",,,
9009897466,5771665471,0,528008811,tertiary,False,False,12.115,"LINESTRING (117.1654693 39.1067331, 117.1653289 39.1067338)",北洋道,,
9009897466,6794923692,0,528008811,tertiary,False,True,72.506,"LINESTRING (117.1654693 39.1067331, 117.1663096 39.106729)",北洋道,,
9009897466,9009897462,0,973493109,service,False,False,94.114,"LINESTRING (117.1654693 39.1067331, 117.1654907 39.1065389, 117.1655095 39.106514, 117.1655604 39.1065036, 117.1663099 39.1065181)",,,
10939264043,6794923803,0,724534657,service,False,True,56.206,"LINESTRING (117.1615058 39.1083339, 117.1615227 39.1088392)",,,
10942430133,6794923730,0,543826767,service,False,True,38.253,"LINESTRING (117.1646847 39.1119317, 117.1646733 39.1115878)",,,
10942430133,5362791113,0,1177925901,service,False,False,52.162,"LINESTRING (117.1646847 39.1119317, 117.1646839 39.1124008)",,,
10942430133,10942430134,0,1177921698,service,False,False,75.261,"LINESTRING (117.1646847 39.1119317, 117.165127 39.1119301, 117.165557 39.1119285)",,,
10942430134,10942462345,0,1177921698,service,False,False,13.144,"LINESTRING (117.165557 39.1119285, 117.1655558 39.1120467)",,,
10942430134,10942430133,0,1177921698,service,False,True,75.261,"LINESTRING (117.165557 39.1119285, 117.165127 39.1119301, 117.1646847 39.1119317)",,,
10942430134,6794923730,0,1177921699,service,False,False,115.391,"LINESTRING (117.165557 39.1119285, 117.1655606 39.1115793, 117.1651174 39.1115835, 117.1646733 39.1115878)",,,
10942430136,10942462350,0,1177921700,service,False,True,34.127,"LINESTRING (117.1655565 39.1128553, 117.1655537 39.1125484)",,,
10942430136,10942462338,0,1177921701,service,False,False,12.278,"LINESTRING (117.1655565 39.1128553, 117.1656988 39.1128543)",,,
10942430136,10942430137,0,1177921700,service,False,False,70.402,"LINESTRING (117.1655565 39.1128553, 117.1651463 39.1128553, 117.1647405 39.1128553)",,,
10942430137,9009743259,0,1177921700,service,False,False,10.038,"LINESTRING (117.1647405 39.1128553, 117.1646538 39.1127951)",,,
10942430137,10942430136,0,1177921700,service,False,True,70.402,"LINESTRING (117.1647405 39.1128553, 117.1651463 39.1128553, 117.1655565 39.1128553)",,,
10942430137,10942462338,0,"[1177925893, 1177925894, 1177925895]",service,False,True,114.098,"LINESTRING (117.1647405 39.1128553, 117.1647562 39.1130052, 117.1651141 39.1130034, 117.1656965 39.1130004, 117.1656988 39.1128543)",,,
10942430139,6794923697,0,555894501,service,False,False,11.329,"LINESTRING (117.1679627 39.112368, 117.168094 39.1123672)",,,
10942430139,5362791114,0,555894501,service,False,True,207.985,"LINESTRING (117.1679627 39.112368, 117.1655523 39.1123955)",,,
10942430139,10942462351,0,1177921701,service,False,True,20.053,"LINESTRING (117.1679627 39.112368, 117.167958 39.1125483)",,,
10942430150,10942430164,0,724534646,service,False,False,75.219,"LINESTRING (117.1613568 39.1088411, 117.1604851 39.1088507)",,,
10942430150,6794923803,0,724534646,service,False,True,14.316,"LINESTRING (117.1613568 39.1088411, 117.1615227 39.1088392)",,,
10942430150,10942430166,0,1177921704,service,False,False,27.421,"LINESTRING (117.1613568 39.1088411, 117.1613554 39.1090877)",,,
10942430151,10942430169,0,1177921704,service,False,True,35.849,"LINESTRING (117.1613473 39.1104975, 117.1613461 39.1101751)",,,
10942430153,10942430169,0,1178056905,service,False,False,80.789,"LINESTRING (117.1622728 39.110071, 117.1613461 39.1101751)",,,
10942430153,6794923744,0,555894510,service,False,False,117.325,"LINESTRING (117.1622728 39.110071, 117.1622908 39.1101894, 117.1623179 39.1103485, 117.1623595 39.1104136, 117.1624487 39.1104358, 117.1632607 39.1104313)",,,
10942430153,10942430176,0,555894510,service,False,True,57.501,"LINESTRING (117.1622728 39.110071, 117.1622586 39.1099771, 117.1621832 39.1095586)",,,
10942430164,6794923702,0,724534646,service,False,False,4.92,"LINESTRING (117.1604851 39.1088507, 117.1604281 39.108852)",,,
10942430164,10942430150,0,724534646,service,False,True,75.219,"LINESTRING (117.1604851 39.1088507, 117.1613568 39.1088411)",,,
