element_type,osmid,nodes,amenity,geometry
way,973474837,"[9009736914, 9009736913, 9009736912, 9009736911, 9009736910, 9009736909, 9009736914]",parking,"POLYGON ((117.1715843 39.1080096, 117.1722374 39.1080071, 117.1722408 39.1085483, 117.1719045 39.1085496, 117.1719032 39.108347, 117.1715864 39.1083482, 117.1715843 39.1080096))"
way,973474838,"[9009743218, 9009743217, 9009736916, 9009736915, 9009743218]",parking,"POLYGON ((117.1715703 39.1090637, 117.1715674 39.1089475, 117.17217 39.1089383, 117.1721729 39.1090545, 117.1715703 39.1090637))"
way,973474850,"[9009743270, 9009743269, 9009743268, 9009743267, 9009743270]",parking,"POLYGON ((117.164466 39.108785, 117.1649177 39.1087698, 117.164943 39.1092222, 117.1644913 39.1092374, 117.164466 39.108785))"
way,973474854,"[9009743295, 9009743294, 9009743293, 9009743292, 9009743291, 9009743290, 9009743289, 9009743288, 9009743287, 9009743286, 9009743295]",parking,"POLYGON ((117.1692639 39.1124457, 117.1698721 39.1124495, 117.1698693 39.112718, 117.1705644 39.1127223, 117.1705612 39.1130366, 117.1702193 39.1130344, 117.1702196 39.113004, 117.1696339 39.1130004, 117.1696381 39.1125908, 117.1692625 39.1125885, 117.1692639 39.1124457))"
