element_type,osmid,amenity,bus,fixme:zh,name,name:zh,network,note,operator,public_transport,short_name,wheelchair,geometry
node,1738410361,bus_station,yes,chinese name,Prince George's Park Terminal,乔治太子园终站,NUS ISB,"Routes A1, A2, D2, BTC 1",NUS Internal Shuttle Bus Services,station,PGP Terminal,yes,POINT (103.7804209 1.2918246)
