u,v,key,osmid,lanes,highway,service,oneway,reversed,length,geometry,name,maxspeed,junction,bridge,access,tunnel,width,est_width
1358272721,1358272734,0,636824569,1,residential,,True,False,9.539,"LINESTRING (103.7716032 1.301105, 103.7715223 1.3011336)",Kent Ridge Crescent,40,,,,,,
1358272721,1358272746,0,121291669,,residential,,True,False,12.11,"LINESTRING (103.7716032 1.301105, 103.7716078 1.3011535, 103.7716492 1.3011972)",,40,,,,,,
1358272727,1345103809,0,119805559,,residential,,True,False,14.438,"LINESTRING (103.7718709 1.3011273, 103.7719217 1.3010078)",Engineering Drive 1,,,,,,,
1358272727,1358272720,0,738258063,2,residential,,True,False,52.324,"LINESTRING (103.7718709 1.3011273, 103.771986 1.30111, 103.7721438 1.3010933, 103.7723394 1.3010947)",Kent Ridge Crescent,40,,,,,,
1358272731,7919407023,0,849648417,,footway,,False,False,3.81,"LINESTRING (103.7734204 1.3011324, 103.7734303 1.3011652)",,,,,,,,
1358272731,7926947341,0,849648417,,footway,,False,True,17.893,"LINESTRING (103.7734204 1.3011324, 103.7733768 1.3009775)",,,,,,,,
1358272731,2372218265,0,"[634084928, 161888195, 738258060]","['1', '2']",residential,,True,False,83.59,"LINESTRING (103.7734204 1.3011324, 103.773682 1.3010353, 103.7737716 1.3009962, 103.7738502 1.3009474, 103.7740373 1.3008342, 103.7740905 1.3007988)",Kent Ridge Crescent,40,,,,,,
1358272734,239712247,0,161972820,3,residential,,True,False,19.583,"LINESTRING (103.7715223 1.3011336, 103.7713565 1.3011931)",Kent Ridge Crescent,40,,,,,,
1358272746,1358272727,0,161972818,2,residential,,True,False,25.859,"LINESTRING (103.7716492 1.3011972, 103.7717346 1.3011659, 103.7718709 1.3011273)",Kent Ridge Crescent,40,,,,,,
1358272748,1358272746,0,634719613,2,residential,,True,False,10.727,"LINESTRING (103.7715586 1.3012304, 103.7716492 1.3011972)",Kent Ridge Crescent,40,,,,,,
1358272748,1358272734,0,121291668,,residential,,True,False,12.149999999999999,"LINESTRING (103.7715586 1.3012304, 103.7715553 1.3011714, 103.7715223 1.3011336)",,40,,,,,,
1358272750,2389088998,0,"[1181979587, 230398596]",,footway,,False,"[False, True]",135.916,"LINESTRING (103.7756937 1.3013089, 103.7757362 1.3014091, 103.7766106 1.3009265, 103.7765317 1.3008429)",,,,,,,,
1358272750,1358272718,0,465236790,1,service,,True,False,29.009,"LINESTRING (103.7756937 1.3013089, 103.7756636 1.3011476, 103.7756626 1.3010508)",,,,,,,,
1358272751,1358272748,0,634721575,2,residential,,True,False,19.598,"LINESTRING (103.7713938 1.301293, 103.7715586 1.3012304)",Kent Ridge Crescent,40,,,,,,
1358272751,1358272720,0,"[121291681, 540851931, 540851932]",,service,driveway,True,False,121.07300000000001,"LINESTRING (103.7713938 1.301293, 103.7714536 1.3013658, 103.7715196 1.3014026, 103.7716291 1.3014004, 103.7717095 1.3013814, 103.7717422 1.3013708, 103.7718062 1.3013501, 103.7718691 1.3013298, 103.7722726 1.3011993, 103.7723218 1.301168, 103.7723385 1.3011323, 103.7723394 1.3010947)",,,,,,,,
1358272753,7927143237,0,849668975,,footway,,False,True,3.579,"LINESTRING (103.7731345 1.3013692, 103.7731662 1.3013636)",,,,,,,,
1358272753,1736138516,0,"[646978243, 142076749]",2,service,,False,False,40.018,"LINESTRING (103.7731345 1.3013692, 103.7731979 1.3015349, 103.77326 1.3017065)",Conservatory Drive,,,,,yes,,
1358272753,11018992673,0,"[540757258, 142076749]",2,service,,False,True,10.963,"LINESTRING (103.7731345 1.3013692, 103.7731285 1.3013248, 103.7731312 1.3012805, 103.7731326 1.3012712)",Conservatory Drive,,,,,,,
1358272762,1358272751,0,173767753,2,residential,,True,False,63.549,"LINESTRING (103.7708563 1.3014876, 103.7713938 1.301293)",Kent Ridge Crescent,40,,,,,,
1358272770,7919548641,0,632541179,2,residential,,True,False,6.369,"LINESTRING (103.770562 1.3016163, 103.7706146 1.3015936)",Kent Ridge Crescent,40,,,,,,
1358272770,239712244,0,632541180,,primary,,True,False,13.874,"LINESTRING (103.770562 1.3016163, 103.7705072 1.3015042)",Clementi Road,60,,,,,,
1358272772,1358272770,0,121291661,,residential,,True,False,15.368,"LINESTRING (103.770434 1.3016685, 103.770562 1.3016163)",Kent Ridge Crescent,40,,,,,,
1358272782,1736138527,0,646702322,,service,,False,False,8.105,"LINESTRING (103.7733352 1.3019164, 103.7732704 1.3019498)",Conservatory Drive,,,,,,,
1358272782,7919407028,0,741865392,2,service,,False,True,3.911,"LINESTRING (103.7733352 1.3019164, 103.7733682 1.3019042)",Estate Office Drive,,,,,,,
1358272782,1358272801,0,345772923,,service,,False,False,92.025,"LINESTRING (103.7733352 1.3019164, 103.7733467 1.3019624, 103.7733576 1.3020057, 103.7734162 1.3021076, 103.7734903 1.3021286, 103.7735266 1.3022207, 103.7738366 1.302116, 103.7739512 1.3021076)",,,,,,,,
1358272782,1736138516,0,646701789,,service,,False,True,25.389000000000003,"LINESTRING (103.7733352 1.3019164, 103.7732801 1.3018349, 103.77326 1.3017065)",Conservatory Drive,,,,,,,
1358272801,1358272782,0,345772923,,service,,False,True,92.02500000000002,"LINESTRING (103.7739512 1.3021076, 103.7738366 1.302116, 103.7735266 1.3022207, 103.7734903 1.3021286, 103.7734162 1.3021076, 103.7733576 1.3020057, 103.7733467 1.3019624, 103.7733352 1.3019164)",,,,,,,,
1358272808,1358272826,0,647096612,,service,,False,True,6.294,"LINESTRING (103.7716682 1.3021789, 103.7716503 1.3022326)",,,,,,,,
1358272826,1358272832,0,121291671,,service,,False,True,9.55,"LINESTRING (103.7716503 1.3022326, 103.7716201 1.302313)",,,,,,,,
1358272826,1358272808,0,647096612,,service,,False,False,6.294,"LINESTRING (103.7716503 1.3022326, 103.7716682 1.3021789)",,,,,,,,
1358272826,1358272880,0,646947563,,service,,False,True,110.71000000000001,"LINESTRING (103.7716503 1.3022326, 103.7718179 1.3023107, 103.771848 1.3023376, 103.7718704 1.3023778, 103.7718749 1.3024347, 103.7718927 1.3024727, 103.7719408 1.3024995, 103.7723654 1.3026369, 103.7724871 1.3026615)",,,,,,,,
1358272832,1358272826,0,121291671,,service,,False,False,9.55,"LINESTRING (103.7716201 1.302313, 103.7716503 1.3022326)",,,,,,,,
1358272880,1736138548,0,345772924,2,service,,False,True,116.23900000000002,"LINESTRING (103.7724871 1.3026615, 103.7726894 1.3026727, 103.7729106 1.3026537, 103.7731408 1.3026045, 103.7733072 1.3025464, 103.7733419 1.3025006, 103.7733363 1.3024448, 103.7733036 1.3023548)",Conservatory Drive,,,,,,,
1358272880,1358272826,0,646947563,,service,,False,False,110.71,"LINESTRING (103.7724871 1.3026615, 103.7723654 1.3026369, 103.7719408 1.3024995, 103.7718927 1.3024727, 103.7718749 1.3024347, 103.7718704 1.3023778, 103.771848 1.3023376, 103.7718179 1.3023107, 103.7716503 1.3022326)",,,,,,,,
1362160429,5122531831,0,"[161886045, 651866871]","['3', '2']",residential,,True,False,70.239,"LINESTRING (103.7850169 1.2934878, 103.784942 1.2936791, 103.7849375 1.2937119, 103.7849207 1.2938467, 103.7848988 1.2940657, 103.7848949 1.2941027)",Lower Kent Ridge Road,50,,,,,,
1362160501,6456247243,0,690623483,2,residential,,True,False,5.425,"LINESTRING (103.7841331 1.2953605, 103.7840846 1.2953659)",Lower Kent Ridge Road,50,roundabout,,,,,
1362160515,5229188386,0,121762754,2,service,parking_aisle,False,False,7.25,"LINESTRING (103.7823265 1.2955988, 103.7823229 1.2955337)",,,,,no,,,
1362160515,6456247235,0,121762759,2,service,parking_aisle,False,True,81.34700000000001,"LINESTRING (103.7823265 1.2955988, 103.7824054 1.2955298, 103.7824613 1.2955014, 103.7825273 1.2954759, 103.7825913 1.2954693, 103.7829379 1.2954598, 103.7830203 1.2954599)",,,,,,,,
1362160515,1362160588,0,"[744892987, 744893245, 121762763]",2,service,parking_aisle,False,True,149.16899999999998,"LINESTRING (103.7823265 1.2955988, 103.7823249 1.2956995, 103.7823183 1.2961277, 103.7823249 1.2963238, 103.7823306 1.2964085, 103.7823573 1.2965827, 103.7823878 1.296697, 103.7824091 1.2967909, 103.7824165 1.2968532, 103.7824252 1.2968822, 103.7824328 1.2969292)",,,,,,,,
1362160565,7904552748,0,121762764,1,service,parking_aisle,True,False,4.449,"LINESTRING (103.7833088 1.296502, 103.7832738 1.2964826)",,,,,,,,
1362160565,1249570061,0,573272648,2,residential,,True,False,49.263999999999996,"LINESTRING (103.7833088 1.296502, 103.7831253 1.2966435, 103.7829424 1.2967495)",Lower Kent Ridge Road,50,,,,,,
1362160588,6972459504,0,744892986,,service,parking_aisle,False,False,8.414,"LINESTRING (103.7824328 1.2969292, 103.7824392 1.2970046)",,,,,,,,
1362160588,1362160590,0,"[647098888, 744699290]","['1', '2']",residential,,True,False,25.293,"LINESTRING (103.7824328 1.2969292, 103.7823742 1.2969402, 103.7822073 1.2969585)",Lower Kent Ridge Road,40,,,,,,
1362160588,1362160515,0,"[744892987, 121762763, 744893245]",2,service,parking_aisle,False,False,149.169,"LINESTRING (103.7824328 1.2969292, 103.7824252 1.2968822, 103.7824165 1.2968532, 103.7824091 1.2967909, 103.7823878 1.296697, 103.7823573 1.2965827, 103.7823306 1.2964085, 103.7823249 1.2963238, 103.7823183 1.2961277, 103.7823249 1.2956995, 103.7823265 1.2955988)",,,,,,,,
1362160590,1362160592,0,744666004,2,service,,False,True,8.995,"LINESTRING (103.7822073 1.2969585, 103.7822298 1.2970362)",Medical Drive,,,,,,,
1362160590,6969479277,0,"[744666010, 744670301, 744666005]","['1', '2']",residential,,True,False,89.97300000000001,"LINESTRING (103.7822073 1.2969585, 103.7820824 1.2970236, 103.7818598 1.2971684, 103.7816791 1.2972978, 103.7815889 1.2973447, 103.7815186 1.2973807)",Lower Kent Ridge Road,"['40', '25']",,,,,,
1362160590,1553327023,0,"[744674776, 647092485, 744674775]","['3', '2']",service,,False,"[False, True]",58.745999999999995,"LINESTRING (103.7822073 1.2969585, 103.7821868 1.2968894, 103.7821613 1.2968074, 103.7821548 1.2967429, 103.7821565 1.2966425, 103.782188 1.2964398)",Medical Drive,,,,,,,
1362160592,7912157938,0,464985767,2,service,parking_aisle,False,True,1.853,"LINESTRING (103.7822298 1.2970362, 103.7822351 1.297052)",,,,,,,,
1362160592,1362160590,0,744666004,2,service,,False,False,8.995,"LINESTRING (103.7822298 1.2970362, 103.7822073 1.2969585)",Medical Drive,,,,,,,
1362160592,6972459504,0,"[744699289, 758260518]",1,residential,,True,False,23.543,"LINESTRING (103.7822298 1.2970362, 103.7823669 1.2970145, 103.7824392 1.2970046)",Lower Kent Ridge Road,40,,,,,,
1362160612,595963313,0,646982802,2,service,parking_aisle,False,False,16.671,"LINESTRING (103.781594 1.2975547, 103.7816497 1.2976939)",,,,,,,,
1362160612,7912157942,0,121762757,2,service,parking_aisle,False,True,11.719999999999999,"LINESTRING (103.781594 1.2975547, 103.7815683 1.297485, 103.7815558 1.2974565)",,,,,,,,
1362160612,1362160618,0,"[744684057, 643425147]",1,service,parking_aisle,True,False,49.744,"LINESTRING (103.781594 1.2975547, 103.781453 1.2976179, 103.7813244 1.2976285, 103.7811605 1.2976275)",,,,,,,,
1362160618,1554925296,0,142075027,2,service,parking_aisle,False,True,17.589,"LINESTRING (103.7811605 1.2976275, 103.7810031 1.2976114)",,,,,,,,
1362160618,1362160624,0,"[744684058, 464985766]",2,service,parking_aisle,False,False,29.073999999999998,"LINESTRING (103.7811605 1.2976275, 103.7811552 1.2977443, 103.7811487 1.2978887)",,,,,,,,
1362160620,1362160640,0,464985768,2,service,parking_aisle,False,False,26.337,"LINESTRING (103.780347 1.2977907, 103.7803144 1.2980253)",,,,,,,,
1362160624,5122901521,0,526889762,2,service,parking_aisle,False,False,12.774,"LINESTRING (103.7811487 1.2978887, 103.7811794 1.2979994)",,,,,,,,
1362160624,1362160631,0,"[744684056, 464985770]",2,service,parking_aisle,False,False,44.06400000000001,"LINESTRING (103.7811487 1.2978887, 103.7810009 1.2978752, 103.7809035 1.2978663, 103.7808923 1.2978683, 103.7808816 1.2978738, 103.7808751 1.2978849, 103.7808723 1.2978998, 103.7808598 1.2979977)",,,,,,,,
1362160624,1362160618,0,"[744684058, 464985766]",2,service,parking_aisle,False,True,29.073999999999998,"LINESTRING (103.7811487 1.2978887, 103.7811552 1.2977443, 103.7811605 1.2976275)",,,,,,,,
1362160631,5122888355,0,464985769,1,service,parking_aisle,True,False,22.006,"LINESTRING (103.7808598 1.2979977, 103.7806751 1.2979265)",,,,,,,,
1362160631,5239711177,0,541917264,2,service,parking_aisle,False,False,14.945,"LINESTRING (103.7808598 1.2979977, 103.7808595 1.2981321)",,,,,,,,
1362160631,1362160624,0,"[744684056, 464985770]",2,service,parking_aisle,False,True,44.06399999999999,"LINESTRING (103.7808598 1.2979977, 103.7808723 1.2978998, 103.7808751 1.2978849, 103.7808816 1.2978738, 103.7808923 1.2978683, 103.7809035 1.2978663, 103.7810009 1.2978752, 103.7811487 1.2978887)",,,,,,,,
1362160640,1362160620,0,464985768,2,service,parking_aisle,False,True,26.337,"LINESTRING (103.7803144 1.2980253, 103.780347 1.2977907)",,,,,,,,
1362177328,5122575803,0,526855210,,service,parking_aisle,False,True,40.159,"LINESTRING (103.7813521 1.2928286, 103.7813254 1.2927875, 103.7813388 1.2927392, 103.7814246 1.2926292, 103.7815171 1.2925488)",,,,,,,,
1362177328,2467430626,0,639891243,2,residential,,False,True,17.996,"LINESTRING (103.7813521 1.2928286, 103.7812895 1.2928996, 103.7812611 1.2929605)",Kent Ridge Road,40,,,,,,
1362177328,7999643828,0,"[634317058, 1166293890, 675119643, 670152686]",2,residential,,False,False,209.23499999999999,"LINESTRING (103.7813521 1.2928286, 103.7813947 1.2927989, 103.7814172 1.2927832, 103.7814932 1.2927521, 103.7819058 1.2926191, 103.782246 1.2924875, 103.7823174 1.2924668, 103.7823907 1.2924537, 103.7825786 1.2924453, 103.7826443 1.2924329, 103.782746 1.2924045, 103.7828973 1.2923222, 103.7829995 1.2922324, 103.7830616 1.2921481)",Kent Ridge Road,40,,,,,,
1362177330,5120988023,0,639906027,,service,,False,False,16.67,"LINESTRING (103.7797093 1.2947499, 103.779589 1.2946604)",,,,,,,,
1362177330,496803252,0,40840226,2,residential,,False,False,184.62600000000003,"LINESTRING (103.7797093 1.2947499, 103.7798142 1.2947159, 103.7799066 1.2946721, 103.7799608 1.2946323, 103.7800058 1.2945913, 103.7800978 1.2944799, 103.7803652 1.2941452, 103.7805 1.2940021, 103.7806185 1.293892, 103.7807774 1.2937728, 103.7809262 1.2936545)",Kent Ridge Road,40,,,,,,
1362177330,496803243,0,634934091,2,residential,,False,True,183.631,"LINESTRING (103.7797093 1.2947499, 103.7792888 1.294818, 103.779039 1.2948504, 103.7786267 1.294838, 103.7782936 1.2948218, 103.7780657 1.294815)",Kent Ridge Road,40,,,,,,
1363363876,3325196916,0,121886001,1,residential,,True,False,27.693,"LINESTRING (103.7771214 1.2918066, 103.7771703 1.2918162, 103.7772176 1.2918006, 103.7772512 1.2917638, 103.7772624 1.2917153, 103.7772483 1.2916675)",Heng Mui Keng Terrace,40,roundabout,,,,,
1375490933,1375490936,0,643898906,2,service,,False,False,20.676,"LINESTRING (103.7729672 1.2987684, 103.7728877 1.2989365)",,,,,,,,
1375490933,1375490934,0,"[465236778, 123299965]",,service,,True,False,49.348,"LINESTRING (103.7729672 1.2987684, 103.7728161 1.2987029, 103.7727974 1.298699, 103.7727772 1.2987029, 103.7725483 1.2987735)",,,,,,,,
1375490933,1375490935,0,"[465236777, 123299966]",2,service,,False,True,43.64,"LINESTRING (103.7729672 1.2987684, 103.7729792 1.2987408, 103.7729815 1.2987381, 103.7729844 1.2987381, 103.7733068 1.2988891)",,,,,,,,
1375490934,1375490936,0,465236779,1,service,,True,False,41.858,"LINESTRING (103.7725483 1.2987735, 103.7728877 1.2989365)",,,,,,,,
1375490934,4636541607,0,469292025,,footway,,False,False,86.77300000000001,"LINESTRING (103.7725483 1.2987735, 103.7725159 1.2987762, 103.7724858 1.2987885, 103.7724607 1.2988092, 103.7724459 1.2988463, 103.7722302 1.2993058, 103.7721087 1.2992462)",,,,,,,,
1375490935,1375490933,0,"[465236777, 123299966]",2,service,,False,False,43.64,"LINESTRING (103.7733068 1.2988891, 103.7729844 1.2987381, 103.7729815 1.2987381, 103.7729792 1.2987408, 103.7729672 1.2987684)",,,,,,,,
1375490936,1375490933,0,643898906,2,service,,False,True,20.676,"LINESTRING (103.7728877 1.2989365, 103.7729672 1.2987684)",,,,,,,,
1375490936,1533670443,0,"[643898907, 741865395]",2,service,,False,False,95.405,"LINESTRING (103.7728877 1.2989365, 103.772812 1.2990797, 103.7725214 1.2997122)",,,,,,,,
1375490938,1345103801,0,119805563,1,service,,True,False,9.419,"LINESTRING (103.7720674 1.3002253, 103.7720503 1.3002597, 103.7720672 1.3003028)",,,roundabout,,,,,
1375490938,1533617292,0,161972822,,service,,False,True,38.150999999999996,"LINESTRING (103.7720674 1.3002253, 103.7718072 1.3001139, 103.7717855 1.3000931, 103.7717704 1.3000671)",Engineering Drive 3,,,,,,,
1533617292,4636541622,0,123299964,,service,,False,True,3.344,"LINESTRING (103.7717704 1.3000671, 103.7717632 1.3000379)",Engineering Drive 3,,,,,,,
1533617292,1375490938,0,161972822,,service,,False,False,38.151,"LINESTRING (103.7717704 1.3000671, 103.7717855 1.3000931, 103.7718072 1.3001139, 103.7720674 1.3002253)",Engineering Drive 3,,,,,,,
1533617292,1345103793,0,849642621,,footway,,False,False,39.293,"LINESTRING (103.7717704 1.3000671, 103.7717955 1.3000564, 103.7718082 1.3000845, 103.771831 1.3001006, 103.7720741 1.300212)",,,,,,,,
1533670443,6056408618,0,643899339,2,service,,False,False,53.985,"LINESTRING (103.7725214 1.2997122, 103.7723136 1.300151)",,,,,,,,
1533670443,1375490936,0,"[643898907, 741865395]",2,service,,False,True,95.405,"LINESTRING (103.7725214 1.2997122, 103.772812 1.2990797, 103.7728877 1.2989365)",,,,,,,,
1533824598,4636541607,0,"[543208320, 543208321, 543208322, 543208323, 543208324]",,service,,False,False,210.22199999999998,"LINESTRING (103.7734146 1.2982328, 103.7733877 1.2982367, 103.7733387 1.2982348, 103.7732831 1.298226, 103.7732153 1.2982294, 103.7731456 1.2982428, 103.7730584 1.2982743, 103.7729827 1.2983112, 103.7729267 1.2983628, 103.7727928 1.2984114, 103.7727402 1.2984304, 103.7723199 1.2985829, 103.7722879 1.2986405, 103.7722644 1.2986829, 103.7721878 1.2988211, 103.7722071 1.2990435, 103.7721087 1.2992462)",Engineering Drive 3,,,,,building_passage,,
1533824598,610183475,0,543208324,,service,,False,True,6.772,"LINESTRING (103.7734146 1.2982328, 103.7734377 1.2982162, 103.7734574 1.2981904)",Engineering Drive 3,,,,,,,
1533824598,9742757286,0,1060426987,,service,,False,False,28.822,"LINESTRING (103.7734146 1.2982328, 103.7735287 1.298306, 103.7736328 1.2983728)",,,,,,,,
1533856789,1533856798,0,635396724,2,service,,False,False,18.023,"LINESTRING (103.7701891 1.2975563, 103.7702095 1.2977171)",Architecture Drive,,,,,,,
1533856789,6056332017,0,"[635396725, 54619718]",2,service,,False,True,58.766,"LINESTRING (103.7701891 1.2975563, 103.7701778 1.2974627, 103.7701429 1.2972676, 103.7701298 1.2971986, 103.7701522 1.2971191, 103.7702178 1.2970679)",Architecture Drive,,,,,,,
1533856798,1533856789,0,635396724,2,service,,False,True,18.023,"LINESTRING (103.7702095 1.2977171, 103.7701891 1.2975563)",Architecture Drive,,,,,,,
1533856798,1533856789,1,139974284,,service,,True,False,32.964,"LINESTRING (103.7702095 1.2977171, 103.7702441 1.2977086, 103.7702916 1.2976831, 103.7702956 1.2976549, 103.7702863 1.2976171, 103.7702782 1.2975838, 103.770254 1.297553, 103.7702313 1.2975484, 103.7701891 1.2975563)",,,,,,,,
1533856798,1345103795,0,633824619,2,service,,False,False,24.147,"LINESTRING (103.7702095 1.2977171, 103.7702123 1.2977855, 103.7701994 1.2978959, 103.7701919 1.2979327)",Architecture Drive,,,,,,,
1534822482,1534822519,0,140075865,2,service,,False,False,127.24300000000001,"LINESTRING (103.7705278 1.299247, 103.7705935 1.2992256, 103.7706471 1.2991867, 103.7706874 1.2991304, 103.771032 1.2983621, 103.7710736 1.2982736)",Engineering Drive 2,,,,,,,
1534822482,1534830318,0,140075865,2,service,,False,True,35.135000000000005,"LINESTRING (103.7705278 1.299247, 103.7704554 1.2992443, 103.770399 1.2992216, 103.7703561 1.299188, 103.7702891 1.2990786)",Engineering Drive 2,,,,,,,
1534822482,6869688986,0,733547218,,footway,,False,True,19.212,"LINESTRING (103.7705278 1.299247, 103.7705393 1.2992714, 103.7705666 1.2993145, 103.7705906 1.2994062)",,,,,,,,
1534822519,1534822482,0,140075865,2,service,,False,True,127.24300000000001,"LINESTRING (103.7710736 1.2982736, 103.771032 1.2983621, 103.7706874 1.2991304, 103.7706471 1.2991867, 103.7705935 1.2992256, 103.7705278 1.299247)",Engineering Drive 2,,,,,,,
1534822519,1534822519,0,"[646745633, 465236780]",,service,,False,True,63.486000000000004,"LINESTRING (103.7710736 1.2982736, 103.7711018 1.29822, 103.7711112 1.2981878, 103.7711219 1.2981463, 103.7711514 1.2981141, 103.771197 1.2980993, 103.7712278 1.2981101, 103.7712493 1.2981422, 103.771252 1.2981892, 103.7712399 1.2982307, 103.7712037 1.2982642, 103.7711728 1.2982736, 103.7711246 1.2982723, 103.7710736 1.2982736)",Engineering Drive 2,,,,,,,
1534822519,1534822519,1,"[646745633, 465236780]",,service,,False,False,63.486000000000004,"LINESTRING (103.7710736 1.2982736, 103.7711246 1.2982723, 103.7711728 1.2982736, 103.7712037 1.2982642, 103.7712399 1.2982307, 103.771252 1.2981892, 103.7712493 1.2981422, 103.7712278 1.2981101, 103.771197 1.2980993, 103.7711514 1.2981141, 103.7711219 1.2981463, 103.7711112 1.2981878, 103.7711018 1.29822, 103.7710736 1.2982736)",Engineering Drive 2,,,,,,,
1534822520,1345103795,0,639723373,2,service,,False,True,117.02000000000001,"LINESTRING (103.7700668 1.2989523, 103.7700651 1.2989334, 103.7700295 1.2986649, 103.7700176 1.2984447, 103.7701651 1.2980589, 103.7701919 1.2979327)",Architecture Drive,,,,,,,
1534822520,1534822534,0,646718897,2,service,,False,False,10.416,"LINESTRING (103.7700668 1.2989523, 103.7701134 1.298948, 103.7701603 1.298948)",Engineering Drive 2,,,,,,,
1534822520,1345103804,0,"[670135224, 399017460, 741865399]",2,service,,False,False,182.488,"LINESTRING (103.7700668 1.2989523, 103.7701138 1.2994815, 103.7701368 1.2999035, 103.7701462 1.2999758, 103.770166 1.3000504, 103.7703548 1.3005533)",Engineering Drive 1,,,,permissive,,,
1534822534,1534829923,0,140086976,,service,,False,True,104.281,"LINESTRING (103.7701603 1.298948, 103.7702126 1.2989319, 103.7702864 1.2989185, 103.7703494 1.2988636, 103.7703923 1.2987791, 103.7706109 1.2983004, 103.7706324 1.2982589, 103.7706726 1.2982187)",,,,,,,,
1534822534,1534830318,0,646157116,2,service,,False,False,20.823,"LINESTRING (103.7701603 1.298948, 103.7701979 1.2989668, 103.7702408 1.299007, 103.7702783 1.2990593, 103.7702891 1.2990786)",Engineering Drive 2,,,,,,,
1534822534,1534822520,0,646718897,2,service,,False,True,10.416,"LINESTRING (103.7701603 1.298948, 103.7701134 1.298948, 103.7700668 1.2989523)",Engineering Drive 2,,,,,,,
1534822864,1534822869,0,140076834,2,service,parking_aisle,False,True,84.782,"LINESTRING (103.771197 1.3007648, 103.7719168 1.3005128)",,,,,,,,
1534822864,1534822869,1,"[140076832, 741865397, 741865398]",1,service,parking_aisle,True,False,114.958,"LINESTRING (103.771197 1.3007648, 103.7712171 1.3008398, 103.7712399 1.300876, 103.7712681 1.3008948, 103.771315 1.3009122, 103.7713526 1.3009149, 103.7713888 1.3009055, 103.771889 1.3007205, 103.7719105 1.300687, 103.7719279 1.3006481, 103.7719359 1.3006066, 103.7719333 1.3005623, 103.7719168 1.3005128)",,,,,,,,
1534822865,1345103801,0,635299834,2,service,,False,False,23.222,"LINESTRING (103.771871 1.3003745, 103.7720672 1.3003028)",Engineering Drive 1,,,,,,,
1534822865,1534822878,0,635339798,2,service,,False,True,85.465,"LINESTRING (103.771871 1.3003745, 103.7711489 1.3006383)",Engineering Drive 1,,,,,,,
1534822869,1534822864,0,140076834,2,service,parking_aisle,False,False,84.782,"LINESTRING (103.7719168 1.3005128, 103.771197 1.3007648)",,,,,,,,
1534822869,1534822865,0,635339796,1,service,parking_aisle,True,False,16.199,"LINESTRING (103.7719168 1.3005128, 103.771871 1.3003745)",,,,,,,,
1534822878,1534822864,0,140076835,1,service,parking_aisle,True,False,15.048,"LINESTRING (103.7711489 1.3006383, 103.771197 1.3007648)",,,,,,,,
1534822878,1534822865,0,635339798,2,service,,False,False,85.465,"LINESTRING (103.7711489 1.3006383, 103.771871 1.3003745)",Engineering Drive 1,,,,,,,
1534822878,8157329689,0,465236775,2,service,,False,True,20.525,"LINESTRING (103.7711489 1.3006383, 103.7710222 1.3006846, 103.7709755 1.3007017)",Engineering Drive 1,,,,,,,
1534825223,239712264,0,"[738258072, 161647492]","['3', '2']",residential,,True,False,112.352,"LINESTRING (103.769955 1.296186, 103.7701474 1.2962413, 103.7705335 1.2963467, 103.770741 1.2963862, 103.7709395 1.2964003)",Kent Ridge Crescent,40,,,,,,
1534827147,1534827183,0,140082018,,service,,False,True,28.938,"LINESTRING (103.7724351 1.297266, 103.7726758 1.2971669)",,,,,,,,
1534827147,5243866722,0,465236781,2,service,,False,False,28.308,"LINESTRING (103.7724351 1.297266, 103.7724197 1.2972322, 103.7724049 1.2971955, 103.7723958 1.2971716, 103.7723841 1.2971382, 103.7723829 1.2970939, 103.7723904 1.2970217)",Engineering Drive 4,,,,,,,
1534827147,5243866761,0,"[741865400, 741865401, 741865402, 465236782]",2,service,,False,True,95.571,"LINESTRING (103.7724351 1.297266, 103.7722082 1.2973485, 103.7721451 1.2974075, 103.7720955 1.2974826, 103.7720829 1.2975371, 103.7720754 1.2975697, 103.77207 1.2976636, 103.7720875 1.2977346, 103.7721116 1.297803, 103.7721344 1.2978553, 103.7721492 1.2979089)",Engineering Drive 4,,,,,,,
1534827152,5243866761,0,140082019,,service,,False,False,34.114,"LINESTRING (103.7724362 1.2978003, 103.7721492 1.2979089)",,,,,,,,
1534827183,1534827147,0,140082018,,service,,False,False,28.938,"LINESTRING (103.7726758 1.2971669, 103.7724351 1.297266)",,,,,,,,
1534827183,8229754403,0,876477003,,footway,,False,False,23.708,"LINESTRING (103.7726758 1.2971669, 103.7725463 1.2969975)",,,,,,,,
1534827183,8157470458,0,"[876477000, 876477003]",,"['steps', 'footway']",,False,True,39.498999999999995,"LINESTRING (103.7726758 1.2971669, 103.7727028 1.2972033, 103.7727868 1.2973114, 103.7728437 1.2974748)",,,,,,,,
1534827396,7927127874,0,597137341,,service,,False,False,3.882,"LINESTRING (103.7720037 1.2962954, 103.7719929 1.2962622)",,,,,,,,
1534827396,7919717643,0,"[635370041, 738258066]","['3', '1']",residential,,True,False,111.53399999999999,"LINESTRING (103.7720037 1.2962954, 103.7718326 1.2962552, 103.7717086 1.2962401, 103.771579 1.2962426, 103.7714352 1.2962468, 103.7710615 1.2962649, 103.7710066 1.296268)",Kent Ridge Crescent,40,,,,,,
1534827400,239712264,0,119805560,,residential,,False,True,14.426,"LINESTRING (103.7709125 1.2962734, 103.7709395 1.2964003)",Kent Ridge Drive,40,,,,,,
1534827400,7919717645,0,161886036,2,residential,,False,False,8.007,"LINESTRING (103.7709125 1.2962734, 103.7709048 1.2962018)",Kent Ridge Drive,40,,,,,,
