u,v,key,osmid,lanes,highway,service,oneway,reversed,length,geometry,name,maxspeed,junction,bridge,access,tunnel,width,est_width
5243866758,5243866757,1,646819931,,service,,False,True,9.613,"LINESTRING (103.7719695 1.2980175, 103.7719319 1.2980511, 103.7719078 1.2980779)",Engineering Drive 4,,,,,,,
5243866758,5243866761,0,465236783,,service,,False,False,23.657,"LINESTRING (103.7719695 1.2980175, 103.771999 1.297984, 103.7720566 1.2979505, 103.7721492 1.2979089)",Engineering Drive 4,,,,,,,
5243866761,1534827152,0,140082019,,service,,False,True,34.114,"LINESTRING (103.7721492 1.2979089, 103.7724362 1.2978003)",,,,,,,,
5243866761,1534827147,0,"[741865400, 741865401, 741865402, 465236782]",2,service,,False,False,95.571,"LINESTRING (103.7721492 1.2979089, 103.7721344 1.2978553, 103.7721116 1.297803, 103.7720875 1.2977346, 103.77207 1.2976636, 103.7720754 1.2975697, 103.7720829 1.2975371, 103.7720955 1.2974826, 103.7721451 1.2974075, 103.7722082 1.2973485, 103.7724351 1.297266)",Engineering Drive 4,,,,,,,
5243866761,5243866758,0,465236783,,service,,False,True,23.657,"LINESTRING (103.7721492 1.2979089, 103.7720566 1.2979505, 103.771999 1.297984, 103.7719695 1.2980175)",Engineering Drive 4,,,,,,,
5243866776,976478710,0,83890924,,footway,,False,True,10.789,"LINESTRING (103.7809196 1.2905259, 103.7809546 1.2906164)",,,,,,,,
5243866776,5243866781,0,542379871,,footway,,False,False,10.832,"LINESTRING (103.7809196 1.2905259, 103.7810166 1.2905167)",,,,,,,,
5243866776,976478182,0,83890924,,footway,,False,False,56.242,"LINESTRING (103.7809196 1.2905259, 103.7807331 1.2906143, 103.7804677 1.2907531)",,,,,,,,
5243866776,5243866780,0,542379872,,footway,,False,False,25.543999999999997,"LINESTRING (103.7809196 1.2905259, 103.7810222 1.2905472, 103.7811326 1.2906058)",,,,,,,,
5243866777,5243866780,0,276154443,,footway,,False,True,11.243,"LINESTRING (103.7811058 1.2905083, 103.7811326 1.2906058)",,,,,,,,
5243866777,5243866778,0,542379871,,footway,,False,False,23.153,"LINESTRING (103.7811058 1.2905083, 103.7813105 1.2904699)",,,,,,,,
5243866777,5243866781,0,542379871,,footway,,False,True,9.96,"LINESTRING (103.7811058 1.2905083, 103.7810166 1.2905167)",,,,,,,,
5243866777,5150487748,0,276154443,,footway,,False,False,89.68500000000002,"LINESTRING (103.7811058 1.2905083, 103.7810652 1.2903734, 103.7810601 1.2903489, 103.7810475 1.2903274, 103.7810287 1.2903109, 103.7810056 1.2903014, 103.780953 1.2902931, 103.7807822 1.2902662, 103.7807633 1.2902549, 103.7807484 1.2902386, 103.7807388 1.2902188, 103.7806226 1.2900389, 103.7805837 1.289994)",,,,,,,,
5243866778,5243866777,0,542379871,,footway,,False,True,23.153,"LINESTRING (103.7813105 1.2904699, 103.7811058 1.2905083)",,,,,,,,
5243866778,2491224998,0,1150608638,,footway,,False,False,5.496,"LINESTRING (103.7813105 1.2904699, 103.781309 1.2904205)",,,,,,,,
5243866778,2491224996,0,1150608638,,footway,,False,True,20.723,"LINESTRING (103.7813105 1.2904699, 103.7813144 1.2906041, 103.7813251 1.2906551)",,,,,,,,
5243866780,5243866777,0,276154443,,footway,,False,False,11.243,"LINESTRING (103.7811326 1.2906058, 103.7811058 1.2905083)",,,,,,,,
5243866780,5150487742,0,276154443,,footway,,False,True,15.209,"LINESTRING (103.7811326 1.2906058, 103.7811742 1.2907361)",,,,,,,,
5243866780,976478710,0,83890924,,footway,,False,False,19.899,"LINESTRING (103.7811326 1.2906058, 103.7810608 1.2906024, 103.7809546 1.2906164)",,,,,,,,
5243866780,2491224996,0,83890924,,footway,,False,True,22.113999999999997,"LINESTRING (103.7811326 1.2906058, 103.7812633 1.2906348, 103.7813251 1.2906551)",,,,,,,,
5243866780,5243866776,0,542379872,,footway,,False,True,25.543999999999997,"LINESTRING (103.7811326 1.2906058, 103.7810222 1.2905472, 103.7809196 1.2905259)",,,,,,,,
5243866781,5243866777,0,542379871,,footway,,False,False,9.96,"LINESTRING (103.7810166 1.2905167, 103.7811058 1.2905083)",,,,,,,,
5243866781,5243866776,0,542379871,,footway,,False,True,10.832,"LINESTRING (103.7810166 1.2905167, 103.7809196 1.2905259)",,,,,,,,
5243866781,2491214886,0,"[241518004, 241522631]",,footway,,False,False,49.187,"LINESTRING (103.7810166 1.2905167, 103.7809437 1.2904715, 103.7809077 1.2904496, 103.7808685 1.2904444, 103.7808395 1.2904477, 103.7808053 1.2904664, 103.7807843 1.2904879, 103.7807712 1.2905094, 103.7807576 1.2905473, 103.7808052 1.2906479)",,,,,,,,
5254518678,6958050077,0,"[666643115, 543548333, 543548335]",2,service,,False,True,117.68900000000001,"LINESTRING (103.7748346 1.2983152, 103.7748807 1.2982075, 103.7748948 1.2981968, 103.7749182 1.2981968, 103.7750863 1.2982728, 103.775108 1.2982866, 103.7751167 1.2983067, 103.7751214 1.2983275, 103.7751198 1.2983508, 103.7750253 1.2985882, 103.7749529 1.2987702, 103.774856 1.2989124)",,,,,,building_passage,,
5254518689,1534828781,0,543548334,2,service,,False,True,8.284,"LINESTRING (103.774839 1.2990861, 103.7748661 1.2991555)",,,,,,,,
5254518689,5936501315,0,874063937,,footway,,False,False,31.19,"LINESTRING (103.774839 1.2990861, 103.7745589 1.2991024)",,,,,,,,
5254518689,7930645294,0,874063937,,footway,,False,True,13.107,"LINESTRING (103.774839 1.2990861, 103.7749322 1.2990139)",,,,,,,,
5254518689,6958050077,0,"[666643115, 743355756]",2,service,,False,False,19.519,"LINESTRING (103.774839 1.2990861, 103.7748394 1.2989865, 103.774856 1.2989124)",,,,,,,,
5258691443,6379026540,0,647085174,2,pedestrian,,False,True,11.588000000000001,"LINESTRING (103.7803058 1.2962376, 103.7802923 1.2962634, 103.7802833 1.2962845, 103.7802629 1.2963325)",Science Drive 2,,,,,,,
5278616160,1555039404,0,"[142086194, 142086195, 163131782, 163131783]",,footway,,False,"[False, True]",168.142,"LINESTRING (103.7741497 1.2923441, 103.7741201 1.2923854, 103.7740101 1.2927005, 103.7740062 1.2927194, 103.7737718 1.2930703, 103.7733466 1.2932998, 103.7732322 1.2933, 103.7731433 1.2933)",,,,yes,,,,
5278616160,1748955732,0,546209519,,steps,,False,False,3.1639999999999997,"LINESTRING (103.7741497 1.2923441, 103.7741518 1.292322, 103.7741546 1.2923164)",,,,,,,,
5278616160,11210351502,0,"[1203478209, 1201226101, 1201226102, 1201226103, 1201226104, 1150409849]",,"['steps', 'footway']",,False,False,57.125,"LINESTRING (103.7741497 1.2923441, 103.7741864 1.2924162, 103.7742388 1.2925404, 103.7742445 1.2925539, 103.774252 1.2925715, 103.7742619 1.2925965, 103.774273 1.2925925, 103.7742641 1.2925654, 103.774283 1.2925609, 103.7742918 1.2925961, 103.7743258 1.2926905, 103.7743032 1.2927083, 103.7743121 1.2927167)",,,,yes,,,,
5280017357,1601429859,0,766244973,,steps,,False,True,64.915,"LINESTRING (103.7741951 1.2983289, 103.7747235 1.2985774)",,,,,,,,
5280696959,5280696960,0,546658332,,footway,,False,False,1.759,"LINESTRING (103.7802548 1.2902065, 103.7802396 1.2902109)",,,,,,,,
5280696959,2491341575,0,"[546658331, 241519878]",,footway,,False,False,42.639,"LINESTRING (103.7802548 1.2902065, 103.7803305 1.2901964, 103.7803679 1.2901988, 103.7804378 1.2902353, 103.7804869 1.2903034, 103.7804995 1.2904095)",,,,,,,,
5280696959,5282591084,0,546658332,,footway,,False,True,8.801,"LINESTRING (103.7802548 1.2902065, 103.7802662 1.2901956, 103.7802713 1.2901806, 103.7802687 1.2901649, 103.7802592 1.2901523, 103.7802449 1.2901455)",,,,,,,,
5280696960,5280696959,0,546658332,,footway,,False,True,1.759,"LINESTRING (103.7802396 1.2902109, 103.7802548 1.2902065)",,,,,,,,
5280696960,2491341449,0,241519754,,footway,,False,True,44.855999999999995,"LINESTRING (103.7802396 1.2902109, 103.7801792 1.2902553, 103.7801657 1.2902666, 103.7801289 1.2903034, 103.780102 1.2903778, 103.7801147 1.2904617, 103.7801669 1.2905409)",,,,,,,,
5280696960,5150486419,0,546658332,,footway,,False,False,7.037000000000001,"LINESTRING (103.7802396 1.2902109, 103.7802241 1.2902078, 103.7802118 1.2901977, 103.7802057 1.2901832, 103.7802069 1.2901674)",,,,,,,,
5282591084,5150487748,0,546658330,,footway,,False,True,41.415,"LINESTRING (103.7802449 1.2901455, 103.7802865 1.2901236, 103.7803155 1.2901113, 103.7803886 1.2900657, 103.7805837 1.289994)",,,,,,,,
5282591084,5280696959,0,546658332,,footway,,False,False,8.801,"LINESTRING (103.7802449 1.2901455, 103.7802592 1.2901523, 103.7802687 1.2901649, 103.7802713 1.2901806, 103.7802662 1.2901956, 103.7802548 1.2902065)",,,,,,,,
5282591084,5150486419,0,546658332,,footway,,False,True,5.28,"LINESTRING (103.7802449 1.2901455, 103.7802291 1.2901461, 103.7802154 1.290154, 103.7802069 1.2901674)",,,,,,,,
5282980941,10821049786,0,"[546703272, 874064170, 874064171]",,"['steps', 'footway']",,False,"[False, True]",49.058,"LINESTRING (103.7741424 1.2988189, 103.7741128 1.2988631, 103.7740683 1.2989297, 103.7741433 1.2990409, 103.7741456 1.2990931, 103.7742054 1.299193, 103.7742074 1.2991977)",College Link way,,,,,,,
5282980941,239624382,0,"[479365873, 652155956]",2,residential,,True,False,67.126,"LINESTRING (103.7741424 1.2988189, 103.7743489 1.2991792, 103.7743952 1.2992841, 103.7744188 1.299354)",Kent Ridge Crescent,40,,,,,,
5282980943,1534827401,0,"[140083248, 738258069, 738258070, 738258071, 479363931]",1,residential,,True,False,235.409,"LINESTRING (103.7742807 1.2988863, 103.7742322 1.298802, 103.7741476 1.2986899, 103.7739804 1.2984848, 103.773849 1.2983521, 103.7736994 1.2982441, 103.7735704 1.2981639, 103.7732623 1.2979599, 103.7732066 1.297913, 103.7731597 1.2978567, 103.7730966 1.2977615, 103.7730604 1.2976911, 103.7730097 1.2975476, 103.7729264 1.2973325)",Kent Ridge Crescent,40,,,,,"['3', '6', '5']",
5282980943,5936501316,0,542379858,,footway,,False,False,8.712,"LINESTRING (103.7742807 1.2988863, 103.7743214 1.2988628, 103.774349 1.2988479)",,,,,,,,
5303901191,5303901192,0,549056404,2,service,,False,False,24.404,"LINESTRING (103.7755613 1.3005768, 103.7757711 1.3005122)",,,,,,,,
5303901191,6957980925,0,465236788,2,service,,False,False,17.485,"LINESTRING (103.7755613 1.3005768, 103.775561 1.3006501, 103.7755811 1.3007316)",,,,,,,,
5303901191,1358272627,0,"[646343180, 647084757]",2,service,,False,True,25.396,"LINESTRING (103.7755613 1.3005768, 103.7755653 1.3005022, 103.7755485 1.3004697, 103.7754512 1.3004045)",,,,,,,,
5303901192,5303901191,0,549056404,2,service,,False,True,24.404,"LINESTRING (103.7757711 1.3005122, 103.7755613 1.3005768)",,,,,,,,
5686567316,11277450495,0,597137341,,service,,False,True,68.169,"LINESTRING (103.7724768 1.2957532, 103.7724471 1.2956758, 103.7723985 1.2956576, 103.7719486 1.2958202)",,,,,,,,
5686604066,5122528814,0,"[526849478, 540531855]",2,service,,True,False,37.436,"LINESTRING (103.7845082 1.2940906, 103.7843187 1.2939946, 103.7842759 1.2939642, 103.7842193 1.29392)",,,,,,,,
5686604066,7911521034,0,"[597141520, 597141519]",,service,,True,False,3.5380000000000003,"LINESTRING (103.7845082 1.2940906, 103.7845079 1.2940719, 103.7845085 1.2940588)",,,,,,,,
5754228582,5754228583,0,607090304,,service,,False,True,14.511,"LINESTRING (103.7763995 1.2909627, 103.7762716 1.2909366)",,,,,,,,
5754228583,5754228582,0,607090304,,service,,False,False,14.511,"LINESTRING (103.7762716 1.2909366, 103.7763995 1.2909627)",,,,,,,,
5754228583,977370604,0,646955906,2,residential,,False,True,17.21,"LINESTRING (103.7762716 1.2909366, 103.7762277 1.2910054, 103.7762178 1.2910779)",Heng Mui Keng Terrace,,,,,,,
5754228583,10719085846,0,"[792830424, 646955907]",2,residential,,False,False,65.644,"LINESTRING (103.7762716 1.2909366, 103.7763781 1.2908254, 103.7764431 1.2907958, 103.7766163 1.2907445, 103.7767792 1.2906818, 103.7767881 1.2906775)",Heng Mui Keng Terrace,,,,,,,
5754228584,5754228585,0,607090305,2,service,,False,True,30.937,"LINESTRING (103.7771049 1.2907187, 103.776834 1.290655)",,,,,,,,
5754228585,5754228584,0,607090305,2,service,,False,False,30.937,"LINESTRING (103.776834 1.290655, 103.7771049 1.2907187)",,,,,,,,
5754228585,10719085846,0,792830424,2,residential,,False,True,5.683,"LINESTRING (103.776834 1.290655, 103.7767881 1.2906775)",Heng Mui Keng Terrace,,,,,,,
5754228585,10555571658,0,792830423,2,residential,,False,False,130.179,"LINESTRING (103.776834 1.290655, 103.7770348 1.2905447, 103.7772276 1.2904443, 103.7775971 1.2902742, 103.7778211 1.2902098, 103.7779048 1.2901972)",Heng Mui Keng Terrace,,,,,,,
5754228588,7940653050,0,607090306,1,service,,True,False,10.291,"LINESTRING (103.7765057 1.2915241, 103.7764883 1.291615)",,,,,,,,
5754228588,5754228593,0,607090307,,service,,False,False,30.153,"LINESTRING (103.7765057 1.2915241, 103.7763716 1.2914919, 103.7763558 1.2914783, 103.7763479 1.2914611, 103.7763458 1.2913676)",,,,,,,,
5754228589,977370602,0,634151261,2,residential,,False,True,22.238,"LINESTRING (103.776481 1.2916532, 103.7763857 1.2916307, 103.7762863 1.2916073)",Heng Mui Keng Terrace,40,,,,,,
5754228589,977370355,0,"[645158729, 792825329]",2,residential,,False,False,36.879000000000005,"LINESTRING (103.776481 1.2916532, 103.776628 1.2916878, 103.7768039 1.2917293)",Heng Mui Keng Terrace,40,,,,,,
5754228593,5754228588,0,607090307,,service,,False,True,30.153,"LINESTRING (103.7763458 1.2913676, 103.7763479 1.2914611, 103.7763558 1.2914783, 103.7763716 1.2914919, 103.7765057 1.2915241)",,,,,,,,
5792709227,496803225,0,611870776,,footway,,False,True,7.321,"LINESTRING (103.7735599 1.2973236, 103.773597 1.297378)",,,,,,,,
5792709227,1601399524,0,438383145,,steps,,False,True,53.982,"LINESTRING (103.7735599 1.2973236, 103.7733724 1.2973692, 103.7733257 1.2973435, 103.7731476 1.2973219, 103.7731177 1.29727)",,,,,,,,
5792709227,10861645377,0,850059088,,footway,,False,True,28.832,"LINESTRING (103.7735599 1.2973236, 103.7737286 1.2972626, 103.7738028 1.2972328)",,,,,,,,
5792709229,1601399520,0,146920392,,service,,False,True,9.02,"LINESTRING (103.7730012 1.2971775, 103.7730751 1.297211)",,,,,,,,
5792709229,1601399523,0,438383145,,steps,,False,False,10.433,"LINESTRING (103.7730012 1.2971775, 103.7730169 1.29727)",,,,,,,,
5792709229,1601399501,0,611870778,,service,,False,False,15.004,"LINESTRING (103.7730012 1.2971775, 103.7728826 1.2971131)",,,,,,,,
5792783411,5792783416,0,611878398,,service,,False,True,25.15,"LINESTRING (103.7729992 1.2967202, 103.7728789 1.2966915, 103.7727781 1.2967104)",,,,,private,,,
5792783415,5792783416,0,611878400,,footway,,False,False,7.157,"LINESTRING (103.7727908 1.2966473, 103.7727781 1.2967104)",,,,,,,,
5792783415,11018992687,0,1186359924,,footway,,False,False,4.759,"LINESTRING (103.7727908 1.2966473, 103.7728318 1.296635)",,,,,,,,
5792783415,11137518250,0,"[611878400, 611878399]",,footway,,False,True,66.14699999999999,"LINESTRING (103.7727908 1.2966473, 103.7727654 1.2965001, 103.7727621 1.2964807, 103.7727771 1.296476, 103.7731689 1.2963545)",,,,,,,,
5792783416,5792783415,0,611878400,,footway,,False,True,7.157,"LINESTRING (103.7727781 1.2967104, 103.7727908 1.2966473)",,,,,,,,
5792783416,5792783411,0,611878398,,service,,False,False,25.15,"LINESTRING (103.7727781 1.2967104, 103.7728789 1.2966915, 103.7729992 1.2967202)",,,,,private,,,
5792783416,7927127880,0,611878398,,service,,False,True,11.983999999999998,"LINESTRING (103.7727781 1.2967104, 103.7726969 1.2967256, 103.7726723 1.296731)",,,,,private,,,
5911559026,5911559027,0,465236775,2,service,,False,False,6.865,"LINESTRING (103.7708212 1.300758, 103.7708792 1.3007368)",Engineering Drive 1,,,,,,,
5911559026,8157329688,0,465236775,2,service,,False,True,12.066,"LINESTRING (103.7708212 1.300758, 103.7707198 1.3007967)",Engineering Drive 1,,,,,,,
5911559026,8007165360,0,"[624227264, 624227265]",,"['steps', 'footway']",,False,True,70.989,"LINESTRING (103.7708212 1.300758, 103.7708165 1.3009488, 103.7705983 1.3013396)",,,,,,,,
5911559027,8157329689,0,465236775,2,service,,False,False,11.395,"LINESTRING (103.7708792 1.3007368, 103.7709755 1.3007017)",Engineering Drive 1,,,,,,,
5911559027,5911559026,0,465236775,2,service,,False,True,6.865,"LINESTRING (103.7708792 1.3007368, 103.7708212 1.300758)",Engineering Drive 1,,,,,,,
5911559027,8007165359,0,"[624227266, 624227267]",,"['steps', 'footway']",,False,False,85.091,"LINESTRING (103.7708792 1.3007368, 103.7710091 1.3008784, 103.7715447 1.3010827)",,,,,,,,
5936483037,6379026540,0,628773208,,footway,,False,False,18.581,"LINESTRING (103.7804017 1.2964256, 103.7802629 1.2963325)",,,,,,,,
5936483038,7930212923,0,1187324339,,steps,,False,True,0.796,"LINESTRING (103.7802386 1.2963208, 103.7802446 1.2963247)",,,,,,,,
5936493260,9742534813,0,1201226106,,footway,,False,True,1.431,"LINESTRING (103.7736946 1.2948072, 103.7736854 1.2947982)",,,,,,,,
5936493263,5936493264,0,628773906,,steps,,False,False,23.192,"LINESTRING (103.7733204 1.2955902, 103.7735037 1.2956898)",,,,,,,,
5936493264,5936493263,0,628773906,,steps,,False,True,23.192,"LINESTRING (103.7735037 1.2956898, 103.7733204 1.2955902)",,,,,,,,
5936493264,982302128,0,84531595,,footway,,False,False,40.288,"LINESTRING (103.7735037 1.2956898, 103.7734656 1.2957391, 103.7732778 1.2959731)",,,,,,,,
5936493264,10719085826,0,84531595,,footway,,False,True,13.476,"LINESTRING (103.7735037 1.2956898, 103.7735756 1.2955971, 103.7735783 1.2955943)",,,,,,,,
5936493265,7927127877,0,628773907,,footway,,False,False,2.666,"LINESTRING (103.7723504 1.2964551, 103.7723669 1.2964377)",,,,,,,,
5936493265,1556605806,0,628773907,,footway,,False,True,18.082,"LINESTRING (103.7723504 1.2964551, 103.772246 1.2965798)",,,,,,,,
5936493265,1534827396,0,"[738258065, 479363930]",1,residential,,True,False,43.155,"LINESTRING (103.7723504 1.2964551, 103.772321 1.2964298, 103.7722987 1.2964114, 103.7722035 1.2963497, 103.7720037 1.2962954)",Kent Ridge Crescent,40,,,,,,
5936493267,5936493268,0,628773907,,footway,,False,True,43.705999999999996,"LINESTRING (103.7727331 1.2963482, 103.7724651 1.2963342, 103.7723792 1.2964247)",,,,,,,,
5936493268,7927127877,0,628773907,,footway,,False,True,1.99,"LINESTRING (103.7723792 1.2964247, 103.7723669 1.2964377)",,,,,,,,
5936493268,5936493269,0,628773908,,footway,,False,False,26.815,"LINESTRING (103.7723792 1.2964247, 103.7722213 1.2962424)",,,,,,,,
5936493268,5936493267,0,628773907,,footway,,False,False,43.705999999999996,"LINESTRING (103.7723792 1.2964247, 103.7724651 1.2963342, 103.7727331 1.2963482)",,,,,,,,
5936493269,5936493268,0,628773908,,footway,,False,True,26.815,"LINESTRING (103.7722213 1.2962424, 103.7723792 1.2964247)",,,,,,,,
5936501309,6424744377,0,685556122,,footway,,False,True,102.19200000000001,"LINESTRING (103.7700838 1.297073, 103.770123 1.2972452, 103.7700664 1.2972594, 103.7701566 1.2977671, 103.7701443 1.2979351)",,,,,,,,
5936501312,6338274639,0,"[884979632, 685556123]",,"['steps', 'footway']",,False,False,35.683,"LINESTRING (103.7706304 1.2965299, 103.7708837 1.2964496, 103.7709389 1.2964522)",,,,,,,,
5936501315,2489562811,0,628774810,,footway,,False,True,40.086,"LINESTRING (103.7745589 1.2991024, 103.7742259 1.2992407)",,,,,,yes,,
5936501315,5254518689,0,874063937,,footway,,False,True,31.19,"LINESTRING (103.7745589 1.2991024, 103.774839 1.2990861)",,,,,,,,
5936501315,5936501316,0,628774811,,steps,,False,False,38.092,"LINESTRING (103.7745589 1.2991024, 103.774513 1.2989759, 103.774349 1.2988479)",,,,,,,,
5936501315,6958050077,0,"[874063937, 628774812]",,footway,,False,False,52.149,"LINESTRING (103.7745589 1.2991024, 103.7748221 1.2988293, 103.774856 1.2989124)",,,,,,,,
5936501316,1601429859,0,"[542379858, 546382547]",,footway,,False,"[False, True]",51.483000000000004,"LINESTRING (103.774349 1.2988479, 103.7746559 1.298642, 103.7747235 1.2985774)",,,,,,,,
5936501316,5282980943,0,542379858,,footway,,False,True,8.712,"LINESTRING (103.774349 1.2988479, 103.7743214 1.2988628, 103.7742807 1.2988863)",,,,,,,,
5936501316,5936501315,0,628774811,,steps,,False,True,38.092,"LINESTRING (103.774349 1.2988479, 103.774513 1.2989759, 103.7745589 1.2991024)",,,,,,,,
6056332017,1533856789,0,"[635396725, 54619718]",2,service,,False,False,58.766000000000005,"LINESTRING (103.7702178 1.2970679, 103.7701522 1.2971191, 103.7701298 1.2971986, 103.7701429 1.2972676, 103.7701778 1.2974627, 103.7701891 1.2975563)",Architecture Drive,,,,,,,
6056332017,5137607055,0,"[884570184, 54619718, 884570183]",2,service,,False,True,19.394,"LINESTRING (103.7702178 1.2970679, 103.7702952 1.2970375, 103.7703253 1.297027, 103.7703814 1.2970074)",Architecture Drive,,,,,,,
6056332017,5137607055,1,"[767312265, 884570181, 884570182]",,service,driveway,False,True,26.464,"LINESTRING (103.7702178 1.2970679, 103.7702255 1.2970248, 103.7702349 1.296997, 103.7702788 1.2969821, 103.7703235 1.2969669, 103.7703534 1.2969819, 103.7703814 1.2970074)",,,,,,,,
6056408613,6056408618,0,643612172,,service,,False,True,71.768,"LINESTRING (103.7726712 1.2997326, 103.772631 1.2998372, 103.7725398 1.3000383, 103.7724647 1.3001697, 103.772411 1.3001885, 103.7723136 1.300151)",,,,,,,,
6056408618,1345103802,0,643894422,2,service,,False,False,14.309,"LINESTRING (103.7723136 1.300151, 103.7722585 1.3002673)",,,,,,,,
6056408618,1533670443,0,643899339,2,service,,False,True,53.985,"LINESTRING (103.7723136 1.300151, 103.7725214 1.2997122)",,,,,,,,
6056408618,6056408613,0,643612172,,service,,False,False,71.768,"LINESTRING (103.7723136 1.300151, 103.772411 1.3001885, 103.7724647 1.3001697, 103.7725398 1.3000383, 103.772631 1.2998372, 103.7726712 1.2997326)",,,,,,,,
6056408619,10719094557,0,1152422175,,service,driveway,False,False,36.91,"LINESTRING (103.7745836 1.3012343, 103.7748948 1.3011186)",,,,,,,,
6056408619,8189253193,0,121291680,2,service,,False,False,67.727,"LINESTRING (103.7745836 1.3012343, 103.7744835 1.3014251, 103.7744084 1.301503, 103.7743061 1.3015625, 103.7741494 1.3016207)",Estate Office Drive,,,,,,,
6056408619,1358272692,0,121291680,2,service,,False,True,67.164,"LINESTRING (103.7745836 1.3012343, 103.7746507 1.3010533, 103.7746668 1.3010144, 103.7747262 1.3009556, 103.7747861 1.3009406, 103.7749374 1.3009402, 103.7750094 1.3009333)",Estate Office Drive,,,,,,,
6056446431,7904159445,0,643618965,1,service,,True,False,3.513,"LINESTRING (103.7836838 1.2960739, 103.7836522 1.296074)",,,,,,,,
6056446431,1362160565,0,573272648,2,residential,,True,False,63.510999999999996,"LINESTRING (103.7836838 1.2960739, 103.7836295 1.2961467, 103.7835743 1.2962316, 103.7834476 1.2963609, 103.7833635 1.2964523, 103.7833088 1.296502)",Lower Kent Ridge Road,50,,,,,,
6104682127,1358272627,0,743348196,2,service,,False,True,26.175,"LINESTRING (103.7753843 1.3006302, 103.7754512 1.3004045)",,,,,,,,
6104682127,1358272692,0,"[465236787, 743348195, 121291677]",2,service,,False,False,65.16999999999999,"LINESTRING (103.7753843 1.3006302, 103.7753762 1.300653, 103.7753599 1.300668, 103.7750808 1.3007719, 103.7749792 1.3008097, 103.7749708 1.3008186, 103.7749718 1.3008301, 103.7750094 1.3009333)",,,,,,,,
6104682127,6957980925,0,"[743348193, 880452083, 880452084]",1,service,,True,False,28.308,"LINESTRING (103.7753843 1.3006302, 103.7754073 1.3006874, 103.7754299 1.3007164, 103.7754665 1.3007335, 103.7755157 1.3007409, 103.7755811 1.3007316)",,,,,,,,
6217298196,10698657257,0,628777295,,service,driveway,False,True,119.05799999999998,"LINESTRING (103.7741369 1.2932976, 103.7740864 1.2933537, 103.773964 1.2934458, 103.7739495 1.2934603, 103.77394 1.2934725, 103.7738059 1.2937434, 103.7737462 1.2938666, 103.7737378 1.2939174, 103.7737547 1.2939953, 103.7738004 1.2940923, 103.7738538 1.2941802, 103.7738625 1.2942044)",,,,,,,,5
6242060141,6242060143,0,666686799,1,service,driveway,True,False,3.534,"LINESTRING (103.7754278 1.2988899, 103.7754229 1.2988585)",,,,,,,,
6242060141,6242060142,0,850047003,,footway,,False,True,2.495,"LINESTRING (103.7754278 1.2988899, 103.7754056 1.2988932)",,,,,,,,
6242060141,7930625782,0,850047003,,footway,,False,False,55.67100000000001,"LINESTRING (103.7754278 1.2988899, 103.7756006 1.2988736, 103.7757291 1.2988746, 103.7758826 1.2988972, 103.7759255 1.2989048)",,,,,,,,
6242060142,6242060141,0,850047003,,footway,,False,False,2.495,"LINESTRING (103.7754056 1.2988932, 103.7754278 1.2988899)",,,,,,,,
6242060142,6242060144,0,666686800,1,service,driveway,True,False,4.678,"LINESTRING (103.7754056 1.2988932, 103.7754115 1.2989096, 103.7754198 1.2989328)",,,,,,,,
6242060142,7930645287,0,850047003,,footway,,False,True,28.222,"LINESTRING (103.7754056 1.2988932, 103.7753773 1.2989025, 103.7753364 1.2989217, 103.7752349 1.2989924, 103.7751857 1.2990174)",,,,,,,,
6242060143,1534827863,0,666686798,2,residential,,False,True,2.394,"LINESTRING (103.7754229 1.2988585, 103.7754014 1.2988598)",Lower Kent Ridge Road,40,,,,,,
6242060143,1601431273,0,"[666686801, 743382980]",2,residential,,False,False,56.717,"LINESTRING (103.7754229 1.2988585, 103.7755921 1.2988404, 103.7757621 1.2988485, 103.7759293 1.2988783)",Lower Kent Ridge Road,40,,,,,,
6242060144,1601431276,0,146928387,2,service,parking_aisle,False,True,57.375,"LINESTRING (103.7754198 1.2989328, 103.7754339 1.2989617, 103.7754605 1.2989809, 103.7759112 1.2990011)",,,,,,,,
6242060144,6242060141,0,666686799,1,service,driveway,True,False,4.853,"LINESTRING (103.7754198 1.2989328, 103.775425 1.2989047, 103.7754278 1.2988899)",,,,,,,,
6337288686,10719085853,0,676745542,2,service,,False,True,37.669,"LINESTRING (103.7763527 1.2919591, 103.7763898 1.2918855, 103.7764469 1.2918262, 103.7765189 1.2917862, 103.7765995 1.2917692, 103.7766088 1.29177)",,,,,,,,
6338274639,239712264,0,633824621,2,service,,False,True,5.771,"LINESTRING (103.7709389 1.2964522, 103.7709395 1.2964003)",Architecture Drive,,,,,,,
6338274639,8157470462,0,876477004,,footway,,False,True,8.326,"LINESTRING (103.7709389 1.2964522, 103.7710138 1.2964521)",,,,,,,,
6338274639,687603324,0,676866441,2,service,,False,False,37.143,"LINESTRING (103.7709389 1.2964522, 103.7709277 1.2966392, 103.7708931 1.296708, 103.7708363 1.2967484)",Architecture Drive,,,,,,,
6338274639,5936501312,0,"[884979632, 685556123]",,"['steps', 'footway']",,False,True,35.683,"LINESTRING (103.7709389 1.2964522, 103.7708837 1.2964496, 103.7706304 1.2965299)",,,,,,,,
