element_type,osmid,amenity,geometry,name,building,nodes,layer,operator,residential,healthcare,healthcare:speciality,operator:type,building:levels,tourism,brand,brand:en,brand:wikidata,brand:wikipedia,brand:zh,name:en,name:zh,operator:en,operator:wikidata,operator:wikipedia,operator:zh,shop,addr:housenumber,addr:place,height,leisure,level,sport,frequency,power,voltage,ways,type,highway
way,103757333,restaurant,"POLYGON ((114.4266856 30.5092122, 114.4266976 30.5093165, 114.4268943 30.5092995, 114.4268625 30.5090233, 114.4265141 30.5090535, 114.4265061 30.5089817, 114.4261488 30.5090115, 114.4261925 30.5094045, 114.4264667 30.5093816, 114.4264501 30.5092323, 114.4265332 30.5092253, 114.4266856 30.5092122))",东教工食堂,yes,"[9439385782, 9439385781, 1203939644, 1203939659, 9439385779, 1197948574, 1197948528, 9439385780, 1197948590, 9439385777, 9439385778, 9439385782]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103757337,,"POLYGON ((114.4316893 30.516444, 114.4316603 30.516279, 114.4320087 30.5162483, 114.4319978 30.5161967, 114.4319816 30.5161205, 114.4322967 30.5160944, 114.4323018 30.5161529, 114.4322488 30.5161576, 114.4322606 30.5162384, 114.4321038 30.5162518, 114.432132 30.5164129, 114.4316893 30.516444))",成教楼,yes,"[1197948499, 1197948594, 1197948491, 1197948487, 1197948598, 1197948592, 1197948621, 1197948559, 1197948558, 1197948517, 1197948503, 1197948499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103757340,public_building,"POLYGON ((114.4310295 30.5146324, 114.4310134 30.5145146, 114.4314345 30.5144799, 114.4314264 30.514406, 114.4315096 30.5143921, 114.4315283 30.5145816, 114.4310295 30.5146324))",印刷厂,yes,"[1197948500, 1197948593, 1197948504, 1197948551, 1197948553, 1197948618, 1197948500]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103757491,public_building,"POLYGON ((114.4097044 30.5200532, 114.4096149 30.5192787, 114.4100188 30.5192442, 114.410108 30.5200187, 114.4097044 30.5200532))",老年活动中心,yes,"[1197953420, 1197953426, 1197953419, 1197953405, 1197953420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103791871,,"POLYGON ((114.4131893 30.5133977, 114.4131506 30.5131009, 114.4126152 30.5131532, 114.4126371 30.5133214, 114.4130205 30.5132839, 114.4130372 30.5134119, 114.4130084 30.5134147, 114.413027 30.5135569, 114.4132479 30.5135353, 114.4132295 30.5133938, 114.4131893 30.5133977))",东七楼,yes,"[9435866217, 1194992462, 1198258276, 9435866215, 1194992501, 9435866216, 9435866221, 9435866218, 9435866219, 9435866220, 9435866217]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103791873,,"POLYGON ((114.4126152 30.5131532, 114.4121241 30.5132011, 114.4121434 30.5133491, 114.4126344 30.5133012, 114.4126152 30.5131532))",教育科学研究院,yes,"[1198258276, 1198256583, 1198256595, 1198258272, 1198258276]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103793033,,"POLYGON ((114.412032 30.5137261, 114.4120192 30.5136186, 114.4121257 30.513609, 114.4121208 30.5135687, 114.4128096 30.513507, 114.4128137 30.5135414, 114.4129074 30.513533, 114.4129209 30.5136463, 114.4126184 30.5136734, 114.412612 30.5136199, 114.4123359 30.5136446, 114.4123423 30.5136984, 114.412032 30.5137261))",东四楼,yes,"[1198262618, 1198262644, 1198262645, 1198262630, 1198262647, 1198262642, 1198262633, 1198262629, 1198262625, 1198262662, 1198262648, 1198262615, 1198262618]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103793034,,"POLYGON ((114.4119189 30.5144011, 114.4118987 30.514242, 114.412209 30.5142128, 114.4121953 30.5141048, 114.4128568 30.5140424, 114.4128711 30.5141545, 114.4131935 30.514124, 114.4132138 30.5142838, 114.4128389 30.5143192, 114.4128293 30.5142441, 114.4122728 30.5142966, 114.4122817 30.514367, 114.4119189 30.5144011))",东五楼,yes,"[1198262665, 1198262663, 1198262661, 1198262617, 1198262611, 1198262626, 1198262610, 1198262643, 1198262628, 1198262649, 1198262627, 1198262651, 1198262665]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103797826,,"POLYGON ((114.4151593 30.5161924, 114.4151395 30.5160387, 114.4155197 30.5160021, 114.4155394 30.5161558, 114.4151593 30.5161924))",,residential,"[1198287067, 1198286931, 1198287075, 1198287042, 1198287067]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103797832,,"POLYGON ((114.4193262 30.517223, 114.41931 30.5170847, 114.419936 30.5170305, 114.4199522 30.5171687, 114.4193262 30.517223))",虹景办公楼,yes,"[1198287070, 1198287066, 1198287052, 1198286946, 1198287070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103797833,,"POLYGON ((114.4146605 30.5151574, 114.4146474 30.5150556, 114.4153423 30.5149891, 114.4153554 30.515091, 114.4146605 30.5151574))",,residential,"[1198287039, 1198286989, 1198286987, 1198286977, 1198287039]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103798076,restaurant,"POLYGON ((114.4145046 30.5134108, 114.4144666 30.5130677, 114.41496 30.5130268, 114.414998 30.5133699, 114.4145046 30.5134108))",东三食堂,yes,"[1198293564, 1198293574, 1198293581, 1198293570, 1198293564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103799529,,"POLYGON ((114.4152861 30.5146392, 114.415201 30.5140183, 114.415284 30.5140098, 114.415369 30.5146307, 114.4152861 30.5146392))",,yes,"[1198301227, 1198301247, 1198301235, 1198301239, 1198301227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103799779,,"POLYGON ((114.4142551 30.5138634, 114.4142326 30.5136799, 114.4144407 30.5136608, 114.4144631 30.5138443, 114.4142551 30.5138634))",东区学生澡堂,public,"[1198306881, 1198306850, 1198306874, 1198306872, 1198306881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103800562,,"POLYGON ((114.4137002 30.5146986, 114.4136846 30.5145618, 114.4143747 30.514503, 114.4143903 30.5146398, 114.4137002 30.5146986))",东四舍,residential,"[1198315603, 1198315555, 1198315606, 1198315581, 1198315603]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103800566,,"POLYGON ((114.4144845 30.5141465, 114.4144712 30.514029, 114.4146611 30.5140129, 114.4146663 30.5140588, 114.415002 30.5140303, 114.4149957 30.5139745, 114.4151915 30.5139579, 114.4152061 30.5140869, 114.4150588 30.5140994, 114.4150694 30.5141924, 114.4149597 30.5142017, 114.4149546 30.5141562, 114.414741 30.5141743, 114.4147462 30.5142198, 114.4146376 30.514229, 114.4146269 30.5141344, 114.4144845 30.5141465))",东八舍,residential,"[1198315615, 1198315618, 1198315598, 1198315564, 1198315616, 1198315563, 1198315577, 1198315583, 1198315601, 1198315571, 9435864933, 9435864932, 9435864931, 9435864934, 1198315582, 1198315614, 1198315615]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103800569,,"POLYGON ((114.41364 30.5142515, 114.4136234 30.5141131, 114.4143037 30.5140562, 114.4143212 30.5141928, 114.4143383 30.5141914, 114.41364 30.5142515))",东三舍,residential,"[1198315604, 1198315621, 1198315557, 9435864935, 1198315575, 1198315604]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103800571,,"POLYGON ((114.4145714 30.5146211, 114.4145536 30.5144921, 114.4152346 30.5144216, 114.4152524 30.5145506, 114.4145714 30.5146211))",东二舍,residential,"[1198315591, 1198315619, 1198315608, 1198315559, 1198315591]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801155,,"POLYGON ((114.411879 30.5149251, 114.4118636 30.5148032, 114.4125189 30.5147408, 114.4125343 30.5148628, 114.411879 30.5149251))",东五舍,yes,"[1198318396, 1198318360, 1198318394, 1198318390, 1198318396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801156,,"POLYGON ((114.4128165 30.5147772, 114.4128012 30.5146592, 114.4133725 30.5146037, 114.4133878 30.5147217, 114.4128165 30.5147772))",教三舍,yes,"[1198318366, 1198318364, 1198318391, 1198318362, 1198318366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801507,,"POLYGON ((114.410977 30.5159875, 114.4109068 30.5153939, 114.4115387 30.5153379, 114.4115538 30.515465, 114.4113026 30.5154872, 114.411341 30.5158117, 114.4115933 30.5157893, 114.4116101 30.5159314, 114.410977 30.5159875))",先进制造大楼西楼,yes,"[1198325011, 1198325022, 1198324979, 9364150479, 9364150480, 9364150481, 9364150482, 1198324992, 1198325011]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801508,,"POLYGON ((114.4102028 30.5159571, 114.4101924 30.5158421, 114.4108046 30.5158008, 114.410815 30.5159159, 114.4102028 30.5159571))",教七舍,yes,"[1198324952, 1198324978, 1198324991, 1198324967, 1198324952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801509,,"POLYGON ((114.4095638 30.5158756, 114.4095504 30.515767, 114.4100654 30.5157116, 114.4100815 30.5158248, 114.4095638 30.5158756))",教一舍,yes,"[1198324984, 1198324974, 1198324988, 1198324971, 1198324984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801511,,"POLYGON ((114.4101526 30.5155928, 114.4101397 30.5154613, 114.4107972 30.5154135, 114.41081 30.515545, 114.4101526 30.5155928))",教八舍,yes,"[1198325019, 1198324989, 1198324986, 1198324983, 1198325019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103801721,restaurant,"POLYGON ((114.4110641 30.5169412, 114.411035 30.5167155, 114.4117025 30.5166511, 114.4117316 30.5168767, 114.4110641 30.5169412))",集贤楼,yes,"[1198327850, 1198327859, 1198327852, 1198327856, 1198327850]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103802597,conference_center,"POLYGON ((114.4098931 30.516959, 114.4098395 30.516523, 114.4101282 30.5164964, 114.4101818 30.5169324, 114.4098931 30.516959))",明德报告厅,yes,"[1198329369, 1198329379, 1198329374, 1198329381, 1198329369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103802937,,"POLYGON ((114.4101443 30.515168, 114.4100878 30.5147136, 114.4106555 30.5146607, 114.410712 30.5151151, 114.4101443 30.515168))",东八楼,yes,"[1198329788, 1198329792, 1198329795, 1198329791, 1198329788]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103802938,,"POLYGON ((114.409592 30.5151199, 114.4095722 30.514951, 114.4099048 30.5149222, 114.4098532 30.5144793, 114.4109354 30.5143858, 114.4109876 30.5148342, 114.4112785 30.514809, 114.411299 30.5149848, 114.4108484 30.5150238, 114.4107992 30.514602, 114.4100218 30.5146694, 114.4100696 30.5150786, 114.409592 30.5151199))",东一楼,yes,"[1198329796, 9337270840, 9337270841, 1198329793, 9337270839, 9337270838, 9337270837, 1198329789, 9337270835, 9337270836, 9337270834, 9337270833, 1198329796]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103803531,,"POLYGON ((114.4093265 30.5141524, 114.4093116 30.5140257, 114.4096721 30.513994, 114.4096368 30.513694, 114.4092393 30.5137291, 114.40927 30.5139901, 114.4091618 30.5139997, 114.4091293 30.513724, 114.4092826 30.5137105, 114.4092702 30.5136052, 114.4096196 30.5135744, 114.4096129 30.5135174, 114.409728 30.5135073, 114.4098164 30.5142591, 114.4097013 30.5142693, 114.4096839 30.5141209, 114.4093265 30.5141524))",东二楼,yes,"[1198331377, 9442594421, 9442594419, 9442594422, 9442594418, 9442594420, 9442594423, 9364150491, 1198331393, 9364150492, 9364150493, 9364150494, 1198331391, 1198331389, 1198331384, 1198331387, 1198331377]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103804153,,"POLYGON ((114.4106208 30.5113924, 114.4105725 30.510952, 114.4110415 30.5109139, 114.4110897 30.5113543, 114.4106208 30.5113924))",防伪工程研究中心/材料系/燃料电池研究中心,yes,"[1198336313, 1198336317, 1198336312, 1198336314, 1198336313]",,华中科技大学,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
way,103804904,,"POLYGON ((114.4098892 30.5124657, 114.4098769 30.5123552, 114.4101598 30.5123318, 114.4101513 30.5122554, 114.4109236 30.5121914, 114.4109176 30.5121382, 114.4112248 30.5121128, 114.4112373 30.5122247, 114.4110147 30.5122431, 114.4110174 30.5122678, 114.4111391 30.5122577, 114.4111484 30.5123411, 114.4109743 30.5123555, 114.4109696 30.5123137, 114.4102266 30.5123753, 114.4102335 30.5124372, 114.4098892 30.5124657))",南一舍,residential,"[1198340394, 1198340231, 1198340277, 1198340443, 1198340301, 1198340312, 1198340360, 9347113073, 9347113074, 9347113075, 1198340450, 9347113076, 1198340404, 1198340367, 9347113077, 1198340208, 1198340394]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103804909,,"POLYGON ((114.409807 30.5119174, 114.4097926 30.5117912, 114.410113 30.511764, 114.4101249 30.511868, 114.4108688 30.5118049, 114.410856 30.5116929, 114.4111757 30.5116658, 114.4111889 30.5117806, 114.4109602 30.5118, 114.4109735 30.5119159, 114.4100426 30.511995, 114.4100315 30.5118983, 114.409807 30.5119174))",南二舍,residential,"[1198340270, 1198340306, 1198340296, 1198340373, 1198340227, 1198340398, 1198340309, 9347113080, 1198340214, 9347113079, 1198340225, 9347113078, 1198340270]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103806199,,"POLYGON ((114.4076795 30.5124561, 114.407666 30.5123431, 114.4080612 30.5123077, 114.4081023 30.512304, 114.4080948 30.5122412, 114.4080131 30.5122485, 114.4080025 30.5121599, 114.4083164 30.5121317, 114.4083303 30.5122487, 114.4084859 30.5122347, 114.4085067 30.512409, 114.4080984 30.5124457, 114.4080952 30.5124188, 114.4076795 30.5124561))",南六楼 计算中心,yes,"[1198346418, 1198346475, 1198346421, 9442093339, 1198346465, 1206981497, 1206981480, 1206981521, 1206981549, 1198346442, 1198346439, 1198346468, 1198346455, 1198346418]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103806948,,"POLYGON ((114.4055951 30.5126389, 114.4055754 30.5124823, 114.4062258 30.5124211, 114.4062319 30.5124697, 114.4064264 30.5124514, 114.4064358 30.5125262, 114.406225 30.5125461, 114.406228 30.5125699, 114.4059929 30.512592, 114.4059841 30.5125221, 114.40575 30.5125441, 114.40576 30.5126233, 114.4055951 30.5126389))",南三楼,yes,"[1198355317, 1198355353, 1198355349, 1198355343, 1198355323, 1198355327, 1198355341, 1198355363, 1198355339, 1198355345, 1198355326, 1198355320, 1198355317]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103806950,public_building,"POLYGON ((114.4054446 30.5120863, 114.4054339 30.5119966, 114.4055858 30.5119831, 114.4055773 30.5119114, 114.4057981 30.5118935, 114.4061517 30.5118603, 114.4061608 30.5119374, 114.4063091 30.5119243, 114.4063251 30.5120591, 114.4061704 30.5120728, 114.4061644 30.5120223, 114.4054446 30.5120863))",南二楼,yes,"[1198355350, 1198355324, 1198355358, 1198355306, 1143784040, 1198355328, 1198355347, 1198355356, 1198355330, 9435865349, 9435865350, 1198355350]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103812462,restaurant,"POLYGON ((114.4090263 30.5191441, 114.4090019 30.5189558, 114.4095565 30.5189019, 114.4095809 30.5190902, 114.4090263 30.5191441))",集锦园,yes,"[1198398127, 1198398129, 1198398105, 1198398131, 1198398127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103813873,restaurant,"POLYGON ((114.399108 30.5170782, 114.3991752 30.5167022, 114.3992494 30.5167121, 114.3992655 30.5166218, 114.3997544 30.5166873, 114.3997292 30.5168282, 114.3996834 30.5168221, 114.3996253 30.5171475, 114.399108 30.5170782))",西三食堂,yes,"[4807101970, 9435865472, 9435865470, 1198416162, 1198416141, 9435865471, 9435865473, 1198416175, 4807101970]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103814566,public_building,"POLYGON ((114.426099 30.5171205, 114.4260473 30.5166243, 114.4262111 30.5166173, 114.4262081 30.5165939, 114.426568 30.5165603, 114.426571 30.5165837, 114.426624 30.516577, 114.4266749 30.5168904, 114.4266896 30.5170586, 114.426099 30.5171205))",,yes,"[1198426884, 1198426847, 4714345482, 4714345480, 4714345479, 4714345481, 1198426841, 4714345478, 1198426828, 1198426884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103815856,,"POLYGON ((114.4267258 30.5183594, 114.4267028 30.5182084, 114.4272351 30.5181477, 114.427258 30.5182987, 114.4267258 30.5183594))",韵苑十二栋,residential,"[9438953558, 1198438942, 1198438946, 1198438947, 9438953558]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103815859,,"POLYGON ((114.4269325 30.5168806, 114.4271442 30.5168597, 114.4271405 30.5168315, 114.4276013 30.516786, 114.4276148 30.5168883, 114.4278552 30.5168646, 114.427833 30.5166963, 114.4276207 30.5167172, 114.4276183 30.5166986, 114.4271897 30.5167409, 114.4271616 30.5165277, 114.4276023 30.5164842, 114.4276088 30.516533, 114.4277973 30.5165143, 114.4277732 30.5163317, 114.4275127 30.5163575, 114.4275161 30.5163832, 114.4270969 30.5164246, 114.4271016 30.5164604, 114.426878 30.5164824, 114.4268878 30.5165571, 114.4270562 30.5165404, 114.4270863 30.516769, 114.42692 30.5167855, 114.4269325 30.5168806))",韵苑五栋,residential,"[1198438950, 1198438956, 1198438955, 1198439007, 1198438992, 1198438953, 1198438941, 1198438945, 1198438954, 1198439003, 1198438966, 1198438948, 1198438985, 1198438961, 1198438958, 1198438959, 1198438939, 1198439001, 1198438967, 1198438970, 1198438990, 1198438994, 1198438983, 1198438957, 1198438950]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103815863,,"POLYGON ((114.4264105 30.517687, 114.42639 30.5175296, 114.4268171 30.517488, 114.4268375 30.5176453, 114.4264105 30.517687))",韵苑八栋,residential,"[1198438978, 1198438974, 1198438972, 1198438969, 1198438978]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103815864,,"POLYGON ((114.4262627 30.5173588, 114.4262407 30.5172026, 114.426766 30.5171472, 114.4267879 30.5173033, 114.4262627 30.5173588))",韵苑六栋,residential,"[1198438976, 1198439005, 1198438977, 1198438987, 1198438976]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103932375,,"POLYGON ((114.4289724 30.5171447, 114.4289497 30.5169226, 114.4290566 30.5169144, 114.4290793 30.5171365, 114.4289724 30.5171447))",,residential,"[1199632533, 1199632518, 1199632532, 1199632527, 1199632533]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103932379,,"POLYGON ((114.4287543 30.517522, 114.4287503 30.5174559, 114.4287777 30.5174546, 114.4287728 30.5173731, 114.428988 30.5173633, 114.4289816 30.5172579, 114.429133 30.517251, 114.4291427 30.5174105, 114.4290848 30.5174132, 114.4290905 30.5175066, 114.4287543 30.517522))",,commercial,"[1199632530, 1199632524, 1199632559, 1199632561, 1199632507, 1199632558, 1199632568, 1199632534, 1199632554, 1199632572, 1199632530]",,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103932380,,"POLYGON ((114.427893 30.5171515, 114.4278688 30.5170106, 114.4279305 30.5170013, 114.4279278 30.5170591, 114.4279573 30.5170522, 114.4279681 30.5171446, 114.427893 30.5171515))",,yes,"[1199632511, 1199632508, 1199632539, 1199632557, 1199632574, 1199632516, 1199632511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126942,,"POLYGON ((114.4175486 30.5183619, 114.4183587 30.5182995, 114.4183721 30.5184197, 114.417554 30.5184844, 114.4175486 30.5183619))",喻园27/28/29单元,yes,"[1201493225, 1201493229, 1201493352, 1201493237, 1201493225]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126944,,"POLYGON ((114.4215935 30.5176225, 114.4215682 30.5175193, 114.4221672 30.517417, 114.4221838 30.5175197, 114.4215935 30.5176225))",,yes,"[1201493255, 1201493329, 1201493334, 1201493336, 1201493255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126945,,"POLYGON ((114.4159933 30.5179587, 114.4159672 30.517749, 114.4167264 30.517679, 114.4167525 30.5178887, 114.4159933 30.5179587))",喻园1/2单元,yes,"[1201493294, 1201493235, 1201493303, 1201493328, 1201493294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126946,,"POLYGON ((114.4171034 30.5188194, 114.41779 30.5187593, 114.4177954 30.5188448, 114.4178866 30.5188356, 114.4179054 30.5189604, 114.4169827 30.5190274, 114.416972 30.5189234, 114.4171102 30.5189069, 114.4171034 30.5188194))",喻园5/6单元,yes,"[1201493300, 1201493285, 1201493307, 1201493288, 1201493239, 1201493312, 1201493327, 1201493323, 1201493300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126947,,"POLYGON ((114.4214843 30.5173237, 114.4214606 30.5172296, 114.4220362 30.5171176, 114.42206 30.5172318, 114.4214843 30.5173237))",,yes,"[1201493222, 1201493252, 1201493309, 1201493330, 1201493222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126948,,"POLYGON ((114.4172777 30.5179691, 114.4183167 30.5179071, 114.4183238 30.5180338, 114.4172831 30.5180962, 114.4172777 30.5179691))",喻园17/18/19/20单元,yes,"[1201493281, 1201493257, 1201493274, 1201493227, 1201493281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104126949,,"POLYGON ((114.416575 30.5182533, 114.4172187 30.5181909, 114.4172241 30.5182626, 114.4173448 30.5182556, 114.4173555 30.518392, 114.4164543 30.5184682, 114.4164301 30.5183434, 114.4165777 30.5183273, 114.416575 30.5182533))",喻园3/4单元,yes,"[1201493305, 1201493279, 1201493353, 1201493321, 1201493332, 1201493220, 1201493296, 1201493249, 1201493305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
