u,v,key,osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,service,tunnel,access
3272478891,10751019920,0,1156071496,,footway,False,True,6.04,,,"LINESTRING (-75.1972267 39.9511008, -75.1971566 39.9510929)",,,,,
3272478891,10751019908,0,32119090,South 37th Street,pedestrian,False,True,6.473000000000001,,,"LINESTRING (-75.1972267 39.9511008, -75.1972188 39.951139, -75.1972149 39.9511583)",,,,,
3272478891,7918745664,0,848685824,,footway,False,False,150.008,,,"LINESTRING (-75.1972267 39.9511008, -75.1973076 39.9511292, -75.1989577 39.9513303)",,,,,
3272478892,8185907087,0,880018090,South 37th Street Walk,footway,False,False,5.024,,,"LINESTRING (-75.1972413 39.9510296, -75.1972319 39.9510742)",,,,,
3272478892,3271765359,0,880018090,South 37th Street Walk,footway,False,True,4.055,,,"LINESTRING (-75.1972413 39.9510296, -75.1972489 39.9509936)",,,,,
3272478892,110142306,0,12168663,Spruce Street,secondary,False,False,167.631,2,30 mph,"LINESTRING (-75.1972413 39.9510296, -75.1971178 39.9510159, -75.1952991 39.9507932)",,,,,
3272478892,4777004985,0,"[484953512, 484953511, 484953513, 12168663]",Spruce Street,secondary,False,True,152.853,"['3', '2']",30 mph,"LINESTRING (-75.1972413 39.9510296, -75.1974589 39.9510567, -75.1975539 39.9510685, -75.1983407 39.9511664, -75.1987022 39.9512114, -75.1989582 39.9512432, -75.1990113 39.9512499)",,,,,
3272478894,8185907031,0,848685852,,footway,False,True,144.402,,,"LINESTRING (-75.1969562 39.9510706, -75.1952828 39.9508685)",,,,,
3272478894,10751019920,0,1156071496,,footway,False,False,17.261,,,"LINESTRING (-75.1969562 39.9510706, -75.1971566 39.9510929)",,,,,
3272478894,1684021551,0,1156071497,,footway,False,True,9.283,,,"LINESTRING (-75.1969562 39.9510706, -75.1969413 39.9511533)",,,,,
3355024548,1612653006,0,298214502,,footway,False,False,28.198,,,"LINESTRING (-75.1858314 39.9499247, -75.1856624 39.9497067)",,,,,
3355024548,3021180077,0,298214502,,footway,False,True,28.482,,,"LINESTRING (-75.1858314 39.9499247, -75.1858556 39.9500727, -75.1858502 39.9501796)",,,,,
3355024548,3021180074,0,328677263,,footway,False,True,36.17,,,"LINESTRING (-75.1858314 39.9499247, -75.1860138 39.950011, -75.1862016 39.950083)",,,,,
3355024552,3021180074,0,298214495,,footway,False,False,40.272,,,"LINESTRING (-75.1866093 39.950266, -75.1862016 39.950083)",,,,,
3355024552,3021180106,0,298214500,,footway,False,False,14.543,,,"LINESTRING (-75.1866093 39.950266, -75.1867112 39.9501611)",,,,,
3355024552,3021180079,0,"[298214496, 298214495]",,footway,False,"[False, True]",204.38799999999998,,,"LINESTRING (-75.1866093 39.950266, -75.1869258 39.9505107, -75.1866844 39.9507512, -75.1861586 39.9512961, -75.1860701 39.9513825, -75.1856142 39.951183)",,,,,
3355024554,4561576597,0,148165331,,service,False,False,62.984,,,"LINESTRING (-75.187047 39.9505329, -75.1875136 39.9500937)",,,,,
3355024554,3021180086,0,148165331,,service,False,True,159.678,,,"LINESTRING (-75.187047 39.9505329, -75.1867136 39.9508465, -75.1860913 39.9515271, -75.1859269 39.9515454, -75.1858327 39.9515558)",,,,,
3355024554,3021180106,0,328677265,,footway,False,True,50.84,,,"LINESTRING (-75.187047 39.9505329, -75.186888 39.9502984, -75.1867112 39.9501611)",,,,,
3355024558,5960640988,0,328677266,,footway,False,True,7.055,,,"LINESTRING (-75.1877409 39.9502079, -75.1876717 39.9501731)",,,,,
3355024558,5960640380,0,631194051,,footway,False,False,9.458,,,"LINESTRING (-75.1877409 39.9502079, -75.1876392 39.9502419)",,,,,
3355024558,360473658,0,"[328677266, 328677267]",,"['steps', 'footway']",False,False,41.714,,,"LINESTRING (-75.1877409 39.9502079, -75.1878911 39.9502017, -75.1879295 39.9501601, -75.187985 39.9500681, -75.1879989 39.9500609, -75.188015 39.9500609, -75.1880289 39.9500715, -75.1880225 39.9501386)",,,,,
3355024563,3021180085,0,148165326,,footway,False,False,127.10699999999999,,,"LINESTRING (-75.184973 39.949793, -75.184689 39.950032, -75.184411 39.950323, -75.184237 39.950559, -75.1841295 39.950728)",,,,,
3355024563,1612653006,0,148165326,,footway,False,True,62.965,,,"LINESTRING (-75.184973 39.949793, -75.1851 39.949713, -75.18521 39.94968, -75.1854076 39.9496738, -75.1856624 39.9497067)",,,,,
3355024563,3021180083,0,298214496,,footway,False,True,124.57400000000001,,,"LINESTRING (-75.184973 39.949793, -75.1844445 39.9505266, -75.1842902 39.9507829)",,,,,
3355718416,3355718418,0,328747319,,footway,False,False,25.866,,,"LINESTRING (-75.1898701 39.9510254, -75.1900862 39.9511887)",,,,,
3355718416,4696697731,0,328747319,,footway,False,True,34.896,,,"LINESTRING (-75.1898701 39.9510254, -75.1895607 39.9508199)",,,,,
3355718416,3355718426,0,328747320,,footway,False,True,62.528999999999996,,,"LINESTRING (-75.1898701 39.9510254, -75.189803 39.9510131, -75.1897234 39.9510052, -75.1896502 39.9510007, -75.1895721 39.9510052, -75.1895026 39.9510131, -75.1894243 39.951019, -75.1893524 39.9510316, -75.1892586 39.9511755)",,,,,
3355718417,4696697744,0,328747319,,footway,False,True,7.911,,,"LINESTRING (-75.1903926 39.951436, -75.1903331 39.9513814)",,,,,
3355718417,4477512477,0,"[34685685, 1200629381]",South 33rd Street,secondary,True,False,121.05,2,,"LINESTRING (-75.1903926 39.951436, -75.1902986 39.9515232, -75.1902767 39.9515511, -75.1902553 39.9515848, -75.1902418 39.9516211, -75.1902274 39.9516661, -75.1902131 39.9517213, -75.1901984 39.9517911, -75.1901249 39.9521521, -75.1900588 39.9524772)",,,,,
3355718418,4696697744,0,328747319,,footway,False,False,30.034,,,"LINESTRING (-75.1900862 39.9511887, -75.1903331 39.9513814)",,,,,
3355718418,3355718416,0,328747319,,footway,False,True,25.866,,,"LINESTRING (-75.1900862 39.9511887, -75.1898701 39.9510254)",,,,,
3355718418,4696697727,0,476000181,,footway,False,True,10.513,,,"LINESTRING (-75.1900862 39.9511887, -75.1901712 39.9511202)",,,,,
3355718418,3355718419,0,328747320,,footway,False,False,30.005000000000003,,,"LINESTRING (-75.1900862 39.9511887, -75.1900348 39.9514242, -75.1900175 39.9514523)",,,,,
3355718419,4696697742,0,476000183,,footway,False,False,16.709,,,"LINESTRING (-75.1900175 39.9514523, -75.1902107 39.9514777)",,,,,
3355718419,3355718422,0,328747320,,footway,False,False,39.730999999999995,,,"LINESTRING (-75.1900175 39.9514523, -75.1899776 39.9514839, -75.1898701 39.9515477, -75.1897887 39.9515889, -75.1897011 39.9516237, -75.1896314 39.951648)",,,,,
3355718419,3355718418,0,328747320,,footway,False,True,30.005000000000003,,,"LINESTRING (-75.1900175 39.9514523, -75.1900348 39.9514242, -75.1900862 39.9511887)",,,,,
3355718422,3355718426,0,328747320,,footway,False,False,62.804,,,"LINESTRING (-75.1896314 39.951648, -75.1895473 39.9515963, -75.1894834 39.9515439, -75.1894206 39.9514799, -75.1893717 39.9514147, -75.1893337 39.9513585, -75.1892586 39.9511755)",,,,,
3355718422,3355718419,0,328747320,,footway,False,True,39.731,,,"LINESTRING (-75.1896314 39.951648, -75.1897011 39.9516237, -75.1897887 39.9515889, -75.1898701 39.9515477, -75.1899776 39.9514839, -75.1900175 39.9514523)",,,,,
3355718422,4696697750,0,328747322,,footway,False,False,42.317,,,"LINESTRING (-75.1896314 39.951648, -75.1897548 39.9517036, -75.1898674 39.9517409, -75.1900788 39.9518116)",,,,,
3355718422,3355718433,0,328747324,,footway,False,False,41.491,,,"LINESTRING (-75.1896314 39.951648, -75.1895643 39.9516669, -75.1894208 39.9516834, -75.1891513 39.9516978)",,,,,
3355718426,3355718433,0,328747323,,footway,False,True,58.793,,,"LINESTRING (-75.1892586 39.9511755, -75.1891513 39.9516978)",,,,,
3355718426,3355718416,0,328747320,,footway,False,False,62.528999999999996,,,"LINESTRING (-75.1892586 39.9511755, -75.1893524 39.9510316, -75.1894243 39.951019, -75.1895026 39.9510131, -75.1895721 39.9510052, -75.1896502 39.9510007, -75.1897234 39.9510052, -75.189803 39.9510131, -75.1898701 39.9510254)",,,,,
3355718426,3355718422,0,328747320,,footway,False,True,62.804,,,"LINESTRING (-75.1892586 39.9511755, -75.1893337 39.9513585, -75.1893717 39.9514147, -75.1894206 39.9514799, -75.1894834 39.9515439, -75.1895473 39.9515963, -75.1896314 39.951648)",,,,,
3355718426,3355718431,0,328747321,,footway,False,False,54.777,,,"LINESTRING (-75.1892586 39.9511755, -75.1893288 39.9507501, -75.189378 39.9506986)",,,,,
3355718431,4696697731,0,328747319,,footway,False,False,20.603,,,"LINESTRING (-75.189378 39.9506986, -75.1895607 39.9508199)",,,,,
3355718431,4696697732,0,328747319,,footway,False,True,30.803,,,"LINESTRING (-75.189378 39.9506986, -75.1892371 39.9505683, -75.189224 39.950461)",,,,,
3355718431,3355718426,0,328747321,,footway,False,True,54.777,,,"LINESTRING (-75.189378 39.9506986, -75.1893288 39.9507501, -75.1892586 39.9511755)",,,,,
3355718433,3355718426,0,328747323,,footway,False,False,58.793,,,"LINESTRING (-75.1891513 39.9516978, -75.1892586 39.9511755)",,,,,
3355718433,4696697750,0,328747323,,footway,False,True,80.067,,,"LINESTRING (-75.1891513 39.9516978, -75.1900788 39.9518116)",,,,,
3355718433,3355718422,0,328747324,,footway,False,True,41.491,,,"LINESTRING (-75.1891513 39.9516978, -75.1894208 39.9516834, -75.1895643 39.9516669, -75.1896314 39.951648)",,,,,
3355718433,635029879,0,"[328747325, 328747326, 328747327]",,"['steps', 'footway']",False,False,96.916,,,"LINESTRING (-75.1891513 39.9516978, -75.1890628 39.9517307, -75.1882286 39.951634, -75.1881588 39.9516207, -75.1880359 39.9516245)",,,,,
3355718439,362769249,0,32273747,,service,False,False,46.297999999999995,,,"LINESTRING (-75.1885661 39.9503532, -75.188652 39.950324, -75.1887228 39.9503104, -75.1887972 39.9503037, -75.1888918 39.950315, -75.1890878 39.9503624)",,,,,
3355718439,635029879,0,"[32273747, 12203397]",South 32nd Street,service,False,True,152.083,,,"LINESTRING (-75.1885661 39.9503532, -75.1884804 39.9504001, -75.1883631 39.95051, -75.1882666 39.9507033, -75.1880359 39.9516245)",,,,,
3355718439,3355718442,0,"[328747328, 328747329]",,"['steps', 'footway']",False,False,23.083,,,"LINESTRING (-75.1885661 39.9503532, -75.1885437 39.9502893, -75.1885357 39.9502132, -75.1885294 39.9501483)",,,,,
3355718442,360473658,0,"[156109652, 148165327]",Paley Bridge,footway,False,False,43.223,,,"LINESTRING (-75.1885294 39.9501483, -75.1884831 39.9501473, -75.1880225 39.9501386)",yes,,,,
3355718442,3355718443,0,148165327,,footway,False,True,49.558,,,"LINESTRING (-75.1885294 39.9501483, -75.1886699 39.9501566, -75.1888416 39.9502224, -75.1890443 39.9503326)",,,,,
3355718442,3355718439,0,"[328747328, 328747329]",,"['steps', 'footway']",False,True,23.083000000000002,,,"LINESTRING (-75.1885294 39.9501483, -75.1885357 39.9502132, -75.1885437 39.9502893, -75.1885661 39.9503532)",,,,,
3355718442,3355718444,0,"[328747330, 328747331]",,"['steps', 'footway']",False,True,17.343,,,"LINESTRING (-75.1885294 39.9501483, -75.1885625 39.9500837, -75.1886081 39.9500045)",,,,,
3355718443,362769249,0,148165327,,footway,False,True,4.973,,,"LINESTRING (-75.1890443 39.9503326, -75.1890878 39.9503624)",,,,,
3355718443,3355718444,0,328747330,,footway,False,False,52.092,,,"LINESTRING (-75.1890443 39.9503326, -75.1886081 39.9500045)",,,,,
3355718443,3355718442,0,148165327,,footway,False,False,49.558,,,"LINESTRING (-75.1890443 39.9503326, -75.1888416 39.9502224, -75.1886699 39.9501566, -75.1885294 39.9501483)",,,,,
3355718444,3355718443,0,328747330,,footway,False,True,52.092,,,"LINESTRING (-75.1886081 39.9500045, -75.1890443 39.9503326)",,,,,
3355718444,3355718442,0,"[328747330, 328747331]",,"['steps', 'footway']",False,False,17.343,,,"LINESTRING (-75.1886081 39.9500045, -75.1885625 39.9500837, -75.1885294 39.9501483)",,,,,
3355718444,5950302385,0,328747332,,footway,False,False,153.875,,,"LINESTRING (-75.1886081 39.9500045, -75.1886588 39.9498868, -75.1887163 39.9497061, -75.1887661 39.9495496, -75.1888753 39.9494178, -75.188911 39.9493748, -75.1890177 39.9493002, -75.1891229 39.9492267, -75.1893545 39.949138, -75.1894179 39.9491137, -75.1895788 39.949091, -75.1896906 39.9490259)",,,,,
3355718452,109906663,0,30953025,South Street,secondary,False,True,11.127,,25 mph,"LINESTRING (-75.1897758 39.9489567, -75.1896804 39.9488884)",,,,,
3355718452,2022187405,0,30953025,South Street,secondary,False,False,42.328,,25 mph,"LINESTRING (-75.1897758 39.9489567, -75.1899602 39.9490858, -75.1901318 39.9492218)",,,,,
3355718452,5947511668,0,"[880018065, 630082735]",,footway,False,False,10.675,,,"LINESTRING (-75.1897758 39.9489567, -75.1898412 39.9489039, -75.1898622 39.9488872)",,,,,
3355718452,5950302385,0,"[880018064, 630082735]",,footway,False,True,10.581,,,"LINESTRING (-75.1897758 39.9489567, -75.1897162 39.9490048, -75.1896906 39.9490259)",,,,,
3370980183,11205534337,0,1197167118,,footway,False,True,2.797,,,"LINESTRING (-75.1975273 39.9542708, -75.1975335 39.9542461)",,,,,
3370980183,4476162745,0,32119919,Sansom Street,residential,True,False,73.783,1,25 mph,"LINESTRING (-75.1975273 39.9542708, -75.1983473 39.9543702, -75.1983823 39.9543744)",,,,,
3370980184,7918772169,0,330138970,,footway,False,False,52.052,,,"LINESTRING (-75.1928731 39.9524901, -75.1922707 39.9524134)",,,,,
3370980184,1684000552,0,335523313,Woodland Walk,pedestrian,False,False,13.3,,,"LINESTRING (-75.1928731 39.9524901, -75.1930133 39.9524376)",,,,,
3370980184,1688839952,0,335523313,Woodland Walk,pedestrian,False,True,16.881,,,"LINESTRING (-75.1928731 39.9524901, -75.1926952 39.9525568)",,,,,
3370981294,2009287519,0,12116864,Chancellor Walk,pedestrian,False,False,4.736,,,"LINESTRING (-75.1912562 39.9522098, -75.1912014 39.9522028)",,,,,
3370981294,1684021442,0,12116864,Chancellor Walk,pedestrian,False,True,25.324,,,"LINESTRING (-75.1912562 39.9522098, -75.1915493 39.952247)",,,,,
3370981294,5947653537,0,330138973,,service,False,False,45.344,,,"LINESTRING (-75.1912562 39.9522098, -75.1911654 39.9526116)",,,,,
3370981295,5947653537,0,330138973,,service,False,True,11.059,,,"LINESTRING (-75.1911433 39.9527096, -75.1911654 39.9526116)",,,,,
3370981295,4477512893,0,"[1199657273, 450844973, 12134479]",Walnut Street,primary,True,False,73.998,"['3', '2']",30 mph,"LINESTRING (-75.1911433 39.9527096, -75.1912299 39.9527203, -75.1915756 39.9527632, -75.192 39.9528172)",,,,,
3370981296,9044538587,0,"[977458954, 977458955, 330138974]",,footway,False,True,37.42,,,"LINESTRING (-75.1910718 39.9530582, -75.1911614 39.9530683, -75.1913888 39.9530949, -75.1915018 39.953122)",yes,,,,
3370981302,7010610753,0,330138976,,footway,False,False,33.274,,,"LINESTRING (-75.1942976 39.9535154, -75.1942291 39.95381)",,,,,
3370981302,7918745684,0,330138976,,footway,False,True,1.115,,,"LINESTRING (-75.1942976 39.9535154, -75.1942997 39.9535055)",,,,,
3370981302,7010610755,0,749695311,,footway,False,False,28.122,,,"LINESTRING (-75.1942976 39.9535154, -75.1946237 39.9535538)",,,,,
3370981304,2009387998,0,32108143,Locust Walk,pedestrian,False,False,35.017,,,"LINESTRING (-75.1977792 39.9523428, -75.1973738 39.9522919)",,,,,
3370981304,1684021492,0,32108143,Locust Walk,pedestrian,False,True,31.692,,,"LINESTRING (-75.1977792 39.9523428, -75.1981461 39.9523889)",,,,,
3370981304,3370981305,0,330138978,,footway,False,False,40.782,,,"LINESTRING (-75.1977792 39.9523428, -75.1977065 39.9527053)",,,,,
3370981305,3370981304,0,330138978,,footway,False,True,40.782,,,"LINESTRING (-75.1977065 39.9527053, -75.1977792 39.9523428)",,,,,
3370981305,3370981308,0,330138979,,footway,False,False,3.861,,,"LINESTRING (-75.1977065 39.9527053, -75.1976616 39.9527007)",,,,,
3370981305,7918745673,0,330138978,,footway,False,False,96.132,,,"LINESTRING (-75.1977065 39.9527053, -75.1979117 39.9527341, -75.1978286 39.9531098, -75.1978037 39.9532225, -75.197758 39.9534288)",,,,,
3370981308,3370981305,0,330138979,,footway,False,True,3.861,,,"LINESTRING (-75.1976616 39.9527007, -75.1977065 39.9527053)",,,,,
3404380821,7003427095,0,748885727,,footway,False,False,7.114,,,"LINESTRING (-75.1832442 39.9523069, -75.183252 39.9522432)",yes,,,,
3404793670,5950302131,0,333367728,,footway,False,False,21.235,,,"LINESTRING (-75.1908429 39.9463612, -75.1910486 39.9462535)",,,,,
3404793670,3404793692,0,333367729,,footway,False,True,70.402,,,"LINESTRING (-75.1908429 39.9463612, -75.1902383 39.9459299)",,,,,
3404793670,5950302148,0,333367727,,footway,False,False,93.91999999999999,,,"LINESTRING (-75.1908429 39.9463612, -75.1908408 39.9464316, -75.1908149 39.9464881, -75.1907754 39.9465332, -75.1906869 39.9465937, -75.1905351 39.9467425, -75.1901887 39.9470146)",,,,,
3404793674,5950302148,0,333367727,,footway,False,True,30.857,,,"LINESTRING (-75.1899182 39.947199, -75.1901887 39.9470146)",,,,,
3404793692,3404793670,0,333367729,,footway,False,False,70.402,,,"LINESTRING (-75.1902383 39.9459299, -75.1908429 39.9463612)",,,,,
3404793692,8185906400,0,333367729,,footway,False,True,39.415,,,"LINESTRING (-75.1902383 39.9459299, -75.1905581 39.9456739)",,,,,
3404793692,5950302330,0,630082702,,footway,False,False,20.04,,,"LINESTRING (-75.1902383 39.9459299, -75.1901804 39.9459424, -75.1900624 39.9460414)",,,,,
3404793764,637595514,0,50157666,River Fields Drive,service,False,False,147.771,,,"LINESTRING (-75.1965323 39.9445422, -75.1948032 39.9444487)",,,,,
3404793764,6168799711,0,50157666,River Fields Drive,service,False,True,97.08,,,"LINESTRING (-75.1965323 39.9445422, -75.1970384 39.9445699, -75.1971212 39.9445742, -75.1971956 39.9445746, -75.1972745 39.944572, -75.19734 39.944566, -75.1974058 39.9445577, -75.1974624 39.9445464, -75.1975182 39.9445285, -75.197601 39.9444965, -75.197643 39.9444748)",,,,,
3404793764,5950302474,0,333367741,,service,False,False,56.813,,,"LINESTRING (-75.1965323 39.9445422, -75.1964658 39.9445996, -75.1964175 39.9446222, -75.1961976 39.9446366, -75.1959857 39.9446551, -75.1959153 39.9446765)",,,,,no
3518320341,635438230,0,848685855,,footway,False,False,11.289,,,"LINESTRING (-75.1924393 39.9502777, -75.19252 39.9503582)",,,,,
3518320341,3518320347,0,345137088,,footway,False,False,21.485,,,"LINESTRING (-75.1924393 39.9502777, -75.1924136 39.9502847, -75.1923677 39.9502883, -75.1923187 39.950275, -75.1922791 39.950252, -75.1922602 39.9502326, -75.1922412 39.950201)",,,,,
3518320341,3518320347,1,345137088,,footway,False,True,52.74,,,"LINESTRING (-75.1924393 39.9502777, -75.1924563 39.9502411, -75.1924563 39.9502023, -75.1924484 39.9501671, -75.1924278 39.9501222, -75.1923899 39.9500834, -75.192344 39.950058, -75.1922918 39.9500531, -75.1922554 39.9500592, -75.1922333 39.950081, -75.192219 39.9501077, -75.1922175 39.9501416, -75.1922285 39.9501744, -75.1922412 39.950201)",,,,,
3518320347,635438229,0,848685875,,footway,False,True,27.08,,,"LINESTRING (-75.1922412 39.950201, -75.1919365 39.9502699)",,,,,
3518320347,3518320341,0,345137088,,footway,False,False,52.74,,,"LINESTRING (-75.1922412 39.950201, -75.1922285 39.9501744, -75.1922175 39.9501416, -75.192219 39.9501077, -75.1922333 39.950081, -75.1922554 39.9500592, -75.1922918 39.9500531, -75.192344 39.950058, -75.1923899 39.9500834, -75.1924278 39.9501222, -75.1924484 39.9501671, -75.1924563 39.9502023, -75.1924563 39.9502411, -75.1924393 39.9502777)",,,,,
3518320347,3518320341,1,345137088,,footway,False,True,21.485,,,"LINESTRING (-75.1922412 39.950201, -75.1922602 39.9502326, -75.1922791 39.950252, -75.1923187 39.950275, -75.1923677 39.9502883, -75.1924136 39.9502847, -75.1924393 39.9502777)",,,,,
3551813855,635437656,0,900738551,Civic Center Boulevard,secondary,True,False,22.587,3,,"LINESTRING (-75.1932336 39.9480712, -75.1932807 39.9480453, -75.1933323 39.948019, -75.1934566 39.9479617)",,,,,
3551813858,8938691403,0,59434557,West Service Drive,service,False,False,11.32,2,,"LINESTRING (-75.1960304 39.9468167, -75.1959632 39.9467289)",,,,,
3551813858,3551813861,0,"[1036222961, 626805930]",Civic Center Boulevard,secondary,True,False,97.41799999999999,"['3', '4']",,"LINESTRING (-75.1960304 39.9468167, -75.1962499 39.946723, -75.1967283 39.9465061, -75.1970201 39.9463788)",,,,,
3551813859,5666171748,0,626805930,Civic Center Boulevard,secondary,True,False,100.128,3,,"LINESTRING (-75.1949682 39.9472803, -75.1959428 39.94685, -75.1959886 39.9468348)",,,,,
3551813859,6381265364,0,681421392,Osler Circle,service,True,False,11.667,1,,"LINESTRING (-75.1949682 39.9472803, -75.1949173 39.9472168, -75.1948999 39.9471895)",,,driveway,,
3551813861,3551813860,0,49991646,Civic Center Boulevard,secondary,True,False,80.104,2,,"LINESTRING (-75.1970201 39.9463788, -75.1972636 39.9463012, -75.1975193 39.946183, -75.1975834 39.9461562, -75.1976427 39.9461389, -75.1977271 39.9461221, -75.197804 39.9461141, -75.19788 39.946111)",,,,,
3551813861,635437805,0,50033033,Health Sciences Drive,secondary,True,False,12.849,,,"LINESTRING (-75.1970201 39.9463788, -75.197036 39.9463565, -75.1970474 39.9463358, -75.1970518 39.9463164, -75.1970512 39.9462945, -75.1970455 39.9462688)",,,,,
3559047642,5947653563,0,350146063,,service,False,False,6.705,,,"LINESTRING (-75.1869096 39.9521818, -75.1868968 39.9522413)",yes,,driveway,,
3559047642,362763083,0,"[62203497, 12134479]",Walnut Street,primary,True,False,133.761,2,30 mph,"LINESTRING (-75.1869096 39.9521818, -75.1878984 39.9523048, -75.1884586 39.9523743)",yes,,,,
3559047643,5947653563,0,350146063,,service,False,True,42.059,,,"LINESTRING (-75.1868149 39.9526143, -75.1868968 39.9522413)",yes,,driveway,,
3559047644,3559047642,0,62203497,Walnut Street,primary,True,False,8.758,2,30 mph,"LINESTRING (-75.1868084 39.9521682, -75.1869096 39.9521818)",yes,,,,
3559047644,5947653564,0,350146064,,service,False,False,6.818,,,"LINESTRING (-75.1868084 39.9521682, -75.1867971 39.9522289)",yes,,driveway,,
3559047653,4696697766,0,350146065,,service,False,False,10.948,,,"LINESTRING (-75.1860067 39.9534414, -75.1859847 39.9535384)",,,parking_aisle,,
3559047653,9662237064,0,1051433598,,service,False,False,25.666,,,"LINESTRING (-75.1860067 39.9534414, -75.1857092 39.9534058)",,,emergency_access,,
3559047653,11185054106,0,1207081191,,service,False,False,37.472,,,"LINESTRING (-75.1860067 39.9534414, -75.1864398 39.9534992)",,,,,
3559047653,7010176228,0,"[350146065, 749651148, 749651145, 749651149]",,"['steps', 'service', 'footway']",False,"[False, True]",173.98000000000002,,,"LINESTRING (-75.1860067 39.9534414, -75.1860433 39.9533985, -75.186108 39.9533291, -75.1861769 39.9532762, -75.1862437 39.9532333, -75.1863105 39.9531771, -75.1863363 39.9531144, -75.1864764 39.9524289, -75.186571 39.9523994, -75.186661 39.9524135, -75.186676 39.9523586, -75.1865862 39.9523502, -75.1865942 39.9523235, -75.1866379 39.9523267, -75.1866413 39.9522936, -75.1866552 39.9522118)",yes,,parking_aisle,,
3559047659,3559047660,0,350146067,,service,False,False,110.066,,,"LINESTRING (-75.1854565 39.951508, -75.1841834 39.9513427)",,,parking_aisle,,
3559047659,3559047662,0,350146067,,service,False,True,18.744,,,"LINESTRING (-75.1854565 39.951508, -75.1854932 39.9513418)",,,parking_aisle,,
3559047659,3559047664,0,350146068,,service,False,False,17.812,,,"LINESTRING (-75.1854565 39.951508, -75.1854229 39.9516661)",,,parking_aisle,,
3559047660,3559047659,0,350146067,,service,False,True,110.066,,,"LINESTRING (-75.1841834 39.9513427, -75.1854565 39.951508)",,,parking_aisle,,
3559047660,3559047665,0,350146069,,service,False,True,18.213,,,"LINESTRING (-75.1841834 39.9513427, -75.1841455 39.9515039)",,,parking_aisle,,
3559047660,3559047662,0,350146067,,service,False,False,128.81,,,"LINESTRING (-75.1841834 39.9513427, -75.1842201 39.9511765, -75.1854932 39.9513418)",,,parking_aisle,,
3559047662,3559047659,0,350146067,,service,False,False,18.744,,,"LINESTRING (-75.1854932 39.9513418, -75.1854565 39.951508)",,,parking_aisle,,
3559047662,3559047660,0,350146067,,service,False,True,128.81,,,"LINESTRING (-75.1854932 39.9513418, -75.1842201 39.9511765, -75.1841834 39.9513427)",,,parking_aisle,,
3559047662,5947653583,0,629754199,,footway,False,False,10.334,,,"LINESTRING (-75.1854932 39.9513418, -75.1855121 39.9512731, -75.1855295 39.9512547)",,,,,
3559047663,780922534,0,62623987,Lower Walnut Street,residential,False,False,111.033,,,"LINESTRING (-75.185388 39.9518197, -75.1841024 39.951659)",,,,,
3559047663,780922531,0,62623987,Lower Walnut Street,residential,False,True,20.109,,,"LINESTRING (-75.185388 39.9518197, -75.1856209 39.9518485)",,,,,
3559047663,5947655487,0,350146068,,service,False,True,4.812,,,"LINESTRING (-75.185388 39.9518197, -75.1853993 39.9517773)",,,parking_aisle,,
3559047664,5947655487,0,350146068,,service,False,False,12.527,,,"LINESTRING (-75.1854229 39.9516661, -75.1853993 39.9517773)",,,parking_aisle,,
3559047664,3559047659,0,350146068,,service,False,True,17.812,,,"LINESTRING (-75.1854229 39.9516661, -75.1854565 39.951508)",,,parking_aisle,,
3559047664,3559047665,0,350146069,,service,False,False,110.37,,,"LINESTRING (-75.1854229 39.9516661, -75.1841455 39.9515039)",,,parking_aisle,,
3559047665,3559047660,0,350146069,,service,False,False,18.213,,,"LINESTRING (-75.1841455 39.9515039, -75.1841834 39.9513427)",,,parking_aisle,,
3559047665,3559047664,0,350146069,,service,False,True,110.37,,,"LINESTRING (-75.1841455 39.9515039, -75.1854229 39.9516661)",,,parking_aisle,,
3559047665,5947655486,0,350146070,,service,False,False,12.335,,,"LINESTRING (-75.1841455 39.9515039, -75.1841166 39.9516126)",,,parking_aisle,,
3559370522,4775923528,0,49991666,Baltimore Avenue,primary,True,False,3.034,2,25 mph,"LINESTRING (-75.2007053 39.9497862, -75.2007352 39.949801)",,US 13,,,
3559370522,5947575790,0,374960364,,service,False,False,6.978,,,"LINESTRING (-75.2007053 39.9497862, -75.2006935 39.9498483)",,,,,
3559370581,110191773,0,386547306,South 40th Street,residential,True,False,7.768,1,,"LINESTRING (-75.2028336 39.9530502, -75.202847 39.9529811)",,,,,
3559370581,7875819301,0,"[844304193, 844304194]",,footway,False,False,8.922,,,"LINESTRING (-75.2028336 39.9530502, -75.2028169 39.9530483, -75.2027653 39.9530425, -75.2027299 39.9530393)",,,,,
3559370581,7917315369,0,"[844304193, 844304191]",,footway,False,True,6.059,,,"LINESTRING (-75.2028336 39.9530502, -75.2028807 39.9530554, -75.2029042 39.9530554)",,,,,
3559370582,110191773,0,1222839583,Locust Street,residential,False,False,7.72,2,,"LINESTRING (-75.2029362 39.9529931, -75.202847 39.9529811)",,,,,
3559370582,360488334,0,1222839583,Locust Street,residential,False,True,72.352,2,,"LINESTRING (-75.2029362 39.9529931, -75.203774 39.9530976)",,,,,
3559370582,7875819297,0,"[844114752, 844304192]",,footway,False,False,7.036,,,"LINESTRING (-75.2029362 39.9529931, -75.2029261 39.9530351, -75.2029218 39.9530554)",,,,,
