u,v,key,osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,service,tunnel,access
8110054811,7918772102,0,870615226,,footway,False,False,73.192,,,"LINESTRING (-75.1965521 39.9548451, -75.1966875 39.9541951)",,,,,
8110054811,4477512956,0,"[870615225, 870615215]",,footway,False,True,7.804,,,"LINESTRING (-75.1965521 39.9548451, -75.1965304 39.9548424, -75.1964618 39.9548335)",,,,,
8110054811,4477512958,0,"[870615226, 870615223]",,footway,False,True,8.435,,,"LINESTRING (-75.1965521 39.9548451, -75.196556 39.9548679, -75.1965318 39.9549174)",,,,,
8110054812,8110054815,0,870615217,,footway,False,False,12.375,,,"LINESTRING (-75.1964199 39.9546164, -75.1964428 39.9545065)",,,,,
8110054812,8110066818,0,870615217,,footway,False,True,23.209,,,"LINESTRING (-75.1964199 39.9546164, -75.1963769 39.9548225)",,,,,
8110054812,8110066817,0,870615227,,footway,False,False,20.916,,,"LINESTRING (-75.1964199 39.9546164, -75.1961791 39.9545802)",,,,,
8110054814,8110066817,0,870615227,,footway,False,True,8.771,,,"LINESTRING (-75.1961028 39.9545319, -75.1961545 39.9545765, -75.1961791 39.9545802)",,,,,
8110054815,8110054797,0,870615217,,footway,False,False,38.513,,,"LINESTRING (-75.1964428 39.9545065, -75.1965142 39.9541645)",,,,,
8110054815,8110054812,0,870615217,,footway,False,True,12.375,,,"LINESTRING (-75.1964428 39.9545065, -75.1964199 39.9546164)",,,,,
8110054815,8110066817,0,870615228,,footway,False,False,23.924,,,"LINESTRING (-75.1964428 39.9545065, -75.1961791 39.9545802)",,,,,
8110054816,8110066817,0,870615228,,footway,False,True,8.334,,,"LINESTRING (-75.1960872 39.9546058, -75.1961791 39.9545802)",,,,,
8110066817,8110054812,0,870615227,,footway,False,True,20.916,,,"LINESTRING (-75.1961791 39.9545802, -75.1964199 39.9546164)",,,,,
8110066817,8110054816,0,870615228,,footway,False,False,8.334,,,"LINESTRING (-75.1961791 39.9545802, -75.1960872 39.9546058)",,,,,
8110066817,8110054815,0,870615228,,footway,False,True,23.924,,,"LINESTRING (-75.1961791 39.9545802, -75.1964428 39.9545065)",,,,,
8110066817,8110054814,0,870615227,,footway,False,False,8.771,,,"LINESTRING (-75.1961791 39.9545802, -75.1961545 39.9545765, -75.1961028 39.9545319)",,,,,
8110066818,11108334653,0,870615214,,footway,False,True,59.727,,,"LINESTRING (-75.1963769 39.9548225, -75.1956864 39.9547311)",,,,,
8110066818,8110054812,0,870615217,,footway,False,False,23.209,,,"LINESTRING (-75.1963769 39.9548225, -75.1964199 39.9546164)",,,,,
8110066818,4477512956,0,"[870615214, 870615215]",,footway,False,False,7.339,,,"LINESTRING (-75.1963769 39.9548225, -75.196398 39.9548253, -75.1964618 39.9548335)",,,,,
8110066818,4477512957,0,"[870615216, 870615217]",,footway,False,True,8.279,,,"LINESTRING (-75.1963769 39.9548225, -75.1963724 39.9548439, -75.1963599 39.9548958)",,,,,
8110066820,4477512955,0,264353071,,footway,False,True,11.312,,,"LINESTRING (-75.1956738 39.9549124, -75.195696 39.9548121)",,,,,
8110066820,4696697711,0,870615211,,footway,False,True,96.955,,,"LINESTRING (-75.1956738 39.9549124, -75.1945524 39.9547663)",,,,,
8110066820,2700414154,0,264353071,,footway,False,False,13.977,,,"LINESTRING (-75.1956738 39.9549124, -75.1956637 39.9549604, -75.1956597 39.9549851, -75.1956235 39.9550293)",,,,,
8110066821,4696697711,0,870615211,,footway,False,False,1.24,,,"LINESTRING (-75.194538 39.9547647, -75.1945524 39.9547663)",,,,,
8110066821,8110066828,0,870615229,,footway,False,False,69.642,,,"LINESTRING (-75.194538 39.9547647, -75.1944094 39.9553832)",,,,,
8110066821,4477512953,0,"[870615211, 476000173]",,footway,False,True,7.776,,,"LINESTRING (-75.194538 39.9547647, -75.1945183 39.9547624, -75.194448 39.9547533)",,,,,
8110066828,8110066821,0,870615229,,footway,False,True,69.642,,,"LINESTRING (-75.1944094 39.9553832, -75.194538 39.9547647)",,,,,
8110066828,4477512962,0,"[870615229, 870615230]",,footway,False,False,5.234,,,"LINESTRING (-75.1944094 39.9553832, -75.1944068 39.9553957, -75.1943998 39.9554297)",,,,,
8110066828,8110066833,0,"[870615232, 1213421197]",,footway,False,False,7.536,,,"LINESTRING (-75.1944094 39.9553832, -75.1943884 39.9553799, -75.1943222 39.9553721)",,,,,
8110066833,7412591548,0,1222833874,South 36th Street,residential,False,False,31.488,,,"LINESTRING (-75.1943222 39.9553721, -75.1943791 39.9550923)",,,,,
8110066833,110142236,0,1222833874,South 36th Street,residential,False,True,5.256,,,"LINESTRING (-75.1943222 39.9553721, -75.1943127 39.9554188)",,,,,
8110066833,8110066828,0,"[870615232, 1213421197]",,footway,False,True,7.536,,,"LINESTRING (-75.1943222 39.9553721, -75.1943884 39.9553799, -75.1944094 39.9553832)",,,,,
8185906372,5950302367,0,630082729,,footway,False,False,9.809,,,"LINESTRING (-75.1883601 39.9477143, -75.1882801 39.9477777)",,,,,
8185906372,5950302365,0,"[630082728, 630082729]",,"['steps', 'footway']",False,"[False, True]",2.8280000000000003,,,"LINESTRING (-75.1883601 39.9477143, -75.1883681 39.947708, -75.1883834 39.9476962)",,,,,
8185906372,8185906374,0,"[880018056, 880018057, 880018058, 880018055]",,"['steps', 'footway']",False,"[False, True]",20.912999999999997,,,"LINESTRING (-75.1883601 39.9477143, -75.188328 39.9476877, -75.1882858 39.9476557, -75.1882571 39.9476367, -75.1882318 39.9476595, -75.1881925 39.947696)",,,,,
8185906374,8185906379,0,880018056,,footway,False,False,6.932,,,"LINESTRING (-75.1881925 39.947696, -75.1881221 39.9477272)",,,,,
8185906374,5950302340,0,"[630082723, 630082726, 630082727]",,footway,False,True,61.05,,,"LINESTRING (-75.1881925 39.947696, -75.1881585 39.9476744, -75.1881899 39.9476478, -75.1880892 39.9475782, -75.1881314 39.9474297, -75.1883366 39.9472711)",,,,,
8185906374,8185906372,0,"[880018056, 880018057, 880018058, 880018055]",,"['steps', 'footway']",False,"[False, True]",20.913,,,"LINESTRING (-75.1881925 39.947696, -75.1882318 39.9476595, -75.1882571 39.9476367, -75.1882858 39.9476557, -75.188328 39.9476877, -75.1883601 39.9477143)",,,,,
8185906378,2613559895,0,255683910,,service,False,False,27.445,,,"LINESTRING (-75.1882004 39.9478729, -75.1884904 39.9477657)",,,parking_aisle,,
8185906378,8185906379,0,880018059,,service,False,True,17.522,,,"LINESTRING (-75.1882004 39.9478729, -75.1881221 39.9477272)",,,parking_aisle,,
8185906378,2613559885,0,255683910,,service,False,True,61.966,,,"LINESTRING (-75.1882004 39.9478729, -75.1880019 39.9479462, -75.1879138 39.9479806, -75.187559 39.9481346)",,,parking_aisle,,
8185906379,8185906374,0,880018056,,footway,False,True,6.932,,,"LINESTRING (-75.1881221 39.9477272, -75.1881925 39.947696)",,,,,
8185906379,8185906378,0,880018059,,service,False,False,17.522,,,"LINESTRING (-75.1881221 39.9477272, -75.1882004 39.9478729)",,,parking_aisle,,
8185906379,2613559877,0,880018059,,service,False,True,17.329,,,"LINESTRING (-75.1881221 39.9477272, -75.1880419 39.947584)",,,parking_aisle,,
8185906397,8185906400,0,333367729,,footway,False,False,27.635,,,"LINESTRING (-75.1907823 39.9454944, -75.1905581 39.9456739)",,,,,
8185906397,8185906400,1,880018062,,footway,False,False,38.49399999999999,,,"LINESTRING (-75.1907823 39.9454944, -75.1908285 39.9455304, -75.1906094 39.9457074, -75.1905581 39.9456739)",,,,,
8185906397,5950302301,0,333367729,,footway,False,True,82.77,,,"LINESTRING (-75.1907823 39.9454944, -75.1909595 39.9453525, -75.1911587 39.9451928, -75.1912133 39.9451808, -75.1912781 39.9451838, -75.1913585 39.9452188, -75.1915141 39.9452928, -75.191535 39.9453084)",,,,,
8185906400,3404793692,0,333367729,,footway,False,False,39.415,,,"LINESTRING (-75.1905581 39.9456739, -75.1902383 39.9459299)",,,,,
8185906400,8185906397,0,333367729,,footway,False,True,27.635,,,"LINESTRING (-75.1905581 39.9456739, -75.1907823 39.9454944)",,,,,
8185906400,8185906397,1,880018062,,footway,False,True,38.494,,,"LINESTRING (-75.1905581 39.9456739, -75.1906094 39.9457074, -75.1908285 39.9455304, -75.1907823 39.9454944)",,,,,
8185907029,360480987,0,32119481,,footway,False,False,8.368,,,"LINESTRING (-75.1933613 39.9506334, -75.1933742 39.9505588)",,,,,
8185907029,10751019961,0,32119481,,footway,False,True,42.986,,,"LINESTRING (-75.1933613 39.9506334, -75.1932856 39.9510156)",,,,,
8185907029,8185907030,0,848685852,,footway,False,False,94.806,,,"LINESTRING (-75.1933613 39.9506334, -75.1944596 39.9507678)",,,,,
8185907029,5947653550,0,848685852,,footway,False,True,59.002,,,"LINESTRING (-75.1933613 39.9506334, -75.1926778 39.9505497)",,,,,
8185907030,360482018,0,192803582,,footway,False,False,7.884,,,"LINESTRING (-75.1944596 39.9507678, -75.1944743 39.9506978)",,,,,
8185907030,8185907031,0,848685852,,footway,False,False,71.059,,,"LINESTRING (-75.1944596 39.9507678, -75.1952828 39.9508685)",,,,,
8185907030,8185907029,0,848685852,,footway,False,True,94.806,,,"LINESTRING (-75.1944596 39.9507678, -75.1933613 39.9506334)",,,,,
8185907030,10751019926,0,192803582,,footway,False,True,46.982,,,"LINESTRING (-75.1944596 39.9507678, -75.1943914 39.9511352, -75.1943711 39.9511842)",,,,,
8185907031,1684000636,0,32119328,South 36th Street,pedestrian,False,True,40.282,,,"LINESTRING (-75.1952828 39.9508685, -75.1952025 39.9512255)",,,,,
8185907031,3272478894,0,848685852,,footway,False,False,144.402,,,"LINESTRING (-75.1952828 39.9508685, -75.1969562 39.9510706)",,,,,
8185907031,8185907030,0,848685852,,footway,False,True,71.059,,,"LINESTRING (-75.1952828 39.9508685, -75.1944596 39.9507678)",,,,,
8185907031,110142306,0,"[32119328, 880018089]","['South 36th Street Walk', 'South 36th Street']","['pedestrian', 'footway']",False,False,8.488,,,"LINESTRING (-75.1952828 39.9508685, -75.195289 39.9508401, -75.1952991 39.9507932)",,,,,
8185907033,8185907043,0,32110415,,footway,False,False,6.743,,,"LINESTRING (-75.1992665 39.9494639, -75.1993445 39.949474)",,,,,
8185907033,360371042,0,32110415,,footway,False,True,24.785,,,"LINESTRING (-75.1992665 39.9494639, -75.1989798 39.9494268)",,,,,
8185907033,8185907037,0,880018067,,footway,False,False,42.694,,,"LINESTRING (-75.1992665 39.9494639, -75.1992471 39.9493816, -75.1991902 39.9492732, -75.1990952 39.949155, -75.1990384 39.9491452)",,,,,
8185907037,8185907038,0,880018068,,footway,False,False,2.099,,,"LINESTRING (-75.1990384 39.9491452, -75.1990418 39.9491265)",,,,,
8185907037,8185907039,0,880018068,,footway,False,True,4.797,,,"LINESTRING (-75.1990384 39.9491452, -75.1990295 39.9491878)",,,,,
8185907037,8185907033,0,880018067,,footway,False,True,42.694,,,"LINESTRING (-75.1990384 39.9491452, -75.1990952 39.949155, -75.1991902 39.9492732, -75.1992471 39.9493816, -75.1992665 39.9494639)",,,,,
8185907038,8185907037,0,880018068,,footway,False,True,2.099,,,"LINESTRING (-75.1990418 39.9491265, -75.1990384 39.9491452)",,,,,
8185907039,8185907037,0,880018068,,footway,False,False,4.797,,,"LINESTRING (-75.1990295 39.9491878, -75.1990384 39.9491452)",,,,,
8185907039,360371042,0,880018068,,footway,False,True,26.911,,,"LINESTRING (-75.1990295 39.9491878, -75.1989798 39.9494268)",,,,,
8185907039,8185907040,0,880018069,,footway,False,False,15.117,,,"LINESTRING (-75.1990295 39.9491878, -75.198854 39.9491683)",,,,,
8185907040,8185907039,0,880018069,,footway,False,True,15.117,,,"LINESTRING (-75.198854 39.9491683, -75.1990295 39.9491878)",,,,,
8185907043,8185907033,0,32110415,,footway,False,True,6.743,,,"LINESTRING (-75.1993445 39.949474, -75.1992665 39.9494639)",,,,,
8185907043,7010531373,0,"[880018071, 880018070, 32110415]",,"['steps', 'footway']",False,False,11.012,,,"LINESTRING (-75.1993445 39.949474, -75.1993621 39.9494763, -75.1994369 39.9494859, -75.1994719 39.9494904)",,,,,
8185907043,8185907048,0,880018072,,footway,False,False,37.967,,,"LINESTRING (-75.1993445 39.949474, -75.1993387 39.9495007, -75.1994337 39.9495132, -75.1994592 39.9496003, -75.1994639 39.949675, -75.1994616 39.9497514)",,,,,
8185907048,8185907049,0,880018073,,footway,False,True,3.058,,,"LINESTRING (-75.1994616 39.9497514, -75.199496 39.9497592)",,,,,
8185907048,8185907043,0,880018072,,footway,False,True,37.967,,,"LINESTRING (-75.1994616 39.9497514, -75.1994639 39.949675, -75.1994592 39.9496003, -75.1994337 39.9495132, -75.1993387 39.9495007, -75.1993445 39.949474)",,,,,
8185907048,8185907051,0,880018073,,footway,False,False,16.902,,,"LINESTRING (-75.1994616 39.9497514, -75.1993004 39.9497354, -75.1992714 39.9497514)",,,,,
8185907049,8185907048,0,880018073,,footway,False,False,3.058,,,"LINESTRING (-75.199496 39.9497592, -75.1994616 39.9497514)",,,,,
8185907049,8185907055,0,238564435,,footway,False,False,13.115,,,"LINESTRING (-75.199496 39.9497592, -75.1994899 39.9498463, -75.1994851 39.9498768)",,,,,
8185907049,7010531377,0,238564435,,footway,False,True,21.73,,,"LINESTRING (-75.199496 39.9497592, -75.1994988 39.9497196, -75.1994831 39.9495643)",,,,,
8185907051,8185907052,0,880018073,,footway,False,False,10.401,,,"LINESTRING (-75.1992714 39.9497514, -75.1991794 39.9497406, -75.1991508 39.9497372)",,,,,
8185907051,8185907048,0,880018073,,footway,False,True,16.902,,,"LINESTRING (-75.1992714 39.9497514, -75.1993004 39.9497354, -75.1994616 39.9497514)",,,,,
8185907051,8185907055,0,880018074,,footway,False,False,26.578000000000003,,,"LINESTRING (-75.1992714 39.9497514, -75.1993491 39.9498287, -75.1993433 39.9498598, -75.1994851 39.9498768)",,,,,
8185907052,8185907051,0,880018073,,footway,False,True,10.401,,,"LINESTRING (-75.1991508 39.9497372, -75.1991794 39.9497406, -75.1992714 39.9497514)",,,,,
8185907055,635029649,0,238564435,,footway,False,False,40.106,,,"LINESTRING (-75.1994851 39.9498768, -75.1994764 39.9499324, -75.199444 39.9500522, -75.1994297 39.9500935, -75.1993643 39.9502238)",,,,,
8185907055,8185907049,0,238564435,,footway,False,True,13.115,,,"LINESTRING (-75.1994851 39.9498768, -75.1994899 39.9498463, -75.199496 39.9497592)",,,,,
8185907055,8185907051,0,880018074,,footway,False,True,26.578000000000003,,,"LINESTRING (-75.1994851 39.9498768, -75.1993433 39.9498598, -75.1993491 39.9498287, -75.1992714 39.9497514)",,,,,
8185907064,7010531373,0,238564435,,footway,False,False,35.498999999999995,,,"LINESTRING (-75.1993289 39.9491914, -75.1993614 39.9492376, -75.1994081 39.9493312, -75.1994719 39.9494904)",,,,,
8185907064,7874146348,0,238564435,,footway,False,True,120.067,,,"LINESTRING (-75.1993289 39.9491914, -75.1992581 39.9490909, -75.1991494 39.9489449, -75.1990389 39.94877, -75.1989473 39.9486137, -75.1988728 39.9484815, -75.1987677 39.9482632, -75.1987448 39.948211)",,,,,
8185907064,4775923576,0,"[880018078, 880018079]",,footway,False,"[False, True]",12.878,,,"LINESTRING (-75.1993289 39.9491914, -75.1993604 39.9491789, -75.1994579 39.9491313)",,,,,
8185907071,7874108067,0,12187657,South 36th Street Walk,pedestrian,False,False,25.294,,,"LINESTRING (-75.195367 39.9504828, -75.1953176 39.9507071)",,,,,
8185907071,110371709,0,12187657,South 36th Street Walk,pedestrian,False,True,85.614,,,"LINESTRING (-75.195367 39.9504828, -75.1955342 39.9497236)",,,,,
8185907071,3271967286,0,"[880018084, 880018085, 320606102]",,footway,False,"[False, True]",29.331,,,"LINESTRING (-75.195367 39.9504828, -75.195485 39.9504977, -75.1956264 39.9505152, -75.1957066 39.9505253)",,,,building_passage,
8185907073,7918772160,0,"[848685872, 880018086]",,footway,False,False,9.058,,,"LINESTRING (-75.1927119 39.9503838, -75.1926552 39.9503767, -75.1926072 39.9503699)",,,,,
8185907073,7874108066,0,"[844116542, 880018086]",,footway,False,True,217.119,,,"LINESTRING (-75.1927119 39.9503838, -75.1951073 39.9506845, -75.1951892 39.950692, -75.1952261 39.9506962)",,,,,
8185907073,8185907083,0,880018087,,footway,False,False,36.218,,,"LINESTRING (-75.1927119 39.9503838, -75.1927015 39.9501669, -75.1926965 39.9500583)",,,,,
8185907073,3564863922,0,"[848685871, 880018087]",,footway,False,True,9.591000000000001,,,"LINESTRING (-75.1927119 39.9503838, -75.1927055 39.9504174, -75.1926944 39.950469)",,,,,
8185907078,8185907084,0,880018087,,footway,False,True,12.478,,,"LINESTRING (-75.1928435 39.949509, -75.1927854 39.949612)",,,,,
8185907079,8185907083,0,880018088,,service,True,False,7.306,,,"LINESTRING (-75.192612 39.9500693, -75.1926965 39.9500583)",,,,,
8185907079,635437339,0,50033054,Civic Center Boulevard,secondary,True,False,24.917,2,,"LINESTRING (-75.192612 39.9500693, -75.192614 39.9499988, -75.1926243 39.9499161, -75.1926339 39.949846)",,,,,
8185907082,3157340998,0,"[789134689, 63060727]",Civic Center Boulevard,secondary,True,False,64.512,2,,"LINESTRING (-75.192722 39.9495941, -75.1927843 39.9494694, -75.192818 39.9494036, -75.1928482 39.9492813, -75.1928659 39.9491867, -75.1928633 39.9491228, -75.1928178 39.9490377)",,,,,
8185907083,8185907084,0,880018087,,footway,False,False,50.45099999999999,,,"LINESTRING (-75.1926965 39.9500583, -75.1926946 39.9500153, -75.1927224 39.9498125, -75.1927697 39.9496396, -75.1927854 39.949612)",,,,,
8185907083,8185907084,1,880018088,,service,True,False,57.957,,,"LINESTRING (-75.1926965 39.9500583, -75.1927626 39.9500493, -75.1928408 39.9496299, -75.1927854 39.949612)",,,,,
8185907083,8185907073,0,880018087,,footway,False,True,36.218,,,"LINESTRING (-75.1926965 39.9500583, -75.1927015 39.9501669, -75.1927119 39.9503838)",,,,,
8185907084,8185907078,0,880018087,,footway,False,False,12.478,,,"LINESTRING (-75.1927854 39.949612, -75.1928435 39.949509)",,,,,
8185907084,8185907082,0,880018088,,service,True,False,5.759,,,"LINESTRING (-75.1927854 39.949612, -75.192722 39.9495941)",,,,,
8185907084,8185907083,0,880018087,,footway,False,True,50.451,,,"LINESTRING (-75.1927854 39.949612, -75.1927697 39.9496396, -75.1927224 39.9498125, -75.1926946 39.9500153, -75.1926965 39.9500583)",,,,,
8185907087,3272478891,0,32119090,South 37th Street,pedestrian,False,True,2.991,,,"LINESTRING (-75.1972319 39.9510742, -75.1972267 39.9511008)",,,,,
8185907087,10751019920,0,335523315,Woodland Walk,footway,False,True,6.747,,,"LINESTRING (-75.1972319 39.9510742, -75.1971566 39.9510929)",,,,,
8185907087,3272478892,0,880018090,South 37th Street Walk,footway,False,True,5.024,,,"LINESTRING (-75.1972319 39.9510742, -75.1972413 39.9510296)",,,,,
8185907092,2009287595,0,"[190322372, 190322367]",,"['steps', 'footway']",False,False,14.129000000000001,,,"LINESTRING (-75.1916493 39.9496378, -75.1916236 39.9496197, -75.1915675 39.9495812, -75.1915304 39.9496129)",,,,,
8185907092,2009287529,0,"[190322372, 190322373]",,"['steps', 'footway']",False,"[False, True]",12.614,,,"LINESTRING (-75.1916493 39.9496378, -75.1916699 39.9496523, -75.1917168 39.9496869, -75.1916788 39.9497173)",,,,,
8185907092,3564863891,0,"[1007484448, 792354084, 880018093]",,"['corridor', 'footway']",False,"[False, True]",83.551,,,"LINESTRING (-75.1916493 39.9496378, -75.1916688 39.9496209, -75.191757 39.9495508, -75.1914418 39.9493176, -75.1915141 39.949258, -75.1915318 39.9490442)",yes,,,,
8323471338,9294690426,0,895434593,,service,True,False,8.235,,,"LINESTRING (-75.192297 39.9469004, -75.1923447 39.9469648)",,,,,
8323471338,8323471340,0,901515632,Health Sciences Drive,secondary,True,False,10.196,2,,"LINESTRING (-75.192297 39.9469004, -75.1921943 39.9469474)",,,,,
8323471340,5960376719,0,901515632,Health Sciences Drive,secondary,True,False,78.756,2,,"LINESTRING (-75.1921943 39.9469474, -75.1919639 39.9470567, -75.19154 39.9472601, -75.191502 39.9472845, -75.1914665 39.9473099, -75.1914308 39.9473417)",,,,,
8323471341,9294690425,0,895434594,,service,True,False,1.607,,,"LINESTRING (-75.1922554 39.9470212, -75.1922453 39.947009)",,,,,
8323471341,7007073291,0,1007484449,,corridor,False,False,193.4,,,"LINESTRING (-75.1922554 39.9470212, -75.1925596 39.9474238, -75.1920101 39.9476679, -75.1924322 39.9482262, -75.192412 39.9483672)",,,,,
8845460585,4696697665,0,264351493,Ludlow Street,residential,False,False,10.99,,25 mph,"LINESTRING (-75.190532 39.9549471, -75.1904047 39.9549314)",,,,,
8845460585,7412218617,0,264351493,Ludlow Street,residential,False,True,37.93,,25 mph,"LINESTRING (-75.190532 39.9549471, -75.1909713 39.9550015)",,,,,
8938691348,7874146346,0,966171023,,footway,False,True,30.423000000000002,,,"LINESTRING (-75.1950554 39.9491341, -75.1951171 39.9491435, -75.1951469 39.9491424, -75.1951705 39.9491287, -75.1952684 39.9490853, -75.1953721 39.9490368)",,,,,
8938691352,4696697585,0,476000077,,footway,False,True,2.025,,,"LINESTRING (-75.1853689 39.9534613, -75.1853924 39.953464)",,,,,
8938691352,4477512927,0,476000077,,footway,False,False,6.645,,,"LINESTRING (-75.1853689 39.9534613, -75.1853348 39.9534574, -75.1852918 39.9534525)",,,,,
8938691352,8938691356,0,"[967541184, 966171025]",,footway,False,False,152.65500000000003,,,"LINESTRING (-75.1853689 39.9534613, -75.1854594 39.9529877, -75.1854635 39.9529684, -75.1855722 39.952457, -75.1856148 39.9522757, -75.1856462 39.9521051)",,,,,
8938691356,8938691352,0,"[967541184, 966171025]",,footway,False,True,152.655,,,"LINESTRING (-75.1856462 39.9521051, -75.1856148 39.9522757, -75.1855722 39.952457, -75.1854635 39.9529684, -75.1854594 39.9529877, -75.1853689 39.9534613)",,,,,
8938691373,8938691385,0,966171026,,footway,False,False,65.55799999999999,,,"LINESTRING (-75.1971273 39.9461751, -75.1970802 39.9461193, -75.1970468 39.946076, -75.1970024 39.9460199, -75.1969476 39.9459519, -75.1969315 39.9459325, -75.1969177 39.9459308, -75.1968949 39.9459312, -75.1968777 39.9459095, -75.1968515 39.9458926, -75.1968125 39.9458391, -75.196812 39.9458158, -75.1967167 39.9456966)",,,,,
8938691373,8938691386,0,966171026,,footway,False,True,58.39699999999999,,,"LINESTRING (-75.1971273 39.9461751, -75.1971446 39.9461799, -75.1971697 39.946177, -75.1971861 39.9461729, -75.1972276 39.9461547, -75.1972696 39.9461356, -75.1972757 39.9461232, -75.197341 39.9460946, -75.1974943 39.9460255, -75.1975671 39.946002, -75.1976352 39.9459939, -75.1977042 39.945991, -75.1977436 39.9459857)",,,,,
8938691373,8938691395,0,966171028,,footway,False,False,10.931000000000001,,,"LINESTRING (-75.1971273 39.9461751, -75.1970801 39.9462081, -75.1970251 39.9462337)",,,,,
8938691385,8938691373,0,966171026,,footway,False,True,65.558,,,"LINESTRING (-75.1967167 39.9456966, -75.196812 39.9458158, -75.1968125 39.9458391, -75.1968515 39.9458926, -75.1968777 39.9459095, -75.1968949 39.9459312, -75.1969177 39.9459308, -75.1969315 39.9459325, -75.1969476 39.9459519, -75.1970024 39.9460199, -75.1970468 39.946076, -75.1970802 39.9461193, -75.1971273 39.9461751)",,,,,
8938691386,8938691373,0,966171026,,footway,False,False,58.39699999999999,,,"LINESTRING (-75.1977436 39.9459857, -75.1977042 39.945991, -75.1976352 39.9459939, -75.1975671 39.946002, -75.1974943 39.9460255, -75.197341 39.9460946, -75.1972757 39.9461232, -75.1972696 39.9461356, -75.1972276 39.9461547, -75.1971861 39.9461729, -75.1971697 39.946177, -75.1971446 39.9461799, -75.1971273 39.9461751)",,,,,
8938691386,6168799697,0,966171026,,footway,False,True,28.448999999999998,,,"LINESTRING (-75.1977436 39.9459857, -75.1977808 39.9459807, -75.1978481 39.9459653, -75.1979005 39.9459507, -75.1979601 39.9459302, -75.1980109 39.9459066, -75.1980468 39.9458855)",,,,,
8938691386,8938691393,0,966171027,,footway,False,False,49.602000000000004,,,"LINESTRING (-75.1977436 39.9459857, -75.1977485 39.945966, -75.1978209 39.9458855, -75.1979454 39.9457979, -75.1980022 39.9457613, -75.1980351 39.9457205, -75.1980528 39.9457046, -75.1980913 39.9456379)",,,,,
8938691393,8938691386,0,966171027,,footway,False,True,49.602,,,"LINESTRING (-75.1980913 39.9456379, -75.1980528 39.9457046, -75.1980351 39.9457205, -75.1980022 39.9457613, -75.1979454 39.9457979, -75.1978209 39.9458855, -75.1977485 39.945966, -75.1977436 39.9459857)",,,,,
8938691395,8938691408,0,966171028,,footway,False,False,7.88,,,"LINESTRING (-75.1970251 39.9462337, -75.1969487 39.9462736)",,,,,
8938691395,8938691373,0,966171028,,footway,False,True,10.931000000000001,,,"LINESTRING (-75.1970251 39.9462337, -75.1970801 39.9462081, -75.1971273 39.9461751)",,,,,
8938691395,736999569,0,"[63060732, 1222396693, 1222396694]",Health Sciences Drive,secondary,True,False,197.943,"['3', '2']",,"LINESTRING (-75.1970251 39.9462337, -75.1966712 39.9457725, -75.1966192 39.9457144, -75.1965715 39.9456705, -75.1965202 39.9456313, -75.1964632 39.9455983, -75.1964006 39.9455691, -75.196335 39.9455459, -75.1962754 39.9455321, -75.1962243 39.9455256, -75.1961696 39.9455229, -75.1961169 39.9455223, -75.196069 39.9455243, -75.1960108 39.9455306, -75.1959536 39.94554, -75.1957661 39.9455774, -75.1952914 39.945672, -75.1952006 39.9456985)",,,,,
8938691403,7408940023,0,59434557,West Service Drive,service,False,False,59.161,2,,"LINESTRING (-75.1959632 39.9467289, -75.1956147 39.9462688)",,,,,
8938691403,3551813858,0,59434557,West Service Drive,service,False,True,11.32,2,,"LINESTRING (-75.1959632 39.9467289, -75.1960304 39.9468167)",,,,,
8938691403,8938691404,0,966171028,,footway,False,True,6.84,,,"LINESTRING (-75.1959632 39.9467289, -75.1960325 39.9466979)",,,,,
8938691403,8938695532,0,966171031,,footway,False,False,5.066,,,"LINESTRING (-75.1959632 39.9467289, -75.1959113 39.9467511)",,,,,
8938691404,8938691403,0,966171028,,footway,False,False,6.84,,,"LINESTRING (-75.1960325 39.9466979, -75.1959632 39.9467289)",,,,,
8938691404,8938691408,0,966171028,,footway,False,True,91.261,,,"LINESTRING (-75.1960325 39.9466979, -75.19608 39.9466767, -75.1961277 39.9466562, -75.1963281 39.9465612, -75.196558 39.9464529, -75.1967284 39.9463754, -75.1968894 39.9463036, -75.1969355 39.9462807, -75.1969487 39.9462736)",,,,,
8938691404,8938691407,0,966171029,,footway,False,False,38.763,,,"LINESTRING (-75.1960325 39.9466979, -75.1959824 39.946615, -75.1958989 39.9465055, -75.1958131 39.9463929)",,,,,
8938691407,8938691404,0,966171029,,footway,False,True,38.763,,,"LINESTRING (-75.1958131 39.9463929, -75.1958989 39.9465055, -75.1959824 39.946615, -75.1960325 39.9466979)",,,,,
8938691408,8938691395,0,966171028,,footway,False,True,7.88,,,"LINESTRING (-75.1969487 39.9462736, -75.1970251 39.9462337)",,,,,
8938691408,8938691404,0,966171028,,footway,False,False,91.26100000000001,,,"LINESTRING (-75.1969487 39.9462736, -75.1969355 39.9462807, -75.1968894 39.9463036, -75.1967284 39.9463754, -75.196558 39.9464529, -75.1963281 39.9465612, -75.1961277 39.9466562, -75.19608 39.9466767, -75.1960325 39.9466979)",,,,,
