element_type,osmid,nodes,amenity,geometry
way,150506142,"[1634089789, 1634089788, 1634089784, 1634089786, 1634089789]",parking,"POLYGON ((106.5041225 29.5350409, 106.5043154 29.5350416, 106.5043156 29.5348496, 106.5041194 29.5348499, 106.5041225 29.5350409))"
way,150506143,"[1634089787, 1634089783, 1634089785, 1634089790, 1634089787]",parking,"POLYGON ((106.504134 29.5359694, 106.5043068 29.5359682, 106.5043076 29.5358064, 106.5041332 29.5358064, 106.504134 29.5359694))"
way,150507553,"[1634110533, 1634110589, 1634110605, 1634110547, 1634110533]",parking,"POLYGON ((106.505949 29.5372558, 106.5065469 29.5372545, 106.5065437 29.5371597, 106.5059463 29.5371575, 106.505949 29.5372558))"
way,150519112,"[1634209990, 1634209985, 1634209989, 1634209992, 1634209981, 1634209988, 1634209990]",parking,"POLYGON ((106.5013976 29.5373322, 106.5019501 29.5373275, 106.5019206 29.5372272, 106.501871 29.5371708, 106.5018016 29.5371552, 106.5013904 29.5371551, 106.5013976 29.5373322))"
