u,v,key,osmid,highway,oneway,reversed,length,geometry,name,lanes,width,access,tunnel,bridge,maxspeed,service
7984106866,7984106868,0,856272987,footway,False,False,18.931,"LINESTRING (120.1704476 35.9406891, 120.1705485 35.9407303, 120.1705814 35.9407294, 120.1706445 35.9407396)",,,,,,,,
7984106868,7984106874,0,856272987,footway,False,False,56.73800000000001,"LINESTRING (120.1706445 35.9407396, 120.1706929 35.9407597, 120.170781 35.9407576, 120.17085 35.940762, 120.1709038 35.9408095, 120.1709235 35.9408813, 120.1709365 35.9409287, 120.1709527 35.9409919, 120.171034 35.9410499)",,,,,,,,
7984106868,7984106866,0,856272987,footway,False,True,18.930999999999997,"LINESTRING (120.1706445 35.9407396, 120.1705814 35.9407294, 120.1705485 35.9407303, 120.1704476 35.9406891)",,,,,,,,
7984106868,7984106865,0,921576987,footway,False,False,89.943,"LINESTRING (120.1706445 35.9407396, 120.1706517 35.9406444, 120.1707503 35.9405645, 120.1708496 35.9405499, 120.170913 35.9405406, 120.1710214 35.9404368, 120.1710608 35.9403131, 120.1710658 35.9402493, 120.1711423 35.9401248)",,,,,,,,
7984106874,8555994019,0,856272988,footway,False,False,7.972,"LINESTRING (120.171034 35.9410499, 120.1710542 35.9409801)",,,,,,,,
7984106874,7984106877,0,856272987,footway,False,False,19.397,"LINESTRING (120.171034 35.9410499, 120.1710503 35.9411157, 120.1710633 35.9411736, 120.1711112 35.9412027)",,,,,,,,
7984106874,7984106868,0,856272987,footway,False,True,56.73800000000001,"LINESTRING (120.171034 35.9410499, 120.1709527 35.9409919, 120.1709365 35.9409287, 120.1709235 35.9408813, 120.1709038 35.9408095, 120.17085 35.940762, 120.170781 35.9407576, 120.1706929 35.9407597, 120.1706445 35.9407396)",,,,,,,,
7984106877,7984106855,0,299086415,tertiary,True,False,109.252,"LINESTRING (120.1711112 35.9412027, 120.1718029 35.9403954)",光华大道,,,,,,,
7984106877,7984106874,0,856272987,footway,False,True,19.397,"LINESTRING (120.1711112 35.9412027, 120.1710633 35.9411736, 120.1710503 35.9411157, 120.171034 35.9410499)",,,,,,,,
7984106878,2317863600,0,222840515,residential,False,False,60.938,"LINESTRING (120.1686446 35.9437771, 120.168105 35.9434462)",北油路,2,,,,,,
7984106878,8579026017,0,222840515,residential,False,True,80.365,"LINESTRING (120.1686446 35.9437771, 120.1693614 35.9442079)",北油路,2,,,,,,
7984106878,7984106879,0,856272989,service,False,False,186.962,"LINESTRING (120.1686446 35.9437771, 120.1673751 35.9451078)",,,,,,,,
7984106879,7984106878,0,856272989,service,False,True,186.962,"LINESTRING (120.1673751 35.9451078, 120.1686446 35.9437771)",,,,,,,,
7984106884,2317863643,0,222840515,residential,False,False,66.603,"LINESTRING (120.1673508 35.9429562, 120.1667736 35.9425815)",北油路,2,,,,,,
7984106884,7984106851,0,222840515,residential,False,True,68.659,"LINESTRING (120.1673508 35.9429562, 120.1679501 35.9433381)",北油路,2,,,,,,
7984106884,8579025621,0,856272990,footway,False,False,84.649,"LINESTRING (120.1673508 35.9429562, 120.1667861 35.9435649)",,,,,,,,
7984106885,7984106886,0,856272990,footway,False,False,53.307,"LINESTRING (120.166174 35.9442098, 120.1656937 35.9439294)",,,,,,,,
7984106885,8579025621,0,856272990,footway,False,True,90.436,"LINESTRING (120.166174 35.9442098, 120.1667861 35.9435649)",,,,,,,,
7984106886,7984106885,0,856272990,footway,False,True,53.307,"LINESTRING (120.1656937 35.9439294, 120.166174 35.9442098)",,,,,,,,
7984106886,8579025603,0,"[930702749, 222840510]",residential,False,"[False, True]",38.266000000000005,"LINESTRING (120.1656937 35.9439294, 120.1654748 35.9439555, 120.165271 35.9439547)",,,,,,,,
7984106886,8579025622,0,"[222840521, 930702749]",residential,False,"[False, True]",93.384,"LINESTRING (120.1656937 35.9439294, 120.1658426 35.9438568, 120.1659907 35.9437548, 120.1661132 35.9436249, 120.1661962 35.94349, 120.1662485 35.9433304, 120.1662648 35.9432694)",,,,,,,,
7984106886,8629536287,0,930702751,residential,False,True,36.278999999999996,"LINESTRING (120.1656937 35.9439294, 120.1656332 35.9439793, 120.1655899 35.9440392, 120.1655552 35.9441034, 120.165537 35.9441528, 120.1655171 35.9442161)",,,,,,,,
7984106887,8579026102,0,222840522,residential,False,False,41.994,"LINESTRING (120.1680633 35.941267, 120.1683315 35.940958)",荟萃路,2,,,,,,
7984106887,8579025939,0,222840522,residential,False,True,35.054,"LINESTRING (120.1680633 35.941267, 120.1677849 35.9414874)",荟萃路,2,,,,,,
7984106887,8579025927,0,856272991,footway,False,False,43.657,"LINESTRING (120.1680633 35.941267, 120.1676826 35.9410238)",,,,,,,,
7984106887,8629536046,0,930702693,footway,False,True,86.23299999999999,"LINESTRING (120.1680633 35.941267, 120.1682014 35.9413418, 120.1683373 35.9414129, 120.1684109 35.9414702, 120.1684987 35.9415756, 120.1686459 35.9416306, 120.1688192 35.9417247)",,,,,,,,
7984106888,8579025972,0,222840602,residential,False,True,11.894,"LINESTRING (120.1674594 35.9408812, 120.1675115 35.9407829)",芳华路,2,,,,,,
7984106888,8579025927,0,856272991,footway,False,True,25.597,"LINESTRING (120.1674594 35.9408812, 120.1676826 35.9410238)",,,,,,,,
7984106888,8579025968,0,222840602,residential,False,False,32.055,"LINESTRING (120.1674594 35.9408812, 120.1674355 35.9409203, 120.1673018 35.9411397)",芳华路,2,,,,,,
7984106889,8579025975,0,222840512,residential,False,False,70.081,"LINESTRING (120.1663465 35.9396168, 120.1660146 35.9401869)",黄河路,2,,,,,,
7984106889,8579025982,0,222840512,residential,False,True,3.171,"LINESTRING (120.1663465 35.9396168, 120.1663615 35.939591)",黄河路,2,,,,,,
7984106889,7984106897,0,856272992,footway,False,False,55.867000000000004,"LINESTRING (120.1663465 35.9396168, 120.1661307 35.9395087, 120.1659535 35.939406, 120.1658742 35.9393896, 120.1658124 35.9394106)",,,,,,,,
7984106895,7984106897,0,856272992,footway,False,True,23.277,"LINESTRING (120.1656968 35.9392247, 120.1657115 35.939252, 120.1657663 35.9393593, 120.1658124 35.9394106)",,,,,,,,
7984106897,7984106895,0,856272992,footway,False,False,23.277,"LINESTRING (120.1658124 35.9394106, 120.1657663 35.9393593, 120.1657115 35.939252, 120.1656968 35.9392247)",,,,,,,,
7984106897,7984106889,0,856272992,footway,False,True,55.867000000000004,"LINESTRING (120.1658124 35.9394106, 120.1658742 35.9393896, 120.1659535 35.939406, 120.1661307 35.9395087, 120.1663465 35.9396168)",,,,,,,,
7984106897,8579026006,0,856272994,footway,False,False,108.82100000000001,"LINESTRING (120.1658124 35.9394106, 120.1657282 35.9394828, 120.1656804 35.9396187, 120.1656691 35.9398136, 120.1656351 35.9399832, 120.165536 35.940311, 120.1655268 35.9403438)",,,,,,,,
7984106904,8668650540,0,935425210,footway,False,False,11.698,"LINESTRING (120.1651794 35.9407019, 120.1652842 35.9407641)",,,,,,,,
7984106904,8668650542,0,856272994,footway,False,False,73.90899999999999,"LINESTRING (120.1651794 35.9407019, 120.1650223 35.940873, 120.1649385 35.9409741, 120.1647389 35.9411977, 120.1646976 35.9412399)",,,,,,,,
7984106904,8579026006,0,856272994,footway,False,True,51.839,"LINESTRING (120.1651794 35.9407019, 120.1652474 35.9406652, 120.1652888 35.9406343, 120.1653418 35.9405841, 120.1654039 35.9405135, 120.1654752 35.9404576, 120.1655056 35.9403995, 120.1655268 35.9403438)",,,,,,,,
7984106917,7984106921,0,856272994,footway,False,False,63.765,"LINESTRING (120.1636135 35.9432819, 120.1638259 35.9433529, 120.1639533 35.9433529, 120.1641345 35.9433896, 120.1642988 35.9433924)",,,,,,,,
7984106917,8579026015,0,856272994,footway,False,True,64.985,"LINESTRING (120.1636135 35.9432819, 120.1636043 35.943188, 120.1636514 35.9431416, 120.1637168 35.9430951, 120.1637508 35.9429363, 120.1637993 35.9428028, 120.1638306 35.9427491)",,,,,,,,
7984106917,8661071925,0,934524974,path,False,False,28.426000000000002,"LINESTRING (120.1636135 35.9432819, 120.1635738 35.943272, 120.1635317 35.9432895, 120.1635087 35.9433257, 120.1635215 35.943367, 120.1635125 35.9433959, 120.1634768 35.9434187, 120.1634411 35.9434362)",秘密通道,,,no,,,,
7984106921,8579025618,0,924350803,footway,False,False,33.9,"LINESTRING (120.1642988 35.9433924, 120.1642802 35.9430879)",,,,,,,,
7984106921,7984106917,0,856272994,footway,False,True,63.765,"LINESTRING (120.1642988 35.9433924, 120.1641345 35.9433896, 120.1639533 35.9433529, 120.1638259 35.9433529, 120.1636135 35.9432819)",,,,,,,,
7984106921,8579025606,0,924350803,footway,False,True,58.525,"LINESTRING (120.1642988 35.9433924, 120.1643932 35.9436148, 120.1646035 35.943851)",,,,,,,,
7984106946,2317863603,0,222840503,residential,False,False,66.982,"LINESTRING (120.1731059 35.9447686, 120.1732122 35.9453648)",华东路,2,,,,,,
7984106946,7984106797,0,222840503,residential,False,True,41.204,"LINESTRING (120.1731059 35.9447686, 120.1730328 35.9444028)",华东路,2,,,,,,
7984106946,7984106977,0,929774108,service,False,False,6.946,"LINESTRING (120.1731059 35.9447686, 120.1731808 35.9447536)",,,,,,,,
7984106957,8642622469,0,856272996,service,False,True,29.466,"LINESTRING (120.1750511 35.9432344, 120.1747732 35.9430944)",,,,,,,,
7984106957,8579025488,0,856272996,service,False,False,71.824,"LINESTRING (120.1750511 35.9432344, 120.1755024 35.9437182, 120.1755456 35.9437369)",,,,,,,,
7984106957,8622423113,0,924350791,footway,False,False,89.81900000000002,"LINESTRING (120.1750511 35.9432344, 120.175103 35.9434029, 120.1751026 35.9434866, 120.1750868 35.9435661, 120.1750661 35.9436163, 120.175025 35.9436583, 120.1749842 35.9436727, 120.1749307 35.9436767, 120.1748538 35.9436553, 120.1747973 35.9435977, 120.1747583 35.9435003, 120.1747462 35.9434594)",,,,,,,,
7984106961,7984107016,0,926721515,service,False,True,13.769,"LINESTRING (120.1756406 35.9440674, 120.1757809 35.9441167)",,,,,,,,
7984106961,7984106964,0,856272996,service,False,False,64.459,"LINESTRING (120.1756406 35.9440674, 120.1753783 35.9440453, 120.1752856 35.9440553, 120.1752051 35.9440999, 120.1749774 35.9442036)",,,,,,,,
7984106961,8579025488,0,856272996,service,False,True,41.665,"LINESTRING (120.1756406 35.9440674, 120.1756899 35.9439831, 120.1756885 35.9439684, 120.1756372 35.9438147, 120.1755456 35.9437369)",,,,,,,,
7984106964,8579025516,0,856272996,service,False,False,1.596,"LINESTRING (120.1749774 35.9442036, 120.1749603 35.9442074)",,,,,,,,
7984106964,7984106961,0,856272996,service,False,True,64.45899999999999,"LINESTRING (120.1749774 35.9442036, 120.1752051 35.9440999, 120.1752856 35.9440553, 120.1753783 35.9440453, 120.1756406 35.9440674)",,,,,,,,
7984106964,8579025428,0,924350782,footway,False,False,62.819,"LINESTRING (120.1749774 35.9442036, 120.1749937 35.9442443, 120.175015 35.9442588, 120.1750732 35.944251, 120.1751391 35.9442358, 120.1751973 35.9442346, 120.1752524 35.9442519, 120.1752782 35.9442678, 120.1752978 35.9443034, 120.1752968 35.9443346, 120.175277 35.9443607, 120.1752326 35.9444192, 120.1751957 35.9444792, 120.1752034 35.9445024, 120.1752156 35.9445132)",,,,,,,,
7984106977,7984106946,0,929774108,service,False,True,6.946,"LINESTRING (120.1731808 35.9447536, 120.1731059 35.9447686)",,,,,,,,
7984106977,8668647654,0,856272996,service,False,True,210.04000000000002,"LINESTRING (120.1731808 35.9447536, 120.1732363 35.9449294, 120.1732874 35.9450799, 120.1733689 35.9452304, 120.1734788 35.9453484, 120.1735783 35.9454197, 120.1736672 35.9454474, 120.1737418 35.9454392, 120.1737863 35.9454111, 120.1738301 35.9453618, 120.1739557 35.9451542, 120.1740204 35.9450965, 120.1741034 35.9450728, 120.1742768 35.9451343, 120.1743357 35.9451399, 120.1743967 35.9451167, 120.1744108 35.9450854, 120.1743691 35.9448703)",,,,,,,,
7984106977,8579025515,0,"[856272996, 929774108, 929774109]",service,False,False,211.38800000000003,"LINESTRING (120.1731808 35.9447536, 120.1733435 35.9447162, 120.1735426 35.9446008, 120.17364 35.9444921, 120.1736819 35.9442656, 120.1736137 35.9441583, 120.1735776 35.9441029, 120.1733832 35.9438052, 120.1733363 35.9437334, 120.1732834 35.943588, 120.1732718 35.9435124, 120.1732653 35.9434265, 120.1732903 35.9433197, 120.1733358 35.9432129, 120.1733853 35.9431607)",,,,,building_passage,,,
7984106977,8771903172,0,947685810,service,False,False,70.33999999999999,"LINESTRING (120.1731808 35.9447536, 120.1735844 35.9451229, 120.1736147 35.9451339, 120.1736784 35.9451253, 120.173738 35.9450891)",,,,,,,,
7984106978,7984106979,0,856272997,service,False,False,14.109,"LINESTRING (120.1741166 35.9428827, 120.1741787 35.9427662)",,,,,,,,
7984106978,8642622469,0,856272996,service,False,False,63.996,"LINESTRING (120.1741166 35.9428827, 120.1746097 35.9430121, 120.1747732 35.9430944)",,,,,,,,
7984106978,8579025540,0,856272996,service,False,True,36.586,"LINESTRING (120.1741166 35.9428827, 120.1740242 35.9428782, 120.1738767 35.9428916, 120.17372 35.9429345)",,,,,,,,
7984106979,2317863622,0,856272954,residential,False,True,44.724,"LINESTRING (120.1741787 35.9427662, 120.1737132 35.9426257)",,,,,,,,
7984106979,7984106978,0,856272997,service,False,True,14.109,"LINESTRING (120.1741787 35.9427662, 120.1741166 35.9428827)",,,,,,,,
7984106979,7984070277,0,856272954,residential,False,False,137.26399999999998,"LINESTRING (120.1741787 35.9427662, 120.1744918 35.9428465, 120.1754759 35.9433253, 120.1755172 35.9433454)",,,,,,,,
7984106981,7984106982,0,856272998,service,False,False,38.229,"LINESTRING (120.1745319 35.9452278, 120.1746986 35.9453443, 120.1747613 35.9453988, 120.1748195 35.9454767)",,,,,,,,
7984106981,8599197751,0,856272998,service,False,True,54.429,"LINESTRING (120.1745319 35.9452278, 120.1745016 35.9451876, 120.1744864 35.9451405, 120.1744295 35.9448463, 120.1744171 35.9447509)",,,,,,,,
7984106981,8579025416,0,924350780,path,False,False,41.602,"LINESTRING (120.1745319 35.9452278, 120.1745909 35.9452029, 120.1746617 35.9451975, 120.174697 35.9451694, 120.1747962 35.9451559, 120.1748956 35.9451685, 120.1749686 35.9451771)",,,,,,,,
7984106982,8599197497,0,856272998,service,False,False,12.28,"LINESTRING (120.1748195 35.9454767, 120.1748363 35.9455863)",,,,,,,,
7984106982,7984106981,0,856272998,service,False,True,38.229,"LINESTRING (120.1748195 35.9454767, 120.1747613 35.9453988, 120.1746986 35.9453443, 120.1745319 35.9452278)",,,,,,,,
7984106982,8599197502,0,926721495,footway,False,True,9.807,"LINESTRING (120.1748195 35.9454767, 120.1748564 35.9454522, 120.1749166 35.9454612)",,,,,,,,
7984106986,8599197692,0,856272998,service,False,False,71.639,"LINESTRING (120.1746078 35.9464222, 120.1746724 35.9465508, 120.1749861 35.9469878)",,,,,,,,
7984106986,8599197464,0,856272998,service,False,True,31.743,"LINESTRING (120.1746078 35.9464222, 120.1745997 35.9463728, 120.1746111 35.946308, 120.1746954 35.9461521)",,,,,,,,
7984106986,8579026052,0,929756550,footway,False,True,29.338,"LINESTRING (120.1746078 35.9464222, 120.1744679 35.9464401, 120.1743713 35.9464071, 120.1742919 35.9464088)",,,,,,,,
7984106993,8599197434,0,856272998,service,False,False,110.19900000000001,"LINESTRING (120.1755236 35.9479563, 120.1755626 35.9484591, 120.1759683 35.9486798, 120.1760691 35.9487213)",,,,,,,,
7984106993,8579025549,0,856272998,service,False,True,46.47,"LINESTRING (120.1755236 35.9479563, 120.1753753 35.9479094, 120.1752619 35.9478245, 120.1751378 35.9476949)",,,,,,,,
7984106993,8579025453,0,856272999,service,False,True,49.824,"LINESTRING (120.1755236 35.9479563, 120.1755966 35.9479586, 120.1756712 35.9479101, 120.1757099 35.9478533, 120.1757795 35.9476848, 120.1757902 35.9476164)",,,,,,,,
7984106997,8579025441,0,856272998,service,False,False,22.644,"LINESTRING (120.176866 35.9489649, 120.1770224 35.9488054)",,,,,,,,
7984106997,8579025454,0,856272998,service,False,True,33.072,"LINESTRING (120.176866 35.9489649, 120.1765112 35.9488877)",,,,,,,,
7984106997,8579025459,0,924350787,path,False,False,22.76,"LINESTRING (120.176866 35.9489649, 120.1768465 35.9490198, 120.1767774 35.9490879, 120.1767064 35.949103)",,,,,,,,
7984107009,8579025395,0,856273000,service,False,True,62.868,"LINESTRING (120.1768222 35.9456016, 120.1767179 35.9455534, 120.1764876 35.9454047, 120.1763774 35.9453804, 120.1762133 35.9454147)",,,,,,,,
7984107009,8599197449,0,926721520,service,False,False,27.480000000000004,"LINESTRING (120.1768222 35.9456016, 120.1768492 35.9455123, 120.1768618 35.9454279, 120.1768555 35.9453579)",,,,,,,,
7984107009,8599197426,0,926721520,service,False,True,29.247999999999998,"LINESTRING (120.1768222 35.9456016, 120.1769557 35.9456739, 120.1771015 35.9457352)",,,,,,,,
7984107012,8622263027,0,926721515,service,False,True,4.673,"LINESTRING (120.1766027 35.9447715, 120.1766081 35.9448133)",,,,,,,,
7984107012,8579026169,0,924350932,footway,False,True,43.302,"LINESTRING (120.1766027 35.9447715, 120.1764785 35.9447715, 120.1763393 35.944798, 120.1762417 35.9447849, 120.1761713 35.9447114)",,,,,,,,
7984107012,8579025403,0,926721515,service,False,False,71.958,"LINESTRING (120.1766027 35.9447715, 120.1765522 35.9445204, 120.1764912 35.9444315, 120.1764041 35.9443547, 120.1762761 35.9442585, 120.1762324 35.9442301)",,,,,,,,
7984107016,7984106961,0,926721515,service,False,False,13.769,"LINESTRING (120.1757809 35.9441167, 120.1756406 35.9440674)",,,,,,,,
7984107016,8579026159,0,856272999,service,False,False,33.984,"LINESTRING (120.1757809 35.9441167, 120.1757331 35.9442702, 120.1756996 35.944415)",,,,,,,,
7984107016,8579025403,0,926721515,service,False,True,42.695,"LINESTRING (120.1757809 35.9441167, 120.1758836 35.9441509, 120.1760517 35.944178, 120.1762324 35.9442301)",,,,,,,,
7984107030,8579025433,0,856272999,service,False,False,47.468,"LINESTRING (120.1756252 35.9454013, 120.1756246 35.9455111, 120.1756459 35.9456719, 120.1756826 35.9458244)",,,,,,,,
7984107030,8579025422,0,856272999,service,False,True,77.337,"LINESTRING (120.1756252 35.9454013, 120.1756636 35.945182, 120.1756858 35.9450548, 120.17574 35.9448154, 120.1757247 35.944714)",,,,,,,,
7984107030,8579025396,0,856273000,service,False,False,43.502,"LINESTRING (120.1756252 35.9454013, 120.1759119 35.9454085, 120.1761068 35.9454282)",,,,,,,,
7984107033,8599197590,0,856273001,service,False,False,7.259,"LINESTRING (120.1772806 35.9458256, 120.1773562 35.9458029)",,,,,,,,
7984107033,8599197426,0,926721520,service,False,False,19.0,"LINESTRING (120.1772806 35.9458256, 120.1771015 35.9457352)",,,,,,,,
7984107033,8622263041,0,"[926721520, 926721521, 856272998]",service,False,True,180.393,"LINESTRING (120.1772806 35.9458256, 120.1773825 35.945933, 120.1774914 35.9460718, 120.1775176 35.9462694, 120.1775342 35.9464807, 120.1775285 35.9465201, 120.1775226 35.9465613, 120.1775754 35.9466278, 120.1777113 35.946788, 120.1778067 35.9469139, 120.1779524 35.9472674, 120.1779648 35.9473031)",,,,,,yes,,
7984107036,8668647632,0,856273001,service,False,True,42.723,"LINESTRING (120.1778048 35.9465156, 120.1776837 35.9461441)",,,,,,,,
7984107036,8668647632,1,935425207,footway,False,False,51.688,"LINESTRING (120.1778048 35.9465156, 120.177731 35.9464876, 120.1776133 35.9461622, 120.1776837 35.9461441)",,,,,,,,
8555994019,7984106865,0,856272988,footway,False,False,95.435,"LINESTRING (120.1710542 35.9409801, 120.1711423 35.9401248)",,,,,,,,
8555994019,7984106874,0,856272988,footway,False,True,7.972,"LINESTRING (120.1710542 35.9409801, 120.171034 35.9410499)",,,,,,,,
8555994019,8555994025,0,921576988,footway,False,False,102.661,"LINESTRING (120.1710542 35.9409801, 120.1711545 35.9409157, 120.171258 35.9408, 120.1713073 35.9406404, 120.1713319 35.9404608, 120.1714355 35.940381, 120.1716111 35.9403343, 120.1716862 35.9403083)",,,,,,,,
8555994025,7984106855,0,856272984,footway,False,False,14.721,"LINESTRING (120.1716862 35.9403083, 120.1717716 35.940351, 120.1718029 35.9403954)",,,,,,,,
8555994025,7984106865,0,856272984,footway,False,True,53.067,"LINESTRING (120.1716862 35.9403083, 120.1712138 35.9401539, 120.1711423 35.9401248)",,,,,,,,
8555994025,7984106857,0,921576988,footway,False,False,61.09599999999999,"LINESTRING (120.1716862 35.9403083, 120.1716785 35.9402575, 120.1717164 35.9401415, 120.1718594 35.9400577, 120.1718574 35.9399888, 120.1718249 35.939942, 120.1717138 35.939874)",,,,,,,,
8555994025,8555994019,0,921576988,footway,False,True,102.66100000000002,"LINESTRING (120.1716862 35.9403083, 120.1716111 35.9403343, 120.1714355 35.940381, 120.1713319 35.9404608, 120.1713073 35.9406404, 120.171258 35.9408, 120.1711545 35.9409157, 120.1710542 35.9409801)",,,,,,,,
8555994031,8668650587,0,222840514,residential,False,False,96.208,"LINESTRING (120.17207 35.94463, 120.1729067 35.9451683)",,,,,,,,
8555994031,7984106814,0,222840514,residential,False,True,71.073,"LINESTRING (120.17207 35.94463, 120.1714564 35.9442278)",,,,,,,,
8555994031,8661053570,0,921576989,footway,False,True,14.678,"LINESTRING (120.17207 35.94463, 120.1721634 35.9445218)",,,,,,,,
8555994033,8555994034,0,921576991,footway,False,False,33.655,"LINESTRING (120.1724269 35.9431562, 120.1727969 35.9431129)",,,,,,,,
8555994033,8754577763,0,930702680,footway,False,False,5.97,"LINESTRING (120.1724269 35.9431562, 120.1723615 35.9431651)",,,,,,,,
8555994033,8579026213,0,856272964,footway,False,False,68.092,"LINESTRING (120.1724269 35.9431562, 120.1723855 35.9427933, 120.1721462 35.9426386)",,,,,,,,
8555994033,8629518082,0,856272964,footway,False,True,45.936,"LINESTRING (120.1724269 35.9431562, 120.1724563 35.9434145, 120.1723416 35.943537)",,,,,,,,
8555994034,7984106841,0,222840503,residential,False,False,44.173,"LINESTRING (120.1727969 35.9431129, 120.1728677 35.943506)",华东路,2,,,,,,
8555994034,2317863608,0,222840503,residential,False,True,89.022,"LINESTRING (120.1727969 35.9431129, 120.1726712 35.9423188)",华东路,2,,,,,,
8555994034,8555994033,0,921576991,footway,False,True,33.655,"LINESTRING (120.1727969 35.9431129, 120.1724269 35.9431562)",,,,,,,,
8555994034,8555994036,0,921576991,footway,False,False,41.494,"LINESTRING (120.1727969 35.9431129, 120.1730459 35.9431004, 120.1732327 35.9431806)",,,,,,,,
8555994036,8579025487,0,856272976,residential,False,False,3.397,"LINESTRING (120.1732327 35.9431806, 120.1732571 35.9431573)",,,,,,,,
8555994036,7984106841,0,856272976,residential,False,True,48.876,"LINESTRING (120.1732327 35.9431806, 120.1728677 35.943506)",,,,,,,,
8555994036,8555994034,0,921576991,footway,False,True,41.494,"LINESTRING (120.1732327 35.9431806, 120.1730459 35.9431004, 120.1727969 35.9431129)",,,,,,,,
8555994037,7984106834,0,856272972,footway,False,False,17.563,"LINESTRING (120.1721027 35.9440491, 120.1722237 35.9439252)",,,,,,,,
8555994037,7984106796,0,856272972,footway,False,True,9.029,"LINESTRING (120.1721027 35.9440491, 120.1720405 35.9441128)",,,,,,,,
8555994037,8555994038,0,921576992,footway,False,False,36.089,"LINESTRING (120.1721027 35.9440491, 120.1724212 35.9442462)",,,,,,,,
8555994038,8661053569,0,921576989,footway,False,False,21.408,"LINESTRING (120.1724212 35.9442462, 120.1722754 35.9443983)",,,,,,,,
8555994038,7984106835,0,921576989,footway,False,True,18.514,"LINESTRING (120.1724212 35.9442462, 120.1725436 35.9441124)",,,,,,,,
8555994038,8555994037,0,921576992,footway,False,True,36.089,"LINESTRING (120.1724212 35.9442462, 120.1721027 35.9440491)",,,,,,,,
8579025259,8579026117,0,222840603,service,False,False,110.275,"LINESTRING (120.1705569 35.9443153, 120.1695701 35.9437277)",,,,,,,,
8579025259,8629536205,0,222840603,service,False,True,50.724,"LINESTRING (120.1705569 35.9443153, 120.1709998 35.9445973)",,,,,,,,
8579025259,2317863604,0,222840605,residential,False,False,54.689,"LINESTRING (120.1705569 35.9443153, 120.1702272 35.9447284)",博萃西路,2,,,,,,
8579025259,7984106785,0,222840605,residential,False,True,58.446,"LINESTRING (120.1705569 35.9443153, 120.1709558 35.9439006)",博萃西路,2,,,,,,
8579025360,8579025549,0,856272998,service,False,False,50.819,"LINESTRING (120.1750643 35.9472524, 120.175045 35.9473775, 120.1750629 35.9475233, 120.175109 35.9476649, 120.1751378 35.9476949)",,,,,,,,
8579025360,8599197692,0,856272998,service,False,True,31.366999999999997,"LINESTRING (120.1750643 35.9472524, 120.175078 35.9471501, 120.175041 35.9470664, 120.1749861 35.9469878)",,,,,,,,
8579025360,8579025369,0,924350777,path,False,False,73.596,"LINESTRING (120.1750643 35.9472524, 120.1751533 35.9473096, 120.1751845 35.9473646, 120.1752411 35.9473829, 120.1753175 35.9473577, 120.1753855 35.9473027, 120.1754336 35.9472156, 120.1755271 35.9471423, 120.1755922 35.9471629, 120.175663 35.9471721)",,,,,,,,
8579025369,8579025374,0,924350777,path,False,False,39.596000000000004,"LINESTRING (120.175663 35.9471721, 120.1757026 35.947117, 120.1757451 35.9470483, 120.1758017 35.9470254, 120.1758555 35.946952, 120.1759293 35.9469004)",,,,,,,,
8579025369,8579025360,0,924350777,path,False,True,73.596,"LINESTRING (120.175663 35.9471721, 120.1755922 35.9471629, 120.1755271 35.9471423, 120.1754336 35.9472156, 120.1753855 35.9473027, 120.1753175 35.9473577, 120.1752411 35.9473829, 120.1751845 35.9473646, 120.1751533 35.9473096, 120.1750643 35.9472524)",,,,,,,,
8579025369,8668456898,0,926721500,path,False,True,35.854,"LINESTRING (120.175663 35.9471721, 120.1757181 35.9471816, 120.1757857 35.9471851, 120.1758094 35.9471948, 120.175873 35.9471969, 120.175951 35.9472408, 120.1760314 35.9472717)",,,,,,,,
8579025374,8668456898,0,856272999,service,False,False,43.941,"LINESTRING (120.1759293 35.9469004, 120.1760062 35.9470055, 120.1760379 35.9470825, 120.1760542 35.9471698, 120.1760314 35.9472717)",,,,,,,,
8579025374,8599197681,0,856272999,service,False,True,11.213000000000001,"LINESTRING (120.1759293 35.9469004, 120.1758981 35.9468551, 120.1758849 35.9468073)",,,,,,,,
8579025374,8579025369,0,924350777,path,False,True,39.596,"LINESTRING (120.1759293 35.9469004, 120.1758555 35.946952, 120.1758017 35.9470254, 120.1757451 35.9470483, 120.1757026 35.947117, 120.175663 35.9471721)",,,,,,,,
8579025375,8622263041,0,856272998,service,False,False,61.735,"LINESTRING (120.1779806 35.9478338, 120.178026 35.947781, 120.1780561 35.9476944, 120.1780499 35.9475476, 120.1779648 35.9473031)",,,,,,,,
8579025375,8629536296,0,856272998,service,False,True,62.86,"LINESTRING (120.1779806 35.9478338, 120.1777966 35.9479622, 120.1776153 35.9481359, 120.1775147 35.9482513)",,,,,,,,
8579025375,8579025378,0,924350778,footway,False,False,45.388,"LINESTRING (120.1779806 35.9478338, 120.1778613 35.9477653, 120.1776553 35.9477236, 120.1775116 35.9477046)",,,,,,,,
8579025378,8579025379,0,924350778,footway,False,False,16.845,"LINESTRING (120.1775116 35.9477046, 120.1774322 35.9476602, 120.177401 35.9476328, 120.1773871 35.9475985)",,,,,,,,
8579025378,8579025375,0,924350778,footway,False,True,45.38799999999999,"LINESTRING (120.1775116 35.9477046, 120.1776553 35.9477236, 120.1778613 35.9477653, 120.1779806 35.9478338)",,,,,,,,
