element_type,osmid,nodes,amenity,building,geometry
way,104351419,"[1203947505, 1203947518, 1203947522, 1203947504, 1203947505]",toilets,yes,"POLYGON ((114.4143057 30.5107338, 114.414303 30.5106873, 114.4144633 30.5106709, 114.4144686 30.5107194, 114.4143057 30.5107338))"
